date,MCK_Open,MCK_High,MCK_Low,MCK_Close,MCK_Volume,MCK_Dividends,MCK_Stock Splits
1994-11-10 00:00:00+00:00,16.75,16.75,16.5,12.672097206115724,728000,0.0,
1994-11-11 00:00:00+00:00,16.4375,16.5,16.4375,12.624102592468262,151800,0.0,
1994-11-14 00:00:00+00:00,16.4375,16.4375,16.375,12.57610321044922,36800,0.0,
1994-11-15 00:00:00+00:00,16.375,16.375,16.25,12.4801025390625,114800,0.0,
1994-11-16 00:00:00+00:00,16.3125,16.375,16.25,12.4801025390625,751200,0.0,
1994-11-17 00:00:00+00:00,16.3125,16.3125,16.125,12.432103157043455,603600,0.0,
1994-11-18 00:00:00+00:00,16.1875,16.25,16.0625,12.432103157043455,543600,0.0,
1994-11-21 00:00:00+00:00,16.25,16.3125,16.25,12.528099060058594,266800,0.0,
1994-11-22 00:00:00+00:00,16.375,16.375,15.9375,12.240095138549805,649800,0.0,
1994-11-23 00:00:00+00:00,15.8125,15.8125,15.5,12.096095085144045,796400,0.0,
1994-11-25 00:00:00+00:00,15.75,15.875,15.75,12.192091941833496,62800,0.0,
1994-11-28 00:00:00+00:00,15.875,15.875,15.75,12.096095085144045,131400,0.0,
1994-11-29 00:00:00+00:00,15.75,15.8125,15.3125,11.85609245300293,427200,0.0,
1994-11-30 00:00:00+00:00,15.5,15.6875,15.4375,12.048094749450684,1915200,0.0,
1994-12-01 00:00:00+00:00,15.625,16.125,15.625,12.288094520568848,752800,0.0,
1994-12-02 00:00:00+00:00,16.0,16.1875,15.9375,12.432103157043455,437000,0.0,
1994-12-05 00:00:00+00:00,16.25,16.25,15.875,12.192091941833496,636000,0.0,
1994-12-06 00:00:00+00:00,15.875,15.875,15.75,12.144095420837402,390000,0.0,
1994-12-07 00:00:00+00:00,15.8125,15.8125,15.625,12.048094749450684,260200,0.0,
1994-12-08 00:00:00+00:00,15.625,15.75,15.25,11.760091781616213,546400,0.0,
1994-12-09 00:00:00+00:00,15.125,15.3125,15.0625,11.85688591003418,279000,0.125,
1994-12-12 00:00:00+00:00,15.3125,15.3125,15.0625,11.80848789215088,331600,0.0,
1994-12-13 00:00:00+00:00,15.3125,15.625,15.3125,12.050471305847168,962200,0.0,
1994-12-14 00:00:00+00:00,15.6875,16.0,15.6875,12.292442321777344,651200,0.0,
1994-12-15 00:00:00+00:00,15.875,15.875,15.625,12.195659637451172,324200,0.0,
1994-12-16 00:00:00+00:00,15.8125,16.0,15.6875,12.340835571289062,538600,0.0,
1994-12-19 00:00:00+00:00,16.0,16.0,15.8125,12.292442321777344,344800,0.0,
1994-12-20 00:00:00+00:00,15.875,15.9375,15.8125,12.292442321777344,513400,0.0,
1994-12-21 00:00:00+00:00,15.9375,16.1875,15.9375,12.437627792358398,460800,0.0,
1994-12-22 00:00:00+00:00,16.25,16.3125,16.0625,12.486023902893066,555200,0.0,
1994-12-23 00:00:00+00:00,16.3125,16.3125,16.1875,12.582818031311035,86600,0.0,
1994-12-27 00:00:00+00:00,16.25,16.3125,16.1875,12.631214141845703,119000,0.0,
1994-12-28 00:00:00+00:00,16.25,16.3125,16.1875,12.582818031311035,280600,0.0,
1994-12-29 00:00:00+00:00,16.25,16.4375,16.25,12.679609298706056,215000,0.0,
1994-12-30 00:00:00+00:00,16.375,16.5,16.3125,12.631214141845703,300400,0.0,
1995-01-03 00:00:00+00:00,16.375,16.625,16.375,12.776402473449709,436000,0.0,
1995-01-04 00:00:00+00:00,16.5625,16.625,16.3125,12.728012084960938,378600,0.0,
1995-01-05 00:00:00+00:00,16.4375,16.5625,16.375,12.776402473449709,180000,0.0,
1995-01-06 00:00:00+00:00,16.5,16.625,16.375,12.776402473449709,427800,0.0,
1995-01-09 00:00:00+00:00,16.5,16.5,16.3125,12.728012084960938,263400,0.0,
1995-01-10 00:00:00+00:00,16.375,16.375,16.25,12.582818031311035,376000,0.0,
1995-01-11 00:00:00+00:00,16.3125,16.3125,15.9375,12.389230728149414,289800,0.0,
1995-01-12 00:00:00+00:00,16.125,16.1875,16.0,12.534419059753418,258600,0.0,
1995-01-13 00:00:00+00:00,16.1875,16.4375,16.1875,12.728012084960938,200600,0.0,
1995-01-16 00:00:00+00:00,16.25,16.5625,16.25,12.728012084960938,399600,0.0,
1995-01-17 00:00:00+00:00,16.4375,16.5,16.375,12.679609298706056,107600,0.0,
1995-01-18 00:00:00+00:00,16.5625,17.0,16.5,13.163564682006836,1093000,0.0,
1995-01-19 00:00:00+00:00,17.0,17.3125,17.0,13.260347366333008,893600,0.0,
1995-01-20 00:00:00+00:00,17.1875,17.25,17.0,13.163564682006836,218600,0.0,
1995-01-23 00:00:00+00:00,17.0,17.1875,16.875,13.308752059936523,892000,0.0,
1995-01-24 00:00:00+00:00,17.1875,17.4375,16.875,13.308752059936523,2862600,0.0,
1995-01-25 00:00:00+00:00,17.0625,17.625,17.0,13.550724029541016,1194400,0.0,
1995-01-26 00:00:00+00:00,17.5,17.8125,17.5,13.695905685424805,500200,0.0,
