date,ITA_Open,ITA_High,ITA_Low,ITA_Close,ITA_Volume,ITA_Dividends,ITA_Stock Splits
2006-05-05 00:00:00+00:00,25.88999938964844,25.989999771118164,25.88999938964844,21.215335845947266,4000,0.0,
2006-05-08 00:00:00+00:00,25.975000381469727,25.975000381469727,25.86000061035156,21.13371086120605,16800,0.0,
2006-05-09 00:00:00+00:00,25.90999984741211,25.90999984741211,25.84000015258789,21.11330795288086,21600,0.0,
2006-05-10 00:00:00+00:00,25.899999618530277,26.06999969482422,25.895000457763672,21.211257934570312,119000,0.0,
2006-05-11 00:00:00+00:00,25.96999931335449,25.989999771118164,25.68000030517578,20.974538803100582,22600,0.0,
2006-05-12 00:00:00+00:00,25.524999618530277,25.524999618530277,25.145000457763672,20.52557945251465,8600,0.0,
2006-05-15 00:00:00+00:00,25.024999618530277,25.09000015258789,24.920000076293945,20.472509384155277,6200,0.0,
2006-05-16 00:00:00+00:00,25.09000015258789,25.145000457763672,25.0,20.43987274169922,10600,0.0,
2006-05-17 00:00:00+00:00,24.65999984741211,24.65999984741211,24.450000762939453,19.9582633972168,71600,0.0,
2006-05-18 00:00:00+00:00,24.549999237060547,24.559999465942383,24.20499992370605,19.758264541625977,5000,0.0,
2006-05-19 00:00:00+00:00,24.200000762939453,24.450000762939453,24.15999984741211,19.86029815673828,23400,0.0,
2006-05-22 00:00:00+00:00,24.200000762939453,24.48500061035156,24.190000534057617,19.905193328857425,17400,0.0,
2006-05-23 00:00:00+00:00,24.5,24.530000686645508,24.200000762939453,19.754188537597656,11000,0.0,
2006-05-24 00:00:00+00:00,23.920000076293945,24.11000061035156,23.729999542236328,19.595008850097656,1050200,0.0,
2006-05-25 00:00:00+00:00,24.104999542236328,24.2450008392334,24.104999542236328,19.68888092041016,5800,0.0,
2006-05-26 00:00:00+00:00,24.290000915527344,24.290000915527344,24.209999084472656,19.80315399169922,2600,0.0,
2006-05-30 00:00:00+00:00,24.209999084472656,24.209999084472656,23.94499969482422,19.546030044555664,71200,0.0,
2006-05-31 00:00:00+00:00,24.024999618530277,24.06999969482422,23.93000030517578,19.648073196411133,7400,0.0,
2006-06-01 00:00:00+00:00,24.075000762939453,24.415000915527344,24.075000762939453,19.9296817779541,6200,0.0,
2006-06-02 00:00:00+00:00,24.540000915527344,24.540000915527344,24.315000534057617,19.91744041442871,4000,0.0,
2006-06-05 00:00:00+00:00,24.350000381469727,24.350000381469727,24.0,19.64398765563965,7400,0.0,
2006-06-06 00:00:00+00:00,23.684999465942383,23.684999465942383,23.56999969482422,19.239925384521484,11600,0.0,
2006-06-07 00:00:00+00:00,23.690000534057617,23.920000076293945,23.645000457763672,19.301145553588867,19200,0.0,
2006-06-08 00:00:00+00:00,23.549999237060547,23.59000015258789,23.049999237060547,19.256248474121094,9800,0.0,
2006-06-09 00:00:00+00:00,23.63500022888184,23.71500015258789,23.5,19.182781219482425,2200,0.0,
2006-06-12 00:00:00+00:00,23.399999618530277,23.399999618530277,22.8799991607666,18.676681518554688,68000,0.0,
2006-06-13 00:00:00+00:00,22.73500061035156,22.825000762939453,22.4950008392334,18.407302856445312,646000,0.0,
2006-06-14 00:00:00+00:00,22.600000381469727,22.84499931335449,22.600000381469727,18.648117065429688,3800,0.0,
2006-06-15 00:00:00+00:00,22.96999931335449,23.600000381469727,22.96999931335449,19.26441192626953,19800,0.0,
2006-06-16 00:00:00+00:00,23.600000381469727,23.649999618530277,23.424999237060547,19.22767639160156,37200,0.0,
2006-06-19 00:00:00+00:00,23.424999237060547,23.424999237060547,23.209999084472656,18.9460563659668,4400,0.0,
2006-06-20 00:00:00+00:00,23.200000762939453,23.290000915527344,23.09000015258789,18.88075828552246,6400,0.0,
2006-06-21 00:00:00+00:00,23.149999618530277,23.55500030517578,23.149999618530277,19.1787052154541,11000,0.0,
2006-06-22 00:00:00+00:00,23.350000381469727,23.350000381469727,23.225000381469727,19.0549373626709,6000,0.0185,
2006-06-23 00:00:00+00:00,23.15999984741211,23.424999237060547,23.15999984741211,19.0549373626709,6800,0.0,
2006-06-26 00:00:00+00:00,23.225000381469727,23.2549991607666,23.149999618530277,18.997745513916016,14800,0.0,
2006-06-27 00:00:00+00:00,23.299999237060547,23.299999237060547,22.934999465942383,18.781265258789062,5000,0.0,
2006-06-28 00:00:00+00:00,22.934999465942383,22.934999465942383,22.78499984741211,18.71183586120605,4000,0.0,
2006-06-29 00:00:00+00:00,23.31999969482422,23.520000457763672,23.19499969482422,19.21424102783203,8600,0.0,
2006-06-30 00:00:00+00:00,23.549999237060547,23.584999084472656,23.549999237060547,19.26734161376953,9200,0.0,
2006-07-03 00:00:00+00:00,23.625,23.684999465942383,23.625,19.349021911621094,3000,0.0,
2006-07-05 00:00:00+00:00,23.575000762939453,23.575000762939453,23.40999984741211,19.226491928100582,57600,0.0,
2006-07-06 00:00:00+00:00,23.63999938964844,23.770000457763672,23.61000061035156,19.324520111083984,595600,0.0,
2006-07-07 00:00:00+00:00,23.575000762939453,23.674999237060547,23.38500022888184,19.136632919311523,305000,0.0,
2006-07-10 00:00:00+00:00,23.600000381469727,23.684999465942383,23.45499992370605,19.197895050048828,143400,0.0,
