date,IIIN_Open,IIIN_High,IIIN_Low,IIIN_Close,IIIN_Volume,IIIN_Dividends,IIIN_Stock Splits
1992-03-17 00:00:00+00:00,4.6875,4.8125,4.6875,2.057321310043335,17400,0.0,
1992-03-18 00:00:00+00:00,4.8125,4.8125,4.6875,2.098466634750366,17000,0.0,
1992-03-19 00:00:00+00:00,4.8125,4.875,4.8125,2.139613151550293,8000,0.0,
1992-03-20 00:00:00+00:00,4.875,5.0,4.875,2.1944758892059326,1600,0.0,
1992-03-23 00:00:00+00:00,4.875,5.0,4.875,2.1944758892059326,5000,0.0,
1992-03-24 00:00:00+00:00,5.0625,5.0625,5.0625,2.2219078540802,131800,0.0,
1992-03-25 00:00:00+00:00,5.0,5.0625,5.0,2.2219078540802,30000,0.0,
1992-03-26 00:00:00+00:00,5.0,5.125,5.0,2.2493371963500977,4600,0.0,
1992-03-27 00:00:00+00:00,5.1875,5.1875,5.125,2.2493371963500977,15000,0.0,
1992-03-30 00:00:00+00:00,5.0625,5.0625,5.0,2.1944758892059326,2800,0.0,
1992-03-31 00:00:00+00:00,5.0,5.0625,5.0,2.2219078540802,4400,0.0,
1992-04-01 00:00:00+00:00,5.0625,5.125,5.0625,2.2493371963500977,4400,0.0,
1992-04-02 00:00:00+00:00,5.0,5.0,5.0,2.1944758892059326,1400,0.0,
1992-04-03 00:00:00+00:00,5.0,5.0,4.8125,2.139613151550293,1600,0.0,
1992-04-06 00:00:00+00:00,4.875,5.0,4.875,2.1944758892059326,51000,0.0,
1992-04-07 00:00:00+00:00,4.875,4.875,4.8125,2.112183094024658,2400,0.0,
1992-04-08 00:00:00+00:00,4.6875,4.6875,4.625,2.0298900604248047,3800,0.0,
1992-04-09 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,1800,0.0,
1992-04-10 00:00:00+00:00,4.75,4.75,4.6875,2.057321310043335,2400,0.0,
1992-04-13 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,2000,0.0,
1992-04-14 00:00:00+00:00,4.5625,4.625,4.5625,2.0298900604248047,8600,0.0,
1992-04-15 00:00:00+00:00,4.6875,4.6875,4.625,2.0298900604248047,3000,0.0,
1992-04-16 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,4000,0.0,
1992-04-20 00:00:00+00:00,4.625,4.625,4.625,2.0298900604248047,200,0.0,
1992-04-21 00:00:00+00:00,4.625,4.625,4.5,1.9750285148620603,7400,0.0,
1992-04-22 00:00:00+00:00,4.5625,4.625,4.5625,2.0298900604248047,4200,0.0,
1992-04-23 00:00:00+00:00,4.6875,4.75,4.6875,2.057321310043335,14600,0.0,
1992-04-24 00:00:00+00:00,4.75,4.75,4.75,2.0847513675689697,19400,0.0,
1992-04-27 00:00:00+00:00,4.75,4.75,4.75,2.0847513675689697,0,0.0,
1992-04-28 00:00:00+00:00,4.75,4.875,4.75,2.139613151550293,8800,0.0,
1992-04-29 00:00:00+00:00,4.8125,4.8125,4.8125,2.112183094024658,600,0.0,
1992-04-30 00:00:00+00:00,4.8125,4.8125,4.8125,2.112183094024658,1200,0.0,
1992-05-01 00:00:00+00:00,4.8125,4.8125,4.8125,2.112183094024658,0,0.0,
1992-05-04 00:00:00+00:00,4.875,4.875,4.875,2.139613151550293,200,0.0,
1992-05-05 00:00:00+00:00,4.875,4.875,4.875,2.139613151550293,2400,0.0,
1992-05-06 00:00:00+00:00,4.875,4.875,4.8125,2.139613151550293,4000,0.0,
1992-05-07 00:00:00+00:00,4.875,4.875,4.75,2.112183094024658,7800,0.0,
1992-05-08 00:00:00+00:00,4.75,4.75,4.75,2.0847513675689697,200,0.0,
1992-05-11 00:00:00+00:00,4.75,4.75,4.625,2.0298900604248047,8000,0.0,
1992-05-12 00:00:00+00:00,4.6875,4.6875,4.5625,2.002459049224853,157200,0.0,
1992-05-13 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,400,0.0,
1992-05-14 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,2000,0.0,
1992-05-15 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,1200,0.0,
1992-05-18 00:00:00+00:00,4.5625,4.6875,4.5625,2.057321310043335,4600,0.0,
1992-05-19 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,0,0.0,
1992-05-20 00:00:00+00:00,4.6875,4.8125,4.6875,2.112183094024658,4600,0.0,
1992-05-21 00:00:00+00:00,4.6875,4.75,4.6875,2.0847513675689697,5000,0.0,
1992-05-22 00:00:00+00:00,4.6875,4.6875,4.6875,2.057321310043335,200,0.0,
1992-05-26 00:00:00+00:00,4.8125,4.8125,4.8125,2.112183094024658,5600,0.0,
1992-05-27 00:00:00+00:00,4.8125,4.8125,4.8125,2.112183094024658,0,0.0,
1992-05-28 00:00:00+00:00,4.9375,4.9375,4.9375,2.16704535484314,5200,0.0,
1992-05-29 00:00:00+00:00,4.9375,5.25,4.9375,2.304199457168579,9400,0.0,
1992-06-01 00:00:00+00:00,5.25,5.25,5.125,2.2493371963500977,40000,0.0,
1992-06-02 00:00:00+00:00,5.125,5.125,5.125,2.2493371963500977,3200,0.0,
1992-06-03 00:00:00+00:00,5.125,5.1875,5.0625,2.2493371963500977,10800,0.0,
1992-06-04 00:00:00+00:00,5.125,5.125,5.125,2.2493371963500977,0,0.0,
1992-06-05 00:00:00+00:00,5.0625,5.125,5.0625,2.2493371963500977,3000,0.0,
1992-06-08 00:00:00+00:00,5.0625,5.0625,5.0,2.2219078540802,11000,0.0,
1992-06-09 00:00:00+00:00,5.0,5.0,4.8125,2.124774217605591,4400,0.03,
1992-06-10 00:00:00+00:00,4.6875,4.8125,4.6875,2.069586515426636,49400,0.0,
1992-06-11 00:00:00+00:00,4.625,4.625,4.625,2.0419909954071045,3400,0.0,
1992-06-12 00:00:00+00:00,4.5,4.5,4.5,1.986802339553833,400,0.0,
1992-06-15 00:00:00+00:00,4.625,4.625,4.5625,2.0143961906433105,7400,0.0,
1992-06-16 00:00:00+00:00,4.5,4.5,4.5,1.986802339553833,400,0.0,
1992-06-17 00:00:00+00:00,4.5625,4.5625,4.5625,2.0143961906433105,1400,0.0,
