date,WFCF_Open,WFCF_High,WFCF_Low,WFCF_Close,WFCF_Volume,WFCF_Dividends,WFCF_Stock Splits
2006-11-15 00:00:00+00:00,16.0,16.0,13.600000381469728,15.840319633483888,5231,0.0,
2006-11-16 00:00:00+00:00,16.639999389648438,17.600000381469727,16.0,15.840319633483888,2569,0.0,
2006-11-17 00:00:00+00:00,16.0,20.0,16.0,18.216367721557617,5606,0.0,
2006-11-20 00:00:00+00:00,22.399999618530277,22.399999618530277,17.280000686645508,18.216367721557617,4088,0.0,
2006-11-21 00:00:00+00:00,18.399999618530277,19.200000762939453,16.0,15.840319633483888,4900,0.0,
2006-11-22 00:00:00+00:00,16.0,16.0,16.0,15.840319633483888,300,0.0,
2006-11-24 00:00:00+00:00,16.0,16.0,15.199999809265137,15.048303604125977,1625,0.0,
2006-11-27 00:00:00+00:00,15.199999809265137,16.0,13.600000381469728,13.464272499084473,4863,0.0,
2006-11-28 00:00:00+00:00,13.600000381469728,16.15999984741211,8.15999984741211,10.296207427978516,1581,0.0,
2006-11-29 00:00:00+00:00,13.600000381469728,16.15999984741211,13.600000381469728,15.998723030090332,31,0.0,
2006-11-30 00:00:00+00:00,16.15999984741211,16.15999984741211,16.15999984741211,15.998723030090332,0,0.0,
2006-12-01 00:00:00+00:00,14.399999618530272,14.399999618530272,8.319999694824219,8.236966133117676,144,0.0,
2006-12-04 00:00:00+00:00,9.600000381469728,12.0,8.319999694824219,11.880239486694336,256,0.0,
2006-12-05 00:00:00+00:00,12.0,12.0,6.400000095367432,6.336127758026123,2819,0.0,
2006-12-06 00:00:00+00:00,9.600000381469728,9.600000381469728,9.600000381469728,9.504192352294922,313,0.0,
2006-12-07 00:00:00+00:00,9.600000381469728,9.600000381469728,6.400000095367432,9.504192352294922,606,0.0,
2006-12-08 00:00:00+00:00,9.600000381469728,12.0,6.400000095367432,11.880239486694336,944,0.0,
2006-12-11 00:00:00+00:00,12.0,12.0,12.0,11.880239486694336,31,0.0,
2006-12-12 00:00:00+00:00,8.800000190734863,10.399999618530272,8.0,7.920159816741943,2938,0.0,
2006-12-13 00:00:00+00:00,7.519999980926514,9.600000381469728,7.199999809265137,9.504192352294922,2313,0.0,
2006-12-14 00:00:00+00:00,9.600000381469728,9.600000381469728,9.600000381469728,9.504192352294922,0,0.0,
2006-12-15 00:00:00+00:00,7.679999828338623,8.0,7.199999809265137,7.128143787384033,2969,0.0,
2006-12-18 00:00:00+00:00,7.039999961853027,7.039999961853027,6.400000095367432,6.336127758026123,338,0.0,
2006-12-19 00:00:00+00:00,7.039999961853027,7.039999961853027,6.880000114440918,6.811337471008301,538,0.0,
2006-12-20 00:00:00+00:00,6.880000114440918,6.880000114440918,6.880000114440918,6.811337471008301,0,0.0,
2006-12-21 00:00:00+00:00,6.400000095367432,6.71999979019165,6.400000095367432,6.336127758026123,388,0.0,
2006-12-22 00:00:00+00:00,6.400000095367432,6.400000095367432,6.400000095367432,6.336127758026123,0,0.0,
