date,VO_Open,VO_High,VO_Low,VO_Close,VO_Volume,VO_Dividends,VO_Stock Splits
2004-01-30 00:00:00+00:00,49.09999847412109,49.38999938964844,49.09999847412109,36.77691268920898,10700,0.0,
2004-02-02 00:00:00+00:00,49.52999877929688,49.790000915527344,49.25,37.04521179199219,8100,0.0,
2004-02-03 00:00:00+00:00,49.47999954223633,49.59999847412109,49.43999862670898,36.89614868164063,4100,0.0,
2004-02-04 00:00:00+00:00,49.29999923706055,49.29999923706055,48.959999084472656,36.48627853393555,2600,0.0,
2004-02-05 00:00:00+00:00,49.0,49.150001525878906,49.0,36.58317184448242,700,0.0,
2004-02-06 00:00:00+00:00,49.38999938964844,49.93999862670898,49.38999938964844,37.21659469604492,5400,0.0,
2004-02-09 00:00:00+00:00,50.09999847412109,50.11000061035156,50.0,37.2762336730957,11400,0.0,
2004-02-10 00:00:00+00:00,50.130001068115234,50.2400016784668,50.09999847412109,37.36565399169922,2400,0.0,
2004-02-11 00:00:00+00:00,50.220001220703125,50.70000076293945,50.150001525878906,37.78297424316406,3800,0.0,
2004-02-12 00:00:00+00:00,50.70000076293945,50.7400016784668,50.61000061035156,37.73827362060547,7700,0.0,
2004-02-13 00:00:00+00:00,50.68000030517578,50.68000030517578,50.119998931884766,37.35075378417969,9100,0.0,
2004-02-17 00:00:00+00:00,50.41999816894531,50.86000061035156,50.41999816894531,37.88731002807617,4600,0.0,
2004-02-18 00:00:00+00:00,50.86000061035156,50.86000061035156,50.5,37.63391876220703,5400,0.0,
2004-02-19 00:00:00+00:00,50.91999816894531,50.91999816894531,50.29999923706055,37.484893798828125,5400,0.0,
2004-02-20 00:00:00+00:00,49.869998931884766,50.0,49.68000030517578,37.26132583618164,5100,0.0,
2004-02-23 00:00:00+00:00,50.08000183105469,50.08000183105469,49.59000015258789,36.95578002929688,2700,0.0,
2004-02-24 00:00:00+00:00,49.34999847412109,49.65999984741211,49.290000915527344,36.88869094848633,5000,0.0,
2004-02-25 00:00:00+00:00,49.68000030517578,49.93999862670898,49.68000030517578,37.21659469604492,2700,0.0,
2004-02-26 00:00:00+00:00,49.810001373291016,50.27999877929688,49.810001373291016,37.42526245117188,2000,0.0,
2004-02-27 00:00:00+00:00,50.43000030517578,50.66999816894531,50.25,37.760623931884766,5300,0.0,
2004-03-01 00:00:00+00:00,50.91999816894531,51.25,50.83000183105469,38.15559768676758,123100,0.0,
2004-03-02 00:00:00+00:00,51.27000045776367,51.310001373291016,51.0,38.00655746459961,6400,0.0,
2004-03-03 00:00:00+00:00,50.959999084472656,50.959999084472656,50.869998931884766,37.90967178344727,1800,0.0,
2004-03-04 00:00:00+00:00,51.0099983215332,51.22999954223633,51.0099983215332,38.15559768676758,4300,0.0,
2004-03-05 00:00:00+00:00,51.02000045776367,51.470001220703125,51.0,38.35679626464844,2900,0.0,
2004-03-08 00:00:00+00:00,51.45000076293945,51.45000076293945,50.75,37.82024002075195,7500,0.0,
2004-03-09 00:00:00+00:00,50.81999969482422,50.81999969482422,50.34000015258789,37.51469039916992,7100,0.0,
2004-03-10 00:00:00+00:00,50.40999984741211,50.40999984741211,49.45000076293945,36.8514518737793,4000,0.0,
2004-03-11 00:00:00+00:00,49.43999862670898,49.66999816894531,48.91999816894531,36.45649337768555,5100,0.0,
2004-03-12 00:00:00+00:00,49.09000015258789,49.52999877929688,49.06999969482422,36.90361404418945,3900,0.0,
2004-03-15 00:00:00+00:00,49.58000183105469,49.58000183105469,48.900001525878906,36.44156646728516,5300,0.0,
2004-03-16 00:00:00+00:00,49.15999984741211,49.22999954223633,48.77000045776367,36.56825637817383,4200,0.0,
2004-03-17 00:00:00+00:00,49.43000030517578,49.84999847412109,49.43000030517578,37.1420783996582,4600,0.0,
2004-03-18 00:00:00+00:00,49.70000076293945,49.720001220703125,49.470001220703125,36.88869094848633,2500,0.0,
2004-03-19 00:00:00+00:00,49.70000076293945,49.790000915527344,49.34999847412109,36.77691268920898,2500,0.0,
2004-03-22 00:00:00+00:00,48.91999816894531,48.91999816894531,48.5,36.18074798583984,5200,0.0,
2004-03-23 00:00:00+00:00,48.79999923706055,48.79999923706055,48.470001220703125,36.277626037597656,2300,0.0,
2004-03-24 00:00:00+00:00,48.59999847412109,48.630001068115234,48.34000015258789,36.024253845214844,3200,0.0,
2004-03-25 00:00:00+00:00,48.68999862670898,49.20000076293945,48.68999862670898,36.665138244628906,600,0.0,
2004-03-26 00:00:00+00:00,49.380001068115234,49.61000061035156,49.380001068115234,36.8290901184082,3600,0.0,
