date,EVR_Open,EVR_High,EVR_Low,EVR_Close,EVR_Volume,EVR_Dividends,EVR_Stock Splits
2006-08-14 00:00:00+00:00,25.649999618530277,26.700000762939453,25.200000762939453,16.766481399536133,426000,0.0,
2006-08-15 00:00:00+00:00,26.25,28.25,26.11000061035156,17.427976608276367,240600,0.0,
2006-08-16 00:00:00+00:00,27.0,30.32999992370605,27.0,18.502065658569336,392500,0.0,
2006-08-17 00:00:00+00:00,28.5,29.979999542236328,28.25,18.927783966064453,229200,0.0,
2006-08-18 00:00:00+00:00,28.899999618530277,29.979999542236328,28.36000061035156,19.63511848449707,93700,0.0,
2006-08-21 00:00:00+00:00,30.299999237060547,30.8799991607666,29.75,20.13942527770996,137600,0.0,
2006-08-22 00:00:00+00:00,30.950000762939453,31.399999618530277,30.0,19.83160781860352,71000,0.0,
2006-08-23 00:00:00+00:00,30.280000686645508,31.0,29.850000381469727,20.08702850341797,124400,0.0,
2006-08-24 00:00:00+00:00,30.670000076293945,31.540000915527344,30.200000762939453,20.5192928314209,71400,0.0,
2006-08-25 00:00:00+00:00,31.440000534057617,32.150001525878906,31.149999618530277,20.76161766052246,147300,0.0,
2006-08-28 00:00:00+00:00,31.450000762939453,31.649999618530277,29.920000076293945,19.674413681030277,78800,0.0,
2006-08-29 00:00:00+00:00,29.84000015258789,29.84000015258789,28.25,18.76404571533203,188600,0.0,
2006-08-30 00:00:00+00:00,28.5,29.0,27.75,18.829545974731445,68400,0.0,
2006-08-31 00:00:00+00:00,28.770000457763672,29.440000534057617,28.600000381469727,18.829545974731445,65400,0.0,
2006-09-01 00:00:00+00:00,28.799999237060547,28.850000381469727,27.899999618530277,18.88849258422852,58700,0.0,
2006-09-05 00:00:00+00:00,28.959999084472656,29.600000381469727,28.959999084472656,19.229053497314453,132000,0.0,
2006-09-06 00:00:00+00:00,29.299999237060547,29.479999542236328,28.350000381469727,18.76404571533203,44900,0.0,
2006-09-07 00:00:00+00:00,28.5,28.5,27.399999618530277,17.978120803833008,59800,0.0,
2006-09-08 00:00:00+00:00,27.3700008392334,27.399999618530277,26.40999984741211,17.414871215820312,49200,0.0,
2006-09-11 00:00:00+00:00,26.649999618530277,27.489999771118164,26.450000762939453,17.971574783325195,51100,0.0,
