date,CASI_Open,CASI_High,CASI_Low,CASI_Close,CASI_Volume,CASI_Dividends,CASI_Stock Splits
1996-08-22 00:00:00+00:00,1526.25,1773.75,1512.5,1760.0,838,,
1996-08-23 00:00:00+00:00,1815.0,2048.75,1746.25,1815.0,1553,,
1996-08-26 00:00:00+00:00,1897.5,1897.5,1815.0,1842.5,439,,
1996-08-27 00:00:00+00:00,1870.0,1870.0,1760.0,1801.25,197,,
1996-08-28 00:00:00+00:00,1815.0,1815.0,1787.5,1801.25,1097,,
1996-08-29 00:00:00+00:00,1842.5,1842.5,1760.0,1760.0,103,,
1996-08-30 00:00:00+00:00,1677.5,1732.5,1622.5,1677.5,109,,
1996-09-03 00:00:00+00:00,1595.0,1705.0,1595.0,1705.0,155,,
1996-09-04 00:00:00+00:00,1650.0,1677.5,1622.5,1677.5,665,,
1996-09-05 00:00:00+00:00,1677.5,1677.5,1622.5,1677.5,960,,
1996-09-06 00:00:00+00:00,1677.5,1677.5,1622.5,1650.0,484,,
1996-09-09 00:00:00+00:00,1677.5,1677.5,1622.5,1677.5,238,,
1996-09-10 00:00:00+00:00,1677.5,1677.5,1622.5,1677.5,1037,,
1996-09-11 00:00:00+00:00,1622.5,1787.5,1622.5,1787.5,396,,
1996-09-12 00:00:00+00:00,1815.0,1815.0,1760.0,1760.0,127,,
1996-09-13 00:00:00+00:00,1760.0,1760.0,1732.5,1760.0,224,,
1996-09-16 00:00:00+00:00,1760.0,1760.0,1705.0,1760.0,213,,
1996-09-17 00:00:00+00:00,1732.5,1787.5,1732.5,1787.5,1321,,
1996-09-18 00:00:00+00:00,1787.5,1787.5,1677.5,1732.5,601,,
1996-09-19 00:00:00+00:00,1787.5,1787.5,1705.0,1760.0,231,,
1996-09-20 00:00:00+00:00,1787.5,1787.5,1705.0,1760.0,95,,
1996-09-23 00:00:00+00:00,1711.875,1815.0,1705.0,1787.5,214,,
1996-09-24 00:00:00+00:00,1705.0,1815.0,1705.0,1760.0,628,,
1996-09-25 00:00:00+00:00,1815.0,1815.0,1732.5,1787.5,210,,
1996-09-26 00:00:00+00:00,1815.0,1815.0,1760.0,1760.0,256,,
1996-09-27 00:00:00+00:00,1815.0,1815.0,1746.25,1760.0,638,,
1996-09-30 00:00:00+00:00,1787.5,1787.5,1746.25,1787.5,85,,
1996-10-01 00:00:00+00:00,1787.5,1787.5,1732.5,1732.5,209,,
1996-10-02 00:00:00+00:00,1677.5,1787.5,1677.5,1760.0,221,,
1996-10-03 00:00:00+00:00,1732.5,1787.5,1718.75,1746.25,509,,
1996-10-04 00:00:00+00:00,1705.0,1787.5,1705.0,1732.5,525,,
1996-10-07 00:00:00+00:00,1787.5,1787.5,1705.0,1732.5,332,,
1996-10-08 00:00:00+00:00,1705.0,1787.5,1656.875,1656.875,250,,
1996-10-09 00:00:00+00:00,1622.5,1677.5,1540.0,1567.5,338,,
1996-10-10 00:00:00+00:00,1567.5,1636.25,1457.5,1553.75,310,,
1996-10-11 00:00:00+00:00,1457.5,1567.5,1457.5,1567.5,7,,
1996-10-14 00:00:00+00:00,1567.5,1595.0,1512.5,1567.5,210,,
1996-10-15 00:00:00+00:00,1540.0,1595.0,1320.0,1388.75,455,,
1996-10-16 00:00:00+00:00,1347.5,1430.0,1347.5,1430.0,205,,
1996-10-17 00:00:00+00:00,1430.0,1457.5,1347.5,1375.0,221,,
1996-10-18 00:00:00+00:00,1457.5,1540.0,1347.5,1512.5,222,,
1996-10-21 00:00:00+00:00,1512.5,1567.5,1512.5,1567.5,460,,
1996-10-22 00:00:00+00:00,1567.5,1567.5,1512.5,1526.25,138,,
1996-10-23 00:00:00+00:00,1567.5,1622.5,1540.0,1581.25,594,,
1996-10-24 00:00:00+00:00,1622.5,1760.0,1567.5,1732.5,499,,
1996-10-25 00:00:00+00:00,1760.0,1760.0,1650.0,1677.5,375,,
1996-10-28 00:00:00+00:00,1677.5,1787.5,1677.5,1732.5,109,,
1996-10-29 00:00:00+00:00,1773.75,1787.5,1677.5,1746.25,171,,
1996-10-30 00:00:00+00:00,1760.0,1787.5,1622.5,1622.5,181,,
1996-10-31 00:00:00+00:00,1705.0,1732.5,1595.0,1677.5,104,,
1996-11-01 00:00:00+00:00,1677.5,1677.5,1567.5,1650.0,87,,
1996-11-04 00:00:00+00:00,1650.0,1677.5,1595.0,1677.5,204,,
1996-11-05 00:00:00+00:00,1622.5,1622.5,1622.5,1622.5,18,,
1996-11-06 00:00:00+00:00,1567.5,1677.5,1540.0,1540.0,126,,
1996-11-07 00:00:00+00:00,1595.0,1595.0,1581.25,1581.25,255,,
1996-11-08 00:00:00+00:00,1595.0,1595.0,1567.5,1595.0,25,,
1996-11-11 00:00:00+00:00,1595.0,1595.0,1485.0,1512.5,38,,
1996-11-12 00:00:00+00:00,1595.0,1677.5,1498.75,1622.5,723,,
1996-11-13 00:00:00+00:00,1677.5,1705.0,1622.5,1663.75,285,,
1996-11-14 00:00:00+00:00,1732.5,1732.5,1622.5,1705.0,55,,
1996-11-15 00:00:00+00:00,1663.75,1732.5,1622.5,1691.25,280,,
1996-11-18 00:00:00+00:00,1732.5,1732.5,1622.5,1705.0,321,,
1996-11-19 00:00:00+00:00,1705.0,1705.0,1567.5,1622.5,173,,
1996-11-20 00:00:00+00:00,1650.0,1650.0,1567.5,1567.5,35,,
1996-11-21 00:00:00+00:00,1567.5,1608.75,1567.5,1608.75,46,,
1996-11-22 00:00:00+00:00,1650.0,1677.5,1567.5,1650.0,112,,
1996-11-25 00:00:00+00:00,1622.5,1705.0,1622.5,1677.5,212,,
1996-11-26 00:00:00+00:00,1677.5,1677.5,1622.5,1650.0,112,,
1996-11-27 00:00:00+00:00,1622.5,1732.5,1622.5,1732.5,35,,
1996-11-29 00:00:00+00:00,1622.5,1732.5,1622.5,1718.75,102,,
1996-12-02 00:00:00+00:00,1732.5,1732.5,1622.5,1732.5,98,,
1996-12-03 00:00:00+00:00,1732.5,1760.0,1677.5,1677.5,824,,
1996-12-04 00:00:00+00:00,1677.5,1705.0,1622.5,1677.5,365,,
1996-12-05 00:00:00+00:00,1622.5,1705.0,1595.0,1677.5,251,,
1996-12-06 00:00:00+00:00,1567.5,1622.5,1567.5,1622.5,177,,
1996-12-09 00:00:00+00:00,1622.5,1677.5,1567.5,1650.0,61,,
1996-12-10 00:00:00+00:00,1567.5,1622.5,1485.0,1595.0,209,,
1996-12-11 00:00:00+00:00,1622.5,1622.5,1430.0,1512.5,180,,
1996-12-12 00:00:00+00:00,1485.0,1485.0,1320.0,1320.0,1035,,
1996-12-13 00:00:00+00:00,1320.0,1512.5,1320.0,1457.5,315,,
1996-12-16 00:00:00+00:00,1457.5,1567.5,1457.5,1512.5,118,,
1996-12-17 00:00:00+00:00,1430.0,1457.5,1430.0,1457.5,114,,
1996-12-18 00:00:00+00:00,1375.0,1457.5,1375.0,1402.5,25,,
1996-12-19 00:00:00+00:00,1430.0,1512.5,1402.5,1443.75,212,,
1996-12-20 00:00:00+00:00,1430.0,1512.5,1430.0,1512.5,788,,
1996-12-23 00:00:00+00:00,1540.0,1540.0,1462.65625,1540.0,235,,
1996-12-24 00:00:00+00:00,1457.5,1540.0,1457.5,1540.0,526,,
1996-12-26 00:00:00+00:00,1567.5,1760.0,1567.5,1760.0,942,,
1996-12-27 00:00:00+00:00,1815.0,1897.5,1718.75,1732.5,776,,
1996-12-30 00:00:00+00:00,1842.5,1870.0,1691.25,1787.5,526,,
1996-12-31 00:00:00+00:00,1870.0,1870.0,1732.5,1787.5,435,,
1997-01-02 00:00:00+00:00,1705.0,1815.0,1677.5,1760.0,375,,
1997-01-03 00:00:00+00:00,1787.5,1842.5,1760.0,1815.0,449,,
1997-01-06 00:00:00+00:00,1815.0,1897.5,1760.0,1870.0,634,,
1997-01-07 00:00:00+00:00,1952.5,1980.0,1870.0,1870.0,709,,
1997-01-08 00:00:00+00:00,1925.0,1925.0,1842.5,1925.0,197,,
1997-01-09 00:00:00+00:00,1870.0,2007.5,1870.0,2007.5,321,,
1997-01-10 00:00:00+00:00,2007.5,2035.0,1897.5,1952.5,513,,
1997-01-13 00:00:00+00:00,2007.5,2007.5,1952.5,1952.5,1210,,
1997-01-14 00:00:00+00:00,1980.0,1980.0,1897.5,1952.5,434,,
1997-01-15 00:00:00+00:00,1952.5,1952.5,1650.0,1677.5,507,,
1997-01-16 00:00:00+00:00,1732.5,1815.0,1650.0,1815.0,127,,
1997-01-17 00:00:00+00:00,1815.0,1815.0,1773.75,1787.5,1314,,
1997-01-20 00:00:00+00:00,1815.0,1815.0,1773.75,1815.0,136,,
1997-01-21 00:00:00+00:00,1815.0,1815.0,1760.0,1760.0,189,,
1997-01-22 00:00:00+00:00,1801.25,1801.25,1760.0,1773.75,293,,
1997-01-23 00:00:00+00:00,1787.5,1787.5,1760.0,1760.0,235,,
1997-01-24 00:00:00+00:00,1815.0,1815.0,1760.0,1815.0,367,,
1997-01-27 00:00:00+00:00,1815.0,1815.0,1677.5,1760.0,234,,
1997-01-28 00:00:00+00:00,1760.0,1760.0,1622.5,1705.0,382,,
1997-01-29 00:00:00+00:00,1705.0,1705.0,1608.75,1622.5,131,,
1997-01-30 00:00:00+00:00,1595.0,1705.0,1595.0,1650.0,55,,
1997-01-31 00:00:00+00:00,1705.0,1705.0,1650.0,1650.0,165,,
1997-02-03 00:00:00+00:00,1622.5,1705.0,1622.5,1677.5,60,,
1997-02-04 00:00:00+00:00,1705.0,1787.5,1677.5,1760.0,368,,
1997-02-05 00:00:00+00:00,1787.5,1787.5,1677.5,1705.0,302,,
1997-02-06 00:00:00+00:00,1760.0,1787.5,1746.25,1787.5,99,,
1997-02-07 00:00:00+00:00,1787.5,1787.5,1732.5,1746.25,352,,
1997-02-10 00:00:00+00:00,1787.5,1787.5,1732.5,1732.5,190,,
1997-02-11 00:00:00+00:00,1787.5,1787.5,1718.75,1760.0,83,,
1997-02-12 00:00:00+00:00,1705.0,1787.5,1705.0,1787.5,111,,
1997-02-13 00:00:00+00:00,1787.5,1787.5,1705.0,1760.0,253,,
1997-02-14 00:00:00+00:00,1787.5,1787.5,1705.0,1760.0,209,,
1997-02-18 00:00:00+00:00,1787.5,1787.5,1705.0,1760.0,167,,
1997-02-19 00:00:00+00:00,1787.5,1787.5,1705.0,1705.0,45,,
1997-02-20 00:00:00+00:00,1705.0,1787.5,1705.0,1705.0,139,,
1997-02-21 00:00:00+00:00,1705.0,1732.5,1650.0,1677.5,151,,
1997-02-24 00:00:00+00:00,1677.5,1828.75,1595.0,1828.75,535,,
1997-02-25 00:00:00+00:00,1842.5,1842.5,1622.5,1650.0,491,,
1997-02-26 00:00:00+00:00,1705.0,1705.0,1622.5,1636.25,65,,
1997-02-27 00:00:00+00:00,1677.5,1705.0,1650.0,1650.0,80,,
1997-02-28 00:00:00+00:00,1595.0,1677.5,1595.0,1650.0,81,,
1997-03-03 00:00:00+00:00,1622.5,1650.0,1595.0,1622.5,47,,
1997-03-04 00:00:00+00:00,1650.0,1650.0,1581.25,1595.0,131,,
1997-03-05 00:00:00+00:00,1512.5,1622.5,1512.5,1567.5,195,,
1997-03-06 00:00:00+00:00,1622.5,1622.5,1540.0,1595.0,121,,
1997-03-07 00:00:00+00:00,1608.75,1650.0,1595.0,1595.0,247,,
1997-03-10 00:00:00+00:00,1677.5,1677.5,1595.0,1677.5,101,,
1997-03-11 00:00:00+00:00,1760.0,1760.0,1650.0,1650.0,109,,
1997-03-12 00:00:00+00:00,1705.0,1705.0,1622.5,1622.5,119,,
1997-03-13 00:00:00+00:00,1622.5,1650.0,1567.5,1567.5,135,,
1997-03-14 00:00:00+00:00,1622.5,1650.0,1567.5,1622.5,171,,
1997-03-17 00:00:00+00:00,1622.5,1622.5,1512.5,1595.0,166,,
1997-03-18 00:00:00+00:00,1567.5,1567.5,1416.25,1416.25,340,,
1997-03-19 00:00:00+00:00,1498.75,1498.75,1347.5,1347.5,343,,
1997-03-20 00:00:00+00:00,1402.5,1485.0,1375.0,1443.75,407,,
1997-03-21 00:00:00+00:00,1457.5,1457.5,1375.0,1375.0,220,,
1997-03-24 00:00:00+00:00,1457.5,1540.0,1402.5,1526.25,145,,
1997-03-25 00:00:00+00:00,1457.5,1540.0,1457.5,1540.0,99,,
1997-03-26 00:00:00+00:00,1471.25,1540.0,1457.5,1526.25,59,,
1997-03-27 00:00:00+00:00,1526.25,1526.25,1430.0,1430.0,35,,
1997-03-31 00:00:00+00:00,1430.0,1512.5,1402.5,1402.5,70,,
1997-04-01 00:00:00+00:00,1498.75,1498.75,1388.75,1430.0,66,,
1997-04-02 00:00:00+00:00,1402.5,1457.5,1402.5,1443.75,15,,
1997-04-03 00:00:00+00:00,1457.5,1457.5,1375.0,1457.5,48,,
1997-04-04 00:00:00+00:00,1402.5,1457.5,1375.0,1375.0,151,,
1997-04-07 00:00:00+00:00,1430.0,1430.0,1402.5,1430.0,85,,
1997-04-08 00:00:00+00:00,1430.0,1430.0,1375.0,1430.0,102,,
1997-04-09 00:00:00+00:00,1402.5,1430.0,1347.5,1416.25,220,,
1997-04-10 00:00:00+00:00,1430.0,1430.0,1375.0,1416.25,136,,
1997-04-11 00:00:00+00:00,1375.0,1485.0,1320.0,1402.5,762,,
1997-04-14 00:00:00+00:00,1347.5,1595.0,1347.5,1595.0,106,,
1997-04-15 00:00:00+00:00,1595.0,1595.0,1512.5,1567.5,300,,
1997-04-16 00:00:00+00:00,1595.0,1622.5,1540.0,1581.25,526,,
1997-04-17 00:00:00+00:00,1540.0,1581.25,1512.5,1540.0,387,,
1997-04-18 00:00:00+00:00,1540.0,1540.0,1430.0,1512.5,43,,
1997-04-21 00:00:00+00:00,1512.5,1512.5,1430.0,1430.0,49,,
1997-04-22 00:00:00+00:00,1347.5,1457.5,1347.5,1402.5,13,,
1997-04-23 00:00:00+00:00,1320.0,1375.0,1210.0,1375.0,261,,
1997-04-24 00:00:00+00:00,1375.0,1375.0,1237.5,1320.0,541,,
1997-04-25 00:00:00+00:00,1320.0,1320.0,1265.0,1320.0,531,,
1997-04-28 00:00:00+00:00,1278.75,1320.0,1278.75,1320.0,57,,
1997-04-29 00:00:00+00:00,1320.0,1320.0,1237.5,1237.5,217,,
1997-04-30 00:00:00+00:00,1278.75,1306.25,1100.0,1196.25,440,,
1997-05-01 00:00:00+00:00,1155.0,1210.0,1155.0,1155.0,1418,,
1997-05-02 00:00:00+00:00,1127.5,1210.0,1127.5,1155.0,585,,
1997-05-05 00:00:00+00:00,1196.25,1196.25,1127.5,1155.0,156,,
1997-05-06 00:00:00+00:00,1127.5,1196.25,1127.5,1141.25,622,,
1997-05-07 00:00:00+00:00,1127.5,1196.25,1127.5,1196.25,284,,
1997-05-08 00:00:00+00:00,1155.0,1168.75,1072.5,1100.0,1112,,
1997-05-09 00:00:00+00:00,1100.0,1127.5,1086.25,1086.25,1799,,
1997-05-12 00:00:00+00:00,1127.5,1127.5,1017.5,1045.0,775,,
1997-05-13 00:00:00+00:00,1045.0,1113.75,1045.0,1072.5,246,,
1997-05-14 00:00:00+00:00,1113.75,1113.75,1045.0,1045.0,528,,
1997-05-15 00:00:00+00:00,1045.0,1072.5,1017.5,1072.5,3696,,
1997-05-16 00:00:00+00:00,1072.5,1072.5,1045.0,1072.5,461,,
1997-05-19 00:00:00+00:00,1072.5,1086.25,1045.0,1058.75,380,,
1997-05-20 00:00:00+00:00,1086.25,1086.25,1058.75,1072.5,105,,
1997-05-21 00:00:00+00:00,1086.25,1086.25,1031.25,1031.25,395,,
1997-05-22 00:00:00+00:00,1072.5,1086.25,935.0,962.5,712,,
1997-05-23 00:00:00+00:00,962.5,1045.0,962.5,1017.5,885,,
1997-05-27 00:00:00+00:00,1045.0,1045.0,990.0,1045.0,83,,
1997-05-28 00:00:00+00:00,1045.0,1127.5,1017.5,1127.5,392,,
1997-05-29 00:00:00+00:00,1155.0,1237.5,1127.5,1127.5,663,,
1997-05-30 00:00:00+00:00,1127.5,1182.5,1100.0,1182.5,81,,
1997-06-02 00:00:00+00:00,1182.5,1210.0,1155.0,1210.0,155,,
1997-06-03 00:00:00+00:00,1237.5,1333.75,1210.0,1237.5,789,,
1997-06-04 00:00:00+00:00,1306.25,1320.0,1237.5,1306.25,226,,
1997-06-05 00:00:00+00:00,1375.0,1430.0,1306.25,1402.5,427,,
1997-06-06 00:00:00+00:00,1388.75,1457.5,1375.0,1457.5,233,,
1997-06-09 00:00:00+00:00,1457.5,1498.75,1347.5,1402.5,681,,
1997-06-10 00:00:00+00:00,1416.25,1430.0,1347.5,1416.25,256,,
1997-06-11 00:00:00+00:00,1443.75,1443.75,1388.75,1443.75,325,,
1997-06-12 00:00:00+00:00,1443.75,1443.75,1375.0,1416.25,350,,
1997-06-13 00:00:00+00:00,1416.25,1416.25,1320.0,1375.0,335,,
1997-06-16 00:00:00+00:00,1388.75,1388.75,1265.0,1265.0,624,,
1997-06-17 00:00:00+00:00,1347.5,1375.0,1292.5,1306.25,695,,
1997-06-18 00:00:00+00:00,1320.0,1320.0,1265.0,1265.0,148,,
1997-06-19 00:00:00+00:00,1265.0,1306.25,1237.5,1306.25,133,,
1997-06-20 00:00:00+00:00,1306.25,1333.75,1278.75,1320.0,321,,
1997-06-23 00:00:00+00:00,1320.0,1333.75,1278.75,1333.75,274,,
1997-06-24 00:00:00+00:00,1278.75,1333.75,1278.75,1306.25,249,,
1997-06-25 00:00:00+00:00,1313.125,1375.0,1265.0,1347.5,404,,
1997-06-26 00:00:00+00:00,1347.5,1347.5,1265.0,1347.5,25,,
1997-06-27 00:00:00+00:00,1347.5,1347.5,1306.25,1320.0,134,,
1997-06-30 00:00:00+00:00,1306.25,1333.75,1278.75,1320.0,100,,
1997-07-01 00:00:00+00:00,1320.0,1347.5,1278.75,1320.0,199,,
1997-07-02 00:00:00+00:00,1278.75,1292.5,1237.5,1292.5,84,,
1997-07-03 00:00:00+00:00,1223.75,1292.5,1210.0,1210.0,30,,
1997-07-07 00:00:00+00:00,1292.5,1292.5,1182.5,1223.75,122,,
1997-07-08 00:00:00+00:00,1223.75,1223.75,1155.0,1223.75,77,,
1997-07-09 00:00:00+00:00,1223.75,1251.25,1168.75,1251.25,121,,
1997-07-10 00:00:00+00:00,1210.0,1265.0,1196.25,1196.25,310,,
1997-07-11 00:00:00+00:00,1196.25,1251.25,1196.25,1251.25,56,,
1997-07-14 00:00:00+00:00,1196.25,1251.25,1196.25,1210.0,43,,
1997-07-15 00:00:00+00:00,1265.0,1265.0,1182.5,1210.0,284,,
1997-07-16 00:00:00+00:00,1203.125,1210.0,1155.0,1182.5,1309,,
1997-07-17 00:00:00+00:00,1168.75,1237.5,1168.75,1168.75,84,,
1997-07-18 00:00:00+00:00,1168.75,1168.75,1155.0,1168.75,181,,
1997-07-21 00:00:00+00:00,1127.5,1182.5,1127.5,1127.5,60,,
1997-07-22 00:00:00+00:00,1134.375,1182.5,1127.5,1127.5,8,,
1997-07-23 00:00:00+00:00,1182.5,1182.5,1127.5,1127.5,42,,
1997-07-24 00:00:00+00:00,1134.375,1182.5,1100.0,1100.0,134,,
1997-07-25 00:00:00+00:00,1182.5,1182.5,1100.0,1155.0,67,,
1997-07-28 00:00:00+00:00,1100.0,1155.0,1017.5,1072.5,355,,
1997-07-29 00:00:00+00:00,1072.5,1072.5,1003.75,1072.5,369,,
1997-07-30 00:00:00+00:00,1003.75,1086.25,976.25,1072.5,345,,
1997-07-31 00:00:00+00:00,1086.25,1113.75,1017.5,1072.5,210,,
1997-08-01 00:00:00+00:00,1045.0,1072.5,1031.25,1031.25,246,,
1997-08-04 00:00:00+00:00,1113.75,1141.25,1100.0,1141.25,742,,
1997-08-05 00:00:00+00:00,1141.25,1223.75,1113.75,1182.5,672,,
1997-08-06 00:00:00+00:00,1223.75,1265.0,1155.0,1196.25,1786,,
1997-08-07 00:00:00+00:00,1182.5,1402.5,1182.5,1320.0,1425,,
1997-08-08 00:00:00+00:00,1306.25,1306.25,1196.25,1196.25,316,,
1997-08-11 00:00:00+00:00,1237.5,1237.5,1127.5,1127.5,129,,
1997-08-12 00:00:00+00:00,1210.0,1210.0,1127.5,1127.5,299,,
1997-08-13 00:00:00+00:00,1210.0,1210.0,1141.25,1210.0,112,,
1997-08-14 00:00:00+00:00,1210.0,1210.0,1141.25,1148.125,50,,
1997-08-15 00:00:00+00:00,1141.25,1210.0,1141.25,1141.25,134,,
1997-08-18 00:00:00+00:00,1210.0,1237.5,1141.25,1237.5,119,,
1997-08-19 00:00:00+00:00,1237.5,1237.5,1155.0,1168.75,168,,
1997-08-20 00:00:00+00:00,1155.0,1210.0,1155.0,1168.75,163,,
1997-08-21 00:00:00+00:00,1168.75,1210.0,1168.75,1196.25,240,,
1997-08-22 00:00:00+00:00,1141.25,1182.5,1072.5,1141.25,394,,
1997-08-25 00:00:00+00:00,1100.0,1141.25,1086.25,1113.75,86,,
1997-08-26 00:00:00+00:00,1093.125,1141.25,1086.25,1086.25,38,,
1997-08-27 00:00:00+00:00,1141.25,1141.25,1086.25,1113.75,244,,
1997-08-28 00:00:00+00:00,1141.25,1155.0,1100.0,1113.75,104,,
1997-08-29 00:00:00+00:00,1100.0,1141.25,1086.25,1086.25,91,,
1997-09-02 00:00:00+00:00,1086.25,1127.5,1086.25,1127.5,99,,
1997-09-03 00:00:00+00:00,1127.5,1155.0,1100.0,1113.75,51,,
1997-09-04 00:00:00+00:00,1100.0,1155.0,1100.0,1127.5,183,,
1997-09-05 00:00:00+00:00,1155.0,1155.0,1100.0,1155.0,366,,
1997-09-08 00:00:00+00:00,1155.0,1168.75,1113.75,1161.875,440,,
1997-09-09 00:00:00+00:00,1182.5,1182.5,1113.75,1113.75,419,,
1997-09-10 00:00:00+00:00,1113.75,1141.25,1106.875,1106.875,533,,
1997-09-11 00:00:00+00:00,1100.0,1113.75,1045.0,1086.25,455,,
1997-09-12 00:00:00+00:00,1100.0,1113.75,1100.0,1113.75,346,,
1997-09-15 00:00:00+00:00,1100.0,1127.5,1100.0,1106.875,222,,
1997-09-16 00:00:00+00:00,1106.875,1106.875,1093.125,1093.125,83,,
1997-09-17 00:00:00+00:00,1106.875,1106.875,1038.125,1038.125,552,,
1997-09-18 00:00:00+00:00,1072.5,1072.5,983.125,1072.5,1181,,
1997-09-19 00:00:00+00:00,1086.25,1113.75,1072.5,1100.0,81,,
1997-09-22 00:00:00+00:00,1072.5,1113.75,1072.5,1113.75,209,,
1997-09-23 00:00:00+00:00,1113.75,1223.75,1100.0,1168.75,839,,
1997-09-24 00:00:00+00:00,1196.25,1237.5,1168.75,1168.75,779,,
1997-09-25 00:00:00+00:00,1182.5,1196.25,1100.0,1112.03125,499,,
1997-09-26 00:00:00+00:00,1086.25,1106.875,1058.75,1086.25,146,,
1997-09-29 00:00:00+00:00,1100.0,1141.25,1072.5,1100.0,205,,
1997-09-30 00:00:00+00:00,1127.5,1127.5,1072.5,1093.125,97,,
1997-10-01 00:00:00+00:00,1093.125,1100.0,1072.5,1072.5,195,,
1997-10-02 00:00:00+00:00,1072.5,1100.0,1072.5,1072.5,144,,
1997-10-03 00:00:00+00:00,1086.25,1086.25,1045.0,1058.75,428,,
1997-10-06 00:00:00+00:00,1038.125,1058.75,1017.5,1031.25,688,,
1997-10-07 00:00:00+00:00,1017.5,1031.25,1017.5,1017.5,356,,
1997-10-08 00:00:00+00:00,1017.5,1031.25,962.5,990.0,940,,
1997-10-09 00:00:00+00:00,990.0,1003.75,976.25,990.0,731,,
1997-10-10 00:00:00+00:00,1017.5,1017.5,990.0,1017.5,613,,
