date,VXF_Open,VXF_High,VXF_Low,VXF_Close,VXF_Volume,VXF_Dividends,VXF_Stock Splits
2002-01-04 00:00:00+00:00,30.850000381469727,31.145000457763672,30.825000762939453,23.304906845092773,111200,0.0,
2002-01-07 00:00:00+00:00,31.020000457763672,31.13500022888184,30.875,23.19256591796875,116000,0.0,
2002-01-08 00:00:00+00:00,30.825000762939453,30.86000061035156,30.690000534057617,23.06523323059082,2200,0.0,
2002-01-09 00:00:00+00:00,31.11000061035156,31.184999465942383,30.75,23.106426239013672,25000,0.0,
2002-01-10 00:00:00+00:00,30.850000381469727,30.850000381469727,30.674999237060547,23.03153610229492,9000,0.0,
2002-01-11 00:00:00+00:00,30.75,30.75,30.625,22.96786117553711,6200,0.0,
2002-01-14 00:00:00+00:00,30.575000762939453,30.575000762939453,30.0049991607666,22.47352600097656,15600,0.0,
2002-01-15 00:00:00+00:00,30.104999542236328,30.174999237060547,30.0,22.52596092224121,6000,0.0,
2002-01-16 00:00:00+00:00,30.100000381469727,30.100000381469727,29.75,22.28253746032715,8800,0.0,
2002-01-17 00:00:00+00:00,29.959999084472656,29.959999084472656,29.700000762939453,22.245092391967773,3800,0.0,
2002-01-18 00:00:00+00:00,29.725000381469727,29.915000915527344,29.725000381469727,22.29003143310547,1800,0.0,
2002-01-22 00:00:00+00:00,30.0,30.0,29.38500022888184,22.065332412719727,8000,0.0,
2002-01-23 00:00:00+00:00,29.375,29.520000457763672,29.375,22.110261917114254,13200,0.0,
2002-01-24 00:00:00+00:00,30.045000076293945,30.11000061035156,30.045000076293945,22.5446891784668,1600,0.0,
2002-01-25 00:00:00+00:00,29.975000381469727,30.075000762939453,29.975000381469727,22.45106506347656,89800,0.0,
2002-01-28 00:00:00+00:00,30.0,30.0,29.934999465942383,22.421098709106445,400,0.0,
2002-01-29 00:00:00+00:00,30.059999465942383,30.059999465942383,29.5,22.207632064819336,7200,0.0,
2002-01-30 00:00:00+00:00,29.600000381469727,29.674999237060547,29.21500015258789,22.226364135742188,5000,0.0,
2002-01-31 00:00:00+00:00,29.895000457763672,29.96999931335449,29.895000457763672,22.44731330871582,3400,0.0,
2002-02-01 00:00:00+00:00,30.059999465942383,30.059999465942383,29.799999237060547,22.458545684814453,5600,0.0,
2002-02-04 00:00:00+00:00,29.88999938964844,29.88999938964844,29.209999084472656,21.91178703308105,20000,0.0,
2002-02-05 00:00:00+00:00,29.25,29.25,28.950000762939453,21.7769775390625,11000,0.0,
2002-02-06 00:00:00+00:00,28.924999237060547,28.924999237060547,28.59499931335449,21.417449951171875,9400,0.0,
