date,VTHR_Open,VTHR_High,VTHR_Low,VTHR_Close,VTHR_Volume,VTHR_Dividends,VTHR_Stock Splits
2010-09-22 00:00:00+00:00,51.91999816894531,51.91999816894531,51.34000015258789,41.07266616821289,20100,0.0,
2010-09-23 00:00:00+00:00,50.95000076293945,51.52999877929688,50.95000076293945,41.04868698120117,14000,0.0,
2010-09-24 00:00:00+00:00,51.970001220703125,52.040000915527344,51.970001220703125,41.616477966308594,11100,0.0,
2010-09-27 00:00:00+00:00,52.0099983215332,52.0099983215332,52.0099983215332,41.59248733520508,2000,0.0,
2010-09-28 00:00:00+00:00,52.06999969482422,52.06999969482422,52.06999969482422,41.64046096801758,1000,0.0,
2010-09-29 00:00:00+00:00,52.20000076293945,52.20000076293945,52.0,41.58448028564453,1400,0.0,
2010-09-30 00:00:00+00:00,52.36000061035156,52.36000061035156,52.36000061035156,41.87237930297852,1000,0.0,
2010-10-01 00:00:00+00:00,52.36000061035156,52.36000061035156,52.36000061035156,41.87237930297852,0,0.0,
2010-10-04 00:00:00+00:00,51.619998931884766,51.66999816894531,51.619998931884766,41.320579528808594,2000,0.0,
2010-10-05 00:00:00+00:00,52.75,52.77999877929688,52.75,42.2082405090332,6700,0.0,
2010-10-06 00:00:00+00:00,52.77999877929688,52.77999877929688,52.77999877929688,42.2082405090332,0,0.0,
2010-10-07 00:00:00+00:00,52.70000076293945,52.70000076293945,52.5,42.12827682495117,29000,0.0,
2010-10-08 00:00:00+00:00,52.68999862670898,53.04999923706055,52.68999862670898,42.38419342041016,3500,0.0,
2010-10-11 00:00:00+00:00,53.13999938964844,53.20000076293945,53.060001373291016,42.43216323852539,3700,0.0,
2010-10-12 00:00:00+00:00,53.0099983215332,53.38999938964844,52.9900016784668,42.68008041381836,3600,0.0,
2010-10-13 00:00:00+00:00,53.810001373291016,53.810001373291016,53.810001373291016,43.031959533691406,600,0.0,
2010-10-14 00:00:00+00:00,53.75,53.7599983215332,53.400001525878906,42.70407485961914,2600,0.0,
2010-10-15 00:00:00+00:00,53.709999084472656,53.709999084472656,53.709999084472656,42.95198822021485,1000,0.0,
2010-10-18 00:00:00+00:00,53.709999084472656,53.709999084472656,53.709999084472656,42.95198822021485,0,0.0,
2010-10-19 00:00:00+00:00,53.36000061035156,53.36000061035156,53.040000915527344,42.41616439819336,1000,0.0,
2010-10-20 00:00:00+00:00,53.040000915527344,53.040000915527344,53.040000915527344,42.41616439819336,0,0.0,
2010-10-21 00:00:00+00:00,53.68000030517578,53.68000030517578,53.45000076293945,42.927982330322266,1900,0.0,
2010-10-22 00:00:00+00:00,53.84000015258789,53.84000015258789,53.810001373291016,43.031959533691406,1300,0.0,
2010-10-25 00:00:00+00:00,54.310001373291016,54.310001373291016,54.310001373291016,43.43179321289063,5500,0.0,
2010-10-26 00:00:00+00:00,53.720001220703125,54.11000061035156,53.720001220703125,43.19187545776367,42100,0.0,
2010-10-27 00:00:00+00:00,53.720001220703125,53.86000061035156,53.40999984741211,43.07192611694336,12900,0.0,
2010-10-28 00:00:00+00:00,54.2599983215332,54.310001373291016,53.77999877929688,43.127906799316406,13800,0.0,
2010-10-29 00:00:00+00:00,53.880001068115234,54.04999923706055,53.77999877929688,43.2078742980957,3200,0.0,
2010-11-01 00:00:00+00:00,54.09000015258789,54.150001525878906,53.720001220703125,42.95998001098633,2300,0.0,
2010-11-02 00:00:00+00:00,54.41999816894531,54.43999862670898,54.41999816894531,43.535762786865234,500,0.0,
2010-11-03 00:00:00+00:00,54.59000015258789,54.59000015258789,54.540000915527344,43.61572647094727,700,0.0,
2010-11-04 00:00:00+00:00,55.36000061035156,55.54999923706055,55.33000183105469,44.42341232299805,14600,0.0,
2010-11-05 00:00:00+00:00,55.77999877929688,56.02999877929688,55.7400016784668,44.57537841796875,3800,0.0,
2010-11-08 00:00:00+00:00,55.650001525878906,55.810001373291016,55.650001525878906,44.63134765625,2700,0.0,
2010-11-09 00:00:00+00:00,55.97999954223633,56.040000915527344,55.310001373291016,44.271484375,24300,0.0,
2010-11-10 00:00:00+00:00,55.33000183105469,55.65999984741211,55.18000030517578,44.495399475097656,16000,0.0,
2010-11-11 00:00:00+00:00,55.2599983215332,55.58000183105469,55.25,44.35944747924805,3500,0.0,
2010-11-12 00:00:00+00:00,55.290000915527344,55.36000061035156,54.7400016784668,43.77565383911133,1200,0.0,
2010-11-15 00:00:00+00:00,55.060001373291016,55.16999816894531,54.9900016784668,44.00758361816406,3200,0.0,
2010-11-16 00:00:00+00:00,54.540000915527344,54.540000915527344,53.72999954223633,42.96796417236328,7700,0.0,
2010-11-17 00:00:00+00:00,54.04999923706055,54.08000183105469,54.02999877929688,43.2078742980957,2100,0.0,
2010-11-18 00:00:00+00:00,54.54999923706055,54.900001525878906,54.54999923706055,43.783668518066406,5400,0.0,
2010-11-19 00:00:00+00:00,54.58000183105469,54.93999862670898,54.45000076293945,43.91961288452149,14700,0.0,
2010-11-22 00:00:00+00:00,54.65999984741211,54.810001373291016,54.38999938964844,43.783668518066406,14800,0.0,
