date,TTT_Open,TTT_High,TTT_Low,TTT_Close,TTT_Volume,TTT_Dividends,TTT_Stock Splits
2012-03-29 00:00:00+00:00,394.7200012207031,395.6799926757813,394.239990234375,329.8875427246094,50,0.0,
2012-03-30 00:00:00+00:00,391.0400085449219,416.0,391.0400085449219,341.8031616210937,2756,0.0,
2012-04-02 00:00:00+00:00,401.2799987792969,409.6000061035156,400.0,340.3304748535156,4100,0.0,
2012-04-03 00:00:00+00:00,400.1600036621094,427.0400085449219,396.7999877929688,356.7980041503906,6719,0.0,
2012-04-04 00:00:00+00:00,413.6000061035156,417.9200134277344,408.0,341.4014892578125,2200,0.0,
2012-04-05 00:00:00+00:00,399.2000122070313,406.0799865722656,399.2000122070313,335.2429504394531,1694,0.0,
2012-04-09 00:00:00+00:00,372.3200073242188,375.2000122070313,370.55999755859375,311.947265625,2731,0.0,
2012-04-10 00:00:00+00:00,368.1600036621094,369.4400024414063,356.4800109863281,301.23663330078125,2375,0.0,
2012-04-11 00:00:00+00:00,370.55999755859375,372.6400146484375,367.5199890136719,309.67120361328125,1600,0.0,
2012-04-12 00:00:00+00:00,370.55999755859375,378.55999755859375,369.9200134277344,315.69598388671875,1106,0.0,
2012-04-13 00:00:00+00:00,366.0799865722656,366.239990234375,358.8800048828125,300.433349609375,3288,0.0,
2012-04-16 00:00:00+00:00,360.7999877929688,360.7999877929688,353.1199951171875,299.6299743652344,1331,0.0,
2012-04-17 00:00:00+00:00,362.3999938964844,364.1600036621094,359.8399963378906,303.7803955078125,513,0.0,
2012-04-18 00:00:00+00:00,358.7200012207031,359.0400085449219,357.1199951171875,300.29949951171875,488,0.0,
2012-04-19 00:00:00+00:00,354.0799865722656,356.32000732421875,353.760009765625,297.35400390625,688,0.0,
2012-04-20 00:00:00+00:00,361.2799987792969,363.5199890136719,356.4800109863281,298.2912292480469,931,0.0,
2012-04-23 00:00:00+00:00,347.20001220703125,349.9200134277344,344.6400146484375,292.4003295898437,1231,0.0,
2012-04-24 00:00:00+00:00,351.3599853515625,356.32000732421875,351.20001220703125,297.755615234375,631,0.0,
2012-04-25 00:00:00+00:00,362.0799865722656,368.7999877929688,358.239990234375,302.5754089355469,3244,0.0,
2012-04-26 00:00:00+00:00,353.1199951171875,360.0,352.79998779296875,297.2201232910156,3313,0.0,
2012-04-27 00:00:00+00:00,355.5199890136719,358.5599975585937,353.9200134277344,296.5506896972656,1238,0.0,
2012-04-30 00:00:00+00:00,351.8399963378906,354.8800048828125,350.0799865722656,296.0152282714844,1313,0.0,
2012-05-01 00:00:00+00:00,350.5599975585937,362.3999938964844,349.2799987792969,300.5671691894531,694,0.0,
2012-05-02 00:00:00+00:00,352.0,355.3599853515625,350.8800048828125,294.27471923828125,1775,0.0,
2012-05-03 00:00:00+00:00,357.44000244140625,357.6000061035156,350.8800048828125,294.94415283203125,750,0.0,
2012-05-04 00:00:00+00:00,348.9599914550781,349.1199951171875,343.5199890136719,287.71441650390625,1525,0.0,
