date,GJT_Open,GJT_High,GJT_Low,GJT_Close,GJT_Volume,GJT_Dividends,GJT_Stock Splits
2007-08-01 00:00:00+00:00,22.21999931335449,22.21999931335449,22.21999931335449,13.842808723449709,0,0.0,
2007-08-02 00:00:00+00:00,22.049999237060547,22.049999237060547,22.049999237060547,13.73690414428711,5000,0.0,
2007-08-03 00:00:00+00:00,22.049999237060547,22.049999237060547,22.049999237060547,13.810182571411133,0,0.117,
2007-08-06 00:00:00+00:00,22.09000015258789,22.09000015258789,21.88999938964844,13.778863906860352,4200,0.0,
2007-08-07 00:00:00+00:00,22.0,22.0,22.0,13.778863906860352,0,0.0,
2007-08-08 00:00:00+00:00,21.5,21.950000762939453,21.5,13.659872055053713,5400,0.0,
2007-08-09 00:00:00+00:00,21.600000381469727,21.600000381469727,21.25,13.46570873260498,4100,0.0,
2007-08-10 00:00:00+00:00,21.5,21.5,21.40999984741211,13.409342765808104,7000,0.0,
2007-08-13 00:00:00+00:00,21.59000015258789,21.600000381469727,21.5,13.46570873260498,4300,0.0,
2007-08-14 00:00:00+00:00,21.51000022888184,21.51000022888184,21.5,13.46570873260498,1500,0.0,
2007-08-15 00:00:00+00:00,21.40999984741211,21.549999237060547,21.399999618530277,13.403075218200684,1500,0.0,
2007-08-16 00:00:00+00:00,21.149999618530277,21.34000015258789,20.68000030517578,13.365498542785645,2400,0.0,
2007-08-17 00:00:00+00:00,21.309999465942383,21.309999465942383,21.299999237060547,13.346714973449709,1400,0.0,
2007-08-20 00:00:00+00:00,21.309999465942383,21.309999465942383,21.299999237060547,13.340449333190918,5600,0.0,
2007-08-21 00:00:00+00:00,21.100000381469727,21.100000381469727,20.81999969482422,13.15255355834961,2100,0.0,
2007-08-22 00:00:00+00:00,20.989999771118164,20.989999771118164,20.989999771118164,13.146297454833984,200,0.0,
2007-08-23 00:00:00+00:00,20.84000015258789,20.84000015258789,20.399999618530277,12.77676486968994,5600,0.0,
2007-08-24 00:00:00+00:00,20.299999237060547,20.5,20.299999237060547,12.783029556274414,2700,0.0,
2007-08-27 00:00:00+00:00,20.309999465942383,20.5,20.299999237060547,12.839394569396973,700,0.0,
2007-08-28 00:00:00+00:00,20.40999984741211,20.40999984741211,20.280000686645508,12.71413516998291,8900,0.0,
2007-08-29 00:00:00+00:00,20.299999237060547,20.299999237060547,20.299999237060547,12.71413516998291,0,0.0,
2007-08-30 00:00:00+00:00,20.26000022888184,20.26000022888184,20.26000022888184,12.68908405303955,200,0.0,
2007-08-31 00:00:00+00:00,20.34000015258789,20.34000015258789,20.21999931335449,12.66402530670166,3400,0.0,
2007-09-04 00:00:00+00:00,20.26000022888184,20.549999237060547,20.26000022888184,12.870718002319336,700,0.0,
2007-09-05 00:00:00+00:00,20.549999237060547,20.549999237060547,20.549999237060547,12.94631576538086,0,0.12,
2007-09-06 00:00:00+00:00,20.450000762939453,20.450000762939453,20.450000762939453,12.883313179016112,100,0.0,
2007-09-07 00:00:00+00:00,20.450000762939453,20.450000762939453,20.450000762939453,12.883313179016112,0,0.0,
2007-09-10 00:00:00+00:00,20.450000762939453,20.450000762939453,20.450000762939453,12.883313179016112,0,0.0,
2007-09-11 00:00:00+00:00,20.450000762939453,20.450000762939453,20.450000762939453,12.883313179016112,0,0.0,
2007-09-12 00:00:00+00:00,20.450000762939453,20.450000762939453,20.450000762939453,12.883313179016112,0,0.0,
2007-09-13 00:00:00+00:00,20.309999465942383,20.309999465942383,20.309999465942383,12.795110702514648,200,0.0,
2007-09-14 00:00:00+00:00,20.25,20.25,20.21999931335449,12.738423347473145,2700,0.0,
2007-09-17 00:00:00+00:00,20.21999931335449,20.21999931335449,20.21999931335449,12.738423347473145,0,0.0,
2007-09-18 00:00:00+00:00,20.280000686645508,20.280000686645508,20.280000686645508,12.77621841430664,100,0.0,
2007-09-19 00:00:00+00:00,20.229999542236328,20.229999542236328,19.59000015258789,12.410825729370115,3200,0.0,
