date,PBF_Open,PBF_High,PBF_Low,PBF_Close,PBF_Volume,PBF_Dividends,PBF_Stock Splits
2012-12-13 00:00:00+00:00,28.0,28.170000076293945,26.0,18.665809631347656,8799200,0.0,
2012-12-14 00:00:00+00:00,26.25,27.5,26.25,19.213335037231445,1012200,0.0,
2012-12-17 00:00:00+00:00,27.5,28.43000030517578,27.309999465942383,19.938634872436523,93400,0.0,
2012-12-18 00:00:00+00:00,28.040000915527344,28.59000015258789,27.520000457763672,19.817750930786133,924800,0.0,
2012-12-19 00:00:00+00:00,27.6299991607666,28.1299991607666,27.0,19.62575912475586,1128800,0.0,
2012-12-20 00:00:00+00:00,27.399999618530277,28.11000061035156,27.1200008392334,19.789308547973636,1004300,0.0,
2012-12-21 00:00:00+00:00,27.450000762939453,27.940000534057617,27.270000457763672,19.85330390930176,401000,0.0,
2012-12-24 00:00:00+00:00,28.0,28.0,27.5,19.83197021484375,15600,0.0,
2012-12-26 00:00:00+00:00,28.06999969482422,28.5,27.709999084472656,19.952856063842773,189900,0.0,
2012-12-27 00:00:00+00:00,28.239999771118164,28.299999237060547,27.59000015258789,20.12351417541504,199200,0.0,
2012-12-28 00:00:00+00:00,28.0,28.06999969482422,27.75,19.775087356567383,103700,0.0,
2012-12-31 00:00:00+00:00,27.690000534057617,29.049999237060547,27.649999618530277,20.65682029724121,203500,0.0,
2013-01-02 00:00:00+00:00,29.540000915527344,29.799999237060547,28.100000381469727,20.87015151977539,439400,0.0,
2013-01-03 00:00:00+00:00,29.200000762939453,29.26000022888184,28.020000457763672,20.12351417541504,431000,0.0,
2013-01-04 00:00:00+00:00,28.190000534057617,28.61000061035156,28.0,19.9599666595459,156400,0.0,
2013-01-07 00:00:00+00:00,27.899999618530277,28.3799991607666,27.25,19.554651260375977,502300,0.0,
2013-01-08 00:00:00+00:00,27.690000534057617,27.709999084472656,27.190000534057617,19.44798851013184,306700,0.0,
2013-01-09 00:00:00+00:00,27.81999969482422,27.93000030517578,27.100000381469727,19.5333251953125,388800,0.0,
2013-01-10 00:00:00+00:00,27.1299991607666,27.649999618530277,27.1299991607666,19.597318649291992,157700,0.0,
