date,STN_Open,STN_High,STN_Low,STN_Close,STN_Volume,STN_Dividends,STN_Stock Splits
2005-08-05 00:00:00+00:00,7.275000095367432,7.574999809265137,7.275000095367432,6.365269184112549,59200,0.0,
2005-08-08 00:00:00+00:00,7.612500190734863,7.662499904632568,7.550000190734863,6.460116386413574,10800,0.0,
2005-08-09 00:00:00+00:00,7.662499904632568,7.6875,7.5625,6.375807762145996,18800,0.0,
2005-08-10 00:00:00+00:00,7.599999904632568,7.675000190734863,7.599999904632568,6.47065544128418,1600,0.0,
2005-08-11 00:00:00+00:00,7.675000190734863,7.75,7.675000190734863,6.533885955810547,16000,0.0,
2005-08-12 00:00:00+00:00,7.75,7.875,7.75,6.607656478881836,20400,0.0,
2005-08-15 00:00:00+00:00,7.900000095367432,8.09749984741211,7.900000095367432,6.765732765197754,18400,0.0,
2005-08-16 00:00:00+00:00,8.050000190734863,8.1274995803833,8.050000190734863,6.788918495178223,31600,0.0,
2005-08-17 00:00:00+00:00,7.992499828338623,8.074999809265137,7.900000095367432,6.79313325881958,26000,0.0,
2005-08-18 00:00:00+00:00,8.02750015258789,8.087499618530273,8.015000343322754,6.818427085876465,3600,0.0,
2005-08-19 00:00:00+00:00,8.149999618530273,8.149999618530273,7.880000114440918,6.742549419403076,17600,0.0,
2005-08-22 00:00:00+00:00,7.977499961853027,8.149999618530273,7.940000057220459,6.871119022369385,15200,0.0,
2005-08-23 00:00:00+00:00,8.212499618530273,8.212499618530273,8.149999618530273,6.873228073120117,18400,0.0,
2005-08-24 00:00:00+00:00,8.125,8.125,8.0024995803833,6.746763706207275,11200,0.0,
2005-08-25 00:00:00+00:00,7.987500190734863,7.987500190734863,7.699999809265137,6.491731643676758,19200,0.0,
2005-08-26 00:00:00+00:00,7.675000190734863,7.675000190734863,7.574999809265137,6.405317306518555,7200,0.0,
2005-08-29 00:00:00+00:00,7.565000057220459,7.675000190734863,7.550000190734863,6.47065544128418,14400,0.0,
2005-08-30 00:00:00+00:00,7.712500095367432,7.894999980926514,7.712500095367432,6.639270782470703,4800,0.0,
2005-08-31 00:00:00+00:00,7.875,7.9375,7.875,6.666671752929688,4800,0.0,
2005-09-01 00:00:00+00:00,7.875,7.875,7.8125,6.597116470336914,3200,0.0,
2005-09-02 00:00:00+00:00,7.787499904632568,7.787499904632568,7.675000190734863,6.47065544128418,7600,0.0,
2005-09-06 00:00:00+00:00,7.724999904632568,7.835000038146973,7.724999904632568,6.588685989379883,54800,0.0,
2005-09-07 00:00:00+00:00,7.815000057220459,7.815000057220459,7.739999771118164,6.525454521179199,70800,0.0,
2005-09-08 00:00:00+00:00,7.742499828338623,7.742499828338623,7.59499979019165,6.4032087326049805,9600,0.0,
2005-09-09 00:00:00+00:00,7.5625,7.610000133514404,7.4375,6.386344909667969,55200,0.0,
2005-09-12 00:00:00+00:00,7.550000190734863,7.662499904632568,7.525000095367432,6.445362091064453,136000,0.0,
2005-09-13 00:00:00+00:00,7.670000076293945,7.777500152587891,7.670000076293945,6.554962635040283,126000,0.0,
2005-09-14 00:00:00+00:00,7.775000095367432,7.775000095367432,7.724999904632568,6.552855491638184,7600,0.0,
2005-09-15 00:00:00+00:00,7.8125,7.84250020980835,7.8125,6.597116470336914,50400,0.0,
2005-09-16 00:00:00+00:00,7.800000190734863,7.972499847412109,7.800000190734863,6.72147274017334,11200,0.0,
2005-09-19 00:00:00+00:00,8.0,8.077500343322754,7.974999904632568,6.769948959350586,89200,0.0,
2005-09-20 00:00:00+00:00,8.045000076293945,8.045000076293945,7.914999961853027,6.694071769714356,7600,0.0,
2005-09-21 00:00:00+00:00,7.972499847412109,8.012499809265137,7.914999961853027,6.672992706298828,28800,0.0,
2005-09-22 00:00:00+00:00,7.927499771118164,7.927499771118164,7.832499980926514,6.603440284729004,18800,0.0,
