date,BCDA_Open,BCDA_High,BCDA_Low,BCDA_Close,BCDA_Volume,BCDA_Dividends,BCDA_Stock Splits
1996-11-13 00:00:00+00:00,32400.0,36450.0,32400.0,36450.0,1,,
1996-11-14 00:00:00+00:00,36450.0,36450.0,34425.0,35437.5,1,,
1996-11-15 00:00:00+00:00,35437.5,35437.5,32400.0,35437.5,1,,
1996-11-18 00:00:00+00:00,35437.5,35437.5,35437.5,35437.5,0,,
1996-11-19 00:00:00+00:00,35437.5,36450.0,32400.0,36450.0,5,,
1996-11-20 00:00:00+00:00,36450.0,36450.0,32400.0,36450.0,3,,
1996-11-21 00:00:00+00:00,36450.0,36450.0,32400.0,34425.0,1,,
1996-11-22 00:00:00+00:00,34425.0,34425.0,34425.0,34425.0,1,,
1996-11-25 00:00:00+00:00,34425.0,34425.0,32400.0,34425.0,0,,
1996-11-26 00:00:00+00:00,34425.0,34425.0,34425.0,34425.0,0,,
1996-11-27 00:00:00+00:00,34425.0,34425.0,31387.5,31387.5,0,,
1996-11-29 00:00:00+00:00,31387.5,31387.5,31387.5,31387.5,0,,
1996-12-02 00:00:00+00:00,31387.5,31387.5,31387.5,31387.5,0,,
1996-12-03 00:00:00+00:00,31387.5,33412.5,31387.5,32400.0,1,,
1996-12-04 00:00:00+00:00,34425.0,34425.0,34425.0,34425.0,1,,
1996-12-05 00:00:00+00:00,32400.0,32400.0,32400.0,32400.0,0,,
1996-12-06 00:00:00+00:00,32400.0,34425.0,30375.0,34425.0,1,,
1996-12-09 00:00:00+00:00,30375.0,30375.0,30375.0,30375.0,0,,
1996-12-10 00:00:00+00:00,30375.0,30375.0,30375.0,30375.0,0,,
1996-12-11 00:00:00+00:00,30375.0,34425.0,30375.0,34425.0,1,,
1996-12-12 00:00:00+00:00,34425.0,34425.0,34425.0,34425.0,0,,
1996-12-13 00:00:00+00:00,30375.0,34425.0,30375.0,34425.0,7,,
1996-12-16 00:00:00+00:00,30375.0,34425.0,30375.0,34425.0,1,,
1996-12-17 00:00:00+00:00,30375.0,34425.0,30375.0,34425.0,1,,
1996-12-18 00:00:00+00:00,30375.0,34425.0,30375.0,30375.0,4,,
1996-12-19 00:00:00+00:00,30375.0,34425.0,28350.0,32400.0,1,,
1996-12-20 00:00:00+00:00,31387.5,31387.5,31387.5,31387.5,2,,
1996-12-23 00:00:00+00:00,28350.0,31387.5,28350.0,31387.5,0,,
1996-12-24 00:00:00+00:00,31387.5,31387.5,31387.5,31387.5,0,,
1996-12-26 00:00:00+00:00,31387.5,31387.5,31387.5,31387.5,0,,
1996-12-27 00:00:00+00:00,28350.0,28350.0,28350.0,28350.0,0,,
1996-12-30 00:00:00+00:00,28350.0,28350.0,28350.0,28350.0,0,,
1996-12-31 00:00:00+00:00,28350.0,28350.0,28350.0,28350.0,0,,
1997-01-02 00:00:00+00:00,28350.0,31387.5,28350.0,31387.5,1,,
1997-01-03 00:00:00+00:00,28350.0,28350.0,28350.0,28350.0,0,,
1997-01-06 00:00:00+00:00,29362.5,36450.0,29362.5,36450.0,2,,
1997-01-07 00:00:00+00:00,36450.0,36450.0,36450.0,36450.0,0,,
1997-01-08 00:00:00+00:00,30375.0,36450.0,30375.0,30375.0,3,,
1997-01-09 00:00:00+00:00,30375.0,36450.0,28350.0,34425.0,14,,
1997-01-10 00:00:00+00:00,36450.0,36450.0,28350.0,28350.0,0,,
1997-01-13 00:00:00+00:00,28350.0,35437.5,28350.0,32400.0,2,,
1997-01-14 00:00:00+00:00,32400.0,37462.5,32400.0,36450.0,1,,
1997-01-15 00:00:00+00:00,34425.0,40500.0,34425.0,40500.0,1,,
1997-01-16 00:00:00+00:00,34425.0,40500.0,34425.0,40500.0,2,,
1997-01-17 00:00:00+00:00,36450.0,36450.0,36450.0,36450.0,1,,
1997-01-20 00:00:00+00:00,39487.5,39487.5,35437.5,39487.5,7,,
1997-01-21 00:00:00+00:00,39487.5,39487.5,35437.5,36450.0,13,,
1997-01-22 00:00:00+00:00,35437.5,38475.0,35437.5,38475.0,1,,
1997-01-23 00:00:00+00:00,35564.0625,38475.0,35437.5,38475.0,1,,
1997-01-24 00:00:00+00:00,38475.0,38475.0,35437.5,38475.0,0,,
1997-01-27 00:00:00+00:00,38475.0,38475.0,35437.5,38475.0,3,,
1997-01-28 00:00:00+00:00,38475.0,38475.0,34425.0,34425.0,5,,
1997-01-29 00:00:00+00:00,34425.0,34425.0,34425.0,34425.0,0,,
1997-01-30 00:00:00+00:00,34425.0,38475.0,34425.0,34425.0,1,,
1997-01-31 00:00:00+00:00,34425.0,38475.0,34425.0,35437.5,2,,
1997-02-03 00:00:00+00:00,34425.0,37462.5,34425.0,34931.25,2,,
1997-02-04 00:00:00+00:00,36703.125,38475.0,33412.5,36450.0,7,,
1997-02-05 00:00:00+00:00,34425.0,38475.0,34425.0,37968.75,3,,
1997-02-06 00:00:00+00:00,38475.0,38475.0,34678.125,35437.5,3,,
1997-02-07 00:00:00+00:00,38475.0,38475.0,35437.5,38475.0,1,,
1997-02-10 00:00:00+00:00,36450.0,36450.0,35437.5,35437.5,0,,
1997-02-11 00:00:00+00:00,35437.5,38475.0,35437.5,35437.5,1,,
1997-02-12 00:00:00+00:00,38475.0,38475.0,35437.5,38475.0,0,,
1997-02-13 00:00:00+00:00,35437.5,38475.0,35437.5,38475.0,0,,
1997-02-14 00:00:00+00:00,35437.5,38475.0,35437.5,38475.0,1,,
1997-02-18 00:00:00+00:00,35437.5,38475.0,35437.5,38475.0,1,,
1997-02-19 00:00:00+00:00,35437.5,38475.0,35437.5,35437.5,2,,
1997-02-20 00:00:00+00:00,38475.0,38475.0,35437.5,35437.5,3,,
1997-02-21 00:00:00+00:00,34425.0,38475.0,34425.0,38475.0,4,,
1997-02-24 00:00:00+00:00,34425.0,38475.0,34425.0,38475.0,2,,
1997-02-25 00:00:00+00:00,34425.0,38475.0,34425.0,38475.0,6,,
