date,PNQI_Open,PNQI_High,PNQI_Low,PNQI_Close,PNQI_Volume,PNQI_Dividends,PNQI_Stock Splits
2008-06-13 00:00:00+00:00,4.872000217437744,4.909999847412109,4.826000213623047,4.899590492248535,119000,0.0,
2008-06-16 00:00:00+00:00,4.980000019073486,4.998000144958496,4.958000183105469,4.9794535636901855,19000,0.0,
2008-06-17 00:00:00+00:00,4.98799991607666,5.013999938964844,4.960000038146973,4.993429183959961,16000,0.0,
2008-06-18 00:00:00+00:00,4.949999809265137,4.949999809265137,4.894000053405762,4.927542209625244,17500,0.0,
2008-06-19 00:00:00+00:00,4.929999828338623,5.001999855041504,4.8979997634887695,4.987439632415772,39500,0.0,
2008-06-20 00:00:00+00:00,4.964000225067139,4.964000225067139,4.828000068664551,4.833703517913818,87000,0.0,
2008-06-23 00:00:00+00:00,4.857999801635742,4.857999801635742,4.791999816894531,4.82172441482544,24000,0.0,
2008-06-24 00:00:00+00:00,4.754000186920166,4.76200008392334,4.670000076293945,4.699934005737305,29500,0.0,
2008-06-25 00:00:00+00:00,4.734000205993652,4.8379998207092285,4.734000205993652,4.797765731811523,39000,0.0,
2008-06-26 00:00:00+00:00,4.730000019073486,4.730000019073486,4.645999908447266,4.638039588928223,31500,0.0,
2008-06-27 00:00:00+00:00,4.642000198364258,4.642000198364258,4.552000045776367,4.552186965942383,44500,0.0,
2008-06-30 00:00:00+00:00,4.585999965667725,4.604000091552734,4.535999774932861,4.528228282928467,14500,0.0,
2008-07-01 00:00:00+00:00,4.4720001220703125,4.53000020980835,4.443999767303467,4.520242214202881,37000,0.0,
2008-07-02 00:00:00+00:00,4.576000213623047,4.576000213623047,4.461999893188477,4.454355239868164,15000,0.0,
2008-07-03 00:00:00+00:00,4.478000164031982,4.478000164031982,4.420000076293945,4.4603447914123535,8000,0.0,
2008-07-07 00:00:00+00:00,4.49399995803833,4.51200008392334,4.386000156402588,4.458348274230957,71000,0.0,
2008-07-08 00:00:00+00:00,4.443999767303467,4.533999919891357,4.432000160217285,4.522238731384277,36500,0.0,
2008-07-09 00:00:00+00:00,4.53000020980835,4.53000020980835,4.53000020980835,4.522238731384277,0,0.0,
2008-07-10 00:00:00+00:00,4.50600004196167,4.538000106811523,4.427999973297119,4.4563517570495605,42500,0.0,
