date,PPT_Open,PPT_High,PPT_Low,PPT_Close,PPT_Volume,PPT_Dividends,PPT_Stock Splits
1988-02-19 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,13354400,0.0,
1988-02-22 00:00:00+00:00,10.0,10.125,10.0,0.4383494853973388,595900,0.0,
1988-02-23 00:00:00+00:00,10.125,10.125,10.0,0.4329379200935364,565000,0.0,
1988-02-24 00:00:00+00:00,10.0,10.125,10.0,0.4383494853973388,193000,0.0,
1988-02-25 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,340100,0.0,
1988-02-26 00:00:00+00:00,10.0,10.0,10.0,0.4329379200935364,906800,0.0,
1988-02-29 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,546600,0.0,
1988-03-01 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,320600,0.0,
1988-03-02 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,249100,0.0,
1988-03-03 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,308700,0.0,
1988-03-04 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,204100,0.0,
1988-03-07 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,341400,0.0,
1988-03-08 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,309800,0.0,
1988-03-09 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,439100,0.0,
1988-03-10 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,447400,0.0,
1988-03-11 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,339600,0.0,
1988-03-14 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,297000,0.0,
1988-03-15 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,311300,0.0,
1988-03-16 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,230600,0.0,
1988-03-17 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,195700,0.0,
1988-03-18 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,229000,0.0,
1988-03-21 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,313800,0.0,
1988-03-22 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,336400,0.0,
1988-03-23 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,270800,0.0,
1988-03-24 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,327600,0.0,
1988-03-25 00:00:00+00:00,10.0,10.125,10.0,0.4383494853973388,148500,0.0,
1988-03-28 00:00:00+00:00,10.0,10.125,10.0,0.4383494853973388,223200,0.0,
1988-03-29 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,246900,0.0,
1988-03-30 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,172100,0.0,
1988-03-31 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,179500,0.0,
1988-04-04 00:00:00+00:00,10.0,10.125,10.0,0.4383494853973388,310300,0.0,
1988-04-05 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,319100,0.0,
1988-04-06 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,239200,0.0,
1988-04-07 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,181900,0.0,
1988-04-08 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,267900,0.0,
1988-04-11 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,202300,0.0,
1988-04-12 00:00:00+00:00,10.0,10.125,10.0,0.4329379200935364,160300,0.0,
1988-04-13 00:00:00+00:00,10.0,10.125,10.0,0.4383494853973388,262900,0.0,
1988-04-14 00:00:00+00:00,10.0,10.0,9.875,0.437038391828537,230200,0.095,
1988-04-15 00:00:00+00:00,9.875,10.0,9.875,0.437038391828537,792100,0.0,
1988-04-18 00:00:00+00:00,10.0,10.125,10.0,0.437038391828537,699700,0.0,
1988-04-19 00:00:00+00:00,10.0,10.125,10.0,0.437038391828537,419500,0.0,
1988-04-20 00:00:00+00:00,10.0,10.125,10.0,0.437038391828537,315000,0.0,
1988-04-21 00:00:00+00:00,10.0,10.0,10.0,0.437038391828537,509000,0.0,
1988-04-22 00:00:00+00:00,10.0,10.0,10.0,0.437038391828537,259800,0.0,
1988-04-25 00:00:00+00:00,10.0,10.0,10.0,0.437038391828537,120400,0.0,
1988-04-26 00:00:00+00:00,10.0,10.125,10.0,0.437038391828537,201400,0.0,
1988-04-27 00:00:00+00:00,10.0,10.125,10.0,0.437038391828537,142700,0.0,
1988-04-28 00:00:00+00:00,10.0,10.0,10.0,0.437038391828537,92600,0.0,
1988-04-29 00:00:00+00:00,10.0,10.0,10.0,0.437038391828537,159000,0.0,
1988-05-02 00:00:00+00:00,10.0,10.0,9.875,0.4315758049488067,126100,0.0,
1988-05-03 00:00:00+00:00,9.875,10.0,9.875,0.437038391828537,246400,0.0,
1988-05-04 00:00:00+00:00,10.0,10.0,9.875,0.4315758049488067,105600,0.0,
1988-05-05 00:00:00+00:00,9.875,10.0,9.875,0.437038391828537,92300,0.0,
1988-05-06 00:00:00+00:00,9.875,10.0,9.875,0.437038391828537,104300,0.0,
1988-05-09 00:00:00+00:00,10.0,10.0,9.875,0.4315758049488067,126700,0.0,
1988-05-10 00:00:00+00:00,9.875,10.0,9.875,0.4315758049488067,156200,0.0,
1988-05-11 00:00:00+00:00,9.875,9.875,9.75,0.4261123538017273,115100,0.0,
1988-05-12 00:00:00+00:00,9.75,9.875,9.75,0.4315758049488067,125400,0.0,
1988-05-13 00:00:00+00:00,9.875,9.875,9.75,0.4315758049488067,129600,0.0,
1988-05-16 00:00:00+00:00,9.75,9.875,9.75,0.4357679188251495,90100,0.095,
1988-05-17 00:00:00+00:00,9.875,9.875,9.625,0.4247358441352844,157400,0.0,
1988-05-18 00:00:00+00:00,9.625,9.75,9.375,0.4137036800384521,230900,0.0,
