date,GRF_Open,GRF_High,GRF_Low,GRF_Close,GRF_Volume,GRF_Dividends,GRF_Stock Splits
2004-01-23 00:00:00+00:00,7.391304016113281,7.391304016113281,6.956521987915039,2.071955442428589,12075,0.0,
2004-01-26 00:00:00+00:00,6.956521987915039,7.391304016113281,6.956521987915039,2.071955442428589,1265,0.0,
2004-01-27 00:00:00+00:00,7.82608699798584,7.82608699798584,7.82608699798584,2.1938347816467285,805,0.0,
2004-01-28 00:00:00+00:00,8.260869979858398,8.260869979858398,7.17391300201416,2.0110154151916504,1035,0.0,
2004-01-29 00:00:00+00:00,8.260869979858398,8.260869979858398,8.260869979858398,2.3157143592834477,230,0.0,
2004-01-30 00:00:00+00:00,8.260869979858398,8.69565200805664,8.043478012084961,2.437594413757324,1840,0.0,
2004-02-02 00:00:00+00:00,8.69565200805664,8.69565200805664,8.69565200805664,2.437594413757324,0,0.0,
2004-02-03 00:00:00+00:00,8.69565200805664,8.69565200805664,8.69565200805664,2.437594413757324,0,0.0,
2004-02-04 00:00:00+00:00,8.69565200805664,8.69565200805664,8.69565200805664,2.437594413757324,0,0.0,
2004-02-05 00:00:00+00:00,8.69565200805664,8.69565200805664,8.69565200805664,2.437594413757324,0,0.0,
2004-02-06 00:00:00+00:00,8.69565200805664,8.69565200805664,8.260869979858398,2.3157143592834477,1380,0.0,
2004-02-09 00:00:00+00:00,8.69565200805664,8.69565200805664,8.260869979858398,2.3157143592834477,460,0.0,
2004-02-10 00:00:00+00:00,8.260869979858398,8.260869979858398,8.260869979858398,2.3157143592834477,0,0.0,
2004-02-11 00:00:00+00:00,8.260869979858398,8.260869979858398,8.260869979858398,2.3157143592834477,0,0.0,
2004-02-12 00:00:00+00:00,8.260869979858398,8.260869979858398,8.260869979858398,2.3157143592834477,0,0.0,
2004-02-13 00:00:00+00:00,8.260869979858398,8.260869979858398,8.260869979858398,2.3157143592834477,0,0.0,
2004-02-17 00:00:00+00:00,7.391304016113281,7.391304016113281,7.391304016113281,2.071955442428589,115,0.0,
2004-02-18 00:00:00+00:00,7.391304016113281,7.391304016113281,7.391304016113281,2.071955442428589,0,0.0,
2004-02-19 00:00:00+00:00,7.391304016113281,7.391304016113281,7.391304016113281,2.071955442428589,230,0.0,
2004-02-20 00:00:00+00:00,7.391304016113281,7.391304016113281,7.391304016113281,2.071955442428589,0,0.0,
2004-02-23 00:00:00+00:00,7.391304016113281,7.391304016113281,7.391304016113281,2.071955442428589,0,0.0,
2004-02-24 00:00:00+00:00,7.391304016113281,7.391304016113281,7.391304016113281,2.071955442428589,0,0.0,
2004-02-25 00:00:00+00:00,7.391304016113281,7.391304016113281,7.391304016113281,2.071955442428589,0,0.0,
