date,BDX_Open,BDX_High,BDX_Low,BDX_Close,BDX_Volume,BDX_Dividends,BDX_Stock Splits
1973-02-21 00:00:00+00:00,0.0,2.317073106765747,2.2560980319976807,1.1603564023971558,756040,0.0,
1973-02-22 00:00:00+00:00,0.0,2.3399391174316406,2.27134108543396,1.1720761060714722,180400,0.0,
1973-02-23 00:00:00+00:00,0.0,2.3323171138763428,2.294207096099853,1.1837974786758425,186960,0.0,
1973-02-26 00:00:00+00:00,0.0,2.34756088256836,2.309451103210449,1.1994246244430542,280440,0.0,
1973-02-27 00:00:00+00:00,0.0,2.355182886123657,2.248476028442383,1.152542233467102,490360,0.0,
1973-02-28 00:00:00+00:00,0.0,2.309451103210449,2.233232021331787,1.1872522830963137,303400,0.021341,
1973-03-01 00:00:00+00:00,0.0,2.309451103210449,2.2637200355529785,1.1714754104614258,164000,0.0,
1973-03-02 00:00:00+00:00,0.0,2.324695110321045,2.2103660106658936,1.2030292749404907,359160,0.0,
1973-03-05 00:00:00+00:00,0.0,2.3399391174316406,2.317073106765747,1.2030292749404907,62320,0.0,
1973-03-06 00:00:00+00:00,0.0,2.362804889678955,2.3323171138763428,1.2148624658584597,190240,0.0,
1973-03-07 00:00:00+00:00,0.0,2.378048896789551,2.3399391174316406,1.2227518558502195,375560,0.0,
1973-03-08 00:00:00+00:00,0.0,2.43140196800232,2.3856709003448486,1.2385289669036863,552680,0.0,
1973-03-09 00:00:00+00:00,0.0,2.3932929039001465,2.362804889678955,1.230640172958374,98400,0.0,
1973-03-12 00:00:00+00:00,0.0,2.378048896789551,2.355182886123657,1.2266957759857178,65600,0.0,
1973-03-13 00:00:00+00:00,0.0,2.378048896789551,2.355182886123657,1.230640172958374,285360,0.0,
1973-03-14 00:00:00+00:00,0.0,2.408536911010742,2.378048896789551,1.234585165977478,126280,0.0,
1973-03-15 00:00:00+00:00,0.0,2.41615891456604,2.3932929039001465,1.2385289669036863,103320,0.0,
1973-03-16 00:00:00+00:00,0.0,2.3856709003448486,2.309451103210449,1.1990852355957031,352600,0.0,
1973-03-19 00:00:00+00:00,0.0,2.3399391174316406,2.27134108543396,1.1793628931045532,106600,0.0,
1973-03-20 00:00:00+00:00,0.0,2.301829099655152,2.278963088989258,1.1793628931045532,91840,0.0,
1973-03-21 00:00:00+00:00,0.0,2.324695110321045,2.2560980319976807,1.16753089427948,147600,0.0,
