date,VOE_Open,VOE_High,VOE_Low,VOE_Close,VOE_Volume,VOE_Dividends,VOE_Stock Splits
2006-08-25 00:00:00+00:00,50.650001525878906,50.68000030517578,50.650001525878906,34.712005615234375,3400,0.0,
2006-08-28 00:00:00+00:00,51.040000915527344,51.15999984741211,51.040000915527344,35.00658416748047,500,0.0,
2006-08-29 00:00:00+00:00,51.130001068115234,51.33000183105469,50.93000030517578,35.12990951538086,17600,0.0,
2006-08-30 00:00:00+00:00,51.290000915527344,51.40999984741211,51.22999954223633,35.218955993652344,4400,0.0,
2006-08-31 00:00:00+00:00,51.400001525878906,51.59999847412109,51.400001525878906,35.34912109375,5500,0.0,
2006-09-01 00:00:00+00:00,51.68000030517578,51.81999969482422,51.68000030517578,35.47929000854492,1200,0.0,
2006-09-05 00:00:00+00:00,51.790000915527344,51.79999923706055,51.650001525878906,35.44504165649414,4900,0.0,
2006-09-06 00:00:00+00:00,51.5,51.5,51.150001525878906,35.04083633422852,26400,0.0,
2006-09-07 00:00:00+00:00,51.150001525878906,51.150001525878906,50.84999847412109,34.97918701171875,13100,0.0,
2006-09-08 00:00:00+00:00,51.060001373291016,51.209999084472656,51.060001373291016,35.08195877075195,500,0.0,
2006-09-11 00:00:00+00:00,51.15999984741211,51.20000076293945,50.9900016784668,35.02028274536133,3300,0.0,
2006-09-12 00:00:00+00:00,51.25,55.20000076293945,50.95000076293945,35.47929000854492,11500,0.0,
2006-09-13 00:00:00+00:00,51.97999954223633,52.150001525878906,51.97999954223633,35.69850158691406,3200,0.0,
2006-09-14 00:00:00+00:00,51.95000076293945,52.040000915527344,51.86000061035156,35.5888786315918,10400,0.0,
2006-09-15 00:00:00+00:00,52.20000076293945,52.310001373291016,52.11000061035156,35.78756332397461,6000,0.0,
2006-09-18 00:00:00+00:00,52.150001525878906,52.220001220703125,52.04999923706055,35.65739822387695,4600,0.0,
2006-09-19 00:00:00+00:00,52.04999923706055,52.06999969482422,51.75,35.547794342041016,5700,0.0,
2006-09-20 00:00:00+00:00,52.2400016784668,52.27000045776367,52.18000030517578,35.74646759033203,9600,0.0,
2006-09-21 00:00:00+00:00,52.0,52.11000061035156,51.7599983215332,35.47243118286133,7100,0.0,
2006-09-22 00:00:00+00:00,51.619998931884766,51.65999984741211,51.400001525878906,35.38336563110352,3800,0.0,
2006-09-25 00:00:00+00:00,51.70000076293945,52.02000045776367,51.5,35.636844635009766,2800,0.0,
2006-09-26 00:00:00+00:00,51.97999954223633,52.36000061035156,51.97999954223633,35.8629150390625,10300,0.0,
2006-09-27 00:00:00+00:00,52.36000061035156,52.5,52.36000061035156,35.904022216796875,16500,0.0,
2006-09-28 00:00:00+00:00,52.59000015258789,52.59000015258789,52.34000015258789,35.95881652832031,11900,0.0,
2006-09-29 00:00:00+00:00,52.58000183105469,52.58000183105469,52.27000045776367,35.8081169128418,26300,0.0,
2006-10-02 00:00:00+00:00,52.29999923706055,52.45000076293945,52.16999816894531,35.7396125793457,5100,0.0,
2006-10-03 00:00:00+00:00,52.11000061035156,52.459999084472656,52.11000061035156,35.76700973510742,25500,0.0,
2006-10-04 00:00:00+00:00,52.2400016784668,52.81999969482422,52.2400016784668,36.18489456176758,6100,0.0,
2006-10-05 00:00:00+00:00,52.9900016784668,53.130001068115234,52.86000061035156,36.34931564331055,17600,0.0,
2006-10-06 00:00:00+00:00,52.810001373291016,53.02000045776367,52.810001373291016,36.26709365844727,13800,0.0,
2006-10-09 00:00:00+00:00,52.880001068115234,53.290000915527344,52.880001068115234,36.45207595825195,4300,0.0,
2006-10-10 00:00:00+00:00,53.31999969482422,53.38999938964844,53.27000045776367,36.575382232666016,3100,0.0,
2006-10-11 00:00:00+00:00,53.209999084472656,53.43999862670898,53.209999084472656,36.51372146606445,19700,0.0,
2006-10-12 00:00:00+00:00,53.5,53.810001373291016,53.5,36.86310958862305,8600,0.0,
2006-10-13 00:00:00+00:00,53.86000061035156,54.02999877929688,53.79999923706055,36.993263244628906,17300,0.0,
2006-10-16 00:00:00+00:00,54.150001525878906,54.380001068115234,54.150001525878906,37.226192474365234,16500,0.0,
2006-10-17 00:00:00+00:00,54.15999984741211,54.18000030517578,53.959999084472656,37.06863784790039,17100,0.0,
2006-10-18 00:00:00+00:00,54.45000076293945,54.45000076293945,54.150001525878906,37.09601974487305,16500,0.0,
