date,CIB_Open,CIB_High,CIB_Low,CIB_Close,CIB_Volume,CIB_Dividends,CIB_Stock Splits
1995-11-14 00:00:00+00:00,13.5,13.5,13.5,3.7433736324310303,500,0.0,
1995-11-15 00:00:00+00:00,13.5,13.5,13.375,3.7433736324310303,22500,0.0,
1995-11-16 00:00:00+00:00,13.5,13.5,13.5,3.7433736324310303,25500,0.0,
1995-11-17 00:00:00+00:00,13.5,13.625,13.375,3.778033971786499,25000,0.0,
1995-11-20 00:00:00+00:00,13.5,13.5,13.5,3.7433736324310303,10500,0.0,
1995-11-21 00:00:00+00:00,13.5,13.5,13.375,3.725822925567627,5500,0.062,
1995-11-22 00:00:00+00:00,13.5,13.5,13.25,3.6910030841827393,11800,0.0,
1995-11-24 00:00:00+00:00,13.375,13.375,13.25,3.6910030841827393,6000,0.0,
1995-11-27 00:00:00+00:00,13.375,13.375,13.125,3.656182289123535,8000,0.0,
1995-11-28 00:00:00+00:00,13.125,13.375,13.125,3.6910030841827393,61100,0.0,
1995-11-29 00:00:00+00:00,13.125,13.375,13.125,3.725822925567627,33800,0.0,
1995-11-30 00:00:00+00:00,13.375,13.625,13.375,3.795463085174561,12900,0.0,
1995-12-01 00:00:00+00:00,13.875,13.875,13.625,3.8651061058044434,36200,0.0,
1995-12-04 00:00:00+00:00,14.0,14.125,13.625,3.934747457504273,61200,0.0,
1995-12-05 00:00:00+00:00,14.0,14.25,13.875,3.8651061058044434,63200,0.0,
1995-12-06 00:00:00+00:00,13.875,13.875,13.875,3.8651061058044434,10000,0.0,
1995-12-07 00:00:00+00:00,13.875,14.25,13.875,3.89992880821228,38900,0.0,
1995-12-08 00:00:00+00:00,14.0,14.125,14.0,3.89992880821228,14400,0.0,
1995-12-11 00:00:00+00:00,13.875,13.875,13.875,3.8651061058044434,48300,0.0,
1995-12-12 00:00:00+00:00,14.0,14.125,14.0,3.934747457504273,19000,0.0,
1995-12-13 00:00:00+00:00,14.125,14.75,14.125,4.108851909637451,81000,0.0,
1995-12-14 00:00:00+00:00,14.625,14.875,14.625,4.14367151260376,106000,0.0,
1995-12-15 00:00:00+00:00,14.75,14.875,14.75,4.14367151260376,22300,0.0,
1995-12-18 00:00:00+00:00,14.75,14.75,14.75,4.108851909637451,500,0.0,
1995-12-19 00:00:00+00:00,14.875,14.875,14.875,4.14367151260376,4200,0.0,
1995-12-20 00:00:00+00:00,14.875,15.25,14.875,4.265913486480713,61800,0.062,
1995-12-21 00:00:00+00:00,15.25,15.5,15.125,4.3358473777771,22400,0.0,
1995-12-22 00:00:00+00:00,15.625,16.0,15.625,4.475715160369873,45800,0.0,
1995-12-26 00:00:00+00:00,16.0,16.0,15.875,4.4407477378845215,24800,0.0,
1995-12-27 00:00:00+00:00,15.75,15.75,15.625,4.405779838562012,119100,0.0,
1995-12-28 00:00:00+00:00,16.0,16.375,16.0,4.580616474151611,6500,0.0,
1995-12-29 00:00:00+00:00,16.125,16.375,16.125,4.580616474151611,3800,0.0,
1996-01-02 00:00:00+00:00,16.375,16.5,16.375,4.615580081939697,41500,0.0,
1996-01-03 00:00:00+00:00,16.75,17.25,16.75,4.790414333343506,31900,0.0,
1996-01-04 00:00:00+00:00,17.25,17.25,16.75,4.755446910858154,4700,0.0,
1996-01-05 00:00:00+00:00,16.75,17.0,16.75,4.685511589050293,6200,0.0,
1996-01-08 00:00:00+00:00,16.75,16.75,16.75,4.685511589050293,0,0.0,
1996-01-09 00:00:00+00:00,16.75,16.75,16.625,4.650546073913574,600,0.0,
1996-01-10 00:00:00+00:00,16.625,16.625,16.5,4.615580081939697,7900,0.0,
1996-01-11 00:00:00+00:00,16.625,16.75,16.625,4.685511589050293,42400,0.0,
1996-01-12 00:00:00+00:00,16.875,16.875,16.375,4.615580081939697,119600,0.0,
1996-01-15 00:00:00+00:00,16.5,16.5,16.375,4.580616474151611,21200,0.0,
1996-01-16 00:00:00+00:00,16.5,16.75,16.5,4.685511589050293,15000,0.0,
1996-01-17 00:00:00+00:00,16.875,16.875,16.625,4.720479488372803,15400,0.0,
1996-01-18 00:00:00+00:00,16.625,16.625,16.5,4.650546073913574,45200,0.0,
1996-01-19 00:00:00+00:00,16.75,16.875,16.75,4.720479488372803,19200,0.0,
1996-01-22 00:00:00+00:00,16.875,16.875,16.625,4.720479488372803,47400,0.0,
1996-01-23 00:00:00+00:00,16.875,16.875,15.625,4.422027111053467,58400,0.062,
1996-01-24 00:00:00+00:00,16.0,16.0,15.25,4.28164529800415,27400,0.0,
1996-01-25 00:00:00+00:00,15.25,15.75,15.25,4.422027111053467,26200,0.0,
1996-01-26 00:00:00+00:00,15.75,15.75,15.75,4.422027111053467,11900,0.0,
1996-01-29 00:00:00+00:00,15.625,15.75,15.625,4.422027111053467,37600,0.0,
1996-01-30 00:00:00+00:00,15.875,16.875,15.875,4.7027907371521,243300,0.0,
1996-01-31 00:00:00+00:00,16.875,17.875,16.875,5.018650531768799,47500,0.0,
1996-02-01 00:00:00+00:00,17.625,17.625,17.625,4.948461532592773,18900,0.0,
1996-02-02 00:00:00+00:00,17.75,17.875,17.625,4.948461532592773,33000,0.0,
1996-02-05 00:00:00+00:00,17.5,17.625,17.5,4.948461532592773,32500,0.0,
1996-02-06 00:00:00+00:00,17.625,17.75,17.625,4.983558177947998,44000,0.0,
1996-02-07 00:00:00+00:00,17.875,18.25,17.875,5.088844299316406,53900,0.0,
1996-02-08 00:00:00+00:00,18.125,18.875,18.125,5.299415111541748,7900,0.0,
1996-02-09 00:00:00+00:00,19.0,19.0,18.625,5.299415111541748,14800,0.0,
1996-02-12 00:00:00+00:00,18.875,18.875,18.5,5.229223728179932,21400,0.0,
1996-02-13 00:00:00+00:00,18.375,18.375,17.75,5.053746223449707,35700,0.0,
1996-02-14 00:00:00+00:00,18.0,18.0,18.0,5.053746223449707,43000,0.0,
1996-02-15 00:00:00+00:00,18.0,18.0,18.0,5.053746223449707,51400,0.0,
1996-02-16 00:00:00+00:00,18.0,18.875,18.0,5.264318466186523,112600,0.0,
1996-02-20 00:00:00+00:00,18.875,18.875,18.875,5.299415111541748,6200,0.0,
1996-02-21 00:00:00+00:00,18.75,18.75,18.75,5.264318466186523,22600,0.0,
1996-02-22 00:00:00+00:00,18.75,18.75,18.75,5.281783580780029,500,0.062,
1996-02-23 00:00:00+00:00,18.75,18.75,18.75,5.281783580780029,6200,0.0,
1996-02-26 00:00:00+00:00,18.75,18.75,18.75,5.281783580780029,500,0.0,
1996-02-27 00:00:00+00:00,18.75,18.75,18.5,5.211362838745117,7800,0.0,
1996-02-28 00:00:00+00:00,18.625,18.625,18.625,5.246573448181152,10400,0.0,
1996-02-29 00:00:00+00:00,18.625,18.625,18.125,5.140938758850098,79600,0.0,
1996-03-01 00:00:00+00:00,18.25,18.25,18.0,5.070513248443604,300,0.0,
1996-03-04 00:00:00+00:00,18.0,18.0,18.0,5.070513248443604,100,0.0,
1996-03-05 00:00:00+00:00,18.0,18.0,18.0,5.070513248443604,800,0.0,
1996-03-06 00:00:00+00:00,18.0,18.0,18.0,5.070513248443604,100,0.0,
1996-03-07 00:00:00+00:00,18.0,18.0,17.75,5.000092029571533,5900,0.0,
1996-03-08 00:00:00+00:00,17.75,17.75,17.0,4.894454956054688,13300,0.0,
1996-03-11 00:00:00+00:00,17.5,17.5,17.5,4.929665565490723,100,0.0,
1996-03-12 00:00:00+00:00,17.5,17.5,17.5,4.929665565490723,19900,0.0,
1996-03-13 00:00:00+00:00,17.5,17.5,17.0,4.824030876159668,8800,0.0,
1996-03-14 00:00:00+00:00,17.375,17.375,17.25,4.894454956054688,26000,0.0,
1996-03-15 00:00:00+00:00,17.375,17.375,16.625,4.683182716369629,18500,0.0,
1996-03-18 00:00:00+00:00,16.625,17.0,16.625,4.788817882537842,20400,0.0,
1996-03-19 00:00:00+00:00,17.25,17.25,17.25,4.859243392944336,500,0.0,
1996-03-20 00:00:00+00:00,17.375,17.375,17.375,4.894454956054688,500,0.0,
1996-03-21 00:00:00+00:00,17.5,17.5,17.125,4.859243392944336,56700,0.0,
1996-03-22 00:00:00+00:00,17.375,17.375,17.125,4.824030876159668,78900,0.0,
1996-03-25 00:00:00+00:00,17.375,17.375,17.375,4.894454956054688,6700,0.0,
1996-03-26 00:00:00+00:00,17.5,17.5,17.5,4.929665565490723,35500,0.0,
1996-03-27 00:00:00+00:00,18.0,18.0,17.875,5.070513248443604,49600,0.0,
1996-03-28 00:00:00+00:00,18.0,18.125,18.0,5.0931501388549805,6300,0.08,
1996-03-29 00:00:00+00:00,18.125,18.625,18.125,5.234628200531006,21500,0.0,
1996-04-01 00:00:00+00:00,18.625,18.875,18.625,5.26999568939209,48500,0.0,
1996-04-02 00:00:00+00:00,18.5,18.5,18.5,5.234628200531006,100,0.0,
1996-04-03 00:00:00+00:00,18.375,18.375,18.375,5.199256896972656,600,0.0,
1996-04-04 00:00:00+00:00,18.5,18.5,18.375,5.199256896972656,20300,0.0,
1996-04-08 00:00:00+00:00,18.25,18.25,18.0,5.0931501388549805,12800,0.0,
1996-04-09 00:00:00+00:00,18.125,18.125,18.125,5.128520011901856,55300,0.0,
1996-04-10 00:00:00+00:00,18.25,18.25,18.25,5.163888454437256,16500,0.0,
1996-04-11 00:00:00+00:00,18.25,18.25,18.0,5.0931501388549805,10500,0.0,
1996-04-12 00:00:00+00:00,18.0,18.0,18.0,5.0931501388549805,63000,0.0,
1996-04-15 00:00:00+00:00,18.0,18.0,18.0,5.0931501388549805,31200,0.0,
1996-04-16 00:00:00+00:00,18.0,18.0,18.0,5.0931501388549805,100,0.0,
1996-04-17 00:00:00+00:00,18.0,18.0,18.0,5.0931501388549805,16000,0.0,
1996-04-18 00:00:00+00:00,18.0,18.125,18.0,5.128520011901856,44200,0.0,
1996-04-19 00:00:00+00:00,18.125,18.125,18.125,5.128520011901856,0,0.0,
1996-04-22 00:00:00+00:00,18.125,18.125,18.125,5.128520011901856,0,0.0,
1996-04-23 00:00:00+00:00,18.125,18.5,18.125,5.2578325271606445,24800,0.08,
1996-04-24 00:00:00+00:00,18.75,19.625,18.75,5.542044162750244,10200,0.0,
1996-04-25 00:00:00+00:00,19.5,19.5,19.5,5.542044162750244,18400,0.0,
1996-04-26 00:00:00+00:00,19.75,19.875,19.75,5.648619651794434,4100,0.0,
1996-04-29 00:00:00+00:00,19.875,20.0,19.875,5.648619651794434,74900,0.0,
1996-04-30 00:00:00+00:00,20.0,20.0,19.625,5.5775675773620605,118000,0.0,
1996-05-01 00:00:00+00:00,19.375,19.375,19.125,5.435462951660156,1800,0.0,
1996-05-02 00:00:00+00:00,18.625,18.625,18.125,5.151256084442139,136900,0.0,
1996-05-03 00:00:00+00:00,18.125,18.125,18.125,5.151256084442139,0,0.0,
1996-05-06 00:00:00+00:00,18.125,18.625,18.125,5.2578325271606445,39800,0.0,
1996-05-07 00:00:00+00:00,18.5,18.625,18.5,5.293359756469727,27400,0.0,
1996-05-08 00:00:00+00:00,18.625,18.75,18.5,5.328884124755859,24600,0.0,
1996-05-09 00:00:00+00:00,18.875,18.875,18.625,5.293359756469727,2100,0.0,
1996-05-10 00:00:00+00:00,18.625,18.625,18.625,5.293359756469727,3000,0.0,
1996-05-13 00:00:00+00:00,18.75,18.75,18.75,5.328884124755859,8500,0.0,
1996-05-14 00:00:00+00:00,18.75,18.75,18.75,5.328884124755859,4900,0.0,
1996-05-15 00:00:00+00:00,18.75,18.75,18.75,5.328884124755859,0,0.0,
1996-05-16 00:00:00+00:00,18.625,18.625,18.375,5.2578325271606445,21700,0.0,
1996-05-17 00:00:00+00:00,18.5,18.5,18.5,5.2578325271606445,15000,0.0,
1996-05-20 00:00:00+00:00,18.75,18.875,18.75,5.364410877227783,11800,0.0,
1996-05-21 00:00:00+00:00,19.0,19.0,19.0,5.399937629699707,27700,0.0,
1996-05-22 00:00:00+00:00,19.0,19.0,18.625,5.293359756469727,400,0.0,
1996-05-23 00:00:00+00:00,18.375,18.625,18.375,5.315620422363281,32500,0.078,
1996-05-24 00:00:00+00:00,19.0,19.0,19.0,5.422646999359131,33500,0.0,
1996-05-28 00:00:00+00:00,18.875,18.875,18.875,5.3869709968566895,3900,0.0,
1996-05-29 00:00:00+00:00,18.875,18.875,18.875,5.3869709968566895,0,0.0,
1996-05-30 00:00:00+00:00,18.875,18.875,18.875,5.3869709968566895,0,0.0,
1996-05-31 00:00:00+00:00,19.0,19.0,19.0,5.422646999359131,19700,0.0,
1996-06-03 00:00:00+00:00,19.0,19.0,19.0,5.422646999359131,0,0.0,
1996-06-04 00:00:00+00:00,19.0,19.0,19.0,5.422646999359131,0,0.0,
1996-06-05 00:00:00+00:00,18.75,18.875,17.875,5.279944896697998,42800,0.0,
1996-06-06 00:00:00+00:00,18.75,19.0,18.75,5.422646999359131,24400,0.0,
1996-06-07 00:00:00+00:00,19.0,19.0,19.0,5.422646999359131,0,0.0,
1996-06-10 00:00:00+00:00,19.0,19.0,18.875,5.422646999359131,15300,0.0,
1996-06-11 00:00:00+00:00,19.0,19.125,19.0,5.422646999359131,6600,0.0,
1996-06-12 00:00:00+00:00,19.25,19.25,19.25,5.493997573852539,55400,0.0,
1996-06-13 00:00:00+00:00,19.25,19.25,18.625,5.315620422363281,37400,0.0,
1996-06-14 00:00:00+00:00,18.625,18.625,18.375,5.244271278381348,21000,0.0,
1996-06-17 00:00:00+00:00,18.25,18.25,18.25,5.208593368530273,10000,0.0,
1996-06-18 00:00:00+00:00,18.25,18.625,18.25,5.315620422363281,41100,0.0,
1996-06-19 00:00:00+00:00,18.5,18.625,18.375,5.244271278381348,35700,0.0,
1996-06-20 00:00:00+00:00,18.5,18.5,18.5,5.279944896697998,700,0.0,
1996-06-21 00:00:00+00:00,18.375,18.375,18.0,5.137241363525391,21000,0.0,
1996-06-24 00:00:00+00:00,17.625,17.75,17.625,5.142457485198975,2900,0.268,
1996-06-25 00:00:00+00:00,17.5,17.5,17.25,4.997602462768555,3000,0.0,
1996-06-26 00:00:00+00:00,17.25,17.25,17.25,4.997602462768555,0,0.0,
1996-06-27 00:00:00+00:00,17.0,17.0,16.5,4.780315399169922,19300,0.0,
1996-06-28 00:00:00+00:00,16.375,16.875,16.25,4.8889594078063965,81900,0.0,
1996-07-01 00:00:00+00:00,16.75,17.0,16.75,4.925174713134766,106100,0.0,
1996-07-02 00:00:00+00:00,17.0,17.375,17.0,5.033813953399658,111500,0.0,
1996-07-03 00:00:00+00:00,17.125,17.125,17.125,4.961386203765869,2300,0.0,
1996-07-05 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,85000,0.0,
1996-07-08 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,0,0.0,
1996-07-09 00:00:00+00:00,17.125,17.125,17.125,4.961386203765869,1300,0.0,
1996-07-10 00:00:00+00:00,17.125,17.125,17.125,4.961386203765869,0,0.0,
1996-07-11 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,3600,0.0,
1996-07-12 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,0,0.0,
1996-07-15 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,0,0.0,
1996-07-16 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,3100,0.0,
1996-07-17 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,2000,0.0,
1996-07-18 00:00:00+00:00,17.0,17.0,17.0,4.925174713134766,0,0.0,
1996-07-19 00:00:00+00:00,16.75,16.75,16.75,4.852743148803711,1500,0.0,
1996-07-22 00:00:00+00:00,16.75,16.75,16.25,4.707884311676025,1700,0.0,
1996-07-23 00:00:00+00:00,16.0,16.0,16.0,4.658102989196777,11100,0.079,
1996-07-24 00:00:00+00:00,15.5,15.625,15.5,4.548929214477539,8500,0.0,
1996-07-25 00:00:00+00:00,15.625,15.875,15.625,4.621707439422607,15000,0.0,
1996-07-26 00:00:00+00:00,15.875,15.875,15.875,4.621707439422607,600,0.0,
1996-07-29 00:00:00+00:00,15.75,15.75,15.75,4.585318565368652,200,0.0,
1996-07-30 00:00:00+00:00,15.75,15.75,15.75,4.585318565368652,0,0.0,
1996-07-31 00:00:00+00:00,15.875,15.875,15.625,4.585318565368652,2100,0.0,
1996-08-01 00:00:00+00:00,15.75,16.0,15.75,4.658102989196777,69800,0.0,
1996-08-02 00:00:00+00:00,16.125,16.5,16.125,4.767275333404541,12100,0.0,
1996-08-05 00:00:00+00:00,16.5,16.625,16.5,4.840057849884033,30900,0.0,
1996-08-06 00:00:00+00:00,17.0,17.25,17.0,5.0220136642456055,88200,0.0,
1996-08-07 00:00:00+00:00,17.5,17.5,17.5,5.094797611236572,11000,0.0,
1996-08-08 00:00:00+00:00,17.375,17.375,17.375,5.058405876159668,2000,0.0,
1996-08-09 00:00:00+00:00,17.375,17.375,17.375,5.058405876159668,38700,0.0,
1996-08-12 00:00:00+00:00,17.375,17.625,17.375,5.131191730499268,3100,0.0,
1996-08-13 00:00:00+00:00,17.625,17.875,17.625,5.20397424697876,600,0.0,
1996-08-14 00:00:00+00:00,17.875,18.125,17.875,5.276758193969727,10000,0.0,
1996-08-15 00:00:00+00:00,18.125,18.375,18.125,5.349539279937744,4700,0.0,
1996-08-16 00:00:00+00:00,18.5,18.5,18.5,5.385929107666016,5000,0.0,
1996-08-19 00:00:00+00:00,18.625,18.75,18.625,5.458712100982666,16300,0.0,
1996-08-20 00:00:00+00:00,18.75,18.75,18.75,5.458712100982666,0,0.0,
1996-08-21 00:00:00+00:00,18.625,18.625,18.625,5.445846557617188,2000,0.081,
1996-08-22 00:00:00+00:00,18.875,18.875,18.875,5.518945693969727,7100,0.0,
1996-08-23 00:00:00+00:00,19.0,19.125,19.0,5.555493354797363,43000,0.0,
1996-08-26 00:00:00+00:00,18.75,18.75,18.75,5.482394695281982,500,0.0,
1996-08-27 00:00:00+00:00,18.5,18.625,18.5,5.409299373626709,27400,0.0,
1996-08-28 00:00:00+00:00,18.75,18.75,18.75,5.482394695281982,2000,0.0,
1996-08-29 00:00:00+00:00,18.75,18.75,18.625,5.445846557617188,2900,0.0,
1996-08-30 00:00:00+00:00,18.625,18.625,18.625,5.445846557617188,0,0.0,
1996-09-03 00:00:00+00:00,18.5,18.75,18.5,5.482394695281982,6000,0.0,
1996-09-04 00:00:00+00:00,18.75,18.75,18.75,5.482394695281982,9200,0.0,
1996-09-05 00:00:00+00:00,18.75,18.75,18.75,5.482394695281982,0,0.0,
1996-09-06 00:00:00+00:00,18.75,18.75,18.75,5.482394695281982,0,0.0,
1996-09-09 00:00:00+00:00,18.5,18.5,18.0,5.299649715423584,115500,0.0,
1996-09-10 00:00:00+00:00,18.25,18.25,18.25,5.33620023727417,800,0.0,
1996-09-11 00:00:00+00:00,18.0,18.125,17.75,5.19000244140625,20200,0.0,
1996-09-12 00:00:00+00:00,17.75,17.75,17.75,5.19000244140625,200,0.0,
1996-09-13 00:00:00+00:00,17.5,17.5,17.5,5.116902828216553,16800,0.0,
1996-09-16 00:00:00+00:00,17.5,17.5,17.375,5.116902828216553,7400,0.0,
1996-09-17 00:00:00+00:00,17.375,17.375,17.375,5.080352306365967,500,0.0,
1996-09-18 00:00:00+00:00,17.25,17.25,17.25,5.043804168701172,800,0.0,
1996-09-19 00:00:00+00:00,17.125,17.125,17.125,5.007256507873535,5300,0.0,
1996-09-20 00:00:00+00:00,17.125,17.125,17.125,5.007256507873535,17900,0.0,
1996-09-23 00:00:00+00:00,17.0,17.0,17.0,4.994035720825195,0,0.08,
1996-09-24 00:00:00+00:00,17.125,17.5,17.125,5.140918254852295,18200,0.0,
1996-09-25 00:00:00+00:00,17.5,17.5,17.5,5.140918254852295,0,0.0,
1996-09-26 00:00:00+00:00,17.5,17.5,17.5,5.140918254852295,0,0.0,
1996-09-27 00:00:00+00:00,17.75,18.25,17.75,5.361245155334473,9100,0.0,
1996-09-30 00:00:00+00:00,18.5,18.625,18.5,5.471407413482666,7200,0.0,
1996-10-01 00:00:00+00:00,18.625,18.625,18.625,5.471407413482666,0,0.0,
1996-10-02 00:00:00+00:00,18.75,18.75,18.75,5.508130073547363,18000,0.0,
1996-10-03 00:00:00+00:00,18.875,18.875,18.625,5.471407413482666,36500,0.0,
1996-10-04 00:00:00+00:00,18.625,18.625,18.625,5.471407413482666,0,0.0,
1996-10-07 00:00:00+00:00,18.625,18.75,18.625,5.508130073547363,14300,0.0,
1996-10-08 00:00:00+00:00,18.75,18.75,18.625,5.471407413482666,3000,0.0,
1996-10-09 00:00:00+00:00,18.625,18.625,18.625,5.471407413482666,0,0.0,
1996-10-10 00:00:00+00:00,18.625,18.625,18.625,5.471407413482666,900,0.0,
