date,IWR_Open,IWR_High,IWR_Low,IWR_Close,IWR_Volume,IWR_Dividends,IWR_Stock Splits
2001-08-27 00:00:00+00:00,14.707500457763672,14.707500457763672,14.640000343322754,10.354093551635742,2000,0.0,
2001-08-28 00:00:00+00:00,14.675000190734863,14.675000190734863,14.675000190734863,10.378849029541016,4000,0.0,
2001-08-29 00:00:00+00:00,14.449999809265137,14.449999809265137,14.449999809265137,10.219715118408203,400,0.0,
2001-08-30 00:00:00+00:00,14.387499809265137,14.387499809265137,14.237500190734863,10.069427490234377,80400,0.0,
2001-08-31 00:00:00+00:00,14.237500190734863,14.237500190734863,14.237500190734863,10.069427490234377,0,0.0,
2001-09-04 00:00:00+00:00,14.237500190734863,14.237500190734863,14.237500190734863,10.069427490234377,0,0.0,
2001-09-05 00:00:00+00:00,14.225000381469728,14.225000381469728,14.145000457763672,10.004005432128906,5200,0.0,
2001-09-06 00:00:00+00:00,14.022500038146973,14.022500038146973,14.022500038146973,9.917367935180664,6000,0.0,
2001-09-07 00:00:00+00:00,13.75,13.75,13.75,9.724644660949709,3200,0.0,
2001-09-10 00:00:00+00:00,13.75,13.75,13.75,9.724644660949709,0,0.0,
2001-09-17 00:00:00+00:00,13.75,13.75,13.75,9.724644660949709,0,0.0,
2001-09-18 00:00:00+00:00,13.010000228881836,13.010000228881836,12.699999809265137,8.982037544250488,10000,0.0,
2001-09-19 00:00:00+00:00,12.787500381469728,12.787500381469728,12.425000190734863,8.787540435791016,20400,0.0,
2001-09-20 00:00:00+00:00,12.425000190734863,12.425000190734863,12.425000190734863,8.787540435791016,0,0.0,
2001-09-21 00:00:00+00:00,11.9375,11.994999885559082,11.875,8.437457084655762,8800,0.0,
2001-09-24 00:00:00+00:00,12.25,12.25,12.25,8.663766860961914,4000,0.0,
2001-09-25 00:00:00+00:00,12.25,12.25,12.25,8.663766860961914,0,0.0,
2001-09-26 00:00:00+00:00,12.274999618530272,12.274999618530272,12.137499809265137,8.596585273742676,2000,0.0,
2001-09-27 00:00:00+00:00,12.154999732971191,12.154999732971191,12.154999732971191,8.596585273742676,0,0.0,
2001-09-28 00:00:00+00:00,12.574999809265137,12.574999809265137,12.574999809265137,8.893625259399414,16000,0.0,
2001-10-01 00:00:00+00:00,12.399999618530272,12.425000190734863,12.399999618530272,8.821212768554688,2800,0.048,
2001-10-02 00:00:00+00:00,12.524999618530272,12.524999618530272,12.524999618530272,8.89220905303955,1600,0.0,
2001-10-03 00:00:00+00:00,12.824999809265137,12.850000381469728,12.824999809265137,9.122947692871094,4800,0.0,
2001-10-04 00:00:00+00:00,13.087499618530272,13.087499618530272,12.957500457763672,9.19926643371582,67600,0.0,
2001-10-05 00:00:00+00:00,12.6875,12.8725004196167,12.6875,9.138922691345217,20000,0.0,
2001-10-08 00:00:00+00:00,12.854999542236328,12.854999542236328,12.854999542236328,9.126493453979492,400,0.0,
2001-10-09 00:00:00+00:00,12.854999542236328,12.854999542236328,12.854999542236328,9.126493453979492,0,0.0,
2001-10-10 00:00:00+00:00,12.854999542236328,12.854999542236328,12.854999542236328,9.126493453979492,0,0.0,
2001-10-11 00:00:00+00:00,13.362500190734863,13.412500381469728,13.350000381469728,9.522293090820312,13600,0.0,
2001-10-12 00:00:00+00:00,13.34000015258789,13.350000381469728,13.074999809265137,9.36965560913086,54000,0.0,
2001-10-15 00:00:00+00:00,13.22249984741211,13.22249984741211,13.1899995803833,9.364330291748049,3600,0.0,
2001-10-16 00:00:00+00:00,13.387499809265137,13.390000343322754,13.317500114440918,9.454853057861328,1200,0.0,
2001-10-17 00:00:00+00:00,13.537500381469728,13.537500381469728,13.202500343322754,9.373208045959473,2000,0.0,
2001-10-18 00:00:00+00:00,13.202500343322754,13.202500343322754,13.202500343322754,9.373208045959473,0,0.0,
2001-10-19 00:00:00+00:00,12.904999732971191,13.029999732971191,12.904999732971191,9.250739097595217,10400,0.0,
2001-10-22 00:00:00+00:00,13.087499618530272,13.087499618530272,13.087499618530272,9.2915620803833,7600,0.0,
2001-10-23 00:00:00+00:00,13.390000343322754,13.390000343322754,13.220000267028809,9.385631561279297,2400,0.0,
2001-10-24 00:00:00+00:00,13.232500076293944,13.270000457763672,13.232500076293944,9.421127319335938,1600,0.0,
2001-10-25 00:00:00+00:00,13.142499923706056,13.352499961853027,13.085000038146973,9.479696273803713,2000,0.0,
2001-10-26 00:00:00+00:00,13.352499961853027,13.352499961853027,13.352499961853027,9.479696273803713,0,0.0,
2001-10-29 00:00:00+00:00,13.327500343322754,13.327500343322754,13.327500343322754,9.461953163146973,3200,0.0,
2001-10-30 00:00:00+00:00,12.912500381469728,12.975000381469728,12.912500381469728,9.21168613433838,2000,0.0,
2001-10-31 00:00:00+00:00,13.024999618530272,13.024999618530272,13.024999618530272,9.247190475463867,800,0.0,
2001-11-01 00:00:00+00:00,12.962499618530272,13.225000381469728,12.962499618530272,9.362553596496582,205200,0.0,
2001-11-02 00:00:00+00:00,13.354999542236328,13.354999542236328,13.354999542236328,9.481474876403809,400,0.0,
2001-11-05 00:00:00+00:00,13.550000190734863,13.600000381469728,13.550000190734863,9.655413627624512,9600,0.0,
