date,EPR-PC_Open,EPR-PC_High,EPR-PC_Low,EPR-PC_Close,EPR-PC_Volume,EPR-PC_Dividends,EPR-PC_Stock Splits
2006-12-22 00:00:00+00:00,24.25,24.25,24.25,7.445407867431641,77900,0.0,
2006-12-26 00:00:00+00:00,24.3700008392334,24.3700008392334,24.1200008392334,7.405495643615723,800,0.0,
2006-12-27 00:00:00+00:00,24.100000381469727,24.200000762939453,24.100000381469727,7.441133975982666,6900,0.0359,
2006-12-28 00:00:00+00:00,24.290000915527344,24.290000915527344,24.25,7.459580898284912,4500,0.0,
2006-12-29 00:00:00+00:00,24.299999237060547,24.299999237060547,24.299999237060547,7.471881866455078,6000,0.0,
2007-01-03 00:00:00+00:00,24.38999938964844,24.38999938964844,24.07999992370605,7.4632697105407715,154100,0.0,
2007-01-04 00:00:00+00:00,24.25,24.5049991607666,24.229999542236328,7.51492977142334,146800,0.0,
2007-01-05 00:00:00+00:00,24.299999237060547,24.299999237060547,24.100000381469727,7.444207668304443,35300,0.0,
2007-01-08 00:00:00+00:00,24.350000381469727,24.350000381469727,24.149999618530277,7.425756931304932,102700,0.0,
2007-01-09 00:00:00+00:00,24.20599937438965,24.600000381469727,24.20599937438965,7.56412410736084,80100,0.0,
2007-01-10 00:00:00+00:00,24.26000022888184,24.26000022888184,24.26000022888184,7.459580898284912,2500,0.0,
2007-01-11 00:00:00+00:00,24.270000457763672,24.790000915527344,24.270000457763672,7.570276737213135,159800,0.0,
2007-01-12 00:00:00+00:00,24.979999542236328,24.979999542236328,24.51000022888184,7.591800689697266,112400,0.0,
2007-01-16 00:00:00+00:00,24.75,24.799999237060547,24.700000762939453,7.594876289367676,33500,0.0,
2007-01-17 00:00:00+00:00,24.600000381469727,24.809999465942383,24.600000381469727,7.61024808883667,20200,0.0,
2007-01-18 00:00:00+00:00,24.799999237060547,24.799999237060547,24.600000381469727,7.56412410736084,16900,0.0,
2007-01-19 00:00:00+00:00,24.799999237060547,25.0,24.700000762939453,7.656370162963867,51000,0.0,
2007-01-22 00:00:00+00:00,24.899999618530277,24.95800018310547,24.899999618530277,7.673588752746582,301000,0.0,
