date,LNC_Open,LNC_High,LNC_Low,LNC_Close,LNC_Volume,LNC_Dividends,LNC_Stock Splits
1980-03-17 00:00:00+00:00,0.0,9.1875,9.125,2.5648930072784424,41600,0.0,
1980-03-18 00:00:00+00:00,0.0,9.125,9.09375,2.556110143661499,29200,0.0,
1980-03-19 00:00:00+00:00,0.0,9.25,9.09375,2.600029706954956,25600,0.0,
1980-03-20 00:00:00+00:00,0.0,9.40625,9.25,2.608814239501953,48000,0.0,
1980-03-21 00:00:00+00:00,0.0,9.34375,9.125,2.5736773014068604,87600,0.0,
1980-03-24 00:00:00+00:00,0.0,9.21875,9.125,2.5648930072784424,25600,0.0,
1980-03-25 00:00:00+00:00,0.0,9.09375,9.0625,2.5473248958587646,72400,0.0,
1980-03-26 00:00:00+00:00,0.0,9.0625,8.84375,2.5034055709838867,20400,0.0,
1980-03-27 00:00:00+00:00,0.0,8.75,8.25,2.336512565612793,44800,0.0,
1980-03-28 00:00:00+00:00,0.0,8.5,8.375,2.3540806770324707,40000,0.0,
1980-03-31 00:00:00+00:00,0.0,8.4375,8.1875,2.371647834777832,48400,0.0,
1980-04-01 00:00:00+00:00,0.0,8.5625,8.3125,2.406785011291504,60000,0.0,
1980-04-02 00:00:00+00:00,0.0,8.75,8.53125,2.450703382492065,42000,0.0,
1980-04-03 00:00:00+00:00,0.0,8.625,8.5,2.4155664443969727,20800,0.0,
1980-04-07 00:00:00+00:00,0.0,8.6875,8.5,2.389216184616089,32400,0.0,
1980-04-08 00:00:00+00:00,0.0,8.6875,8.5,2.441920042037964,27600,0.0,
1980-04-09 00:00:00+00:00,0.0,8.71875,8.59375,2.450703382492065,18000,0.0,
1980-04-10 00:00:00+00:00,0.0,8.9375,8.8125,2.5034055709838867,29200,0.0,
1980-04-11 00:00:00+00:00,0.0,9.0625,8.90625,2.5473248958587646,28000,0.0,
1980-04-14 00:00:00+00:00,0.0,9.0625,8.875,2.4946229457855225,29200,0.0,
1980-04-15 00:00:00+00:00,0.0,8.875,8.625,2.441920042037964,25600,0.0,
1980-04-16 00:00:00+00:00,0.0,8.6875,8.5625,2.406785011291504,40400,0.0,
1980-04-17 00:00:00+00:00,0.0,8.6875,8.4375,2.441920042037964,29200,0.0,
1980-04-18 00:00:00+00:00,0.0,8.875,8.65625,2.4594879150390625,30400,0.0,
1980-04-21 00:00:00+00:00,0.0,8.875,8.75,2.4594879150390625,8800,0.0,
1980-04-22 00:00:00+00:00,0.0,9.03125,8.75,2.5385420322418213,26400,0.0,
1980-04-23 00:00:00+00:00,0.0,9.125,9.0,2.5473248958587646,5600,0.0,
1980-04-24 00:00:00+00:00,0.0,9.25,9.0,2.591247797012329,86800,0.0,
1980-04-25 00:00:00+00:00,0.0,9.21875,9.15625,2.591247797012329,4800,0.0,
1980-04-28 00:00:00+00:00,0.0,9.15625,9.0,2.5473248958587646,15200,0.0,
1980-04-29 00:00:00+00:00,0.0,9.1875,9.0,2.556110143661499,17600,0.0,
1980-04-30 00:00:00+00:00,0.0,9.15625,9.03125,2.556110143661499,29600,0.0,
1980-05-01 00:00:00+00:00,0.0,9.15625,8.90625,2.5034055709838867,19200,0.0,
1980-05-02 00:00:00+00:00,0.0,9.0625,8.90625,2.5297601222991943,83200,0.0,
1980-05-05 00:00:00+00:00,0.0,9.0,8.9375,2.5297601222991943,79600,0.0,
1980-05-06 00:00:00+00:00,0.0,9.25,9.03125,2.600029706954956,79200,0.0,
1980-05-07 00:00:00+00:00,0.0,9.65625,9.34375,2.6878676414489746,173600,0.0,
1980-05-08 00:00:00+00:00,0.0,9.59375,9.3125,2.643949031829834,112400,0.0,
1980-05-09 00:00:00+00:00,0.0,9.40625,9.09375,2.556110143661499,34400,0.0,
1980-05-12 00:00:00+00:00,0.0,9.1875,9.0625,2.5648930072784424,12800,0.0,
1980-05-13 00:00:00+00:00,0.0,9.21875,9.0625,2.5473248958587646,34800,0.0,
1980-05-14 00:00:00+00:00,0.0,9.28125,9.03125,2.600029706954956,48400,0.0,
1980-05-15 00:00:00+00:00,0.0,9.25,9.21875,2.600029706954956,26400,0.0,
1980-05-16 00:00:00+00:00,0.0,9.25,9.125,2.591247797012329,30800,0.0,
1980-05-19 00:00:00+00:00,0.0,9.21875,9.15625,2.5736773014068604,20800,0.0,
1980-05-20 00:00:00+00:00,0.0,9.25,9.21875,2.591247797012329,65600,0.0,
1980-05-21 00:00:00+00:00,0.0,9.3125,9.1875,2.591247797012329,47200,0.0,
1980-05-22 00:00:00+00:00,0.0,9.3125,9.21875,2.608814239501953,32800,0.0,
1980-05-23 00:00:00+00:00,0.0,9.625,9.375,2.696652412414551,46000,0.0,
1980-05-27 00:00:00+00:00,0.0,9.75,9.5625,2.7054362297058105,76400,0.0,
1980-05-28 00:00:00+00:00,0.0,9.6875,9.625,2.714219570159912,72000,0.0,
1980-05-29 00:00:00+00:00,0.0,9.71875,9.625,2.7054362297058105,223600,0.0,
1980-05-30 00:00:00+00:00,0.0,9.71875,9.625,2.723003625869751,58800,0.0,
1980-06-02 00:00:00+00:00,0.0,9.71875,9.625,2.7054362297058105,26800,0.0,
1980-06-03 00:00:00+00:00,0.0,9.71875,9.59375,2.731788158416748,12000,0.0,
1980-06-04 00:00:00+00:00,0.0,9.84375,9.6875,2.758140802383423,87200,0.0,
1980-06-05 00:00:00+00:00,0.0,9.96875,9.84375,2.7757084369659424,47200,0.0,
1980-06-06 00:00:00+00:00,0.0,10.0,9.8125,2.810842037200928,40400,0.0,
1980-06-09 00:00:00+00:00,0.0,10.0625,9.875,2.793275833129883,24400,0.0,
1980-06-10 00:00:00+00:00,0.0,10.15625,10.0625,2.828410625457764,56800,0.0,
1980-06-11 00:00:00+00:00,0.0,10.1875,10.0625,2.854759931564331,24400,0.0,
1980-06-12 00:00:00+00:00,0.0,10.5,10.15625,2.881112813949585,56400,0.0,
1980-06-13 00:00:00+00:00,0.0,10.53125,10.21875,2.960170030593872,28800,0.0,
1980-06-16 00:00:00+00:00,0.0,10.5625,10.5,2.9689533710479736,56800,0.0,
1980-06-17 00:00:00+00:00,0.0,10.6875,10.5625,2.9953033924102783,48400,0.0,
1980-06-18 00:00:00+00:00,0.0,10.59375,10.53125,2.977734327316284,20000,0.0,
1980-06-19 00:00:00+00:00,0.0,10.59375,10.53125,2.960170030593872,24400,0.0,
1980-06-20 00:00:00+00:00,0.0,10.53125,10.4375,2.9338159561157227,91200,0.0,
1980-06-23 00:00:00+00:00,0.0,10.4375,10.375,2.916250705718994,20000,0.0,
1980-06-24 00:00:00+00:00,0.0,10.5625,10.375,2.9426016807556152,13600,0.0,
1980-06-25 00:00:00+00:00,0.0,10.5625,10.4375,2.9689533710479736,17600,0.0,
1980-06-26 00:00:00+00:00,0.0,10.59375,10.375,2.925032615661621,20000,0.0,
1980-06-27 00:00:00+00:00,0.0,10.40625,10.34375,2.925032615661621,10400,0.0,
1980-06-30 00:00:00+00:00,0.0,10.4375,10.3125,2.8986809253692627,43600,0.0,
1980-07-01 00:00:00+00:00,0.0,10.5,10.3125,2.9338159561157227,78800,0.0,
1980-07-02 00:00:00+00:00,0.0,10.625,10.375,2.9689533710479736,20800,0.0,
1980-07-03 00:00:00+00:00,0.0,10.5,10.4375,2.9338159561157227,26400,0.0,
1980-07-07 00:00:00+00:00,0.0,10.5,10.4375,2.9338159561157227,20800,0.0,
1980-07-08 00:00:00+00:00,0.0,10.625,10.53125,2.9865198135375977,30800,0.0,
1980-07-09 00:00:00+00:00,0.0,10.6875,10.5625,2.9865198135375977,111600,0.0,
1980-07-10 00:00:00+00:00,0.0,10.5625,10.4375,2.9338159561157227,24800,0.0,
1980-07-11 00:00:00+00:00,0.0,10.5,10.34375,2.951385498046875,90400,0.0,
1980-07-14 00:00:00+00:00,0.0,10.625,10.46875,2.9865198135375977,12800,0.0,
1980-07-15 00:00:00+00:00,0.0,10.875,10.65625,3.0216567516326904,50400,0.0,
1980-07-16 00:00:00+00:00,0.0,10.875,10.625,3.056791305541992,46000,0.0,
1980-07-17 00:00:00+00:00,0.0,10.875,10.75,3.0216567516326904,5200,0.0,
1980-07-18 00:00:00+00:00,0.0,10.875,10.75,3.0480096340179443,44800,0.0,
1980-07-21 00:00:00+00:00,0.0,10.84375,10.75,3.030436992645264,38800,0.0,
1980-07-22 00:00:00+00:00,0.0,10.9375,10.75,3.0216567516326904,58400,0.0,
1980-07-23 00:00:00+00:00,0.0,11.4375,10.71875,3.170982837677002,72000,0.0,
1980-07-24 00:00:00+00:00,0.0,11.8125,11.3125,3.197330951690674,62400,0.0,
1980-07-25 00:00:00+00:00,0.0,11.25,10.96875,3.10949444770813,76000,0.0,
1980-07-28 00:00:00+00:00,0.0,11.0,10.84375,3.091928005218506,95200,0.0,
1980-07-29 00:00:00+00:00,0.0,11.09375,10.9375,3.074359893798828,21600,0.0,
1980-07-30 00:00:00+00:00,0.0,10.90625,10.8125,3.039222717285156,51200,0.0,
1980-07-31 00:00:00+00:00,0.0,10.75,10.65625,3.0216567516326904,200000,0.0,
1980-08-01 00:00:00+00:00,0.0,10.875,10.6875,3.0040884017944336,31600,0.0,
1980-08-04 00:00:00+00:00,0.0,10.9375,10.625,3.074359893798828,146000,0.0,
1980-08-05 00:00:00+00:00,0.0,11.15625,10.90625,3.13584566116333,29200,0.0,
1980-08-06 00:00:00+00:00,0.0,11.25,11.1875,3.162198305130005,19200,0.0,
1980-08-07 00:00:00+00:00,0.0,11.5,11.25,3.197330951690674,70400,0.0,
1980-08-08 00:00:00+00:00,0.0,11.53125,11.0,3.091928005218506,112800,0.0,
1980-08-11 00:00:00+00:00,0.0,11.0625,10.9375,3.074359893798828,46400,0.0,
1980-08-12 00:00:00+00:00,0.0,11.15625,10.96875,3.10949444770813,37200,0.0,
1980-08-13 00:00:00+00:00,0.0,11.1875,10.96875,3.083141326904297,57600,0.0,
1980-08-14 00:00:00+00:00,0.0,11.25,10.875,3.162198305130005,101200,0.0,
1980-08-15 00:00:00+00:00,0.0,11.34375,11.1875,3.144629001617432,45600,0.0,
1980-08-18 00:00:00+00:00,0.0,11.25,11.0625,3.144629001617432,17600,0.0,
1980-08-19 00:00:00+00:00,0.0,11.125,10.78125,3.039222717285156,55200,0.0,
1980-08-20 00:00:00+00:00,0.0,10.75,10.625,2.9953033924102783,48000,0.0,
1980-08-21 00:00:00+00:00,0.0,11.0,10.75,3.083141326904297,62000,0.0,
