date,QCRH_Open,QCRH_High,QCRH_Low,QCRH_Close,QCRH_Volume,QCRH_Dividends,QCRH_Stock Splits
1993-10-06 00:00:00+00:00,4.444444179534912,4.722221851348877,4.444444179534912,3.696587324142456,270675,0.0,
1993-10-07 00:00:00+00:00,4.6666669845581055,4.6666669845581055,4.444444179534912,3.881416320800781,67500,0.0,
1993-10-08 00:00:00+00:00,4.6666669845581055,4.6666669845581055,4.444444179534912,3.881416320800781,8550,0.0,
1993-10-11 00:00:00+00:00,4.6666669845581055,4.6666669845581055,4.444444179534912,3.881416320800781,8550,0.0,
1993-10-12 00:00:00+00:00,4.444444179534912,4.6666669845581055,4.444444179534912,3.696587324142456,6300,0.0,
1993-10-13 00:00:00+00:00,4.444444179534912,4.6666669845581055,4.444444179534912,3.696587324142456,26550,0.0,
1993-10-14 00:00:00+00:00,4.444444179534912,4.6666669845581055,4.444444179534912,3.881416320800781,13725,0.0,
1993-10-15 00:00:00+00:00,4.444444179534912,4.6666669845581055,4.444444179534912,3.881416320800781,17550,0.0,
1993-10-18 00:00:00+00:00,4.444444179534912,4.6666669845581055,4.444444179534912,3.881416320800781,6975,0.0,
1993-10-19 00:00:00+00:00,4.444444179534912,4.6666669845581055,4.444444179534912,3.696587324142456,11925,0.0,
1993-10-20 00:00:00+00:00,4.555555820465088,4.555555820465088,4.444444179534912,3.696587324142456,6300,0.0,
1993-10-21 00:00:00+00:00,4.555555820465088,4.555555820465088,4.444444179534912,3.696587324142456,13950,0.0,
1993-10-22 00:00:00+00:00,4.555555820465088,4.555555820465088,4.444444179534912,3.7427937984466553,28125,0.0,
1993-10-25 00:00:00+00:00,4.555555820465088,4.555555820465088,4.444444179534912,3.7427937984466553,6525,0.0,
1993-10-26 00:00:00+00:00,4.444444179534912,4.555555820465088,4.444444179534912,3.696587324142456,17550,0.0,
1993-10-27 00:00:00+00:00,4.555555820465088,4.555555820465088,4.444444179534912,3.696587324142456,2250,0.0,
1993-10-28 00:00:00+00:00,4.555555820465088,4.555555820465088,4.444444179534912,3.696587324142456,7650,0.0,
1993-10-29 00:00:00+00:00,4.444444179534912,4.555555820465088,4.444444179534912,3.696587324142456,8100,0.0,
1993-11-01 00:00:00+00:00,4.444444179534912,4.6666669845581055,4.444444179534912,3.7890026569366455,2925,0.0,
1993-11-02 00:00:00+00:00,4.444444179534912,4.444444179534912,4.444444179534912,3.696587324142456,7425,0.0,
1993-11-03 00:00:00+00:00,4.444444179534912,4.555555820465088,4.444444179534912,3.696587324142456,8775,0.0,
1993-11-04 00:00:00+00:00,4.333333015441895,4.444444179534912,4.111111164093018,3.419343948364258,54450,0.0,
1993-11-05 00:00:00+00:00,4.222221851348877,4.222221851348877,3.777777910232544,3.3731367588043213,10350,0.0,
1993-11-08 00:00:00+00:00,4.111111164093018,4.111111164093018,3.8888890743255615,3.234513759613037,20475,0.0,
1993-11-09 00:00:00+00:00,4.222221851348877,4.222221851348877,4.111111164093018,3.5117576122283936,6750,0.0,
