date,GME_Open,GME_High,GME_Low,GME_Close,GME_Volume,GME_Dividends,GME_Stock Splits
2002-02-13 00:00:00+00:00,2.40625,2.515000104904175,2.3812499046325684,1.6916664838790894,76216000,0.0,
2002-02-14 00:00:00+00:00,2.543750047683716,2.5487499237060547,2.481250047683716,1.683250069618225,11021600,0.0,
2002-02-15 00:00:00+00:00,2.5,2.5062499046325684,2.462500095367432,1.674834370613098,8389600,0.0,
2002-02-19 00:00:00+00:00,2.4749999046325684,2.4749999046325684,2.34375,1.60750412940979,7410400,0.0,
2002-02-20 00:00:00+00:00,2.400000095367432,2.46875,2.3812499046325684,1.6622095108032229,6892800,0.0,
2002-02-21 00:00:00+00:00,2.4600000381469727,2.481250047683716,2.4375,1.6580013036727903,6976800,0.0,
2002-02-22 00:00:00+00:00,2.481250047683716,2.481250047683716,2.400000095367432,1.628544569015503,3525600,0.0,
2002-02-25 00:00:00+00:00,2.4124999046325684,2.456249952316284,2.384999990463257,1.6411690711975098,3453600,0.0,
2002-02-26 00:00:00+00:00,2.424999952316284,2.462500095367432,2.3862500190734863,1.6411690711975098,2761600,0.0,
2002-02-27 00:00:00+00:00,2.418750047683716,2.4200000762939453,2.375,1.611712098121643,4091200,0.0,
2002-02-28 00:00:00+00:00,2.400000095367432,2.431250095367432,2.387500047683716,1.60750412940979,2751200,0.0,
2002-03-01 00:00:00+00:00,2.3812499046325684,2.4437499046325684,2.372499942779541,1.6302279233932495,1913600,0.0,
2002-03-04 00:00:00+00:00,2.431250095367432,2.476249933242798,2.427500009536743,1.6580013036727903,3180800,0.0,
2002-03-05 00:00:00+00:00,2.450000047683716,2.456249952316284,2.3949999809265137,1.6201282739639282,3444800,0.0,
2002-03-06 00:00:00+00:00,2.4049999713897705,2.4287500381469727,2.400000095367432,1.628544569015503,1316800,0.0,
2002-03-07 00:00:00+00:00,2.418750047683716,2.575000047683716,2.418750047683716,1.7185986042022705,2700800,0.0,
2002-03-08 00:00:00+00:00,2.5374999046325684,2.625,2.5374999046325684,1.7589967250823977,1600800,0.0,
2002-03-11 00:00:00+00:00,2.5999999046325684,2.674999952316284,2.59375,1.7817203998565674,5462400,0.0,
2002-03-12 00:00:00+00:00,2.625,2.737499952316284,2.625,1.784245848655701,5819200,0.0,
2002-03-13 00:00:00+00:00,2.650000095367432,2.6875,2.581249952316284,1.769095778465271,5063200,0.0,
2002-03-14 00:00:00+00:00,2.627500057220459,2.650000095367432,2.6050000190734863,1.767412781715393,1696800,0.0,
2002-03-15 00:00:00+00:00,2.625,2.637500047683716,2.487499952316284,1.7127069234848022,1708000,0.0,
2002-03-18 00:00:00+00:00,2.549999952316284,2.549999952316284,2.3812499046325684,1.62433660030365,2207200,0.0,
2002-03-19 00:00:00+00:00,2.431250095367432,2.4375,2.325000047683716,1.573838710784912,3229600,0.0,
2002-03-20 00:00:00+00:00,2.3187499046325684,2.3187499046325684,2.125,1.5166088342666626,9236000,0.0,
2002-03-21 00:00:00+00:00,2.252500057220459,2.40625,2.252500057220459,1.5780466794967651,4427200,0.0,
2002-03-22 00:00:00+00:00,2.34375,2.4487500190734863,2.313750028610229,1.62433660030365,2494400,0.0,
2002-03-25 00:00:00+00:00,2.4375,2.476249933242798,2.3975000381469727,1.6596847772598269,7571200,0.0,
2002-03-26 00:00:00+00:00,2.5,2.512500047683716,2.4725000858306885,1.681566834449768,1816800,0.0,
2002-03-27 00:00:00+00:00,2.497499942779541,2.625,2.487499952316284,1.733747959136963,1369600,0.0,
2002-03-28 00:00:00+00:00,2.5625,2.575000047683716,2.512500047683716,1.7000831365585327,1714400,0.0,
2002-04-01 00:00:00+00:00,2.5062499046325684,2.5062499046325684,2.375,1.6032955646514893,1880000,0.0,
2002-04-02 00:00:00+00:00,2.375,2.375,2.293750047683716,1.5687894821166992,2098400,0.0,
2002-04-03 00:00:00+00:00,2.331249952316284,2.3499999046325684,2.305000066757202,1.5654231309890747,567200,0.0,
2002-04-04 00:00:00+00:00,2.3187499046325684,2.3812499046325684,2.3187499046325684,1.5948795080184937,763200,0.0,
2002-04-05 00:00:00+00:00,2.368750095367432,2.424999952316284,2.3112499713897705,1.5561646223068235,837600,0.0,
2002-04-08 00:00:00+00:00,2.325000047683716,2.325000047683716,2.221250057220459,1.5401740074157717,1558400,0.0,
2002-04-09 00:00:00+00:00,2.275000095367432,2.400000095367432,2.275000095367432,1.5948795080184937,3562400,0.0,
2002-04-10 00:00:00+00:00,2.362499952316284,2.3812499046325684,2.34375,1.5923547744750977,1302400,0.0,
2002-04-11 00:00:00+00:00,2.3637499809265137,2.3637499809265137,2.3125,1.557006597518921,1444000,0.0,
2002-04-12 00:00:00+00:00,2.331249952316284,2.331249952316284,2.257499933242798,1.535965919494629,1236000,0.0,
2002-04-15 00:00:00+00:00,2.275000095367432,2.321249961853028,2.273750066757202,1.5620561838150024,1559200,0.0,
2002-04-16 00:00:00+00:00,2.34375,2.400000095367432,2.34375,1.5990877151489258,1225600,0.0,
2002-04-17 00:00:00+00:00,2.40625,2.53125,2.40625,1.6672594547271729,3348800,0.0,
2002-04-18 00:00:00+00:00,2.476249933242798,2.518749952316284,2.4674999713897705,1.6672594547271729,984800,0.0,
2002-04-19 00:00:00+00:00,2.476249933242798,2.543750047683716,2.476249933242798,1.7059742212295532,646400,0.0,
2002-04-22 00:00:00+00:00,2.518749952316284,2.518749952316284,2.476249933242798,1.683250069618225,772800,0.0,
2002-04-23 00:00:00+00:00,2.493750095367432,2.53125,2.4375,1.6453771591186523,824800,0.0,
2002-04-24 00:00:00+00:00,2.440000057220459,2.4512500762939453,2.424999952316284,1.633594632148743,1064800,0.0,
2002-04-25 00:00:00+00:00,2.4262499809265137,2.4262499809265137,2.396250009536743,1.6327522993087769,1727200,0.0,
2002-04-26 00:00:00+00:00,2.4124999046325684,2.447499990463257,2.40625,1.6201282739639282,1653600,0.0,
2002-04-29 00:00:00+00:00,2.393749952316284,2.393749952316284,2.3499999046325684,1.5906716585159302,2562400,0.0,
2002-04-30 00:00:00+00:00,2.34375,2.4124999046325684,2.337500095367432,1.6032955646514893,6894400,0.0,
2002-05-01 00:00:00+00:00,2.4124999046325684,2.5625,2.4124999046325684,1.725331425666809,1672000,0.0,
2002-05-02 00:00:00+00:00,2.549999952316284,2.6237499713897705,2.549999952316284,1.7531051635742188,3316000,0.0,
2002-05-03 00:00:00+00:00,2.5999999046325684,2.601249933242798,2.569999933242798,1.750580668449402,463200,0.0,
2002-05-06 00:00:00+00:00,2.598750114440918,2.8237500190734863,2.598750114440918,1.83053457736969,2146400,0.0,
2002-05-07 00:00:00+00:00,2.706249952316284,2.75,2.681250095367432,1.8094942569732664,452800,0.0,
2002-05-08 00:00:00+00:00,2.712500095367432,2.8125,2.712500095367432,1.8852404356002808,658400,0.0,
2002-05-09 00:00:00+00:00,2.8125,2.900000095367432,2.8125,1.9231133460998533,847200,0.0,
2002-05-10 00:00:00+00:00,2.875,2.9287500381469727,2.75,1.856624960899353,696000,0.0,
2002-05-13 00:00:00+00:00,2.758749961853028,2.758749961853028,2.606250047683716,1.8094942569732664,1929600,0.0,
2002-05-14 00:00:00+00:00,2.75,2.799999952316284,2.5999999046325684,1.750580668449402,3958400,0.0,
2002-05-15 00:00:00+00:00,2.587500095367432,2.625,2.481250047683716,1.6706255674362185,5829600,0.0,
2002-05-16 00:00:00+00:00,2.481250047683716,2.587500095367432,2.481250047683716,1.733747959136963,5286400,0.0,
2002-05-17 00:00:00+00:00,2.59375,2.6875,2.59375,1.7867697477340698,4351200,0.0,
2002-05-20 00:00:00+00:00,2.653749942779541,2.6875,2.637500047683716,1.7993944883346558,2336000,0.0,
