date,ASH_Open,ASH_High,ASH_Low,ASH_Close,ASH_Volume,ASH_Dividends,ASH_Stock Splits
1980-03-17 00:00:00+00:00,0.0,6.131805896759033,5.846605777740479,2.201781272888184,276122,0.0,
1980-03-18 00:00:00+00:00,0.0,6.203105926513672,5.989205837249756,2.262459516525269,95722,0.0,
1980-03-19 00:00:00+00:00,0.0,6.274405956268311,6.131805896759033,2.2364559173583984,35238,0.0,
1980-03-20 00:00:00+00:00,0.0,6.108038902282715,5.941671848297119,2.167107105255127,44179,0.0,
1980-03-21 00:00:00+00:00,0.0,5.9654388427734375,5.799071788787842,2.149770498275757,23668,0.0,
1980-03-24 00:00:00+00:00,0.0,5.894138813018799,5.418805122375488,2.0370802879333496,138850,0.0,
1980-03-25 00:00:00+00:00,0.0,5.608939170837402,5.466338157653809,2.0284128189086914,102034,0.0,
1980-03-26 00:00:00+00:00,0.0,5.632705211639404,5.490105152130127,2.0024077892303467,33135,0.0,
1980-03-27 00:00:00+00:00,0.0,5.442572116851807,4.895937919616699,1.924391746520996,133064,0.0,
1980-03-28 00:00:00+00:00,0.0,5.418805122375488,5.276205062866211,1.9764015674591064,72055,0.0,
1980-03-31 00:00:00+00:00,0.0,5.846605777740479,5.513872146606445,2.132433652877808,56802,0.0,
1980-04-01 00:00:00+00:00,0.0,7.034939765930176,6.321938991546631,2.487840175628662,910939,0.0,
1980-04-02 00:00:00+00:00,0.0,6.939873218536377,6.607140064239502,2.444497346878052,359747,0.0,
1980-04-03 00:00:00+00:00,0.0,6.630906105041504,6.369472980499268,2.349144458770752,127805,0.0,
1980-04-07 00:00:00+00:00,0.0,6.440773010253906,6.108038902282715,2.227787494659424,123071,0.0,
1980-04-08 00:00:00+00:00,0.0,6.321938991546631,6.036738872528076,2.288465738296509,51017,0.0,
1980-04-09 00:00:00+00:00,0.0,6.369472980499268,6.203105926513672,2.323138952255249,124649,0.0,
1980-04-10 00:00:00+00:00,0.0,6.464539051055908,6.321938991546631,2.349144458770752,103085,0.0,
1980-04-11 00:00:00+00:00,0.0,6.630906105041504,6.464539051055908,2.4011566638946533,177244,0.0,
1980-04-14 00:00:00+00:00,0.0,6.559606075286865,6.3932390213012695,2.349144458770752,29979,0.0,
1980-04-15 00:00:00+00:00,0.0,6.440773010253906,6.274405956268311,2.3058018684387207,49965,0.0,
1980-04-16 00:00:00+00:00,0.0,6.369472980499268,6.036738872528076,2.201781272888184,147265,0.0,
1980-04-17 00:00:00+00:00,0.0,6.0605058670043945,5.917905807495117,2.167107105255127,55224,0.0,
1980-04-18 00:00:00+00:00,0.0,5.989205837249756,5.917905807495117,2.158438205718994,85729,0.0,
1980-04-21 00:00:00+00:00,0.0,5.9654388427734375,5.846605777740479,2.149770498275757,45231,0.0,
1980-04-22 00:00:00+00:00,0.0,6.1793389320373535,5.941671848297119,2.2537920475006104,91515,0.0,
1980-04-23 00:00:00+00:00,0.0,6.298172950744629,6.131805896759033,2.2711291313171387,61536,0.0,
1980-04-24 00:00:00+00:00,0.0,6.345705986022949,6.203105926513672,2.262459516525269,18934,0.0,
1980-04-25 00:00:00+00:00,0.0,6.274405956268311,6.108038902282715,2.279797315597534,158836,0.0,
1980-04-28 00:00:00+00:00,0.0,6.417006015777588,6.298172950744629,2.2971343994140625,33135,0.0,
1980-04-29 00:00:00+00:00,0.0,6.440773010253906,6.274405956268311,2.314470767974853,37342,0.0,
1980-04-30 00:00:00+00:00,0.0,6.417006015777588,6.274405956268311,2.288465738296509,163043,0.0,
1980-05-01 00:00:00+00:00,0.0,6.321938991546631,6.22687292098999,2.2711291313171387,36290,0.0,
1980-05-02 00:00:00+00:00,0.0,6.274405956268311,6.203105926513672,2.279797315597534,104663,0.0,
1980-05-05 00:00:00+00:00,0.0,6.274405956268311,6.1793389320373535,2.2537920475006104,30505,0.0,
1980-05-06 00:00:00+00:00,0.0,6.369472980499268,6.203105926513672,2.2971343994140625,126753,0.0,
1980-05-07 00:00:00+00:00,0.0,6.607140064239502,6.345705986022949,2.392485857009888,123597,0.0,
1980-05-08 00:00:00+00:00,0.0,6.583373069763184,6.464539051055908,2.392485857009888,24194,0.0,
1980-05-09 00:00:00+00:00,0.0,6.559606075286865,6.417006015777588,2.383818387985229,45231,0.0,
1980-05-12 00:00:00+00:00,0.0,6.464539051055908,6.321938991546631,2.3404765129089355,78892,0.0,
1980-05-13 00:00:00+00:00,0.0,6.369472980499268,6.274405956268311,2.314470767974853,58906,0.0,
1980-05-14 00:00:00+00:00,0.0,6.535839080810547,6.3932390213012695,2.3664801120758057,123071,0.0,
1980-05-15 00:00:00+00:00,0.0,6.559606075286865,6.488306045532227,2.383818387985229,65217,0.0,
1980-05-16 00:00:00+00:00,0.0,6.559606075286865,6.488306045532227,2.375149965286255,27349,0.0,
1980-05-19 00:00:00+00:00,0.0,6.512073040008545,6.440773010253906,2.3578124046325684,37868,0.0,
1980-05-20 00:00:00+00:00,0.0,6.512073040008545,6.464539051055908,2.375149965286255,33135,0.0,
1980-05-21 00:00:00+00:00,0.0,6.512073040008545,6.488306045532227,2.375149965286255,80470,0.0,
1980-05-22 00:00:00+00:00,0.0,6.559606075286865,6.488306045532227,2.383818387985229,115708,0.0,
1980-05-23 00:00:00+00:00,0.0,6.821040153503418,6.559606075286865,2.4618351459503174,210378,0.0,
1980-05-27 00:00:00+00:00,0.0,6.892340183258057,6.7972731590271,2.513845443725586,58380,0.0,
1980-05-28 00:00:00+00:00,0.0,7.034939765930176,6.892340183258057,2.565856456756592,143057,0.0,
1980-05-29 00:00:00+00:00,0.0,7.438973903656006,7.27260684967041,2.6872129440307617,383415,0.0,
1980-05-30 00:00:00+00:00,0.0,7.391439914703369,7.225072860717773,2.652538061141968,71003,0.0,
1980-06-02 00:00:00+00:00,0.0,7.248839855194092,7.130006790161133,2.6265363693237305,75736,0.0,
1980-06-03 00:00:00+00:00,0.0,7.201306819915772,7.130006790161133,2.600529193878174,22616,0.0,
1980-06-04 00:00:00+00:00,0.0,7.32013988494873,7.082472801208496,2.6352038383483887,73107,0.0,
1980-06-05 00:00:00+00:00,0.0,7.391439914703369,7.27260684967041,2.669877052307129,51017,0.0,
1980-06-06 00:00:00+00:00,0.0,7.367673873901367,7.27260684967041,2.652538061141968,59432,0.0,
1980-06-09 00:00:00+00:00,0.0,7.415206909179687,7.367673873901367,2.704549789428711,105189,0.0,
1980-06-10 00:00:00+00:00,0.0,7.5340399742126465,7.391439914703369,2.730554580688477,129909,0.0,
1980-06-11 00:00:00+00:00,0.0,7.581573963165283,7.438973903656006,2.713218688964844,81522,0.0,
1980-06-12 00:00:00+00:00,0.0,7.557806968688965,7.367673873901367,2.730554580688477,75736,0.0,
1980-06-13 00:00:00+00:00,0.0,7.486506938934326,7.32013988494873,2.6872129440307617,29453,0.0,
1980-06-16 00:00:00+00:00,0.0,7.438973903656006,7.32013988494873,2.713218688964844,100982,0.0,
1980-06-17 00:00:00+00:00,0.0,7.438973903656006,7.391439914703369,2.704549789428711,32609,0.0,
1980-06-18 00:00:00+00:00,0.0,7.486506938934326,7.32013988494873,2.6958818435668945,106767,0.0,
1980-06-19 00:00:00+00:00,0.0,7.438973903656006,7.177539825439453,2.6352038383483887,59432,0.0,
1980-06-20 00:00:00+00:00,0.0,7.177539825439453,7.082472801208496,2.609198093414306,45757,0.0,
1980-06-23 00:00:00+00:00,0.0,7.343906879425049,7.130006790161133,2.6265363693237305,67321,0.0,
1980-06-24 00:00:00+00:00,0.0,7.27260684967041,7.177539825439453,2.6178643703460693,93618,0.0,
1980-06-25 00:00:00+00:00,0.0,7.296373844146728,7.201306819915772,2.643871784210205,49965,0.0,
1980-06-26 00:00:00+00:00,0.0,7.438973903656006,7.201306819915772,2.669877052307129,103611,0.0,
1980-06-27 00:00:00+00:00,0.0,7.438973903656006,7.27260684967041,2.661208152770996,104137,0.0,
1980-06-30 00:00:00+00:00,0.0,7.296373844146728,7.177539825439453,2.6265363693237305,51017,0.0,
1980-07-01 00:00:00+00:00,0.0,7.367673873901367,7.177539825439453,2.661208152770996,62588,0.0,
1980-07-02 00:00:00+00:00,0.0,7.343906879425049,7.248839855194092,2.669877052307129,83100,0.0,
1980-07-03 00:00:00+00:00,0.0,7.415206909179687,7.296373844146728,2.678544282913208,45757,0.0,
1980-07-07 00:00:00+00:00,0.0,7.415206909179687,7.27260684967041,2.704549789428711,62062,0.0,
1980-07-08 00:00:00+00:00,0.0,7.415206909179687,7.27260684967041,2.6958818435668945,48387,0.0,
1980-07-09 00:00:00+00:00,0.0,7.367673873901367,7.177539825439453,2.6178643703460693,55750,0.0,
1980-07-10 00:00:00+00:00,0.0,7.296373844146728,7.082472801208496,2.591861724853516,103085,0.0,
1980-07-11 00:00:00+00:00,0.0,7.201306819915772,6.987407207489014,2.600529193878174,103611,0.0,
1980-07-14 00:00:00+00:00,0.0,7.248839855194092,7.058707237243652,2.6352038383483887,29453,0.0,
1980-07-15 00:00:00+00:00,0.0,7.343906879425049,7.225072860717773,2.6352038383483887,48387,0.0,
1980-07-16 00:00:00+00:00,0.0,7.225072860717773,7.130006790161133,2.609198093414306,32609,0.0,
1980-07-17 00:00:00+00:00,0.0,7.201306819915772,6.963640213012695,2.609198093414306,66795,0.0,
1980-07-18 00:00:00+00:00,0.0,7.201306819915772,7.034939765930176,2.6178643703460693,84151,0.0,
1980-07-21 00:00:00+00:00,0.0,7.225072860717773,7.011172771453857,2.574523448944092,49965,0.0,
1980-07-22 00:00:00+00:00,0.0,7.106239795684815,6.987407207489014,2.5571866035461426,339235,0.0,
1980-07-23 00:00:00+00:00,0.0,7.011172771453857,6.7972731590271,2.5225133895874023,115708,0.0,
1980-07-24 00:00:00+00:00,0.0,7.082472801208496,6.84480619430542,2.574523448944092,204593,0.0,
1980-07-25 00:00:00+00:00,0.0,7.106239795684815,6.963640213012695,2.539850950241089,38920,0.0,
1980-07-28 00:00:00+00:00,0.0,6.987407207489014,6.868573188781738,2.513845443725586,108871,0.0,
1980-07-29 00:00:00+00:00,0.0,6.892340183258057,6.84480619430542,2.505176544189453,67321,0.0,
1980-07-30 00:00:00+00:00,0.0,6.963640213012695,6.84480619430542,2.513845443725586,183029,0.0,
1980-07-31 00:00:00+00:00,0.0,6.939873218536377,6.749740123748779,2.496506690979004,285063,0.0,
1980-08-01 00:00:00+00:00,0.0,6.963640213012695,6.84480619430542,2.539850950241089,27875,0.0,
