date,FXP_Open,FXP_High,FXP_Low,FXP_Close,FXP_Volume,FXP_Dividends,FXP_Stock Splits
2007-11-08 00:00:00+00:00,6020.0,7088.0,6020.0,6005.58056640625,6605,0.0,
2007-11-09 00:00:00+00:00,6576.0,7008.7998046875,6142.39990234375,6189.90283203125,8925,0.0,
2007-11-12 00:00:00+00:00,7070.39990234375,7542.39990234375,6818.39990234375,7025.3955078125,9774,0.0,
2007-11-13 00:00:00+00:00,6845.60009765625,6884.0,6081.60009765625,5880.9365234375,14491,0.0,
2007-11-14 00:00:00+00:00,5573.60009765625,6068.7998046875,5544.0,5620.31689453125,12991,0.0,
2007-11-15 00:00:00+00:00,6271.2001953125,6480.0,6041.60009765625,5801.6162109375,13815,0.0,
2007-11-16 00:00:00+00:00,6479.2001953125,6780.0,6335.2001953125,6083.3896484375,11944,0.0,
2007-11-19 00:00:00+00:00,6828.7998046875,7272.0,6808.7998046875,6797.25927734375,15651,0.0,
2007-11-20 00:00:00+00:00,6637.60009765625,6996.0,6320.7998046875,6134.00146484375,23993,0.0,
2007-11-21 00:00:00+00:00,7210.39990234375,7440.0,6988.7998046875,6893.19775390625,22736,0.0,
2007-11-23 00:00:00+00:00,6992.0,7104.0,6800.0,6470.91845703125,7431,0.0,
2007-11-26 00:00:00+00:00,6440.0,7180.0,6395.2001953125,6779.884765625,26414,0.0,
2007-11-27 00:00:00+00:00,6721.60009765625,7059.2001953125,6450.39990234375,6098.4970703125,30394,0.0,
2007-11-28 00:00:00+00:00,6240.0,6417.60009765625,5585.60009765625,5364.22900390625,29666,0.0,
2007-11-29 00:00:00+00:00,5800.0,5848.7998046875,5552.7998046875,5418.62060546875,15230,0.0,
2007-11-30 00:00:00+00:00,5361.60009765625,5739.2001953125,5317.60009765625,5327.21484375,15154,0.0,
2007-12-03 00:00:00+00:00,5680.7998046875,5875.2001953125,5680.7998046875,5491.14013671875,11773,0.0,
2007-12-04 00:00:00+00:00,5814.39990234375,5916.0,5680.0,5446.5712890625,9673,0.0,
2007-12-05 00:00:00+00:00,5332.0,5384.0,5096.0,4812.0185546875,21253,0.0,
2007-12-06 00:00:00+00:00,5220.7998046875,5280.0,4939.2001953125,4691.15185546875,13785,0.0,
2007-12-07 00:00:00+00:00,5245.60009765625,5345.60009765625,5160.7998046875,5032.6005859375,11649,0.0,
2007-12-10 00:00:00+00:00,5477.60009765625,5494.39990234375,5336.7998046875,5080.1923828125,8474,0.0,
2007-12-11 00:00:00+00:00,5337.60009765625,5919.2001953125,5337.60009765625,5563.6611328125,15113,0.0,
2007-12-12 00:00:00+00:00,5456.0,5936.7998046875,5360.0,5354.40869140625,19085,0.0,
2007-12-13 00:00:00+00:00,6070.39990234375,6251.2001953125,5880.0,5697.369140625,26921,0.0,
2007-12-14 00:00:00+00:00,6362.39990234375,6399.2001953125,6187.2001953125,6026.73291015625,14649,0.0,
2007-12-17 00:00:00+00:00,6768.0,7119.2001953125,6655.2001953125,6722.47314453125,20011,0.0,
2007-12-18 00:00:00+00:00,6600.0,6994.39990234375,6448.0,6088.67626953125,23348,0.0,
2007-12-19 00:00:00+00:00,6404.0,6451.2001953125,6073.60009765625,5998.0263671875,24684,0.0,
2007-12-20 00:00:00+00:00,6149.60009765625,6504.7998046875,6144.0,5883.55517578125,9624,26.48,
2007-12-21 00:00:00+00:00,5972.7998046875,6055.2001953125,5840.0,5584.67578125,9423,0.0,
2007-12-24 00:00:00+00:00,5680.7998046875,5830.39990234375,5608.0,5332.82568359375,5221,0.0,
2007-12-26 00:00:00+00:00,5704.0,5760.7998046875,5560.0,5337.376953125,6195,0.0,
2007-12-27 00:00:00+00:00,5760.7998046875,6039.2001953125,5748.0,5709.841796875,10658,0.0,
2007-12-28 00:00:00+00:00,5928.7998046875,6120.0,5886.39990234375,5726.5302734375,6469,0.0,
2007-12-31 00:00:00+00:00,5832.0,6166.39990234375,5832.0,5831.2158203125,7959,0.0,
2008-01-02 00:00:00+00:00,6061.60009765625,6376.0,5961.60009765625,5992.033203125,17695,0.0,
2008-01-03 00:00:00+00:00,6288.7998046875,6436.7998046875,6216.0,6076.23583984375,11320,0.0,
2008-01-04 00:00:00+00:00,6359.2001953125,6692.0,6359.2001953125,6259.05419921875,31379,0.0,
2008-01-07 00:00:00+00:00,6362.39990234375,6588.0,6240.0,5976.86181640625,24431,0.0,
2008-01-08 00:00:00+00:00,6148.7998046875,6488.0,5968.7998046875,6115.6826171875,26270,0.0,
2008-01-09 00:00:00+00:00,6036.0,6164.0,5617.60009765625,5332.82568359375,49196,0.0,
2008-01-10 00:00:00+00:00,5908.0,5908.0,5394.39990234375,5250.89892578125,29638,0.0,
2008-01-11 00:00:00+00:00,5840.0,6006.39990234375,5752.7998046875,5632.4658203125,20758,0.0,
2008-01-14 00:00:00+00:00,6000.0,6099.2001953125,5920.7998046875,5654.4658203125,11680,0.0,
2008-01-15 00:00:00+00:00,6562.39990234375,6916.7998046875,6481.60009765625,6553.3828125,41158,0.0,
2008-01-16 00:00:00+00:00,7200.0,7815.2001953125,7080.0,6978.94775390625,56229,0.0,
2008-01-17 00:00:00+00:00,7076.0,7720.0,6840.7998046875,7267.208984375,56080,0.0,
2008-01-18 00:00:00+00:00,6892.0,7400.0,6760.0,6599.658203125,53511,0.0,
2008-01-22 00:00:00+00:00,8504.0,8711.2001953125,7416.7998046875,7396.16796875,62770,0.0,
2008-01-23 00:00:00+00:00,8400.0,8912.0,7136.0,6922.0546875,55576,0.0,
2008-01-24 00:00:00+00:00,7680.0,7680.0,7164.0,7003.22216796875,21658,0.0,
2008-01-25 00:00:00+00:00,6792.0,7520.0,6607.2001953125,7032.048828125,28699,0.0,
2008-01-28 00:00:00+00:00,7562.39990234375,7891.2001953125,7245.60009765625,6903.0888671875,29266,0.0,
2008-01-29 00:00:00+00:00,7361.60009765625,7638.39990234375,7310.39990234375,6990.32568359375,12636,0.0,
2008-01-30 00:00:00+00:00,8071.2001953125,8160.0,7300.7998046875,7646.49951171875,29870,0.0,
2008-01-31 00:00:00+00:00,8695.2001953125,8757.599609375,7671.2001953125,7509.9541015625,35191,0.0,
2008-02-01 00:00:00+00:00,7597.60009765625,7664.7998046875,7138.39990234375,6823.43896484375,25916,0.0,
2008-02-04 00:00:00+00:00,6888.0,6984.0,6700.0,6542.7646484375,29661,0.0,
2008-02-05 00:00:00+00:00,7120.0,7724.0,7088.0,7244.45068359375,34996,0.0,
2008-02-06 00:00:00+00:00,7638.39990234375,8260.7998046875,7397.60009765625,7737.5283203125,28255,0.0,
2008-02-07 00:00:00+00:00,8297.599609375,8512.0,7600.7998046875,7265.69189453125,36264,0.0,
2008-02-08 00:00:00+00:00,7906.39990234375,8055.2001953125,7641.60009765625,7449.267578125,26945,0.0,
2008-02-11 00:00:00+00:00,8151.2001953125,8413.599609375,7938.39990234375,7532.71240234375,21416,0.0,
2008-02-12 00:00:00+00:00,7820.0,7848.7998046875,7405.60009765625,7151.1455078125,27029,0.0,
2008-02-13 00:00:00+00:00,7519.2001953125,7748.0,7257.60009765625,6978.94775390625,21590,0.0,
2008-02-14 00:00:00+00:00,7160.0,7600.0,7045.60009765625,7180.7294921875,25540,0.0,
2008-02-15 00:00:00+00:00,7224.0,7378.39990234375,6922.39990234375,6564.0029296875,33374,0.0,
2008-02-19 00:00:00+00:00,6778.39990234375,7012.0,6680.7998046875,6501.04150390625,30360,0.0,
2008-02-20 00:00:00+00:00,7240.0,7351.2001953125,6806.39990234375,6584.48486328125,22711,0.0,
2008-02-21 00:00:00+00:00,7008.0,7528.7998046875,6999.2001953125,7029.77392578125,21149,0.0,
2008-02-22 00:00:00+00:00,7357.60009765625,7600.0,7041.60009765625,6702.82470703125,25544,0.0,
2008-02-25 00:00:00+00:00,7389.60009765625,7520.0,7011.2001953125,6656.55126953125,23799,0.0,
2008-02-26 00:00:00+00:00,7199.2001953125,7321.60009765625,6897.60009765625,6569.314453125,23680,0.0,
2008-02-27 00:00:00+00:00,6928.0,6928.0,6428.0,6111.130859375,40758,0.0,
2008-02-28 00:00:00+00:00,6624.0,6799.2001953125,6552.7998046875,6419.8720703125,24316,0.0,
2008-02-29 00:00:00+00:00,6872.0,7254.39990234375,6824.0,6789.30322265625,32614,0.0,
2008-03-03 00:00:00+00:00,7225.60009765625,7400.0,7035.2001953125,6745.3046875,27698,0.0,
2008-03-04 00:00:00+00:00,7620.7998046875,7924.0,7481.60009765625,7300.5859375,51643,0.0,
2008-03-05 00:00:00+00:00,7589.60009765625,7752.0,7336.0,7039.63427734375,27656,0.0,
2008-03-06 00:00:00+00:00,7521.60009765625,8120.7998046875,7487.2001953125,7564.57275390625,27770,0.0,
2008-03-07 00:00:00+00:00,8176.0,8359.2001953125,7725.60009765625,7737.5283203125,39455,0.0,
2008-03-10 00:00:00+00:00,8029.60009765625,8558.400390625,7960.0,8060.68505859375,26125,0.0,
2008-03-11 00:00:00+00:00,7464.7998046875,7724.0,6813.60009765625,6514.69580078125,51861,0.0,
2008-03-12 00:00:00+00:00,7196.0,7497.60009765625,6948.7998046875,7033.56591796875,31414,0.0,
2008-03-13 00:00:00+00:00,8128.0,8200.0,7520.0,7377.203125,45590,0.0,
2008-03-14 00:00:00+00:00,7916.7998046875,8760.0,7890.39990234375,8276.12109375,50306,0.0,
2008-03-17 00:00:00+00:00,9440.0,9476.7998046875,8739.2001953125,8465.767578125,43190,0.0,
2008-03-18 00:00:00+00:00,8712.7998046875,8760.0,8008.7998046875,7594.15625,35575,0.0,
2008-03-19 00:00:00+00:00,8480.0,9260.0,8292.7998046875,8761.6123046875,37871,0.0,
2008-03-20 00:00:00+00:00,9496.0,9760.0,8608.0,8257.15625,38026,0.0,
2008-03-24 00:00:00+00:00,8721.599609375,8864.0,8107.2001953125,8110.751953125,23441,0.0,
2008-03-25 00:00:00+00:00,8158.39990234375,8241.599609375,7670.39990234375,7366.91796875,32016,11.84,
