date,GATX_Open,GATX_High,GATX_Low,GATX_Close,GATX_Volume,GATX_Dividends,GATX_Stock Splits
1973-02-21 00:00:00+00:00,0.0,10.875,10.75,2.3858487606048584,23600,0.0,
1973-02-22 00:00:00+00:00,0.0,11.0625,10.9375,2.3995604515075684,92800,0.0,
1973-02-23 00:00:00+00:00,0.0,10.96875,10.6875,2.344712495803833,30400,0.0,
1973-02-26 00:00:00+00:00,0.0,10.8125,10.625,2.372135877609253,20000,0.0,
1973-02-27 00:00:00+00:00,0.0,10.75,10.5625,2.358424425125122,14400,0.0,
1973-02-28 00:00:00+00:00,0.0,10.90625,10.84375,2.378992319107056,23200,0.0,
1973-03-01 00:00:00+00:00,0.0,10.9375,10.625,2.331001043319702,54400,0.0,
1973-03-02 00:00:00+00:00,0.0,10.59375,10.5,2.317288398742676,29600,0.0,
1973-03-05 00:00:00+00:00,0.0,10.5,10.3125,2.305934190750122,13600,0.105,
1973-03-06 00:00:00+00:00,0.0,10.53125,10.375,2.333631992340088,54800,0.0,
1973-03-07 00:00:00+00:00,0.0,10.59375,10.4375,2.326707124710083,32800,0.0,
1973-03-08 00:00:00+00:00,0.0,10.5,10.375,2.2990074157714844,10800,0.0,
1973-03-09 00:00:00+00:00,0.0,10.34375,10.28125,2.292083263397217,11200,0.0,
1973-03-12 00:00:00+00:00,0.0,10.375,10.25,2.2851593494415283,26400,0.0,
1973-03-13 00:00:00+00:00,0.0,10.34375,10.25,2.2851593494415283,21200,0.0,
1973-03-14 00:00:00+00:00,0.0,10.3125,10.25,2.2851593494415283,6400,0.0,
1973-03-15 00:00:00+00:00,0.0,10.25,10.15625,2.2505338191986084,18000,0.0,
1973-03-16 00:00:00+00:00,0.0,10.34375,10.15625,2.2713096141815186,23200,0.0,
1973-03-19 00:00:00+00:00,0.0,10.3125,10.15625,2.2643842697143555,7200,0.0,
1973-03-20 00:00:00+00:00,0.0,10.25,10.125,2.243610143661499,7600,0.0,
1973-03-21 00:00:00+00:00,0.0,10.125,9.8125,2.174363613128662,28400,0.0,
1973-03-22 00:00:00+00:00,0.0,9.875,9.625,2.153587818145752,27600,0.0,
1973-03-23 00:00:00+00:00,0.0,9.875,9.53125,2.174363613128662,29200,0.0,
1973-03-26 00:00:00+00:00,0.0,9.9375,9.78125,2.1674375534057617,12000,0.0,
1973-03-27 00:00:00+00:00,0.0,10.03125,9.78125,2.2228353023529053,14800,0.0,
1973-03-28 00:00:00+00:00,0.0,10.1875,10.0625,2.243610143661499,20800,0.0,
1973-03-29 00:00:00+00:00,0.0,10.125,10.03125,2.243610143661499,13600,0.0,
1973-03-30 00:00:00+00:00,0.0,10.125,10.0,2.229759931564331,18400,0.0,
1973-04-02 00:00:00+00:00,0.0,10.0625,10.0,2.215911388397217,22400,0.0,
1973-04-03 00:00:00+00:00,0.0,10.0,9.8125,2.188213586807251,30400,0.0,
1973-04-04 00:00:00+00:00,0.0,9.875,9.71875,2.153587818145752,21200,0.0,
1973-04-05 00:00:00+00:00,0.0,9.75,9.65625,2.139739513397217,8400,0.0,
1973-04-06 00:00:00+00:00,0.0,9.875,9.65625,2.174363613128662,25200,0.0,
1973-04-09 00:00:00+00:00,0.0,10.0625,9.8125,2.215911388397217,17600,0.0,
1973-04-10 00:00:00+00:00,0.0,10.1875,9.9375,2.229759931564331,26400,0.0,
1973-04-11 00:00:00+00:00,0.0,10.3125,10.0625,2.257460355758667,21200,0.0,
1973-04-12 00:00:00+00:00,0.0,10.25,10.1875,2.2713096141815186,5600,0.0,
1973-04-13 00:00:00+00:00,0.0,10.3125,10.1875,2.278233289718628,10400,0.0,
1973-04-16 00:00:00+00:00,0.0,10.3125,10.21875,2.2713096141815186,14800,0.0,
1973-04-17 00:00:00+00:00,0.0,10.3125,10.1875,2.257460355758667,51200,0.0,
1973-04-18 00:00:00+00:00,0.0,10.1875,10.125,2.243610143661499,9200,0.0,
1973-04-19 00:00:00+00:00,0.0,10.1875,10.0625,2.243610143661499,30000,0.0,
1973-04-23 00:00:00+00:00,0.0,10.03125,9.9375,2.202061653137207,16400,0.0,
1973-04-24 00:00:00+00:00,0.0,10.0,9.9375,2.215911388397217,26800,0.0,
1973-04-25 00:00:00+00:00,0.0,9.875,9.625,2.1605141162872314,80400,0.0,
1973-04-26 00:00:00+00:00,0.0,9.9375,9.78125,2.188213586807251,20000,0.0,
1973-04-27 00:00:00+00:00,0.0,10.0,9.875,2.188213586807251,11200,0.0,
1973-04-30 00:00:00+00:00,0.0,10.0,9.75,2.202061653137207,20800,0.0,
1973-05-01 00:00:00+00:00,0.0,10.125,10.0,2.229759931564331,15200,0.0,
1973-05-02 00:00:00+00:00,0.0,10.15625,10.0,2.243610143661499,32000,0.0,
1973-05-03 00:00:00+00:00,0.0,10.3125,10.0625,2.2713096141815186,19600,0.0,
1973-05-04 00:00:00+00:00,0.0,10.6875,10.1875,2.3682548999786377,55600,0.0,
1973-05-07 00:00:00+00:00,0.0,10.8125,10.6875,2.3682548999786377,31600,0.0,
1973-05-08 00:00:00+00:00,0.0,11.3125,11.0625,2.4790515899658203,50400,0.0,
1973-05-09 00:00:00+00:00,0.0,11.25,11.0625,2.4513516426086426,38800,0.0,
1973-05-10 00:00:00+00:00,0.0,11.0625,11.0,2.4513516426086426,4800,0.0,
1973-05-11 00:00:00+00:00,0.0,11.0,10.875,2.4305779933929443,11200,0.0,
1973-05-14 00:00:00+00:00,0.0,10.9375,10.78125,2.389031410217285,10400,0.0,
1973-05-15 00:00:00+00:00,0.0,10.8125,10.6875,2.3821041584014893,20000,0.0,
1973-05-16 00:00:00+00:00,0.0,10.75,10.625,2.3544061183929443,30800,0.0,
1973-05-17 00:00:00+00:00,0.0,10.65625,10.4375,2.326707124710083,51600,0.0,
1973-05-18 00:00:00+00:00,0.0,10.46875,10.0,2.229759931564331,81600,0.0,
1973-05-21 00:00:00+00:00,0.0,10.0,9.875,2.188213586807251,30000,0.0,
1973-05-22 00:00:00+00:00,0.0,10.0,9.875,2.188213586807251,61200,0.0,
1973-05-23 00:00:00+00:00,0.0,9.96875,9.875,2.188213586807251,17600,0.0,
1973-05-24 00:00:00+00:00,0.0,9.9375,9.8125,2.188213586807251,22800,0.0,
1973-05-25 00:00:00+00:00,0.0,10.25,9.875,2.257460355758667,130800,0.0,
1973-05-29 00:00:00+00:00,0.0,10.25,10.1875,2.257460355758667,8800,0.0,
1973-05-30 00:00:00+00:00,0.0,10.4375,10.1875,2.3128576278686523,22400,0.0,
1973-05-31 00:00:00+00:00,0.0,10.5625,10.3125,2.326707124710083,46000,0.0,
1973-06-01 00:00:00+00:00,0.0,10.6875,10.4375,2.3544061183929443,12800,0.0,
1973-06-04 00:00:00+00:00,0.0,10.6875,10.5625,2.3544061183929443,19200,0.0,
1973-06-05 00:00:00+00:00,0.0,10.84375,10.75,2.402878999710083,40400,0.0,
1973-06-06 00:00:00+00:00,0.0,10.90625,10.6875,2.3682548999786377,15200,0.0,
1973-06-07 00:00:00+00:00,0.0,10.75,10.625,2.3821041584014893,28400,0.0,
1973-06-08 00:00:00+00:00,0.0,10.9375,10.6875,2.4236538410186768,14400,0.0,
1973-06-11 00:00:00+00:00,0.0,11.0625,10.9375,2.4236538410186768,28800,0.0,
1973-06-12 00:00:00+00:00,0.0,11.25,11.0,2.4928994178771973,22800,0.0,
1973-06-13 00:00:00+00:00,0.0,11.3125,10.75,2.3821041584014893,37200,0.0,
1973-06-14 00:00:00+00:00,0.0,10.875,10.625,2.39595365524292,11200,0.0,
1973-06-15 00:00:00+00:00,0.0,10.78125,10.625,2.3544061183929443,21600,0.0,
1973-06-18 00:00:00+00:00,0.0,10.5625,10.1875,2.257460355758667,26800,0.0,
1973-06-19 00:00:00+00:00,0.0,10.25,10.0625,2.243610143661499,21200,0.0,
1973-06-20 00:00:00+00:00,0.0,10.375,10.1875,2.2851593494415283,10000,0.0,
1973-06-21 00:00:00+00:00,0.0,10.46875,10.375,2.2990074157714844,15600,0.0,
1973-06-22 00:00:00+00:00,0.0,10.5625,10.4375,2.326707124710083,26400,0.0,
1973-06-25 00:00:00+00:00,0.0,10.5625,10.5,2.326707124710083,2800,0.0,
1973-06-26 00:00:00+00:00,0.0,10.5,10.4375,2.3128576278686523,8000,0.0,
1973-06-27 00:00:00+00:00,0.0,10.5625,10.40625,2.326707124710083,7600,0.0,
1973-06-28 00:00:00+00:00,0.0,10.625,10.5,2.333631992340088,9200,0.0,
1973-06-29 00:00:00+00:00,0.0,10.5625,10.375,2.3128576278686523,18400,0.0,
1973-07-02 00:00:00+00:00,0.0,10.5,10.4375,2.3128576278686523,4400,0.0,
1973-07-03 00:00:00+00:00,0.0,10.46875,10.25,2.278233289718628,14000,0.0,
1973-07-05 00:00:00+00:00,0.0,10.25,10.0625,2.2643842697143555,13600,0.0,
1973-07-06 00:00:00+00:00,0.0,10.3125,10.1875,2.257460355758667,7600,0.0,
1973-07-09 00:00:00+00:00,0.0,10.1875,10.03125,2.257460355758667,11600,0.0,
1973-07-10 00:00:00+00:00,0.0,10.3125,10.21875,2.2643842697143555,26000,0.0,
1973-07-11 00:00:00+00:00,0.0,10.375,10.0625,2.2990074157714844,63200,0.0,
1973-07-12 00:00:00+00:00,0.0,10.5,10.40625,2.326707124710083,6000,0.0,
1973-07-13 00:00:00+00:00,0.0,10.5,10.4375,2.326707124710083,7200,0.0,
1973-07-16 00:00:00+00:00,0.0,10.5625,10.4375,2.340555429458618,40000,0.0,
1973-07-17 00:00:00+00:00,0.0,10.8125,10.5625,2.39595365524292,47200,0.0,
1973-07-18 00:00:00+00:00,0.0,11.375,10.90625,2.5067505836486816,26000,0.0,
1973-07-19 00:00:00+00:00,0.0,11.75,11.3125,2.5967724323272705,24000,0.0,
1973-07-20 00:00:00+00:00,0.0,11.9375,11.71875,2.6313953399658203,23600,0.0,
1973-07-23 00:00:00+00:00,0.0,11.9375,11.5625,2.5621471405029297,26800,0.0,
1973-07-24 00:00:00+00:00,0.0,12.25,11.5625,2.714491844177246,49200,0.0,
1973-07-25 00:00:00+00:00,0.0,12.25,12.0,2.686793565750122,13200,0.0,
1973-07-26 00:00:00+00:00,0.0,12.125,11.9375,2.659092903137207,45600,0.0,
1973-07-27 00:00:00+00:00,0.0,11.875,11.6875,2.5898475646972656,24000,0.0,
1973-07-30 00:00:00+00:00,0.0,11.9375,11.6875,2.5898475646972656,36400,0.0,
1973-07-31 00:00:00+00:00,0.0,11.9375,11.625,2.6036953926086426,44000,0.0,
1973-08-01 00:00:00+00:00,0.0,11.8125,11.625,2.617546319961548,18400,0.0,
1973-08-02 00:00:00+00:00,0.0,11.8125,11.6875,2.617546319961548,22000,0.0,
1973-08-03 00:00:00+00:00,0.0,11.875,11.75,2.6036953926086426,18800,0.0,
1973-08-06 00:00:00+00:00,0.0,11.8125,11.625,2.6036953926086426,11600,0.0,
1973-08-07 00:00:00+00:00,0.0,11.8125,11.71875,2.6106207370758057,16400,0.0,
1973-08-08 00:00:00+00:00,0.0,11.875,11.75,2.6313953399658203,26000,0.0,
1973-08-09 00:00:00+00:00,0.0,12.0,11.8125,2.659092903137207,129200,0.0,
1973-08-10 00:00:00+00:00,0.0,11.96875,11.8125,2.6244707107543945,3600,0.0,
1973-08-13 00:00:00+00:00,0.0,11.84375,11.5,2.5759973526000977,16000,0.0,
1973-08-14 00:00:00+00:00,0.0,11.59375,11.5,2.5621471405029297,22000,0.0,
1973-08-15 00:00:00+00:00,0.0,11.6875,11.5625,2.5759973526000977,6000,0.0,
