date,SVC_Open,SVC_High,SVC_Low,SVC_Close,SVC_Volume,SVC_Dividends,SVC_Stock Splits
1995-08-17 00:00:00+00:00,25.0,25.25,25.0,2.5134646892547607,690200,0.0,
1995-08-18 00:00:00+00:00,25.125,25.25,25.0,2.500960111618042,312400,0.0,
1995-08-21 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,113000,0.0,
1995-08-22 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,44500,0.0,
1995-08-23 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,35700,0.0,
1995-08-24 00:00:00+00:00,25.0,25.125,25.0,2.5134646892547607,26100,0.0,
1995-08-25 00:00:00+00:00,25.125,25.125,25.0,2.500960111618042,28100,0.0,
1995-08-28 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,76000,0.0,
1995-08-29 00:00:00+00:00,25.125,25.125,25.0,2.5134646892547607,30700,0.0,
1995-08-30 00:00:00+00:00,25.0,25.125,25.0,2.5134646892547607,22900,0.0,
1995-08-31 00:00:00+00:00,25.125,25.125,25.0,2.500960111618042,30900,0.0,
1995-09-01 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,8300,0.0,
1995-09-05 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,357100,0.0,
1995-09-06 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,301300,0.0,
1995-09-07 00:00:00+00:00,25.125,25.125,25.0,2.5134646892547607,267100,0.0,
1995-09-08 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,73300,0.0,
1995-09-11 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,70100,0.0,
1995-09-12 00:00:00+00:00,25.0,25.125,25.0,2.500960111618042,77900,0.0,
1995-09-13 00:00:00+00:00,25.125,25.125,25.0,2.500960111618042,56400,0.0,
1995-09-14 00:00:00+00:00,25.0,25.125,24.5,2.4634459018707275,133000,0.0,
1995-09-15 00:00:00+00:00,24.5,24.875,24.5,2.488456010818481,72000,0.0,
1995-09-18 00:00:00+00:00,24.875,25.25,24.875,2.5259716510772705,131300,0.0,
1995-09-19 00:00:00+00:00,25.25,25.25,25.0,2.5259716510772705,94300,0.0,
1995-09-20 00:00:00+00:00,25.0,25.25,25.0,2.5134646892547607,76100,0.0,
1995-09-21 00:00:00+00:00,25.125,25.25,25.125,2.5134646892547607,59700,0.0,
1995-09-22 00:00:00+00:00,25.125,25.25,25.0,2.500960111618042,54100,0.0,
1995-09-25 00:00:00+00:00,25.75,25.875,25.375,2.563484907150269,152200,0.0,
1995-09-26 00:00:00+00:00,26.5,26.5,25.625,2.600999116897583,242300,0.0,
1995-09-27 00:00:00+00:00,26.25,26.25,25.875,2.613503217697144,138500,0.0,
1995-09-28 00:00:00+00:00,26.25,26.375,26.0,2.638514280319214,117800,0.0,
1995-09-29 00:00:00+00:00,26.375,27.0,26.125,2.6260087490081787,81600,0.0,
1995-10-02 00:00:00+00:00,26.375,26.5,26.0,2.638514280319214,60500,0.0,
1995-10-03 00:00:00+00:00,26.25,26.5,26.125,2.638514280319214,41700,0.0,
1995-10-04 00:00:00+00:00,26.5,26.625,26.25,2.6260087490081787,29100,0.0,
1995-10-05 00:00:00+00:00,26.375,26.375,26.25,2.638514280319214,53100,0.0,
1995-10-06 00:00:00+00:00,26.25,26.375,26.0,2.6260087490081787,93200,0.0,
1995-10-09 00:00:00+00:00,26.5,26.5,26.125,2.6260087490081787,35000,0.0,
1995-10-10 00:00:00+00:00,26.125,26.25,26.0,2.600999116897583,69100,0.0,
1995-10-11 00:00:00+00:00,26.125,26.25,25.875,2.6468091011047363,40800,0.45,
1995-10-12 00:00:00+00:00,26.125,26.25,26.0,2.659532308578491,33900,0.0,
1995-10-13 00:00:00+00:00,26.125,26.25,26.0,2.6468091011047363,23100,0.0,
1995-10-16 00:00:00+00:00,26.0,26.375,26.0,2.6722605228424072,28000,0.0,
1995-10-17 00:00:00+00:00,26.25,26.25,26.0,2.6722605228424072,30600,0.0,
1995-10-18 00:00:00+00:00,26.25,26.25,26.0,2.6468091011047363,37800,0.0,
1995-10-19 00:00:00+00:00,26.125,26.125,25.875,2.6468091011047363,38900,0.0,
1995-10-20 00:00:00+00:00,26.0,26.125,25.875,2.659532308578491,16600,0.0,
1995-10-23 00:00:00+00:00,26.25,26.25,26.0,2.6468091011047363,17800,0.0,
1995-10-24 00:00:00+00:00,26.125,26.25,25.875,2.6468091011047363,36200,0.0,
1995-10-25 00:00:00+00:00,26.125,26.5,26.0,2.6722605228424072,28800,0.0,
1995-10-26 00:00:00+00:00,26.375,26.375,26.0,2.6722605228424072,44900,0.0,
1995-10-27 00:00:00+00:00,26.25,26.375,25.875,2.659532308578491,21000,0.0,
1995-10-30 00:00:00+00:00,26.25,26.375,26.0,2.6722605228424072,10500,0.0,
1995-10-31 00:00:00+00:00,26.25,26.375,26.0,2.6722605228424072,14800,0.0,
1995-11-01 00:00:00+00:00,26.125,26.25,26.0,2.659532308578491,13800,0.0,
1995-11-02 00:00:00+00:00,26.125,26.25,26.125,2.659532308578491,10300,0.0,
1995-11-03 00:00:00+00:00,26.25,26.375,26.0,2.6722605228424072,32500,0.0,
1995-11-06 00:00:00+00:00,26.25,26.25,25.875,2.6340839862823486,25900,0.0,
1995-11-07 00:00:00+00:00,26.0,26.125,25.875,2.659532308578491,18000,0.0,
1995-11-08 00:00:00+00:00,26.125,26.25,26.0,2.6468091011047363,203300,0.0,
