date,DECK_Open,DECK_High,DECK_Low,DECK_Close,DECK_Volume,DECK_Dividends,DECK_Stock Splits
1993-10-15 00:00:00+00:00,6.5,8.0,6.5,7.3333330154418945,9098400,,
1993-10-18 00:00:00+00:00,7.3333330154418945,7.6666669845581055,7.25,7.5833330154418945,951900,,
1993-10-19 00:00:00+00:00,7.4166669845581055,7.6666669845581055,7.1666669845581055,7.1666669845581055,1142100,,
1993-10-20 00:00:00+00:00,7.1666669845581055,7.4166669845581055,7.0,7.083333015441895,610200,,
1993-10-21 00:00:00+00:00,7.0,7.875,7.0,7.75,996900,,
1993-10-22 00:00:00+00:00,7.75,8.166666984558105,7.6666669845581055,7.8333330154418945,745500,,
1993-10-25 00:00:00+00:00,7.8333330154418945,8.25,7.8333330154418945,8.125,278400,,
1993-10-26 00:00:00+00:00,8.0,8.25,8.0,8.0,239700,,
1993-10-27 00:00:00+00:00,8.166666984558105,8.166666984558105,7.8333330154418945,7.8333330154418945,224100,,
1993-10-28 00:00:00+00:00,8.083333015441895,8.083333015441895,7.6666669845581055,7.9166669845581055,253500,,
1993-10-29 00:00:00+00:00,7.75,8.0,7.75,7.75,55500,,
1993-11-01 00:00:00+00:00,7.9583330154418945,8.0,7.75,7.75,222900,,
1993-11-02 00:00:00+00:00,8.0,8.0,7.75,7.7916669845581055,144600,,
1993-11-03 00:00:00+00:00,7.6666669845581055,8.0,7.6666669845581055,8.0,511200,,
1993-11-04 00:00:00+00:00,7.9166669845581055,7.9166669845581055,7.5833330154418945,7.5833330154418945,158700,,
1993-11-05 00:00:00+00:00,7.8333330154418945,7.8333330154418945,7.5833330154418945,7.5833330154418945,184800,,
1993-11-08 00:00:00+00:00,7.5833330154418945,7.8333330154418945,7.5,7.5,298500,,
1993-11-09 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.5,7.5833330154418945,158700,,
1993-11-10 00:00:00+00:00,7.5,7.6666669845581055,7.5,7.5,291900,,
1993-11-11 00:00:00+00:00,7.5,7.6666669845581055,7.5,7.6666669845581055,573300,,
1993-11-12 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.5,7.5,84300,,
1993-11-15 00:00:00+00:00,7.5,7.6666669845581055,7.3333330154418945,7.5833330154418945,168600,,
1993-11-16 00:00:00+00:00,7.6666669845581055,7.6666669845581055,7.3333330154418945,7.375,96900,,
1993-11-17 00:00:00+00:00,7.3333330154418945,7.6666669845581055,7.3333330154418945,7.3333330154418945,135300,,
1993-11-18 00:00:00+00:00,7.5833330154418945,7.5833330154418945,6.083333015441895,6.6666669845581055,549300,,
1993-11-19 00:00:00+00:00,6.6666669845581055,7.0,6.6666669845581055,6.833333015441895,120300,,
1993-11-22 00:00:00+00:00,7.0,7.0,6.333333015441895,6.583333015441895,140100,,
1993-11-23 00:00:00+00:00,6.583333015441895,6.833333015441895,6.4166669845581055,6.6666669845581055,281100,,
1993-11-24 00:00:00+00:00,6.4166669845581055,6.6666669845581055,6.4166669845581055,6.4166669845581055,82200,,
1993-11-26 00:00:00+00:00,6.4166669845581055,6.6666669845581055,6.4166669845581055,6.4166669845581055,111600,,
1993-11-29 00:00:00+00:00,6.4166669845581055,6.5,6.25,6.375,124200,,
1993-11-30 00:00:00+00:00,6.25,6.5,6.25,6.5,224400,,
1993-12-01 00:00:00+00:00,6.583333015441895,6.833333015441895,6.25,6.833333015441895,157800,,
1993-12-02 00:00:00+00:00,7.0,7.4166669845581055,6.9166669845581055,7.4166669845581055,199500,,
1993-12-03 00:00:00+00:00,7.4166669845581055,7.4166669845581055,7.083333015441895,7.083333015441895,35100,,
1993-12-06 00:00:00+00:00,7.4166669845581055,7.4166669845581055,7.0,7.0,63000,,
1993-12-07 00:00:00+00:00,6.9166669845581055,7.1666669845581055,6.583333015441895,6.583333015441895,28200,,
1993-12-08 00:00:00+00:00,6.583333015441895,7.0,6.583333015441895,6.583333015441895,101700,,
1993-12-09 00:00:00+00:00,6.583333015441895,7.0,6.583333015441895,6.583333015441895,19500,,
1993-12-10 00:00:00+00:00,6.6666669845581055,6.6666669845581055,6.583333015441895,6.583333015441895,10500,,
1993-12-13 00:00:00+00:00,6.583333015441895,6.9166669845581055,6.25,6.5416669845581055,180900,,
1993-12-14 00:00:00+00:00,6.25,6.4166669845581055,6.25,6.2916669845581055,77400,,
1993-12-15 00:00:00+00:00,6.25,6.4166669845581055,5.833333015441895,5.9166669845581055,170700,,
1993-12-16 00:00:00+00:00,6.1666669845581055,6.1666669845581055,5.5,5.583333015441895,252300,,
1993-12-17 00:00:00+00:00,5.583333015441895,6.0,5.583333015441895,6.0,234900,,
1993-12-20 00:00:00+00:00,6.0,6.0,5.6666669845581055,5.6666669845581055,224400,,
1993-12-21 00:00:00+00:00,6.0,6.083333015441895,5.6666669845581055,6.083333015441895,94200,,
1993-12-22 00:00:00+00:00,6.083333015441895,6.083333015441895,5.75,6.0416669845581055,34800,,
1993-12-23 00:00:00+00:00,6.083333015441895,6.083333015441895,5.75,5.75,153000,,
1993-12-27 00:00:00+00:00,5.75,6.083333015441895,5.75,5.75,18600,,
1993-12-28 00:00:00+00:00,5.75,6.083333015441895,5.75,6.083333015441895,73200,,
1993-12-29 00:00:00+00:00,5.75,6.083333015441895,5.75,5.9166669845581055,98400,,
1993-12-30 00:00:00+00:00,5.75,5.875,5.75,5.75,22200,,
1993-12-31 00:00:00+00:00,5.75,6.25,5.75,6.0,96000,,
1994-01-03 00:00:00+00:00,6.25,6.25,5.833333015441895,5.833333015441895,91200,,
1994-01-04 00:00:00+00:00,6.333333015441895,6.333333015441895,6.0,6.1666669845581055,6900,,
1994-01-05 00:00:00+00:00,6.333333015441895,6.333333015441895,6.083333015441895,6.083333015441895,11100,,
1994-01-06 00:00:00+00:00,6.333333015441895,6.333333015441895,6.083333015441895,6.333333015441895,153900,,
1994-01-07 00:00:00+00:00,6.1666669845581055,6.333333015441895,6.0,6.333333015441895,108300,,
1994-01-10 00:00:00+00:00,6.333333015441895,6.333333015441895,6.083333015441895,6.25,136200,,
1994-01-11 00:00:00+00:00,6.333333015441895,6.333333015441895,6.083333015441895,6.333333015441895,102000,,
