date,KMT_Open,KMT_High,KMT_Low,KMT_Close,KMT_Volume,KMT_Dividends,KMT_Stock Splits
1973-02-21 00:00:00+00:00,0.0,1.6484379768371582,1.6328129768371582,0.6836995482444763,22400,0.0,
1973-02-22 00:00:00+00:00,0.0,1.625,1.5859379768371582,0.6640712022781372,12800,0.0,
1973-02-23 00:00:00+00:00,0.0,1.578125,1.5625,0.6542576551437378,4800,0.0,
1973-02-26 00:00:00+00:00,0.0,1.578125,1.5625,0.6542576551437378,9600,0.0,
1973-02-27 00:00:00+00:00,0.0,1.5625,1.53125,0.6542576551437378,27200,0.0,
1973-02-28 00:00:00+00:00,1.5625,1.5625,1.5625,0.6542576551437378,0,0.0,
1973-03-01 00:00:00+00:00,0.0,1.578125,1.546875,0.6477149128913879,14400,0.0,
1973-03-02 00:00:00+00:00,0.0,1.53125,1.515625,0.634629487991333,6400,0.0,
1973-03-05 00:00:00+00:00,0.0,1.53125,1.53125,0.6411724090576172,4800,0.0,
1973-03-06 00:00:00+00:00,0.0,1.546875,1.546875,0.6477149128913879,1600,0.0,
1973-03-07 00:00:00+00:00,0.0,1.5546879768371582,1.5546879768371582,0.6509866714477539,1600,0.0,
1973-03-08 00:00:00+00:00,0.0,1.5390629768371582,1.5234379768371582,0.6379014849662781,6400,0.0,
1973-03-09 00:00:00+00:00,1.5234379768371582,1.5234379768371582,1.5234379768371582,0.6379014849662781,0,0.0,
1973-03-12 00:00:00+00:00,0.0,1.5390629768371582,1.515625,0.634629487991333,6400,0.0,
1973-03-13 00:00:00+00:00,0.0,1.5,1.5,0.6280876994132996,1600,0.0,
1973-03-14 00:00:00+00:00,0.0,1.484375,1.46875,0.6150019764900208,8000,0.0,
1973-03-15 00:00:00+00:00,0.0,1.484375,1.484375,0.6215449571609497,1600,0.0,
1973-03-16 00:00:00+00:00,1.484375,1.484375,1.484375,0.6215449571609497,0,0.0,
1973-03-19 00:00:00+00:00,0.0,1.46875,1.453125,0.6084593534469604,19200,0.0,
1973-03-20 00:00:00+00:00,0.0,1.4375,1.4375,0.601917028427124,1600,0.0,
1973-03-21 00:00:00+00:00,0.0,1.453125,1.421875,0.6084593534469604,11200,0.0,
1973-03-22 00:00:00+00:00,0.0,1.453125,1.4375,0.601917028427124,9600,0.0,
1973-03-23 00:00:00+00:00,0.0,1.46875,1.4375,0.6150019764900208,9600,0.0,
1973-03-26 00:00:00+00:00,0.0,1.4921879768371582,1.4453129768371582,0.6150019764900208,17600,0.0,
1973-03-27 00:00:00+00:00,0.0,1.484375,1.484375,0.6215449571609497,1600,0.0,
1973-03-28 00:00:00+00:00,0.0,1.484375,1.46875,0.6215449571609497,9600,0.0,
1973-03-29 00:00:00+00:00,0.0,1.4921879768371582,1.4921879768371582,0.6248159408569336,16000,0.0,
1973-03-30 00:00:00+00:00,0.0,1.4921879768371582,1.4765629768371582,0.6182735562324524,8000,0.0,
1973-04-02 00:00:00+00:00,1.4765629768371582,1.4765629768371582,1.4765629768371582,0.6182735562324524,0,0.0,
1973-04-03 00:00:00+00:00,0.0,1.4765629768371582,1.4609379768371582,0.6182735562324524,3200,0.0,
