date,UNP_Open,UNP_High,UNP_Low,UNP_Close,UNP_Volume,UNP_Dividends,UNP_Stock Splits
1980-01-02 00:00:00+00:00,3.0100409984588623,3.0520660877227783,3.0100409984588623,1.034219741821289,1165973,0.0,
1980-01-03 00:00:00+00:00,2.994281053543091,2.994281053543091,2.94700288772583,1.0198047161102295,1453896,0.0,
1980-01-04 00:00:00+00:00,2.978522062301636,3.0257999897003174,2.978522062301636,1.0378228425979614,1382510,0.0,
1980-01-07 00:00:00+00:00,3.0257999897003174,3.0520660877227783,3.0100409984588623,1.0324171781539917,1087448,0.0,
1980-01-08 00:00:00+00:00,3.0100409984588623,3.036305904388428,2.8997249603271484,0.9945799112319946,1213563,0.0,
1980-01-09 00:00:00+00:00,2.8997249603271484,2.931243896484375,2.8156750202178955,0.9873740673065186,9965497,0.0,
1980-01-10 00:00:00+00:00,2.8787128925323486,2.8839659690856934,2.8577001094818115,0.9801663160324096,5922665,0.0,
1980-01-11 00:00:00+00:00,2.8577001094818115,2.8734591007232666,2.847193956375122,0.9819677472114564,5394408,0.0,
1980-01-14 00:00:00+00:00,2.862952947616577,2.931243896484375,2.862952947616577,1.0017879009246826,4000000,0.0,
1980-01-15 00:00:00+00:00,2.9417500495910645,3.015294075012207,2.9417500495910645,1.034219741821289,1886972,0.0,
1980-01-16 00:00:00+00:00,3.0257999897003174,3.0625720024108887,3.0257999897003174,1.0432289838790894,5077930,0.0,
1980-01-17 00:00:00+00:00,3.0415589809417725,3.0520660877227783,3.0257999897003174,1.0432289838790894,1208804,0.0,
1980-01-18 00:00:00+00:00,3.0415589809417725,3.09934401512146,3.0415589809417725,1.0576419830322266,1123141,0.0,
1980-01-21 00:00:00+00:00,3.115103006362915,3.1676340103149414,3.115103006362915,1.0864708423614502,1487210,0.0,
1980-01-22 00:00:00+00:00,3.1676340103149414,3.225419044494629,3.157128095626831,1.0918763875961304,1380131,0.0,
1980-01-23 00:00:00+00:00,3.183393955230713,3.2044060230255127,3.1623809337615967,1.0900750160217283,899465,0.0,
1980-01-24 00:00:00+00:00,3.2937090396881104,3.3409879207611084,3.2937090396881104,1.1315158605575562,2329566,0.0,
1980-01-25 00:00:00+00:00,3.2884559631347656,3.2884559631347656,3.2464311122894287,1.1225069761276243,863772,0.0,
