date,ICFI_Open,ICFI_High,ICFI_Low,ICFI_Close,ICFI_Volume,ICFI_Dividends,ICFI_Stock Splits
2006-09-28 00:00:00+00:00,12.0,13.489999771118164,12.0,11.753286361694336,1598500,0.0,
2006-09-29 00:00:00+00:00,12.350000381469728,12.75,12.199999809265137,12.137064933776855,206100,0.0,
2006-10-02 00:00:00+00:00,12.84000015258789,12.869999885559082,12.130000114440918,12.137064933776855,114800,0.0,
2006-10-03 00:00:00+00:00,12.600000381469728,12.649999618530272,11.65999984741211,11.676528930664062,375200,0.0,
2006-10-04 00:00:00+00:00,12.010000228881836,12.350000381469728,12.0,11.609368324279783,198200,0.0,
2006-10-05 00:00:00+00:00,12.350000381469728,12.350000381469728,12.010000228881836,11.590181350708008,66900,0.0,
2006-10-06 00:00:00+00:00,12.109999656677246,12.18000030517578,12.0,11.52301788330078,39900,0.0,
2006-10-09 00:00:00+00:00,12.100000381469728,12.479999542236328,12.029999732971191,11.542203903198242,52300,0.0,
2006-10-10 00:00:00+00:00,12.329999923706056,12.43000030517578,12.010000228881836,11.52301788330078,58600,0.0,
2006-10-11 00:00:00+00:00,12.010000228881836,12.220000267028809,12.010000228881836,11.561395645141602,24400,0.0,
2006-10-12 00:00:00+00:00,12.1899995803833,12.600000381469728,12.149999618530272,12.069905281066896,163200,0.0,
2006-10-13 00:00:00+00:00,12.609999656677246,12.609999656677246,12.149999618530272,11.724499702453612,48500,0.0,
2006-10-16 00:00:00+00:00,12.600000381469728,13.1899995803833,12.420000076293944,12.47287368774414,112900,0.0,
2006-10-17 00:00:00+00:00,13.329999923706056,13.350000381469728,12.770000457763672,12.655169486999512,103100,0.0,
2006-10-18 00:00:00+00:00,13.34000015258789,14.4399995803833,13.270000457763672,13.854483604431152,193300,0.0,
2006-10-19 00:00:00+00:00,14.779999732971191,16.350000381469727,14.5,14.554884910583496,236900,0.0,
2006-10-20 00:00:00+00:00,15.369999885559082,15.5,14.9399995803833,14.631641387939451,35100,0.0,
2006-10-23 00:00:00+00:00,15.199999809265137,15.880000114440918,14.300000190734863,14.391778945922852,67100,0.0,
2006-10-24 00:00:00+00:00,14.420000076293944,15.369999885559082,14.420000076293944,14.151914596557615,11200,0.0,
2006-10-25 00:00:00+00:00,14.899999618530272,15.25,14.5,14.007997512817385,18600,0.0,
2006-10-26 00:00:00+00:00,14.600000381469728,14.989999771118164,14.5,14.180699348449709,8900,0.0,
2006-10-27 00:00:00+00:00,14.649999618530272,14.800000190734863,14.449999809265137,14.02718734741211,79600,0.0,
2006-10-30 00:00:00+00:00,14.56999969482422,14.81999969482422,14.5,14.09434700012207,82000,0.0,
2006-10-31 00:00:00+00:00,14.720000267028809,14.779999732971191,14.43000030517578,14.007997512817385,19400,0.0,
2006-11-01 00:00:00+00:00,14.479999542236328,14.899999618530272,14.479999542236328,14.295830726623535,83900,0.0,
2006-11-02 00:00:00+00:00,14.890000343322754,14.890000343322754,14.550000190734863,14.132725715637209,14300,0.0,
2006-11-03 00:00:00+00:00,14.600000381469728,15.609999656677246,14.5,14.852313041687012,75400,0.0,
2006-11-06 00:00:00+00:00,15.100000381469728,16.200000762939453,15.100000381469728,15.264880180358888,98000,0.0,
2006-11-07 00:00:00+00:00,17.600000381469727,17.600000381469727,16.84000015258789,16.281896591186523,529700,0.0,
2006-11-08 00:00:00+00:00,16.75,17.290000915527344,16.360000610351562,15.77338981628418,177600,0.0,
2006-11-09 00:00:00+00:00,16.610000610351562,16.649999618530273,15.8100004196167,15.66784954071045,89000,0.0,
2006-11-10 00:00:00+00:00,16.170000076293945,16.809999465942383,16.059999465942383,15.504742622375488,42800,0.0,
2006-11-13 00:00:00+00:00,16.450000762939453,17.600000381469727,16.219999313354492,16.502574920654297,106100,0.0,
2006-11-14 00:00:00+00:00,17.1200008392334,17.360000610351562,16.510000228881836,16.022846221923828,77600,0.0,
2006-11-15 00:00:00+00:00,17.280000686645508,17.290000915527344,16.700000762939453,16.166757583618164,68600,0.0,
2006-11-16 00:00:00+00:00,17.200000762939453,17.200000762939453,16.520000457763672,16.253114700317383,48400,0.0,
