date,CDR-PB_Open,CDR-PB_High,CDR-PB_Low,CDR-PB_Close,CDR-PB_Volume,CDR-PB_Dividends,CDR-PB_Stock Splits
2012-05-24 00:00:00+00:00,24.450000762939453,24.45009994506836,23.0,8.449450492858887,67300,0.0,
2012-05-25 00:00:00+00:00,23.07999992370605,23.200000762939453,22.979999542236328,8.380252838134766,4400,0.0,
2012-05-29 00:00:00+00:00,23.26000022888184,23.26000022888184,23.1200008392334,8.43124008178711,11340,0.0,
2012-05-30 00:00:00+00:00,23.25,23.25,23.149999618530277,8.43852424621582,6200,0.0,
2012-05-31 00:00:00+00:00,23.149999618530277,23.149999618530277,23.100000381469727,8.43124008178711,2760,0.0,
2012-06-01 00:00:00+00:00,23.13999938964844,23.13999938964844,22.979999542236328,8.409390449523926,14035,0.0,
2012-06-04 00:00:00+00:00,23.06999969482422,23.149999618530277,23.06999969482422,8.413032531738281,4000,0.0,
2012-06-05 00:00:00+00:00,23.149999618530277,23.149999618530277,23.149900436401367,8.43124008178711,1800,0.0,
2012-06-06 00:00:00+00:00,23.149999618530277,23.149999618530277,23.100000381469727,8.43124008178711,4418,0.0,
2012-06-07 00:00:00+00:00,23.149999618530277,23.149999618530277,23.07999992370605,8.43124008178711,5700,0.0,
2012-06-08 00:00:00+00:00,23.059999465942383,23.149999618530277,23.0,8.423992156982422,5825,0.0,
2012-06-11 00:00:00+00:00,23.13999938964844,23.13999938964844,23.040000915527344,8.423957824707031,3380,0.0,
2012-06-12 00:00:00+00:00,23.149999618530277,23.149999618530277,23.049999237060547,8.394822120666504,7024,0.0,
2012-06-13 00:00:00+00:00,23.13419914245605,23.13419914245605,23.018299102783203,8.409390449523926,7650,0.0,
2012-06-14 00:00:00+00:00,23.1299991607666,23.149999618530277,23.11829948425293,8.43124008178711,4500,0.0,
2012-06-15 00:00:00+00:00,23.149999618530277,23.149999618530277,23.13999938964844,8.427600860595703,7105,0.0,
2012-06-18 00:00:00+00:00,23.149999618530277,23.149999618530277,23.14299964904785,8.43124008178711,15800,0.0,
2012-06-19 00:00:00+00:00,23.149999618530277,23.200000762939453,23.149999618530277,8.43124008178711,2900,0.0,
2012-06-20 00:00:00+00:00,23.13990020751953,23.149999618530277,23.121999740600582,8.423922538757324,3605,0.0,
2012-06-21 00:00:00+00:00,23.149999618530277,23.149999618530277,23.13999938964844,8.43124008178711,6600,0.0,
2012-06-22 00:00:00+00:00,23.149999618530277,23.149999618530277,23.06999969482422,8.43124008178711,4600,0.0,
2012-06-25 00:00:00+00:00,23.149999618530277,23.200000762939453,23.149999618530277,8.449450492858887,1120,0.0,
2012-06-26 00:00:00+00:00,23.200000762939453,23.200000762939453,23.149999618530277,8.449413299560547,5500,0.0,
2012-06-27 00:00:00+00:00,23.200000762939453,23.200000762939453,23.19300079345703,8.449450492858887,7350,0.0,
2012-06-28 00:00:00+00:00,23.200000762939453,23.200000762939453,23.149999618530277,8.445446968078613,6000,0.0,
2012-06-29 00:00:00+00:00,23.25,23.25,23.239999771118164,8.466931343078613,31435,0.0,
2012-07-02 00:00:00+00:00,23.25,23.25,23.23870086669922,8.467658996582031,12100,0.0,
2012-07-03 00:00:00+00:00,23.25,23.25,23.229999542236328,8.467658996582031,11850,0.0,
2012-07-05 00:00:00+00:00,23.25,23.25,23.229999542236328,8.467658996582031,23169,0.0,
2012-07-06 00:00:00+00:00,23.25,23.25,23.249900817871094,8.467658996582031,17450,0.0,
2012-07-09 00:00:00+00:00,23.25,23.290000915527344,23.229999542236328,8.47130298614502,18985,0.0,
2012-07-10 00:00:00+00:00,23.299999237060547,23.299999237060547,23.29599952697754,8.485867500305176,20157,0.0,
2012-07-11 00:00:00+00:00,23.299999237060547,23.299999237060547,23.21999931335449,8.467658996582031,26029,0.0,
2012-07-12 00:00:00+00:00,23.25,23.299999237060547,23.25,8.482229232788086,19774,0.0,
2012-07-13 00:00:00+00:00,23.299999237060547,23.299999237060547,23.26000022888184,8.47130298614502,7735,0.0,
2012-07-16 00:00:00+00:00,23.36000061035156,23.759899139404297,23.36000061035156,8.646119117736816,15687,0.0,
2012-07-17 00:00:00+00:00,23.739999771118164,24.450000762939453,23.739999771118164,8.88284969329834,18984,0.0,
2012-07-18 00:00:00+00:00,24.350000381469727,24.540000915527344,24.149999618530277,8.914169311523438,11933,0.0,
2012-07-19 00:00:00+00:00,24.75,24.75,24.459999084472656,8.908342361450195,11067,0.0,
2012-07-20 00:00:00+00:00,24.600000381469727,24.600000381469727,24.489900588989254,8.919233322143555,2445,0.0,
2012-07-23 00:00:00+00:00,24.399999618530277,24.524599075317383,24.31999969482422,8.919267654418945,8100,0.0,
2012-07-24 00:00:00+00:00,24.649999618530277,24.649999618530277,24.354999542236328,8.901058197021484,12422,0.0,
2012-07-25 00:00:00+00:00,24.489999771118164,24.5,24.3700008392334,8.87556266784668,5890,0.0,
2012-07-26 00:00:00+00:00,24.399999618530277,24.5,24.399900436401367,8.922908782958984,7092,0.0,
2012-07-27 00:00:00+00:00,24.68989944458008,24.690000534057617,24.5,8.930196762084961,1505,0.0,
2012-07-30 00:00:00+00:00,24.739999771118164,24.739999771118164,24.649999618530277,8.977540016174316,4901,0.0,
2012-07-31 00:00:00+00:00,24.649999618530277,24.850000381469727,24.649999618530277,9.032170295715332,2785,0.0,
2012-08-01 00:00:00+00:00,24.799999237060547,24.950000762939453,24.709999084472656,9.08680248260498,5800,0.0,
