date,KOP_Open,KOP_High,KOP_Low,KOP_Close,KOP_Volume,KOP_Dividends,KOP_Stock Splits
2006-02-01 00:00:00+00:00,14.600000381469728,16.290000915527344,14.5,12.01067352294922,5037200,0.0,
2006-02-02 00:00:00+00:00,15.75,17.299999237060547,15.300000190734863,12.31570529937744,751100,0.0,
2006-02-03 00:00:00+00:00,16.649999618530273,17.0,16.510000228881836,12.925771713256836,289000,0.0,
2006-02-06 00:00:00+00:00,17.0,17.25,16.270000457763672,13.15455150604248,267500,0.0,
2006-02-07 00:00:00+00:00,17.030000686645508,17.5,16.75,12.963899612426758,328600,0.0,
2006-02-08 00:00:00+00:00,17.0,17.0,16.799999237060547,12.963899612426758,161300,0.0,
2006-02-09 00:00:00+00:00,16.950000762939453,17.739999771118164,16.950000762939453,13.360443115234377,196600,0.0,
2006-02-10 00:00:00+00:00,17.450000762939453,17.75,17.049999237060547,13.383319854736328,102500,0.0,
2006-02-13 00:00:00+00:00,17.549999237060547,17.979999542236328,17.549999237060547,13.421456336975098,141100,0.0,
2006-02-14 00:00:00+00:00,17.649999618530273,18.549999237060547,17.649999618530273,13.955257415771484,123300,0.0,
2006-02-15 00:00:00+00:00,18.299999237060547,18.299999237060547,18.1200008392334,13.886621475219728,54500,0.0,
2006-02-16 00:00:00+00:00,18.0,18.09000015258789,17.600000381469727,13.497711181640623,209900,0.0,
2006-02-17 00:00:00+00:00,17.600000381469727,18.170000076293945,17.600000381469727,13.802742958068848,89300,0.0,
2006-02-21 00:00:00+00:00,18.149999618530277,19.82999992370605,18.149999618530277,14.870354652404783,195100,0.0,
2006-02-22 00:00:00+00:00,19.5,19.700000762939453,18.979999542236328,14.672085762023926,208400,0.0,
2006-02-23 00:00:00+00:00,19.299999237060547,19.299999237060547,18.75,14.489063262939451,55700,0.0,
2006-02-24 00:00:00+00:00,18.959999084472656,19.0,18.899999618530277,14.450939178466797,57800,0.0,
2006-02-27 00:00:00+00:00,18.950000762939453,19.100000381469727,18.75,14.298422813415527,28900,0.0,
2006-02-28 00:00:00+00:00,18.850000381469727,19.100000381469727,18.850000381469727,14.412808418273926,52900,0.0,
2006-03-01 00:00:00+00:00,18.850000381469727,18.950000762939453,18.51000022888184,14.336548805236816,83500,0.0,
2006-03-02 00:00:00+00:00,18.600000381469727,18.649999618530277,18.440000534057617,14.130651473999023,144300,0.0,
2006-03-03 00:00:00+00:00,18.450000762939453,19.0,18.450000762939453,14.26029109954834,59300,0.0,
2006-03-06 00:00:00+00:00,18.799999237060547,18.90999984741211,18.600000381469727,14.184035301208496,28200,0.0,
2006-03-07 00:00:00+00:00,18.649999618530277,18.68000030517578,17.25,13.497711181640623,159000,0.0,
2006-03-08 00:00:00+00:00,17.709999084472656,17.799999237060547,17.350000381469727,13.337570190429688,192800,0.0,
2006-03-09 00:00:00+00:00,16.25,17.940000534057617,16.200000762939453,13.15455150604248,413900,0.0,
2006-03-10 00:00:00+00:00,17.200000762939453,17.3799991607666,16.850000381469727,13.192678451538086,71400,0.0,
2006-03-13 00:00:00+00:00,17.25,17.280000686645508,16.90999984741211,12.948653221130373,45500,0.0,
2006-03-14 00:00:00+00:00,16.950000762939453,17.209999084472656,16.75,13.024906158447266,101500,0.0,
2006-03-15 00:00:00+00:00,17.649999618530273,18.25,17.209999084472656,13.215553283691406,150300,0.0,
2006-03-16 00:00:00+00:00,17.34000015258789,17.399999618530273,17.100000381469727,13.040160179138184,266000,0.0,
2006-03-17 00:00:00+00:00,17.100000381469727,17.600000381469727,17.100000381469727,13.230807304382324,101500,0.0,
2006-03-20 00:00:00+00:00,17.600000381469727,18.690000534057617,17.59000015258789,14.00101375579834,49900,0.0,
2006-03-21 00:00:00+00:00,18.5,18.549999237060547,18.030000686645508,13.764610290527344,55900,0.0,
2006-03-22 00:00:00+00:00,18.0,18.540000915527344,17.600000381469727,13.917134284973145,39200,0.0,
2006-03-23 00:00:00+00:00,19.100000381469727,19.420000076293945,18.979999542236328,14.748337745666504,599400,0.0,
2006-03-24 00:00:00+00:00,19.75,19.950000762939453,19.399999618530277,15.137263298034668,376900,0.0,
2006-03-27 00:00:00+00:00,20.5,20.700000762939453,19.979999542236328,15.297401428222656,198400,0.0,
2006-03-28 00:00:00+00:00,20.11000061035156,20.299999237060547,19.770000457763672,15.442296981811523,116100,0.0,
2006-03-29 00:00:00+00:00,19.950000762939453,20.450000762939453,19.88999938964844,15.67220401763916,84500,0.1,
2006-03-30 00:00:00+00:00,20.459999084472656,20.540000915527344,19.799999237060547,15.403973579406738,101800,0.0,
2006-03-31 00:00:00+00:00,20.13999938964844,21.899999618530277,19.450000762939453,15.05910873413086,735200,0.0,
2006-04-03 00:00:00+00:00,19.450000762939453,19.690000534057617,18.709999084472656,14.53798007965088,367500,0.0,
2006-04-04 00:00:00+00:00,18.96999931335449,19.690000534057617,18.899999618530277,14.614616394042969,165600,0.0,
2006-04-05 00:00:00+00:00,19.149999618530277,20.600000381469727,19.149999618530277,15.741168975830078,134800,0.0,
2006-04-06 00:00:00+00:00,20.61000061035156,21.450000762939453,20.450000762939453,15.863798141479492,348800,0.0,
2006-04-07 00:00:00+00:00,20.700000762939453,21.190000534057617,20.700000762939453,16.047727584838867,240200,0.0,
