date,NNI_Open,NNI_High,NNI_Low,NNI_Close,NNI_Volume,NNI_Dividends,NNI_Stock Splits
2003-12-12 00:00:00+00:00,21.799999237060547,22.200000762939453,21.600000381469727,16.60660743713379,878400,0.0,
2003-12-15 00:00:00+00:00,21.649999618530277,21.75,20.86000061035156,16.108036041259766,968600,0.0,
2003-12-16 00:00:00+00:00,21.200000762939453,22.350000381469727,21.0,16.951780319213867,614400,0.0,
2003-12-17 00:00:00+00:00,22.100000381469727,22.200000762939453,21.649999618530277,16.721677780151367,107400,0.0,
2003-12-18 00:00:00+00:00,21.899999618530277,21.940000534057617,21.700000762939453,16.76002311706543,142600,0.0,
2003-12-19 00:00:00+00:00,21.850000381469727,21.950000762939453,21.649999618530277,16.644968032836914,172500,0.0,
2003-12-22 00:00:00+00:00,21.700000762939453,21.75,21.649999618530277,16.629634857177734,171500,0.0,
2003-12-23 00:00:00+00:00,21.75,21.780000686645508,21.649999618530277,16.683313369750977,104900,0.0,
2003-12-24 00:00:00+00:00,21.81999969482422,21.81999969482422,21.649999618530277,16.66797637939453,60400,0.0,
2003-12-26 00:00:00+00:00,21.649999618530277,21.739999771118164,21.649999618530277,16.614290237426758,19600,0.0,
2003-12-29 00:00:00+00:00,21.700000762939453,22.149999618530277,21.700000762939453,16.83672332763672,134600,0.0,
2003-12-30 00:00:00+00:00,21.96999931335449,22.049999237060547,21.8799991607666,16.84439468383789,171000,0.0,
2003-12-31 00:00:00+00:00,21.90999984741211,22.399999618530277,21.850000381469727,17.181901931762695,212900,0.0,
2004-01-02 00:00:00+00:00,22.299999237060547,22.309999465942383,22.0,16.875078201293945,77800,0.0,
2004-01-05 00:00:00+00:00,22.0,22.31999969482422,22.0,17.105194091796875,107400,0.0,
2004-01-06 00:00:00+00:00,22.229999542236328,22.350000381469727,22.100000381469727,16.95945167541504,96800,0.0,
2004-01-07 00:00:00+00:00,22.06999969482422,22.350000381469727,22.0,17.005477905273438,182300,0.0,
2004-01-08 00:00:00+00:00,22.170000076293945,22.799999237060547,22.170000076293945,17.23558807373047,282300,0.0,
2004-01-09 00:00:00+00:00,22.46999931335449,22.600000381469727,22.31999969482422,17.21257972717285,118000,0.0,
2004-01-12 00:00:00+00:00,22.3799991607666,22.5,22.059999465942383,17.25860023498535,70200,0.0,
