date,HCI_Open,HCI_High,HCI_Low,HCI_Close,HCI_Volume,HCI_Dividends,HCI_Stock Splits
2008-09-15 00:00:00+00:00,6.949999809265137,6.949999809265137,5.5,3.651317358016968,5200,0.0,
2008-09-16 00:00:00+00:00,6.840000152587891,6.840000152587891,6.050000190734863,3.645331382751465,8400,0.0,
2008-09-17 00:00:00+00:00,6.099999904632568,6.099999904632568,5.449999809265137,3.2622416019439697,9300,0.0,
2008-09-18 00:00:00+00:00,6.099999904632568,6.210000038146973,6.0,3.711172580718994,5200,0.0,
2008-09-19 00:00:00+00:00,6.25,6.25,6.25,3.741101026535034,3000,0.0,
2008-09-22 00:00:00+00:00,6.199999809265137,6.199999809265137,6.0,3.657302141189575,7300,0.0,
2008-09-23 00:00:00+00:00,5.949999809265137,8.0,5.829999923706055,3.9206740856170654,216700,0.0,
2008-09-24 00:00:00+00:00,6.510000228881836,6.510000228881836,6.070000171661377,3.6872305870056152,19800,0.0,
2008-09-25 00:00:00+00:00,6.409999847412109,6.760000228881836,6.099999904632568,4.046375274658203,8500,0.0,
2008-09-26 00:00:00+00:00,6.25,6.25,6.150000095367432,3.681243896484375,5500,0.0,
2008-09-29 00:00:00+00:00,6.099999904632568,6.099999904632568,5.449999809265137,3.2622416019439697,15900,0.0,
2008-09-30 00:00:00+00:00,6.099999904632568,6.190000057220459,6.0,3.59145736694336,14500,0.0,
2008-10-01 00:00:00+00:00,5.820000171661377,5.920000076293945,5.820000171661377,3.5435714721679688,400,0.0,
2008-10-02 00:00:00+00:00,6.349999904632568,6.5,6.349999904632568,3.890746593475342,1000,0.0,
2008-10-03 00:00:00+00:00,5.650000095367432,6.400000095367432,5.650000095367432,3.830887317657471,2000,0.0,
2008-10-06 00:00:00+00:00,5.760000228881836,5.78000020980835,5.28000020980835,3.1604835987091064,21900,0.0,
2008-10-07 00:00:00+00:00,5.25,5.25,5.0,2.9928815364837646,3000,0.0,
2008-10-08 00:00:00+00:00,5.25,5.519999980926514,5.239999771118164,3.232311964035034,8500,0.0,
2008-10-09 00:00:00+00:00,5.650000095367432,5.650000095367432,5.0,3.0048530101776123,9700,0.0,
2008-10-10 00:00:00+00:00,5.010000228881836,5.170000076293945,4.099999904632568,2.693593978881836,39200,0.0,
2008-10-13 00:00:00+00:00,4.989999771118164,5.0,4.5,2.765422821044922,7400,0.0,
2008-10-14 00:00:00+00:00,5.0,5.5,4.860000133514404,2.9988677501678467,20700,0.0,
2008-10-15 00:00:00+00:00,5.0,5.0,4.949999809265137,2.968938112258911,16600,0.0,
2008-10-16 00:00:00+00:00,4.960000038146973,5.449999809265137,4.78000020980835,2.8731675148010254,12900,0.0,
2008-10-17 00:00:00+00:00,5.289999961853027,5.5,5.199999809265137,3.232311964035034,3300,0.0,
2008-10-20 00:00:00+00:00,5.25,5.349999904632568,5.25,3.202382802963257,300,0.0,
2008-10-21 00:00:00+00:00,5.25,5.75,5.25,3.441813945770264,5400,0.0,
2008-10-22 00:00:00+00:00,5.230000019073486,5.900000095367432,5.230000019073486,3.5316002368927,7600,0.0,
2008-10-23 00:00:00+00:00,5.880000114440918,6.0,5.199999809265137,3.399913787841797,15600,0.0,
2008-10-24 00:00:00+00:00,5.210000038146973,5.510000228881836,5.199999809265137,3.2861857414245605,2400,0.0,
2008-10-27 00:00:00+00:00,5.690000057220459,5.690000057220459,5.690000057220459,3.405900239944458,200,0.0,
2008-10-28 00:00:00+00:00,5.5,5.5,5.199999809265137,3.1125965118408203,8900,0.0,
2008-10-29 00:00:00+00:00,5.21999979019165,5.289999961853027,5.199999809265137,3.142526149749756,6300,0.0,
2008-10-30 00:00:00+00:00,5.25,5.730000019073486,5.25,3.232311964035034,6600,0.0,
2008-10-31 00:00:00+00:00,5.730000019073486,5.730000019073486,5.730000019073486,3.429842948913574,100,0.0,
2008-11-03 00:00:00+00:00,5.730000019073486,5.730000019073486,5.730000019073486,3.429842948913574,100,0.0,
2008-11-04 00:00:00+00:00,5.71999979019165,5.730000019073486,5.599999904632568,3.429842948913574,3300,0.0,
2008-11-05 00:00:00+00:00,5.730000019073486,5.730000019073486,5.400000095367432,3.2382967472076416,7900,0.0,
2008-11-06 00:00:00+00:00,5.409999847412109,5.599999904632568,5.409999847412109,3.352027416229248,2400,0.0,
2008-11-07 00:00:00+00:00,5.739999771118164,5.900000095367432,5.409999847412109,3.519630193710327,11400,0.0,
2008-11-10 00:00:00+00:00,5.699999809265137,5.739999771118164,5.650000095367432,3.435828924179077,3400,0.0,
2008-11-11 00:00:00+00:00,5.800000190734863,5.800000190734863,5.409999847412109,3.375969886779785,9000,0.0,
2008-11-12 00:00:00+00:00,5.75,5.75,4.900000095367432,3.232311964035034,9500,0.0,
2008-11-13 00:00:00+00:00,5.210000038146973,5.539999961853027,5.019999980926514,3.316112756729126,14700,0.0,
2008-11-14 00:00:00+00:00,5.139999866485596,5.489999771118164,4.889999866485596,3.172454357147217,7000,0.0,
2008-11-17 00:00:00+00:00,5.210000038146973,5.53000020980835,5.099999904632568,3.172454357147217,16800,0.0,
2008-11-18 00:00:00+00:00,5.300000190734863,5.300000190734863,5.099999904632568,3.1604835987091064,1100,0.0,
2008-11-19 00:00:00+00:00,5.0,5.0,4.260000228881836,2.6097934246063232,13400,0.0,
2008-11-20 00:00:00+00:00,4.920000076293945,4.920000076293945,4.360000133514404,2.633735656738281,10100,0.0,
2008-11-21 00:00:00+00:00,4.300000190734863,5.099999904632568,4.300000190734863,2.693593978881836,6600,0.0,
2008-11-24 00:00:00+00:00,4.539999961853027,5.0,4.449999809265137,2.98689603805542,12900,0.0,
2008-11-25 00:00:00+00:00,4.940000057220459,4.940000057220459,4.659999847412109,2.939008474349976,1400,0.0,
2008-11-26 00:00:00+00:00,4.909999847412109,4.909999847412109,4.909999847412109,2.939008474349976,0,0.0,
2008-11-28 00:00:00+00:00,4.789999961853027,4.800000190734863,4.78000020980835,2.8611955642700195,5700,0.0,
2008-12-01 00:00:00+00:00,4.800000190734863,5.039999961853027,4.800000190734863,3.016824960708618,1200,0.0,
2008-12-02 00:00:00+00:00,5.03000020980835,5.239999771118164,4.78000020980835,2.867180585861206,9600,0.0,
2008-12-03 00:00:00+00:00,4.75,4.980000019073486,4.75,2.9030954837799072,2200,0.0,
2008-12-04 00:00:00+00:00,5.0,5.300000190734863,5.0,2.9928815364837646,14400,0.0,
