date,KFY_Open,KFY_High,KFY_Low,KFY_Close,KFY_Volume,KFY_Dividends,KFY_Stock Splits
1999-02-11 00:00:00+00:00,14.125,14.3125,12.75,11.566386222839355,7954500,0.0,
1999-02-12 00:00:00+00:00,12.875,12.875,11.0,10.009371757507324,1095700,0.0,
1999-02-16 00:00:00+00:00,12.0,12.25,11.75,10.454230308532717,377100,0.0,
1999-02-17 00:00:00+00:00,11.6875,11.6875,11.5,10.2874116897583,266600,0.0,
1999-02-18 00:00:00+00:00,11.6875,11.8125,11.5,10.454230308532717,135000,0.0,
1999-02-19 00:00:00+00:00,11.75,12.0,11.75,10.50984001159668,166300,0.0,
1999-02-22 00:00:00+00:00,11.875,11.875,11.5625,10.343016624450684,138100,0.0,
1999-02-23 00:00:00+00:00,11.625,11.75,11.5,10.398626327514648,305000,0.0,
1999-02-24 00:00:00+00:00,11.6875,11.75,11.3125,10.231802940368652,311900,0.0,
1999-02-25 00:00:00+00:00,11.4375,11.5,11.125,10.120586395263672,175100,0.0,
1999-02-26 00:00:00+00:00,11.4375,11.4375,11.375,10.120586395263672,40600,0.0,
1999-03-01 00:00:00+00:00,11.375,11.5,11.375,10.120586395263672,22100,0.0,
1999-03-02 00:00:00+00:00,11.5,11.75,11.375,10.454230308532717,48900,0.0,
1999-03-03 00:00:00+00:00,11.75,11.8125,11.5,10.231802940368652,85600,0.0,
1999-03-04 00:00:00+00:00,11.375,11.75,11.375,10.398626327514648,106100,0.0,
1999-03-05 00:00:00+00:00,11.75,12.0625,11.6875,10.676663398742676,134900,0.0,
1999-03-08 00:00:00+00:00,12.3125,12.375,12.0625,10.732269287109377,80800,0.0,
1999-03-09 00:00:00+00:00,12.1875,12.25,12.0,10.676663398742676,132400,0.0,
1999-03-10 00:00:00+00:00,12.0625,12.0625,11.125,9.898154258728027,142200,0.0,
1999-03-11 00:00:00+00:00,11.4375,12.625,11.4375,11.177130699157717,717300,0.0,
1999-03-12 00:00:00+00:00,12.5625,12.9375,12.4375,11.399560928344728,506800,0.0,
1999-03-15 00:00:00+00:00,12.8125,13.375,12.75,11.844420433044434,410500,0.0,
1999-03-16 00:00:00+00:00,13.375,13.375,12.125,11.67760181427002,88600,0.0,
1999-03-17 00:00:00+00:00,13.125,13.4375,12.9375,11.900030136108398,104700,0.0,
1999-03-18 00:00:00+00:00,13.4375,13.4375,12.5625,11.399560928344728,255200,0.0,
1999-03-19 00:00:00+00:00,12.6875,12.875,12.3125,11.121524810791016,38800,0.0,
1999-03-22 00:00:00+00:00,12.625,12.875,12.125,10.787881851196287,175100,0.0,
1999-03-23 00:00:00+00:00,12.125,12.125,11.5,10.398626327514648,77600,0.0,
1999-03-24 00:00:00+00:00,11.5625,11.875,11.25,10.50984001159668,62300,0.0,
1999-03-25 00:00:00+00:00,12.0,12.9375,11.875,11.455170631408691,488300,0.0,
1999-03-26 00:00:00+00:00,12.875,12.9375,12.5625,11.232741355895996,873800,0.0,
1999-03-29 00:00:00+00:00,12.625,12.875,12.375,11.28834629058838,119200,0.0,
1999-03-30 00:00:00+00:00,12.6875,12.9375,12.625,11.343953132629396,38600,0.0,
1999-03-31 00:00:00+00:00,12.6875,13.125,12.6875,11.67760181427002,63300,0.0,
1999-04-01 00:00:00+00:00,13.375,13.75,13.25,12.233677864074709,139200,0.0,
1999-04-05 00:00:00+00:00,13.75,14.0,13.5,12.011248588562012,95100,0.0,
1999-04-06 00:00:00+00:00,13.5,13.75,13.5,12.011248588562012,246400,0.0,
1999-04-07 00:00:00+00:00,13.5,13.875,13.5,12.066853523254396,129900,0.0,
1999-04-08 00:00:00+00:00,13.5625,14.0,13.5625,12.45610809326172,142000,0.0,
1999-04-09 00:00:00+00:00,13.875,13.875,13.6875,12.233677864074709,71900,0.0,
1999-04-12 00:00:00+00:00,13.8125,14.0625,13.6875,12.28928565979004,66800,0.0,
1999-04-13 00:00:00+00:00,13.875,14.625,13.75,12.789753913879396,195900,0.0,
1999-04-14 00:00:00+00:00,14.4375,14.5,14.0,12.45610809326172,48100,0.0,
1999-04-15 00:00:00+00:00,13.9375,14.1875,13.6875,12.622930526733398,37500,0.0,
1999-04-16 00:00:00+00:00,14.1875,14.1875,13.8125,12.45610809326172,70800,0.0,
1999-04-19 00:00:00+00:00,14.0625,14.4375,14.0625,12.511716842651367,54800,0.0,
1999-04-20 00:00:00+00:00,13.8125,13.8125,13.375,11.955638885498049,37900,0.0,
1999-04-21 00:00:00+00:00,13.3125,13.3125,13.0,11.67760181427002,202400,0.0,
1999-04-22 00:00:00+00:00,13.0,13.0,12.75,11.455170631408691,20900,0.0,
1999-04-23 00:00:00+00:00,12.625,12.6875,12.25,10.899094581604004,69700,0.0,
1999-04-26 00:00:00+00:00,12.25,12.3125,11.8125,10.621055603027344,43400,0.0,
1999-04-27 00:00:00+00:00,11.9375,12.0,11.8125,10.676663398742676,133700,0.0,
1999-04-28 00:00:00+00:00,12.125,12.125,11.75,10.50984001159668,14200,0.0,
1999-04-29 00:00:00+00:00,11.8125,11.875,11.75,10.50984001159668,9500,0.0,
1999-04-30 00:00:00+00:00,11.875,12.0,11.6875,10.621055603027344,122300,0.0,
1999-05-03 00:00:00+00:00,12.0,12.125,11.875,10.565446853637695,42200,0.0,
1999-05-04 00:00:00+00:00,12.0,12.0,11.75,10.565446853637695,55800,0.0,
1999-05-05 00:00:00+00:00,11.875,12.0625,11.875,10.676663398742676,110300,0.0,
1999-05-06 00:00:00+00:00,12.125,12.3125,12.125,10.843486785888672,33100,0.0,
1999-05-07 00:00:00+00:00,12.0625,12.0625,11.875,10.676663398742676,65300,0.0,
1999-05-10 00:00:00+00:00,11.75,12.625,11.75,11.121524810791016,66800,0.0,
1999-05-11 00:00:00+00:00,12.625,13.25,12.625,11.733213424682615,38300,0.0,
1999-05-12 00:00:00+00:00,13.1875,13.1875,12.875,11.621993064880373,16600,0.0,
1999-05-13 00:00:00+00:00,13.1875,13.5,13.0,11.844420433044434,26300,0.0,
1999-05-14 00:00:00+00:00,13.25,13.25,12.5,11.399560928344728,95600,0.0,
1999-05-17 00:00:00+00:00,12.9375,12.9375,12.4375,11.399560928344728,21700,0.0,
1999-05-18 00:00:00+00:00,12.75,12.875,12.6875,11.455170631408691,11300,0.0,
1999-05-19 00:00:00+00:00,13.0,13.125,12.875,11.67760181427002,39200,0.0,
1999-05-20 00:00:00+00:00,13.25,13.8125,13.25,12.122459411621094,23000,0.0,
1999-05-21 00:00:00+00:00,13.625,13.9375,13.625,12.344893455505373,62000,0.0,
1999-05-24 00:00:00+00:00,13.75,13.875,13.5625,12.178070068359377,47700,0.0,
1999-05-25 00:00:00+00:00,13.6875,13.75,13.5,12.233677864074709,12400,0.0,
1999-05-26 00:00:00+00:00,13.75,13.875,13.625,12.178070068359377,22700,0.0,
1999-05-27 00:00:00+00:00,13.6875,13.75,13.3125,11.844420433044434,19200,0.0,
1999-05-28 00:00:00+00:00,13.0,13.25,13.0,11.788816452026367,15000,0.0,
1999-06-01 00:00:00+00:00,13.25,13.375,13.1875,11.900030136108398,6800,0.0,
1999-06-02 00:00:00+00:00,13.375,13.6875,13.375,12.178070068359377,5600,0.0,
