date,DGT_Open,DGT_High,DGT_Low,DGT_Close,DGT_Volume,DGT_Dividends,DGT_Stock Splits
2000-10-02 00:00:00+00:00,84.9375,85.234375,84.9375,48.59554290771485,5400,0.0,
2000-10-03 00:00:00+00:00,85.3125,85.3125,85.3125,48.71151351928711,5000,0.0,
2000-10-04 00:00:00+00:00,84.59375,85.484375,84.59375,48.80966567993164,11000,0.0,
2000-10-05 00:00:00+00:00,85.0,85.140625,84.9375,48.60446166992188,1600,0.0,
2000-10-06 00:00:00+00:00,85.40625,85.40625,84.25,48.104862213134766,2900,0.0,
2000-10-09 00:00:00+00:00,83.390625,83.390625,83.390625,47.61416244506836,2000,0.0,
2000-10-10 00:00:00+00:00,83.390625,83.390625,83.390625,47.61416244506836,0,0.0,
2000-10-11 00:00:00+00:00,81.84375,81.84375,81.84375,46.73092651367188,100,0.0,
2000-10-12 00:00:00+00:00,81.84375,81.84375,81.84375,46.73092651367188,0,0.0,
2000-10-13 00:00:00+00:00,81.84375,81.84375,81.84375,46.73092651367188,0,0.0,
2000-10-16 00:00:00+00:00,81.84375,81.84375,81.84375,46.73092651367188,0,0.0,
2000-10-17 00:00:00+00:00,81.84375,81.84375,81.84375,46.73092651367188,0,0.0,
2000-10-18 00:00:00+00:00,78.984375,78.984375,78.984375,45.09829711914063,100,0.0,
2000-10-19 00:00:00+00:00,81.59375,81.890625,81.109375,46.757694244384766,1000,0.0,
2000-10-20 00:00:00+00:00,82.53125,82.96875,82.390625,47.37328338623047,400,0.0,
2000-10-23 00:00:00+00:00,82.65625,82.65625,82.28125,46.98076248168945,600,0.0,
2000-10-24 00:00:00+00:00,82.28125,82.28125,82.28125,46.98076248168945,0,0.0,
2000-10-25 00:00:00+00:00,82.09375,82.625,82.09375,47.1770133972168,700,0.0,
2000-10-26 00:00:00+00:00,81.125,81.625,81.0,46.60601806640625,50700,0.0,
2000-10-27 00:00:00+00:00,82.359375,82.359375,82.359375,47.025352478027344,100,0.0,
2000-10-30 00:00:00+00:00,82.359375,82.359375,82.359375,47.025352478027344,0,0.0,
2000-10-31 00:00:00+00:00,82.359375,82.359375,82.359375,47.025352478027344,0,0.0,
2000-11-01 00:00:00+00:00,84.46875,84.46875,84.46875,48.22973251342773,100,0.0,
2000-11-02 00:00:00+00:00,84.46875,84.46875,84.46875,48.22973251342773,0,0.0,
2000-11-03 00:00:00+00:00,84.46875,84.46875,84.46875,48.22973251342773,500,0.0,
2000-11-06 00:00:00+00:00,85.03125,85.03125,85.03125,48.5509147644043,100,0.0,
2000-11-07 00:00:00+00:00,84.8125,85.0625,84.8125,48.56876754760742,600,0.0,
2000-11-08 00:00:00+00:00,85.0625,85.0625,85.0625,48.56876754760742,0,0.0,
2000-11-09 00:00:00+00:00,84.0625,84.0625,82.4375,47.90859222412109,4700,0.0,
2000-11-10 00:00:00+00:00,82.34375,82.8125,82.34375,47.1770133972168,3400,0.0,
2000-11-13 00:00:00+00:00,80.3125,80.3125,80.0,45.678218841552734,300,0.0,
2000-11-14 00:00:00+00:00,82.3125,83.34375,82.3125,47.42681121826172,1300,0.0,
2000-11-15 00:00:00+00:00,83.0625,83.0625,83.0625,47.42681121826172,0,0.0,
2000-11-16 00:00:00+00:00,83.0625,83.0625,83.0625,47.42681121826172,0,0.0,
2000-11-17 00:00:00+00:00,81.34375,81.34375,81.34375,46.44546890258789,100,0.0,
2000-11-20 00:00:00+00:00,81.25,81.25,80.375,45.96366882324219,1000,0.0,
2000-11-21 00:00:00+00:00,80.84375,80.84375,80.84375,46.15997695922852,100,0.0,
2000-11-22 00:00:00+00:00,80.3125,80.3125,80.0,45.678218841552734,1600,0.0,
2000-11-24 00:00:00+00:00,80.5625,80.8125,80.46875,45.9458236694336,900,0.0,
2000-11-27 00:00:00+00:00,82.0,82.0,81.25,46.39192581176758,2200,0.0,
2000-11-28 00:00:00+00:00,81.125,81.125,81.125,46.3205451965332,200,0.0,
2000-11-29 00:00:00+00:00,80.34375,80.90625,80.34375,46.1956787109375,200,0.0,
2000-11-30 00:00:00+00:00,78.9375,78.9375,78.9375,45.07152938842773,100,0.0,
2000-12-01 00:00:00+00:00,80.375,80.375,80.375,45.89229202270508,1300,0.0,
2000-12-04 00:00:00+00:00,78.78125,78.78125,78.78125,44.98233413696289,400,0.0,
2000-12-05 00:00:00+00:00,80.75,82.09375,80.75,46.8736572265625,2300,0.0,
2000-12-06 00:00:00+00:00,81.75,81.875,81.0,46.284854888916016,20900,0.0,
2000-12-07 00:00:00+00:00,81.0625,81.0625,81.0625,46.284854888916016,0,0.0,
2000-12-08 00:00:00+00:00,81.5625,81.5625,81.46875,46.51680374145508,3300,0.0,
2000-12-11 00:00:00+00:00,81.5,82.375,81.375,46.962890625,4100,0.0,
2000-12-12 00:00:00+00:00,81.765625,82.1875,81.75,46.85584259033203,700,0.0,
2000-12-13 00:00:00+00:00,82.5625,82.5625,81.953125,46.90938186645508,500,0.0,
2000-12-14 00:00:00+00:00,82.15625,82.15625,82.15625,46.90938186645508,0,0.0,
2000-12-15 00:00:00+00:00,79.1875,79.5,78.875,45.03584671020508,14900,0.0,
2000-12-18 00:00:00+00:00,79.1875,79.1875,78.0,44.571922302246094,2900,0.0,
2000-12-19 00:00:00+00:00,77.875,78.0,77.875,44.53624725341797,20400,0.0,
2000-12-20 00:00:00+00:00,75.875,75.875,75.765625,43.26046752929688,400,0.0,
2000-12-21 00:00:00+00:00,75.0625,76.0,74.75,43.0731201171875,4500,0.0,
2000-12-22 00:00:00+00:00,76.625,76.625,76.5,43.67979049682617,200,0.0,
2000-12-26 00:00:00+00:00,77.1875,77.1875,77.1875,44.07233047485352,500,0.0,
2000-12-27 00:00:00+00:00,77.1875,77.1875,77.1875,44.07233047485352,0,0.0,
2000-12-28 00:00:00+00:00,77.5,77.5,77.25,44.10802459716797,1700,0.0,
2000-12-29 00:00:00+00:00,77.375,77.375,76.96875,43.947410583496094,1100,0.0,
2001-01-02 00:00:00+00:00,77.25,77.25,76.4375,43.64409255981445,2700,0.0,
2001-01-03 00:00:00+00:00,76.4375,76.4375,76.4375,43.64409255981445,0,0.0,
2001-01-04 00:00:00+00:00,80.0,80.203125,79.78125,45.55328750610352,2500,0.0,
2001-01-05 00:00:00+00:00,78.75,78.75,78.25,44.678977966308594,2800,0.0,
2001-01-08 00:00:00+00:00,77.5,77.5,77.46875,44.23289108276367,600,0.0,
2001-01-09 00:00:00+00:00,78.125,78.125,77.671875,44.51837921142578,600,0.0,
2001-01-10 00:00:00+00:00,76.40625,77.3125,76.40625,44.14368438720703,3400,0.0,
2001-01-11 00:00:00+00:00,77.59375,78.0625,77.59375,44.571922302246094,800,0.0,
2001-01-12 00:00:00+00:00,78.46875,78.53125,77.59375,44.30428695678711,1700,0.0,
2001-01-16 00:00:00+00:00,77.875,77.875,77.25,44.46488571166992,7900,0.0,
2001-01-17 00:00:00+00:00,79.3125,79.3125,78.125,44.607608795166016,4800,0.0,
2001-01-18 00:00:00+00:00,78.5,80.1875,78.5,45.78524398803711,2100,0.0,
2001-01-19 00:00:00+00:00,79.75,79.9375,79.25,45.3570442199707,3100,0.0,
2001-01-22 00:00:00+00:00,78.75,78.75,78.75,44.96448516845703,100,0.0,
2001-01-23 00:00:00+00:00,79.0,79.703125,78.625,45.4105339050293,1700,0.0,
2001-01-24 00:00:00+00:00,79.8125,79.8125,79.625,45.46408462524414,2300,0.0,
2001-01-25 00:00:00+00:00,79.625,79.875,79.5625,45.42840576171875,700,0.0,
