date,WINA_Open,WINA_High,WINA_Low,WINA_Close,WINA_Volume,WINA_Dividends,WINA_Stock Splits
1993-08-25 00:00:00+00:00,12.75,15.25,12.0,11.324386596679688,1186400,0.0,
1993-08-26 00:00:00+00:00,15.25,15.25,13.75,10.946904182434082,428000,0.0,
1993-08-27 00:00:00+00:00,14.5,15.25,14.0,10.758164405822754,203300,0.0,
1993-08-30 00:00:00+00:00,14.5,15.0,13.75,10.569425582885742,63100,0.0,
1993-08-31 00:00:00+00:00,14.25,14.25,13.75,10.569425582885742,134600,0.0,
1993-09-01 00:00:00+00:00,14.25,15.75,13.75,11.513124465942385,173800,0.0,
1993-09-02 00:00:00+00:00,15.25,15.75,15.0,11.324386596679688,258600,0.0,
1993-09-03 00:00:00+00:00,15.5,15.5,15.0,11.324386596679688,65800,0.0,
1993-09-07 00:00:00+00:00,15.5,15.5,15.0,11.324386596679688,102300,0.0,
1993-09-08 00:00:00+00:00,14.75,15.75,14.75,11.796234130859377,82300,0.0,
1993-09-09 00:00:00+00:00,16.0,16.0,15.5,11.701862335205078,19800,0.0,
1993-09-10 00:00:00+00:00,16.0,17.75,15.5,12.45682430267334,112300,0.0,
1993-09-13 00:00:00+00:00,16.75,16.75,16.25,12.26808261871338,131900,0.0,
1993-09-14 00:00:00+00:00,15.75,16.5,15.75,12.45682430267334,50400,0.0,
1993-09-15 00:00:00+00:00,16.5,17.0,16.0,12.739930152893066,121200,0.0,
1993-09-16 00:00:00+00:00,17.0,17.0,16.5,12.834301948547363,43900,0.0,
1993-09-17 00:00:00+00:00,17.0,17.0,16.5,12.645565032958984,18400,0.0,
1993-09-20 00:00:00+00:00,17.0,17.0,16.5,12.45682430267334,23900,0.0,
1993-09-21 00:00:00+00:00,16.5,17.0,16.25,12.26808261871338,104600,0.0,
1993-09-22 00:00:00+00:00,16.75,16.75,16.25,12.645565032958984,19600,0.0,
1993-09-23 00:00:00+00:00,16.75,16.75,16.25,12.645565032958984,9400,0.0,
1993-09-24 00:00:00+00:00,16.75,16.75,15.0,11.324386596679688,98900,0.0,
1993-09-27 00:00:00+00:00,15.75,15.75,15.0,11.513124465942385,73100,0.0,
1993-09-28 00:00:00+00:00,16.0,16.25,15.5,12.26808261871338,23900,0.0,
1993-09-29 00:00:00+00:00,16.25,16.5,15.75,12.45682430267334,15700,0.0,
1993-09-30 00:00:00+00:00,16.5,17.25,16.25,13.023040771484377,44200,0.0,
1993-10-01 00:00:00+00:00,17.0,17.75,16.5,13.023040771484377,21400,0.0,
1993-10-04 00:00:00+00:00,17.5,18.5,17.25,13.966739654541016,53600,0.0,
1993-10-05 00:00:00+00:00,18.5,19.5,18.0,14.155477523803713,58000,0.0,
1993-10-06 00:00:00+00:00,19.25,19.25,18.75,14.155477523803713,30700,0.0,
1993-10-07 00:00:00+00:00,19.25,20.25,18.75,14.532960891723633,52600,0.0,
1993-10-08 00:00:00+00:00,19.75,19.75,18.125,14.34421443939209,85800,0.0,
1993-10-11 00:00:00+00:00,18.5,19.0,18.5,13.966739654541016,3300,0.0,
1993-10-12 00:00:00+00:00,18.5,19.75,18.5,14.910442352294922,55300,0.0,
1993-10-13 00:00:00+00:00,20.25,20.25,18.75,14.721697807312012,24300,0.0,
1993-10-14 00:00:00+00:00,18.75,19.5,18.75,14.532960891723633,52000,0.0,
1993-10-15 00:00:00+00:00,19.5,19.5,19.0,14.34421443939209,11500,0.0,
1993-10-18 00:00:00+00:00,19.5,19.5,18.375,14.34421443939209,22800,0.0,
1993-10-19 00:00:00+00:00,18.25,19.0,18.125,13.966739654541016,13000,0.0,
1993-10-20 00:00:00+00:00,18.5,18.5,17.25,13.589259147644045,37400,0.0,
1993-10-21 00:00:00+00:00,17.5,18.0,17.5,13.211780548095703,23800,0.0,
1993-10-22 00:00:00+00:00,17.5,18.0,17.0,13.211780548095703,37700,0.0,
1993-10-25 00:00:00+00:00,17.0,17.5,15.25,11.890600204467772,88400,0.0,
1993-10-26 00:00:00+00:00,15.5,16.25,15.25,12.07934284210205,128100,0.0,
1993-10-27 00:00:00+00:00,16.0,17.0,15.5,12.834301948547363,44500,0.0,
1993-10-28 00:00:00+00:00,16.5,18.25,16.5,13.494891166687012,19300,0.0,
1993-10-29 00:00:00+00:00,18.25,19.0,17.5,13.966739654541016,57400,0.0,
1993-11-01 00:00:00+00:00,19.0,19.0,18.5,13.966739654541016,20600,0.0,
1993-11-02 00:00:00+00:00,18.75,18.75,17.75,13.872370719909668,24600,0.0,
1993-11-03 00:00:00+00:00,18.75,18.75,17.25,13.023040771484377,19900,0.0,
1993-11-04 00:00:00+00:00,17.75,17.75,16.0,12.26808261871338,41200,0.0,
1993-11-05 00:00:00+00:00,16.25,17.0,15.75,12.834301948547363,17300,0.0,
1993-11-08 00:00:00+00:00,17.25,17.25,16.75,12.834301948547363,12000,0.0,
1993-11-09 00:00:00+00:00,17.25,17.25,16.5,12.834301948547363,31700,0.0,
1993-11-10 00:00:00+00:00,17.0,17.5,16.5,13.211780548095703,28200,0.0,
1993-11-11 00:00:00+00:00,17.5,18.25,16.75,13.589259147644045,19000,0.0,
1993-11-12 00:00:00+00:00,17.5,18.25,17.5,13.589259147644045,12300,0.0,
1993-11-15 00:00:00+00:00,18.5,18.5,17.75,13.966739654541016,5200,0.0,
1993-11-16 00:00:00+00:00,18.5,18.75,17.75,13.872370719909668,11300,0.0,
1993-11-17 00:00:00+00:00,18.375,18.5,17.75,13.400519371032717,20300,0.0,
1993-11-18 00:00:00+00:00,17.75,18.25,17.25,13.400519371032717,23000,0.0,
1993-11-19 00:00:00+00:00,17.75,18.0,17.25,13.023040771484377,41000,0.0,
1993-11-22 00:00:00+00:00,18.0,18.0,16.25,12.45682430267334,10800,0.0,
1993-11-23 00:00:00+00:00,16.25,17.0,16.25,12.834301948547363,3500,0.0,
1993-11-24 00:00:00+00:00,17.25,17.25,17.25,13.023040771484377,1600,0.0,
1993-11-26 00:00:00+00:00,17.25,17.25,17.25,13.023040771484377,100,0.0,
1993-11-29 00:00:00+00:00,17.25,17.5,16.75,13.211780548095703,4900,0.0,
1993-11-30 00:00:00+00:00,17.5,17.5,16.75,13.211780548095703,5400,0.0,
1993-12-01 00:00:00+00:00,17.5,17.75,17.0,13.117409706115724,17100,0.0,
1993-12-02 00:00:00+00:00,18.0,18.0,17.5,13.211780548095703,3200,0.0,
1993-12-03 00:00:00+00:00,18.0,18.0,17.5,13.211780548095703,6700,0.0,
1993-12-06 00:00:00+00:00,18.0,18.0,16.75,13.023040771484377,12700,0.0,
1993-12-07 00:00:00+00:00,17.25,17.25,16.5,12.645565032958984,13600,0.0,
1993-12-08 00:00:00+00:00,16.5,16.75,16.5,12.45682430267334,3600,0.0,
1993-12-09 00:00:00+00:00,16.75,16.875,16.5,12.45682430267334,4200,0.0,
1993-12-10 00:00:00+00:00,16.5,17.25,16.5,13.023040771484377,3800,0.0,
1993-12-13 00:00:00+00:00,17.25,17.25,16.75,12.834301948547363,3100,0.0,
1993-12-14 00:00:00+00:00,17.25,17.25,16.75,12.645565032958984,6700,0.0,
1993-12-15 00:00:00+00:00,16.5,17.0,16.5,12.834301948547363,3500,0.0,
1993-12-16 00:00:00+00:00,16.5,17.0,16.5,12.45682430267334,2600,0.0,
1993-12-17 00:00:00+00:00,16.5,17.0,16.5,12.834301948547363,16500,0.0,
1993-12-20 00:00:00+00:00,16.5,17.0,16.5,12.834301948547363,700,0.0,
1993-12-21 00:00:00+00:00,16.5,17.0,16.5,12.45682430267334,700,0.0,
1993-12-22 00:00:00+00:00,16.625,17.25,16.5,12.645565032958984,12300,0.0,
1993-12-23 00:00:00+00:00,17.25,17.5,17.0,12.834301948547363,3000,0.0,
1993-12-27 00:00:00+00:00,17.0,17.5,17.0,12.834301948547363,3300,0.0,
1993-12-28 00:00:00+00:00,16.5,16.5,16.5,12.45682430267334,2400,0.0,
1993-12-29 00:00:00+00:00,16.5,17.125,16.5,12.45682430267334,3600,0.0,
1993-12-30 00:00:00+00:00,16.5,17.0,16.5,12.834301948547363,500,0.0,
1993-12-31 00:00:00+00:00,17.25,17.75,16.75,13.400519371032717,18800,0.0,
1994-01-03 00:00:00+00:00,17.75,18.0,17.25,13.589259147644045,6900,0.0,
1994-01-04 00:00:00+00:00,18.25,18.25,17.75,13.589259147644045,22000,0.0,
1994-01-05 00:00:00+00:00,17.75,18.25,17.75,13.400519371032717,17800,0.0,
1994-01-06 00:00:00+00:00,17.75,18.25,17.75,13.589259147644045,22300,0.0,
1994-01-07 00:00:00+00:00,17.75,18.0,17.75,13.589259147644045,2100,0.0,
1994-01-10 00:00:00+00:00,17.75,18.0,17.75,13.400519371032717,7200,0.0,
1994-01-11 00:00:00+00:00,18.0,18.0,17.5,13.589259147644045,10100,0.0,
1994-01-12 00:00:00+00:00,17.5,17.5,17.5,13.211780548095703,300,0.0,
1994-01-13 00:00:00+00:00,18.0,18.0,17.5,13.211780548095703,800,0.0,
1994-01-14 00:00:00+00:00,17.75,18.0,17.5,13.589259147644045,29600,0.0,
1994-01-17 00:00:00+00:00,17.5,18.0,17.0,13.211780548095703,32600,0.0,
1994-01-18 00:00:00+00:00,17.0,17.75,16.25,12.645565032958984,7100,0.0,
1994-01-19 00:00:00+00:00,16.25,16.75,16.25,12.645565032958984,5000,0.0,
1994-01-20 00:00:00+00:00,16.5,16.75,16.25,12.26808261871338,700,0.0,
1994-01-21 00:00:00+00:00,16.25,16.75,16.25,12.645565032958984,4000,0.0,
1994-01-24 00:00:00+00:00,16.5,17.25,16.5,13.023040771484377,2500,0.0,
1994-01-25 00:00:00+00:00,17.25,17.5,16.5,13.023040771484377,1900,0.0,
1994-01-26 00:00:00+00:00,16.5,17.25,16.5,12.45682430267334,2900,0.0,
1994-01-27 00:00:00+00:00,16.5,17.25,16.5,12.45682430267334,2300,0.0,
1994-01-28 00:00:00+00:00,16.5,17.0,16.5,12.834301948547363,5100,0.0,
1994-01-31 00:00:00+00:00,16.25,17.0,16.25,12.45682430267334,10100,0.0,
1994-02-01 00:00:00+00:00,17.0,17.0,16.25,12.834301948547363,11400,0.0,
1994-02-02 00:00:00+00:00,16.25,16.75,16.25,12.645565032958984,1200,0.0,
1994-02-03 00:00:00+00:00,16.25,16.75,16.0,12.07934284210205,3900,0.0,
1994-02-04 00:00:00+00:00,16.0,16.5,16.0,12.07934284210205,8900,0.0,
1994-02-07 00:00:00+00:00,15.75,16.25,15.5,12.07934284210205,10200,0.0,
1994-02-08 00:00:00+00:00,16.25,16.25,15.5,11.701862335205078,800,0.0,
1994-02-09 00:00:00+00:00,16.0,16.0,15.5,11.701862335205078,300,0.0,
1994-02-10 00:00:00+00:00,15.5,16.25,15.5,11.701862335205078,3800,0.0,
1994-02-11 00:00:00+00:00,16.125,16.25,15.5,11.701862335205078,79700,0.0,
1994-02-14 00:00:00+00:00,16.25,16.25,15.5,12.26808261871338,1500,0.0,
1994-02-15 00:00:00+00:00,15.5,16.25,15.5,12.26808261871338,2600,0.0,
1994-02-16 00:00:00+00:00,15.5,16.25,15.5,11.796234130859377,3100,0.0,
1994-02-17 00:00:00+00:00,15.5,16.25,15.5,12.26808261871338,2600,0.0,
1994-02-18 00:00:00+00:00,15.75,16.25,15.75,12.26808261871338,2800,0.0,
1994-02-22 00:00:00+00:00,16.25,16.25,14.5,10.946904182434082,76800,0.0,
1994-02-23 00:00:00+00:00,15.0,15.0,14.5,11.324386596679688,30300,0.0,
1994-02-24 00:00:00+00:00,15.0,15.0,12.625,10.191946029663086,10500,0.0,
1994-02-25 00:00:00+00:00,12.75,15.0,12.75,10.946904182434082,29900,0.0,
1994-02-28 00:00:00+00:00,15.0,15.5,14.5,11.701862335205078,17300,0.0,
1994-03-01 00:00:00+00:00,14.75,15.25,14.5,11.324386596679688,36400,0.0,
1994-03-02 00:00:00+00:00,15.0,15.0,14.5,11.324386596679688,4000,0.0,
1994-03-03 00:00:00+00:00,15.0,15.0,14.5,11.135644912719728,112700,0.0,
1994-03-04 00:00:00+00:00,14.75,14.75,14.5,11.041272163391112,66600,0.0,
1994-03-07 00:00:00+00:00,14.75,14.75,13.75,10.38068675994873,16400,0.0,
1994-03-08 00:00:00+00:00,14.0,14.0,13.75,10.475055694580078,5900,0.0,
1994-03-09 00:00:00+00:00,14.0,14.0,13.75,10.569425582885742,7200,0.0,
1994-03-10 00:00:00+00:00,13.75,13.75,13.0,10.191946029663086,18700,0.0,
1994-03-11 00:00:00+00:00,13.75,13.75,12.75,9.625726699829102,17200,0.0,
