date,SRCL_Open,SRCL_High,SRCL_Low,SRCL_Close,SRCL_Volume,SRCL_Dividends,SRCL_Stock Splits
1996-10-21 00:00:00+00:00,2.0625,2.0625,2.0,2.03125,66400,,
1996-10-22 00:00:00+00:00,2.0625,2.0625,1.96875,1.96875,43200,,
1996-10-23 00:00:00+00:00,1.96875,2.0625,1.96875,2.0625,13600,,
1996-10-24 00:00:00+00:00,2.0625,2.0625,1.9375,1.9375,52800,,
1996-10-25 00:00:00+00:00,2.0,2.0,1.9375,2.0,288800,,
1996-10-28 00:00:00+00:00,1.96875,2.0,1.9375,1.96875,74800,,
1996-10-29 00:00:00+00:00,2.0625,2.0625,1.96875,1.96875,15200,,
1996-10-30 00:00:00+00:00,1.96875,2.03125,1.96875,1.96875,15600,,
1996-10-31 00:00:00+00:00,2.0625,2.0625,1.84375,1.84375,2316000,,
1996-11-01 00:00:00+00:00,1.90625,1.9375,1.875,1.90625,234000,,
1996-11-04 00:00:00+00:00,1.875,1.9375,1.875,1.9375,123200,,
1996-11-05 00:00:00+00:00,1.9375,1.9375,1.9375,1.9375,0,,
1996-11-06 00:00:00+00:00,1.9375,2.0,1.875,1.9375,50000,,
1996-11-07 00:00:00+00:00,2.0,2.125,1.9375,2.125,116000,,
1996-11-08 00:00:00+00:00,2.15625,2.1875,2.0625,2.0625,9200,,
1996-11-11 00:00:00+00:00,2.1875,2.1875,2.09375,2.125,14800,,
1996-11-12 00:00:00+00:00,2.09375,2.125,2.09375,2.125,9200,,
1996-11-13 00:00:00+00:00,2.125,2.1875,2.0625,2.09375,810000,,
1996-11-14 00:00:00+00:00,2.09375,2.09375,2.09375,2.09375,12000,,
1996-11-15 00:00:00+00:00,2.09375,2.09375,2.0625,2.0625,53600,,
1996-11-18 00:00:00+00:00,2.15625,2.1875,2.0,2.125,774400,,
1996-11-19 00:00:00+00:00,2.0625,2.0625,1.9375,1.9375,22400,,
1996-11-20 00:00:00+00:00,1.9375,2.0,1.9375,2.0,8000,,
1996-11-21 00:00:00+00:00,2.0625,2.0625,1.90625,1.90625,86400,,
1996-11-22 00:00:00+00:00,1.90625,1.96875,1.875,1.921875,23600,,
1996-11-25 00:00:00+00:00,1.96875,2.0,1.96875,2.0,50400,,
1996-11-26 00:00:00+00:00,1.9375,2.0,1.9375,2.0,4400,,
1996-11-27 00:00:00+00:00,1.9375,2.0,1.9375,1.9375,27200,,
1996-11-29 00:00:00+00:00,1.96875,1.96875,1.96875,1.96875,400,,
1996-12-02 00:00:00+00:00,1.96875,1.96875,1.90625,1.90625,40800,,
1996-12-03 00:00:00+00:00,1.90625,1.9375,1.8125,1.9375,50800,,
1996-12-04 00:00:00+00:00,1.9375,2.03125,1.875,2.0,25200,,
1996-12-05 00:00:00+00:00,1.90625,1.9375,1.90625,1.9375,58000,,
1996-12-06 00:00:00+00:00,1.9375,1.9375,1.9375,1.9375,0,,
1996-12-09 00:00:00+00:00,1.84375,1.84375,1.84375,1.84375,24000,,
1996-12-10 00:00:00+00:00,1.9375,1.9375,1.8125,1.9375,24400,,
1996-12-11 00:00:00+00:00,1.8125,1.875,1.75,1.765625,72000,,
1996-12-12 00:00:00+00:00,1.875,1.875,1.875,1.875,4400,,
1996-12-13 00:00:00+00:00,1.8125,1.8125,1.75,1.75,40000,,
1996-12-16 00:00:00+00:00,1.75,1.84375,1.75,1.78125,140000,,
1996-12-17 00:00:00+00:00,1.78125,1.875,1.78125,1.875,162400,,
1996-12-18 00:00:00+00:00,1.875,1.875,1.8125,1.875,39200,,
1996-12-19 00:00:00+00:00,1.875,1.96875,1.8125,1.9375,284800,,
1996-12-20 00:00:00+00:00,1.9375,1.9375,1.9375,1.9375,800,,
1996-12-23 00:00:00+00:00,2.0,2.3125,2.0,2.3125,148400,,
1996-12-24 00:00:00+00:00,2.28125,2.28125,2.1875,2.1875,3200,,
1996-12-26 00:00:00+00:00,2.3125,2.3125,2.1875,2.3125,34400,,
1996-12-27 00:00:00+00:00,2.25,2.3125,2.25,2.3125,36000,,
1996-12-30 00:00:00+00:00,2.1875,2.3125,2.1875,2.28125,66400,,
1996-12-31 00:00:00+00:00,2.1875,2.9375,2.1875,2.875,302000,,
1997-01-02 00:00:00+00:00,2.875,2.9375,2.375,2.5625,372800,,
1997-01-03 00:00:00+00:00,2.65625,2.65625,2.5,2.53125,212000,,
1997-01-06 00:00:00+00:00,2.5,2.5625,2.375,2.5,39600,,
1997-01-07 00:00:00+00:00,2.53125,2.53125,2.5,2.5,51200,,
1997-01-08 00:00:00+00:00,2.53125,2.5625,2.5,2.5625,26000,,
1997-01-09 00:00:00+00:00,2.46875,2.5625,2.46875,2.5625,4000,,
1997-01-10 00:00:00+00:00,2.5,2.5,2.5,2.5,1200,,
1997-01-13 00:00:00+00:00,2.46875,2.625,2.46875,2.46875,14400,,
1997-01-14 00:00:00+00:00,2.625,2.75,2.5,2.6875,130400,,
1997-01-15 00:00:00+00:00,2.75,2.875,2.75,2.78125,589200,,
1997-01-16 00:00:00+00:00,2.84375,2.84375,2.6875,2.71875,316800,,
1997-01-17 00:00:00+00:00,2.71875,2.71875,2.71875,2.71875,0,,
1997-01-20 00:00:00+00:00,2.78125,2.78125,2.6875,2.6875,58800,,
1997-01-21 00:00:00+00:00,2.6875,2.6875,2.6875,2.6875,0,,
1997-01-22 00:00:00+00:00,2.6875,2.6875,2.6875,2.6875,4000,,
1997-01-23 00:00:00+00:00,2.75,2.78125,2.625,2.75,160000,,
1997-01-24 00:00:00+00:00,2.6875,2.75,2.4375,2.53125,118000,,
1997-01-27 00:00:00+00:00,2.5625,2.5625,2.5625,2.5625,800,,
1997-01-28 00:00:00+00:00,2.5,2.5625,2.5,2.5625,42800,,
1997-01-29 00:00:00+00:00,2.625,2.6875,2.5625,2.6875,51200,,
1997-01-30 00:00:00+00:00,2.6875,2.75,2.625,2.75,221200,,
1997-01-31 00:00:00+00:00,2.75,2.75,2.65625,2.6875,362400,,
1997-02-03 00:00:00+00:00,2.75,2.75,2.625,2.625,30400,,
1997-02-04 00:00:00+00:00,2.625,2.6875,2.625,2.6875,30400,,
1997-02-05 00:00:00+00:00,2.6875,2.6875,2.5625,2.625,34800,,
1997-02-06 00:00:00+00:00,2.5625,2.625,2.5625,2.5625,38000,,
1997-02-07 00:00:00+00:00,2.59375,2.59375,2.5,2.59375,16400,,
1997-02-10 00:00:00+00:00,2.59375,2.625,2.5,2.5625,164400,,
1997-02-11 00:00:00+00:00,2.625,2.625,2.5,2.5,58000,,
1997-02-12 00:00:00+00:00,2.625,2.625,2.625,2.625,3200,,
1997-02-13 00:00:00+00:00,2.5,2.5,2.5,2.5,4400,,
1997-02-14 00:00:00+00:00,2.5,2.625,2.5,2.625,5200,,
1997-02-18 00:00:00+00:00,2.625,2.625,2.375,2.5,60800,,
1997-02-19 00:00:00+00:00,2.375,2.375,2.3125,2.3125,68000,,
1997-02-20 00:00:00+00:00,2.25,2.25,2.25,2.25,27600,,
1997-02-21 00:00:00+00:00,2.25,2.375,2.25,2.375,962400,,
1997-02-24 00:00:00+00:00,2.375,2.375,2.25,2.25,1200,,
1997-02-25 00:00:00+00:00,2.25,2.25,2.25,2.25,6400,,
1997-02-26 00:00:00+00:00,2.28125,2.28125,2.28125,2.28125,4000,,
1997-02-27 00:00:00+00:00,2.375,2.375,2.25,2.25,208000,,
1997-02-28 00:00:00+00:00,2.25,2.34375,2.25,2.34375,8400,,
1997-03-03 00:00:00+00:00,2.25,2.34375,2.25,2.25,102000,,
1997-03-04 00:00:00+00:00,2.25,2.3125,2.1875,2.21875,466800,,
1997-03-05 00:00:00+00:00,2.1875,2.21875,2.1875,2.1875,140400,,
1997-03-06 00:00:00+00:00,2.21875,2.21875,2.21875,2.21875,20000,,
1997-03-07 00:00:00+00:00,2.25,2.25,2.25,2.25,1600,,
1997-03-10 00:00:00+00:00,2.1875,2.1875,2.1875,2.1875,14400,,
1997-03-11 00:00:00+00:00,2.1875,2.25,2.1875,2.21875,21200,,
1997-03-12 00:00:00+00:00,2.25,2.28125,2.21875,2.28125,85200,,
1997-03-13 00:00:00+00:00,2.28125,2.28125,2.28125,2.28125,0,,
1997-03-14 00:00:00+00:00,2.28125,2.28125,2.28125,2.28125,14400,,
1997-03-17 00:00:00+00:00,2.1875,2.28125,2.1875,2.28125,21200,,
1997-03-18 00:00:00+00:00,2.1875,2.28125,2.1875,2.21875,52800,,
1997-03-19 00:00:00+00:00,2.28125,2.28125,2.1875,2.25,259200,,
1997-03-20 00:00:00+00:00,2.1875,2.25,2.1875,2.1875,8000,,
1997-03-21 00:00:00+00:00,2.125,2.25,2.125,2.125,64400,,
1997-03-24 00:00:00+00:00,2.125,2.125,2.125,2.125,0,,
1997-03-25 00:00:00+00:00,2.125,2.25,2.125,2.125,243200,,
1997-03-26 00:00:00+00:00,2.25,2.25,2.0625,2.0625,91600,,
1997-03-27 00:00:00+00:00,2.0625,2.1875,2.0,2.0,49600,,
1997-03-31 00:00:00+00:00,2.125,2.125,2.0,2.0,63600,,
1997-04-01 00:00:00+00:00,2.0,2.125,2.0,2.0,5200,,
1997-04-02 00:00:00+00:00,2.0,2.0,2.0,2.0,16000,,
1997-04-03 00:00:00+00:00,2.0,2.125,2.0,2.125,22800,,
1997-04-04 00:00:00+00:00,2.0,2.125,2.0,2.125,10800,,
1997-04-07 00:00:00+00:00,2.125,2.125,2.0,2.0,12800,,
1997-04-08 00:00:00+00:00,2.0,2.0,2.0,2.0,0,,
1997-04-09 00:00:00+00:00,2.0,2.0,2.0,2.0,1600,,
1997-04-10 00:00:00+00:00,2.0,2.0,2.0,2.0,400,,
1997-04-11 00:00:00+00:00,2.0,2.0,1.9375,1.9375,27200,,
1997-04-14 00:00:00+00:00,2.0,2.0,1.875,1.875,53600,,
1997-04-15 00:00:00+00:00,1.90625,1.9375,1.90625,1.9375,13200,,
1997-04-16 00:00:00+00:00,2.0,2.0,1.875,1.875,6400,,
1997-04-17 00:00:00+00:00,2.0,2.0,1.9375,1.9375,12000,,
1997-04-18 00:00:00+00:00,1.9375,1.9375,1.9375,1.9375,0,,
1997-04-21 00:00:00+00:00,1.875,2.0,1.8125,1.8125,18400,,
1997-04-22 00:00:00+00:00,1.90625,1.90625,1.8125,1.8125,30400,,
1997-04-23 00:00:00+00:00,1.8125,1.8125,1.8125,1.8125,0,,
1997-04-24 00:00:00+00:00,1.8125,1.875,1.8125,1.875,76000,,
1997-04-25 00:00:00+00:00,1.9375,1.9375,1.8125,1.875,60800,,
1997-04-28 00:00:00+00:00,1.9375,1.9375,1.8125,1.875,140000,,
1997-04-29 00:00:00+00:00,1.9375,2.0625,1.90625,2.0625,109600,,
1997-04-30 00:00:00+00:00,2.0625,2.125,2.0625,2.125,44000,,
1997-05-01 00:00:00+00:00,2.125,2.25,2.125,2.25,58400,,
1997-05-02 00:00:00+00:00,2.1875,2.34375,2.1875,2.3125,650000,,
1997-05-05 00:00:00+00:00,2.25,2.25,2.25,2.25,16800,,
1997-05-06 00:00:00+00:00,2.25,2.25,2.25,2.25,0,,
1997-05-07 00:00:00+00:00,2.125,2.125,1.8125,2.0625,179600,,
1997-05-08 00:00:00+00:00,2.0625,2.0625,1.96875,2.03125,54000,,
1997-05-09 00:00:00+00:00,1.96875,2.0625,1.96875,2.0625,16800,,
1997-05-12 00:00:00+00:00,2.0625,2.0625,1.9375,1.9375,39600,,
1997-05-13 00:00:00+00:00,2.0625,2.0625,2.0625,2.0625,2000,,
1997-05-14 00:00:00+00:00,2.0,2.0625,2.0,2.0,1106000,,
1997-05-15 00:00:00+00:00,2.0625,2.125,2.03125,2.0625,64400,,
1997-05-16 00:00:00+00:00,2.0625,2.0625,2.0625,2.0625,4000,,
1997-05-19 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,4000,,
1997-05-20 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,800,,
1997-05-21 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,0,,
1997-05-22 00:00:00+00:00,2.03125,2.0625,2.03125,2.03125,16800,,
1997-05-23 00:00:00+00:00,2.0,2.0,2.0,2.0,5200,,
1997-05-27 00:00:00+00:00,2.09375,2.09375,2.0,2.0,3600,,
1997-05-28 00:00:00+00:00,2.09375,2.09375,2.09375,2.09375,22000,,
1997-05-29 00:00:00+00:00,2.0,2.0,2.0,2.0,8800,,
1997-05-30 00:00:00+00:00,2.09375,2.09375,2.09375,2.09375,12000,,
1997-06-02 00:00:00+00:00,2.09375,2.125,2.03125,2.0625,91200,,
1997-06-03 00:00:00+00:00,2.125,2.125,2.0,2.0625,71200,,
1997-06-04 00:00:00+00:00,2.125,2.125,2.03125,2.125,30000,,
1997-06-05 00:00:00+00:00,2.125,2.125,2.09375,2.125,19200,,
1997-06-06 00:00:00+00:00,2.125,2.125,2.125,2.125,0,,
1997-06-09 00:00:00+00:00,2.125,2.125,2.125,2.125,0,,
1997-06-10 00:00:00+00:00,2.125,2.125,2.03125,2.0625,172800,,
1997-06-11 00:00:00+00:00,2.125,2.125,2.03125,2.125,129600,,
1997-06-12 00:00:00+00:00,2.09375,2.09375,2.03125,2.03125,24000,,
1997-06-13 00:00:00+00:00,2.03125,2.125,2.03125,2.125,98400,,
1997-06-16 00:00:00+00:00,2.125,2.125,2.125,2.125,12000,,
1997-06-17 00:00:00+00:00,2.125,2.125,2.0625,2.125,46800,,
1997-06-18 00:00:00+00:00,2.125,2.125,2.125,2.125,3200,,
1997-06-19 00:00:00+00:00,2.09375,2.09375,2.03125,2.0625,40800,,
1997-06-20 00:00:00+00:00,2.0625,2.125,2.03125,2.03125,78000,,
1997-06-23 00:00:00+00:00,2.125,2.125,2.0,2.0,29600,,
1997-06-24 00:00:00+00:00,2.03125,2.03125,1.90625,1.96875,28000,,
1997-06-25 00:00:00+00:00,2.0,2.0,1.875,1.90625,206400,,
1997-06-26 00:00:00+00:00,1.9375,2.03125,1.90625,2.03125,179600,,
1997-06-27 00:00:00+00:00,2.0,2.0,1.96875,1.984375,270000,,
1997-06-30 00:00:00+00:00,2.0,2.0,1.96875,2.0,283200,,
1997-07-01 00:00:00+00:00,2.0625,2.0625,2.03125,2.0625,268000,,
1997-07-02 00:00:00+00:00,2.0625,2.0625,2.03125,2.03125,44800,,
1997-07-03 00:00:00+00:00,2.0625,2.0625,2.0625,2.0625,800,,
1997-07-07 00:00:00+00:00,2.0625,2.0625,1.9375,2.0,65600,,
1997-07-08 00:00:00+00:00,2.0,2.03125,2.0,2.0,76800,,
1997-07-09 00:00:00+00:00,2.03125,2.03125,2.03125,2.03125,800,,
1997-07-10 00:00:00+00:00,2.015625,2.03125,2.015625,2.03125,4000,,
1997-07-11 00:00:00+00:00,2.0,2.03125,1.984375,2.0,18000,,
1997-07-14 00:00:00+00:00,2.03125,2.03125,1.96875,2.0,517200,,
1997-07-15 00:00:00+00:00,2.0,2.0,1.96875,1.96875,171200,,
1997-07-16 00:00:00+00:00,2.03125,2.03125,1.96875,2.0,53600,,
1997-07-17 00:00:00+00:00,2.03125,2.03125,1.96875,1.96875,62400,,
1997-07-18 00:00:00+00:00,1.984375,2.0,1.96875,2.0,37200,,
1997-07-21 00:00:00+00:00,2.0,2.0,1.9375,1.9375,50400,,
1997-07-22 00:00:00+00:00,2.0,2.0,1.96875,1.96875,8800,,
1997-07-23 00:00:00+00:00,1.96875,1.96875,1.9375,1.9375,17600,,
1997-07-24 00:00:00+00:00,1.9375,1.9375,1.90625,1.9375,44400,,
1997-07-25 00:00:00+00:00,1.9375,1.96875,1.9375,1.9375,93200,,
1997-07-28 00:00:00+00:00,1.90625,1.9375,1.90625,1.9375,12800,,
1997-07-29 00:00:00+00:00,1.9375,1.9375,1.90625,1.9375,48400,,
1997-07-30 00:00:00+00:00,1.9375,1.9375,1.90625,1.9375,49600,,
1997-07-31 00:00:00+00:00,1.9375,2.0,1.90625,1.90625,191200,,
1997-08-01 00:00:00+00:00,1.90625,1.96875,1.90625,1.9375,35200,,
1997-08-04 00:00:00+00:00,1.96875,1.96875,1.90625,1.9375,51200,,
1997-08-05 00:00:00+00:00,1.96875,2.0,1.9375,2.0,152000,,
1997-08-06 00:00:00+00:00,2.0625,2.25,2.0,2.21875,632000,,
1997-08-07 00:00:00+00:00,2.25,2.65625,2.25,2.46875,444000,,
1997-08-08 00:00:00+00:00,2.4375,2.5,2.3125,2.3125,908400,,
1997-08-11 00:00:00+00:00,2.28125,2.375,2.28125,2.375,106000,,
1997-08-12 00:00:00+00:00,2.4375,2.4375,2.3125,2.3125,50400,,
1997-08-13 00:00:00+00:00,2.375,2.40625,2.28125,2.375,191600,,
1997-08-14 00:00:00+00:00,2.34375,2.4375,2.34375,2.40625,11200,,
1997-08-15 00:00:00+00:00,2.40625,2.40625,2.34375,2.34375,7200,,
1997-08-18 00:00:00+00:00,2.40625,2.40625,2.3125,2.375,56800,,
1997-08-19 00:00:00+00:00,2.34375,2.40625,2.34375,2.375,94800,,
1997-08-20 00:00:00+00:00,2.40625,2.46875,2.34375,2.46875,170000,,
1997-08-21 00:00:00+00:00,2.53125,2.5625,2.4375,2.4375,102000,,
1997-08-22 00:00:00+00:00,2.453125,2.46875,2.4375,2.46875,54800,,
1997-08-25 00:00:00+00:00,2.5,2.5,2.4375,2.46875,39600,,
1997-08-26 00:00:00+00:00,2.5,2.5,2.46875,2.46875,12400,,
1997-08-27 00:00:00+00:00,2.46875,2.5,2.4375,2.5,241200,,
1997-08-28 00:00:00+00:00,2.5,2.5,2.4375,2.5,174800,,
1997-08-29 00:00:00+00:00,2.53125,2.53125,2.46875,2.5,51600,,
1997-09-02 00:00:00+00:00,2.5,2.5625,2.5,2.53125,124800,,
1997-09-03 00:00:00+00:00,2.59375,2.625,2.53125,2.53125,70800,,
1997-09-04 00:00:00+00:00,2.53125,2.59375,2.53125,2.546875,24000,,
1997-09-05 00:00:00+00:00,2.53125,2.5625,2.4375,2.53125,38800,,
1997-09-08 00:00:00+00:00,2.53125,2.53125,2.4375,2.4375,23200,,
1997-09-09 00:00:00+00:00,2.5,2.53125,2.4375,2.4375,19600,,
1997-09-10 00:00:00+00:00,2.46875,2.5,2.46875,2.5,21600,,
1997-09-11 00:00:00+00:00,2.515625,2.53125,2.4375,2.46875,182400,,
1997-09-12 00:00:00+00:00,2.46875,2.46875,2.46875,2.46875,0,,
1997-09-15 00:00:00+00:00,2.46875,2.46875,2.4375,2.46875,172800,,
1997-09-16 00:00:00+00:00,2.5,2.5,2.46875,2.46875,22400,,
1997-09-17 00:00:00+00:00,2.5,2.5,2.46875,2.46875,34000,,
1997-09-18 00:00:00+00:00,2.5,2.53125,2.5,2.53125,48000,,
1997-09-19 00:00:00+00:00,2.5625,2.5625,2.5,2.5625,30400,,
1997-09-22 00:00:00+00:00,2.5,2.5625,2.5,2.5625,2000,,
1997-09-23 00:00:00+00:00,2.5625,2.5625,2.53125,2.5625,23200,,
1997-09-24 00:00:00+00:00,2.5625,2.5625,2.5,2.53125,57200,,
1997-09-25 00:00:00+00:00,2.5,2.5,2.46875,2.5,62800,,
1997-09-26 00:00:00+00:00,2.5,2.5,2.4375,2.4375,60800,,
1997-09-29 00:00:00+00:00,2.453125,2.46875,2.34375,2.375,341200,,
1997-09-30 00:00:00+00:00,2.375,2.375,2.3125,2.375,10400,,
1997-10-01 00:00:00+00:00,2.375,2.375,2.3125,2.375,72400,,
1997-10-02 00:00:00+00:00,2.375,2.375,2.375,2.375,9200,,
1997-10-03 00:00:00+00:00,2.375,2.375,2.359375,2.375,38400,,
1997-10-06 00:00:00+00:00,2.34375,2.375,2.34375,2.375,34000,,
1997-10-07 00:00:00+00:00,2.34375,2.375,2.3125,2.34375,34400,,
1997-10-08 00:00:00+00:00,2.375,2.375,2.3125,2.3125,95600,,
1997-10-09 00:00:00+00:00,2.375,2.375,2.375,2.375,4000,,
1997-10-10 00:00:00+00:00,2.375,2.375,2.3125,2.34375,24800,,
1997-10-13 00:00:00+00:00,2.375,2.375,2.34375,2.375,25200,,
1997-10-14 00:00:00+00:00,2.3125,2.3125,2.25,2.296875,127600,,
1997-10-15 00:00:00+00:00,2.25,2.3125,2.25,2.3125,58800,,
1997-10-16 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,12800,,
1997-10-17 00:00:00+00:00,2.34375,2.34375,2.328125,2.328125,483200,,
1997-10-20 00:00:00+00:00,2.328125,2.34375,2.3125,2.3125,104800,,
1997-10-21 00:00:00+00:00,2.34375,2.34375,2.3125,2.3125,288400,,
1997-10-22 00:00:00+00:00,2.3125,2.375,2.28125,2.34375,1990000,,
1997-10-23 00:00:00+00:00,2.34375,2.375,2.3125,2.375,28400,,
1997-10-24 00:00:00+00:00,2.34375,2.34375,2.34375,2.34375,800,,
1997-10-27 00:00:00+00:00,2.3125,2.375,2.3125,2.34375,366400,,
1997-10-28 00:00:00+00:00,2.3125,2.34375,2.25,2.28125,137200,,
1997-10-29 00:00:00+00:00,2.28125,2.375,2.28125,2.34375,54800,,
1997-10-30 00:00:00+00:00,2.34375,2.375,2.34375,2.375,24000,,
1997-10-31 00:00:00+00:00,2.375,2.375,2.34375,2.34375,8800,,
1997-11-03 00:00:00+00:00,2.375,2.5,2.375,2.5,27600,,
1997-11-04 00:00:00+00:00,2.5,2.5,2.40625,2.40625,8000,,
1997-11-05 00:00:00+00:00,2.5,2.5,2.4375,2.4375,55600,,
1997-11-06 00:00:00+00:00,2.53125,2.53125,2.5,2.5,36800,,
1997-11-07 00:00:00+00:00,2.46875,2.5,2.4375,2.5,125600,,
1997-11-10 00:00:00+00:00,2.5625,2.6875,2.5,2.6875,128800,,
1997-11-11 00:00:00+00:00,2.75,2.96875,2.625,2.84375,494000,,
1997-11-12 00:00:00+00:00,2.78125,2.96875,2.6875,2.9375,420400,,
1997-11-13 00:00:00+00:00,2.90625,3.0,2.78125,2.96875,426000,,
1997-11-14 00:00:00+00:00,2.96875,3.0,2.8125,3.0,607200,,
1997-11-17 00:00:00+00:00,2.90625,2.96875,2.875,2.875,192400,,
1997-11-18 00:00:00+00:00,2.84375,2.90625,2.71875,2.84375,936800,,
1997-11-19 00:00:00+00:00,2.90625,2.90625,2.78125,2.84375,73600,,
1997-11-20 00:00:00+00:00,2.84375,2.84375,2.78125,2.78125,122400,,
1997-11-21 00:00:00+00:00,2.84375,2.875,2.78125,2.78125,202400,,
1997-11-24 00:00:00+00:00,2.78125,2.84375,2.75,2.78125,52800,,
1997-11-25 00:00:00+00:00,2.8125,2.875,2.78125,2.78125,55200,,
1997-11-26 00:00:00+00:00,2.875,2.96875,2.84375,2.9375,658400,,
1997-11-28 00:00:00+00:00,2.9375,3.3125,2.9375,3.3125,240400,,
1997-12-01 00:00:00+00:00,3.53125,4.0,3.5,3.65625,768000,,
1997-12-02 00:00:00+00:00,3.625,3.65625,3.5625,3.59375,132800,,
1997-12-03 00:00:00+00:00,3.59375,3.65625,3.53125,3.625,437600,,
1997-12-04 00:00:00+00:00,3.65625,3.65625,3.59375,3.625,582000,,
1997-12-05 00:00:00+00:00,3.59375,3.65625,3.59375,3.65625,477200,,
1997-12-08 00:00:00+00:00,3.6875,3.6875,3.625,3.65625,584000,,
1997-12-09 00:00:00+00:00,3.65625,3.65625,3.46875,3.46875,360800,,
1997-12-10 00:00:00+00:00,3.5625,3.625,3.519531011581421,3.59375,234000,,
1997-12-11 00:00:00+00:00,3.59375,3.625,3.5,3.625,84000,,
1997-12-12 00:00:00+00:00,3.5625,3.625,3.5625,3.609375,80400,,
1997-12-15 00:00:00+00:00,3.5,3.609375,3.5,3.53125,20400,,
1997-12-16 00:00:00+00:00,3.5625,3.59375,3.53125,3.5625,133600,,
1997-12-17 00:00:00+00:00,3.5625,3.59375,3.46875,3.5625,51600,,
1997-12-18 00:00:00+00:00,3.5625,3.5625,3.46875,3.46875,35600,,
1997-12-19 00:00:00+00:00,3.4375,3.53125,3.40625,3.53125,83200,,
1997-12-22 00:00:00+00:00,3.53125,3.53125,3.46875,3.5,35600,,
1997-12-23 00:00:00+00:00,3.5,3.5625,3.5,3.5625,11600,,
1997-12-24 00:00:00+00:00,3.5,3.59375,3.5,3.5,16000,,
1997-12-26 00:00:00+00:00,3.46875,3.5,3.46875,3.5,26800,,
1997-12-29 00:00:00+00:00,3.53125,3.75,3.46875,3.65625,230800,,
1997-12-30 00:00:00+00:00,3.6875,3.6875,3.625,3.65625,149200,,
