date,FNWD_Open,FNWD_High,FNWD_Low,FNWD_Close,FNWD_Volume,FNWD_Dividends,FNWD_Stock Splits
1998-05-20 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-05-21 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-05-22 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-05-26 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-05-27 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-05-28 00:00:00+00:00,20.5,21.0,20.5,8.362404823303223,400,0.0,
1998-05-29 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-06-01 00:00:00+00:00,20.5,20.625,20.5,8.213078498840332,800,0.0,
1998-06-02 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-06-03 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-06-04 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,400,0.0,
1998-06-05 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-08 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-09 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-10 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-11 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-12 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-15 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-16 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-06-17 00:00:00+00:00,20.5,21.0,20.5,8.362404823303223,1600,0.0,
1998-06-18 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-06-19 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-06-22 00:00:00+00:00,20.5,20.5,20.5,8.163302421569824,400,0.0,
1998-06-23 00:00:00+00:00,20.5,20.5,20.5,8.163302421569824,0,0.0,
1998-06-24 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,400,0.0,
1998-06-25 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-06-26 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-06-29 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-06-30 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-01 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-02 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-06 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-07 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-08 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-09 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-10 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-13 00:00:00+00:00,21.0,21.0,21.0,8.362404823303223,0,0.0,
1998-07-14 00:00:00+00:00,20.5,20.75,20.5,8.262855529785156,2400,0.0,
1998-07-15 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-16 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-17 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-20 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-21 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-22 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-23 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-24 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-27 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-28 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-29 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-30 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-07-31 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-08-03 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-08-04 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-08-05 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-08-06 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-08-07 00:00:00+00:00,20.75,20.75,20.75,8.262855529785156,0,0.0,
1998-08-10 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,400,0.0,
1998-08-11 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,200,0.0,
1998-08-12 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-13 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-14 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-17 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-18 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-19 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-20 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-21 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-24 00:00:00+00:00,21.125,21.125,21.125,8.412184715270996,0,0.0,
1998-08-25 00:00:00+00:00,21.25,21.25,20.625,8.461958885192871,4600,0.0,
1998-08-26 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-08-27 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-08-28 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-08-31 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-09-01 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-09-02 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-09-03 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-09-04 00:00:00+00:00,21.25,21.25,21.25,8.461958885192871,0,0.0,
1998-09-08 00:00:00+00:00,20.625,21.0,20.625,8.213078498840332,1400,0.0,
1998-09-09 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-10 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-11 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-14 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-15 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-16 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-17 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-18 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-21 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-22 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-23 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-24 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-25 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-28 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-29 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-09-30 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-10-01 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,1000,0.0,
1998-10-02 00:00:00+00:00,20.0,20.5,20.0,8.163302421569824,5000,0.0,
1998-10-05 00:00:00+00:00,20.0,20.625,20.0,8.213078498840332,1200,0.0,
1998-10-06 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,800,0.0,
1998-10-07 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-10-08 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-10-09 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-10-12 00:00:00+00:00,20.625,20.625,20.625,8.213078498840332,0,0.0,
1998-10-13 00:00:00+00:00,20.0,20.625,20.0,8.213078498840332,2000,0.0,
1998-10-14 00:00:00+00:00,20.0,20.625,20.0,7.964192867279053,1800,0.0,
