date,OCUP_Open,OCUP_High,OCUP_Low,OCUP_Close,OCUP_Volume,OCUP_Dividends,OCUP_Stock Splits
2005-11-10 00:00:00+00:00,1224.0,1224.0,1008.0,1080.0,5,,
2005-11-11 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-14 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-15 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-16 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-17 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-18 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-21 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-22 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-23 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-25 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-28 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,0,,
2005-11-29 00:00:00+00:00,1008.0,1008.0,720.0,864.0,13,,
2005-11-30 00:00:00+00:00,720.0,1200.0,720.0,1200.0,3,,
2005-12-01 00:00:00+00:00,864.0,984.0,864.0,960.0,4,,
2005-12-02 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-05 00:00:00+00:00,960.0,960.0,960.0,960.0,3,,
2005-12-06 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-07 00:00:00+00:00,1056.0,1056.0,969.5999755859376,969.5999755859376,6,,
2005-12-08 00:00:00+00:00,969.5999755859376,969.5999755859376,969.5999755859376,969.5999755859376,0,,
2005-12-09 00:00:00+00:00,969.5999755859376,969.5999755859376,969.5999755859376,969.5999755859376,0,,
2005-12-12 00:00:00+00:00,969.5999755859376,969.5999755859376,969.5999755859376,969.5999755859376,0,,
2005-12-13 00:00:00+00:00,969.5999755859376,969.5999755859376,969.5999755859376,969.5999755859376,0,,
2005-12-14 00:00:00+00:00,960.0,960.0,960.0,960.0,4,,
2005-12-15 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-16 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-19 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-20 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-21 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-22 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-23 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-27 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-28 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-29 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2005-12-30 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-01-03 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-01-04 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-01-05 00:00:00+00:00,960.0,960.0,960.0,960.0,0,,
2006-01-06 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,1,,
2006-01-09 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-01-10 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-01-11 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-12 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-13 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-17 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-18 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-19 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-20 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-23 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-24 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-25 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-26 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-27 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-30 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-01-31 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-02-01 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-02-02 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-02-03 00:00:00+00:00,840.0,840.0,840.0,840.0,0,,
2006-02-06 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,2,,
2006-02-07 00:00:00+00:00,1080.0,1080.0,1080.0,1080.0,1,,
2006-02-08 00:00:00+00:00,1056.0,1056.0,1008.0,1008.0,4,,
2006-02-09 00:00:00+00:00,1056.0,1056.0,1008.0,1008.0,10,,
2006-02-10 00:00:00+00:00,1104.0,1104.0,1104.0,1104.0,1,,
2006-02-13 00:00:00+00:00,1200.0,1200.0,1128.0,1128.0,17,,
2006-02-14 00:00:00+00:00,1128.0,1128.0,1128.0,1128.0,0,,
2006-02-15 00:00:00+00:00,1128.0,1128.0,1128.0,1128.0,0,,
2006-02-16 00:00:00+00:00,1008.0,1032.0,1008.0,1032.0,4,,
2006-02-17 00:00:00+00:00,1032.0,1032.0,1032.0,1032.0,0,,
2006-02-21 00:00:00+00:00,1032.0,1032.0,1032.0,1032.0,0,,
2006-02-22 00:00:00+00:00,1032.0,1032.0,1032.0,1032.0,11,,
2006-02-23 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,2,,
2006-02-24 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-02-27 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-02-28 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-01 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-02 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-03 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-06 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-07 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-08 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-09 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-10 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,2,,
2006-03-13 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-14 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-15 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-16 00:00:00+00:00,1008.0,1008.0,1008.0,1008.0,0,,
2006-03-17 00:00:00+00:00,1152.0,1152.0,1152.0,1152.0,3,,
2006-03-20 00:00:00+00:00,1056.0,1056.0,1056.0,1056.0,3,,
2006-03-21 00:00:00+00:00,720.0,816.0,532.7999877929688,816.0,22,,
2006-03-22 00:00:00+00:00,777.5999755859375,777.5999755859375,744.0,744.0,53,,
2006-03-23 00:00:00+00:00,768.0,768.0,744.0,768.0,5,,
