date,URTY_Open,URTY_High,URTY_Low,URTY_Close,URTY_Volume,URTY_Dividends,URTY_Stock Splits
2010-02-11 00:00:00+00:00,9.845000267028809,10.412500381469728,9.8412504196167,10.225616455078123,21600,0.0,
2010-02-12 00:00:00+00:00,10.248749732971191,10.657500267028809,10.248749732971191,10.46873378753662,18400,0.0,
2010-02-16 00:00:00+00:00,11.10124969482422,11.292499542236328,10.821249961853027,11.092485427856444,37600,0.0,
2010-02-17 00:00:00+00:00,11.49250030517578,11.600000381469728,11.369999885559082,11.324551582336426,108000,0.0,
2010-02-18 00:00:00+00:00,11.536250114440918,11.78874969482422,11.4399995803833,11.57994556427002,176800,0.0,
2010-02-19 00:00:00+00:00,11.672499656677246,12.029999732971191,11.651249885559082,11.673262596130373,221600,0.0,
2010-02-22 00:00:00+00:00,12.076250076293944,12.078749656677246,11.862500190734863,11.744479179382324,284800,0.0,
2010-02-23 00:00:00+00:00,11.96875,11.96875,11.460000038146973,11.373664855957031,615200,0.0,
2010-02-24 00:00:00+00:00,11.686249732971191,11.949999809265137,11.651249885559082,11.614323616027832,250400,0.0,
2010-02-25 00:00:00+00:00,11.37125015258789,11.857500076293944,11.265000343322754,11.646249771118164,205600,0.0,
2010-02-26 00:00:00+00:00,11.9037504196167,11.90625,11.592499732971191,11.540653228759766,292000,0.0,
2010-03-01 00:00:00+00:00,12.103750228881836,12.545000076293944,12.103750228881836,12.301928520202637,636800,0.0,
2010-03-02 00:00:00+00:00,12.682499885559082,12.977499961853027,12.667499542236328,12.594156265258787,196800,0.0,
2010-03-03 00:00:00+00:00,12.991250038146973,13.21875,12.84375,12.73290729522705,203200,0.0,
2010-03-04 00:00:00+00:00,13.133749961853027,13.176250457763672,12.893750190734863,12.904807090759276,529600,0.0,
2010-03-05 00:00:00+00:00,13.388750076293944,14.0,13.28125,13.684496879577637,316800,0.0,
2010-03-08 00:00:00+00:00,13.93375015258789,14.131250381469728,13.920000076293944,13.812193870544434,147200,0.0,
2010-03-09 00:00:00+00:00,13.911250114440918,14.46875,13.911250114440918,13.915332794189451,217600,0.0,
2010-03-10 00:00:00+00:00,14.301250457763672,14.75,14.256250381469728,14.280009269714355,1772000,0.0,
2010-03-11 00:00:00+00:00,14.307499885559082,14.7212495803833,14.123749732971191,14.3991117477417,1052800,0.0,
