date,CLMB_Open,CLMB_High,CLMB_Low,CLMB_Close,CLMB_Volume,CLMB_Dividends,CLMB_Stock Splits
1995-07-18 00:00:00+00:00,10.5,12.125,10.0,3.98068118095398,1100800,0.0,
1995-07-19 00:00:00+00:00,11.125,11.125,10.375,3.799741268157959,1000300,0.0,
1995-07-20 00:00:00+00:00,11.0,11.125,10.625,3.935447454452514,241800,0.0,
1995-07-21 00:00:00+00:00,11.125,11.25,10.75,3.98068118095398,223900,0.0,
1995-07-24 00:00:00+00:00,11.25,11.875,11.0,4.252089500427246,217400,0.0,
1995-07-25 00:00:00+00:00,11.875,11.875,11.25,4.116385459899902,194700,0.0,
1995-07-26 00:00:00+00:00,11.375,11.4375,11.25,4.071149826049805,415400,0.0,
1995-07-27 00:00:00+00:00,11.25,12.125,11.25,4.297327995300293,286100,0.0,
1995-07-28 00:00:00+00:00,12.0,12.125,11.625,4.297327995300293,49400,0.0,
1995-07-31 00:00:00+00:00,12.125,12.25,11.375,4.16162109375,192300,0.0,
1995-08-01 00:00:00+00:00,11.75,11.875,11.375,4.116385459899902,110900,0.0,
1995-08-02 00:00:00+00:00,11.625,11.625,11.375,4.116385459899902,56700,0.0,
1995-08-03 00:00:00+00:00,11.375,11.5,11.125,4.025917053222656,39100,0.0,
1995-08-04 00:00:00+00:00,11.5,11.5,11.125,4.025917053222656,9800,0.0,
1995-08-07 00:00:00+00:00,11.125,11.375,11.125,4.025917053222656,19500,0.0,
1995-08-08 00:00:00+00:00,11.125,12.25,11.125,4.297327995300293,297500,0.0,
1995-08-09 00:00:00+00:00,12.0,12.375,11.25,4.116385459899902,534200,0.0,
1995-08-10 00:00:00+00:00,11.25,11.5,10.875,3.935447454452514,76800,0.0,
1995-08-11 00:00:00+00:00,10.75,11.125,10.75,4.025917053222656,123500,0.0,
1995-08-14 00:00:00+00:00,11.0,11.0,10.75,3.890212297439575,17100,0.0,
1995-08-15 00:00:00+00:00,10.875,11.25,10.75,4.071149826049805,184700,0.0,
1995-08-16 00:00:00+00:00,11.25,11.25,10.875,3.98068118095398,168500,0.0,
1995-08-17 00:00:00+00:00,10.875,11.5,10.875,3.98068118095398,243600,0.0,
1995-08-18 00:00:00+00:00,11.0,11.125,10.75,3.890212297439575,101500,0.0,
1995-08-21 00:00:00+00:00,11.125,11.125,10.75,3.890212297439575,62300,0.0,
1995-08-22 00:00:00+00:00,10.9375,11.125,10.75,3.98068118095398,85900,0.0,
1995-08-23 00:00:00+00:00,11.0,11.125,10.75,3.890212297439575,22300,0.0,
1995-08-24 00:00:00+00:00,10.75,11.0,10.75,3.890212297439575,17600,0.0,
1995-08-25 00:00:00+00:00,10.875,11.125,10.75,4.025917053222656,72300,0.0,
1995-08-28 00:00:00+00:00,11.125,11.125,10.75,3.98068118095398,39300,0.0,
1995-08-29 00:00:00+00:00,10.875,11.125,10.625,3.935447454452514,136000,0.0,
1995-08-30 00:00:00+00:00,10.875,11.0,10.75,3.890212297439575,12200,0.0,
1995-08-31 00:00:00+00:00,10.75,10.875,10.625,3.844978094100952,29100,0.0,
1995-09-01 00:00:00+00:00,10.625,10.875,10.625,3.844978094100952,4200,0.0,
1995-09-05 00:00:00+00:00,10.875,10.875,10.625,3.890212297439575,28600,0.0,
1995-09-06 00:00:00+00:00,10.875,11.375,10.75,4.048533916473389,213100,0.0,
1995-09-07 00:00:00+00:00,11.125,11.5,11.125,4.16162109375,88900,0.0,
1995-09-08 00:00:00+00:00,11.5,11.875,11.25,4.297327995300293,142600,0.0,
1995-09-11 00:00:00+00:00,11.625,11.875,11.625,4.297327995300293,51600,0.0,
1995-09-12 00:00:00+00:00,12.0,12.0,11.75,4.252089500427246,25500,0.0,
1995-09-13 00:00:00+00:00,11.75,11.875,11.25,4.16162109375,64700,0.0,
1995-09-14 00:00:00+00:00,11.25,11.5,11.25,4.071149826049805,55000,0.0,
1995-09-15 00:00:00+00:00,11.5,11.5,11.25,4.116385459899902,65800,0.0,
1995-09-18 00:00:00+00:00,11.25,11.25,11.0,3.98068118095398,88200,0.0,
1995-09-19 00:00:00+00:00,11.0,11.125,10.875,4.025917053222656,26800,0.0,
1995-09-20 00:00:00+00:00,11.125,11.25,11.0,4.071149826049805,115800,0.0,
1995-09-21 00:00:00+00:00,11.25,11.25,11.0,3.98068118095398,27900,0.0,
1995-09-22 00:00:00+00:00,11.0,11.25,11.0,4.071149826049805,88000,0.0,
1995-09-25 00:00:00+00:00,11.25,11.375,11.25,4.071149826049805,30300,0.0,
1995-09-26 00:00:00+00:00,11.25,11.5,11.25,4.071149826049805,33800,0.0,
1995-09-27 00:00:00+00:00,11.25,11.25,10.5,3.890212297439575,185500,0.0,
1995-09-28 00:00:00+00:00,10.75,10.75,10.5,3.844978094100952,42900,0.0,
1995-09-29 00:00:00+00:00,10.625,10.625,10.5,3.799741268157959,36900,0.0,
1995-10-02 00:00:00+00:00,10.5,10.5,10.0,3.6188013553619385,77900,0.0,
1995-10-03 00:00:00+00:00,10.125,10.125,9.25,3.3926265239715576,48100,0.0,
1995-10-04 00:00:00+00:00,9.125,9.125,8.375,3.1212146282196045,51700,0.0,
1995-10-05 00:00:00+00:00,8.5,9.0,8.5,3.1890692710876465,152900,0.0,
1995-10-06 00:00:00+00:00,8.75,9.0,8.75,3.2116849422454834,69800,0.0,
1995-10-09 00:00:00+00:00,8.8125,8.8125,7.25,2.8045711517333984,200200,0.0,
1995-10-10 00:00:00+00:00,7.625,7.75,7.3125,2.668867349624634,90500,0.0,
1995-10-11 00:00:00+00:00,7.625,8.0,7.375,2.8950417041778564,105000,0.0,
1995-10-12 00:00:00+00:00,8.0,8.25,7.875,2.985511064529419,48300,0.0,
1995-10-13 00:00:00+00:00,8.125,8.5,8.0,2.940276861190796,47900,0.0,
