date,SRPT_Open,SRPT_High,SRPT_Low,SRPT_Close,SRPT_Volume,SRPT_Dividends,SRPT_Stock Splits
1998-04-16 00:00:00+00:00,41.25,42.0,40.875,42.0,7767,,
1998-04-17 00:00:00+00:00,42.75,48.0,42.0,43.125,24417,,
1998-04-20 00:00:00+00:00,43.875,45.0,43.125,45.0,7250,,
1998-04-21 00:00:00+00:00,45.0,45.75,42.75,44.25,9433,,
1998-04-22 00:00:00+00:00,45.0,45.0,42.75,44.25,3017,,
1998-04-23 00:00:00+00:00,42.75,44.25,41.625,41.625,8867,,
1998-04-24 00:00:00+00:00,42.75,43.125,41.625,42.0,5517,,
1998-04-27 00:00:00+00:00,42.75,42.75,39.75,41.625,7400,,
1998-04-28 00:00:00+00:00,41.625,42.375,41.25,42.375,1433,,
1998-04-29 00:00:00+00:00,43.125,43.875,42.75,43.125,5917,,
1998-04-30 00:00:00+00:00,44.625,44.625,43.125,43.3125,1033,,
1998-05-01 00:00:00+00:00,42.75,42.75,41.625,42.75,3067,,
1998-05-04 00:00:00+00:00,42.75,42.75,40.5,40.5,3733,,
1998-05-05 00:00:00+00:00,42.75,42.75,41.25,41.625,700,,
1998-05-06 00:00:00+00:00,42.0,42.75,40.5,41.25,3017,,
1998-05-07 00:00:00+00:00,41.25,42.0,39.375,40.125,9817,,
1998-05-08 00:00:00+00:00,39.75,41.25,39.375,41.25,3183,,
1998-05-11 00:00:00+00:00,41.25,41.25,39.375,39.375,2200,,
1998-05-12 00:00:00+00:00,39.0,40.125,39.0,39.75,10133,,
1998-05-13 00:00:00+00:00,39.375,40.5,39.375,40.125,15850,,
1998-05-14 00:00:00+00:00,40.5,41.25,40.125,40.125,8500,,
1998-05-15 00:00:00+00:00,40.125,40.5,39.375,39.375,5517,,
1998-05-18 00:00:00+00:00,39.75,41.25,39.375,40.875,18817,,
1998-05-19 00:00:00+00:00,40.875,45.0,40.125,44.25,27400,,
1998-05-20 00:00:00+00:00,44.25,45.0,42.375,42.75,7117,,
1998-05-21 00:00:00+00:00,43.5,43.5,40.5,40.5,5233,,
1998-05-22 00:00:00+00:00,42.0,43.5,42.0,43.125,5933,,
1998-05-26 00:00:00+00:00,43.5,43.5,40.5,40.875,6583,,
1998-05-27 00:00:00+00:00,41.25,41.25,39.375,40.875,7233,,
1998-05-28 00:00:00+00:00,40.125,41.25,40.125,40.5,4883,,
1998-05-29 00:00:00+00:00,40.875,42.0,40.125,42.0,11167,,
1998-06-01 00:00:00+00:00,41.25,42.0,40.875,40.875,2517,,
1998-06-02 00:00:00+00:00,41.25,41.625,40.5,40.5,2633,,
1998-06-03 00:00:00+00:00,43.125,43.5,40.5,40.5,16933,,
1998-06-04 00:00:00+00:00,39.75,41.25,39.0,40.3125,9517,,
1998-06-05 00:00:00+00:00,40.3125,40.5,37.875,38.25,14067,,
1998-06-08 00:00:00+00:00,39.0,40.5,37.5,39.75,8000,,
1998-06-09 00:00:00+00:00,40.5,41.25,39.75,39.75,10350,,
1998-06-10 00:00:00+00:00,39.75,41.25,39.0,39.375,6650,,
1998-06-11 00:00:00+00:00,39.375,39.375,37.5,37.5,7000,,
1998-06-12 00:00:00+00:00,36.75,37.125,33.9375,36.75,14917,,
1998-06-15 00:00:00+00:00,36.0,36.75,33.75,34.125,10717,,
1998-06-16 00:00:00+00:00,35.25,35.625,34.125,35.625,5383,,
1998-06-17 00:00:00+00:00,35.625,35.625,34.6875,34.875,5733,,
1998-06-18 00:00:00+00:00,36.0,37.875,36.0,36.75,11483,,
1998-06-19 00:00:00+00:00,37.125,38.25,37.125,37.125,6350,,
1998-06-22 00:00:00+00:00,38.25,38.625,37.125,37.125,1283,,
1998-06-23 00:00:00+00:00,37.875,38.25,37.125,38.25,4567,,
1998-06-24 00:00:00+00:00,37.125,37.875,37.125,37.125,2567,,
1998-06-25 00:00:00+00:00,37.5,38.25,37.125,37.875,5850,,
1998-06-26 00:00:00+00:00,37.5,38.25,37.125,37.125,3633,,
1998-06-29 00:00:00+00:00,37.125,37.875,36.84375,37.3125,3433,,
1998-06-30 00:00:00+00:00,37.5,38.25,37.5,37.5,2483,,
1998-07-01 00:00:00+00:00,37.5,37.5,35.25,35.4375,3533,,
1998-07-02 00:00:00+00:00,34.875,36.1875,34.125,36.1875,8167,,
1998-07-06 00:00:00+00:00,36.0,36.0,33.75,35.25,3783,,
1998-07-07 00:00:00+00:00,35.625,35.625,31.5,33.0,7317,,
1998-07-08 00:00:00+00:00,33.75,34.125,32.25,32.625,11333,,
1998-07-09 00:00:00+00:00,32.25,33.75,32.25,32.25,2300,,
1998-07-10 00:00:00+00:00,32.25,33.0,31.5,33.0,5617,,
1998-07-13 00:00:00+00:00,33.375,33.75,31.875,33.0,7750,,
1998-07-14 00:00:00+00:00,33.0,33.0,30.0,31.875,10217,,
1998-07-15 00:00:00+00:00,31.5,37.875,31.5,32.625,12917,,
1998-07-16 00:00:00+00:00,33.75,34.5,31.6875,33.0,6333,,
1998-07-17 00:00:00+00:00,32.25,33.75,31.875,32.25,3450,,
1998-07-20 00:00:00+00:00,33.375,33.75,32.625,33.75,3717,,
1998-07-21 00:00:00+00:00,33.375,33.375,33.0,33.375,3067,,
1998-07-22 00:00:00+00:00,33.0,33.75,32.625,32.625,6450,,
1998-07-23 00:00:00+00:00,33.75,33.9375,32.25,32.25,5117,,
1998-07-24 00:00:00+00:00,33.9375,33.9375,31.875,31.875,3433,,
1998-07-27 00:00:00+00:00,31.125,31.5,30.0,30.375,9450,,
1998-07-28 00:00:00+00:00,30.0,30.75,27.375,28.875,7900,,
1998-07-29 00:00:00+00:00,28.875,29.25,26.625,27.75,14217,,
1998-07-30 00:00:00+00:00,28.125,31.125,28.125,29.625,8867,,
1998-07-31 00:00:00+00:00,28.125,31.125,28.125,29.625,8083,,
1998-08-03 00:00:00+00:00,29.25,31.125,27.375,27.375,4983,,
1998-08-04 00:00:00+00:00,27.0,29.25,20.25,22.875,18483,,
1998-08-05 00:00:00+00:00,23.25,25.5,22.875,23.25,10867,,
1998-08-06 00:00:00+00:00,24.1875,25.3125,24.0,25.125,11433,,
1998-08-07 00:00:00+00:00,24.75,28.875,24.75,28.125,18300,,
1998-08-10 00:00:00+00:00,28.5,28.5,27.375,27.75,3567,,
1998-08-11 00:00:00+00:00,27.375,27.75,21.0,24.0,18250,,
1998-08-12 00:00:00+00:00,26.0625,26.625,24.75,24.75,6300,,
1998-08-13 00:00:00+00:00,27.0,29.25,24.75,24.75,6600,,
1998-08-14 00:00:00+00:00,25.5,28.5,25.125,27.75,8000,,
1998-08-17 00:00:00+00:00,28.5,31.5,26.25,26.625,9650,,
1998-08-18 00:00:00+00:00,27.5625,28.5,24.75,28.5,4767,,
1998-08-19 00:00:00+00:00,28.5,28.5,27.0,27.0,2250,,
1998-08-20 00:00:00+00:00,28.3125,28.3125,25.875,25.875,7183,,
1998-08-21 00:00:00+00:00,27.0,27.0,22.5,24.0,7300,,
1998-08-24 00:00:00+00:00,23.25,24.0,22.875,22.875,3867,,
1998-08-25 00:00:00+00:00,24.0,24.0,22.125,22.5,8550,,
1998-08-26 00:00:00+00:00,22.875,25.5,22.125,25.5,17300,,
1998-08-27 00:00:00+00:00,26.0625,26.0625,23.0625,23.0625,11150,,
1998-08-28 00:00:00+00:00,23.0625,26.25,23.0625,26.25,6817,,
1998-08-31 00:00:00+00:00,26.25,27.0,24.0,24.0,9383,,
1998-09-01 00:00:00+00:00,24.0,25.875,23.25,24.9375,6950,,
1998-09-02 00:00:00+00:00,25.5,25.5,22.875,22.875,2633,,
1998-09-03 00:00:00+00:00,22.6875,23.25,21.75,22.125,2417,,
1998-09-04 00:00:00+00:00,22.125,22.875,20.25,21.0,11433,,
1998-09-08 00:00:00+00:00,21.75,23.25,20.25,20.25,4783,,
1998-09-09 00:00:00+00:00,21.0,21.0,19.5,19.875,4250,,
1998-09-10 00:00:00+00:00,19.875,19.875,16.5,17.8125,11950,,
1998-09-11 00:00:00+00:00,18.375,19.125,18.1875,18.75,3583,,
1998-09-14 00:00:00+00:00,19.5,19.5,18.0,18.0,3550,,
1998-09-15 00:00:00+00:00,19.5,19.5,18.0,18.75,2917,,
1998-09-16 00:00:00+00:00,19.125,19.125,16.5,16.5,6767,,
1998-09-17 00:00:00+00:00,17.25,18.0,15.75,17.25,10600,,
1998-09-18 00:00:00+00:00,17.25,17.25,16.125,16.875,2850,,
1998-09-21 00:00:00+00:00,17.25,18.375,16.125,18.375,2883,,
1998-09-22 00:00:00+00:00,18.375,19.5,18.0,19.5,3200,,
1998-09-23 00:00:00+00:00,19.5,21.75,19.125,21.75,6717,,
1998-09-24 00:00:00+00:00,22.5,23.25,20.625,20.625,4583,,
1998-09-25 00:00:00+00:00,20.25,22.5,20.25,22.5,2383,,
1998-09-28 00:00:00+00:00,22.875,22.875,21.75,22.125,2167,,
1998-09-29 00:00:00+00:00,21.0,21.0,20.625,20.625,967,,
1998-09-30 00:00:00+00:00,20.25,20.25,19.5,20.25,683,,
1998-10-01 00:00:00+00:00,19.125,20.625,18.0,18.375,1533,,
1998-10-02 00:00:00+00:00,19.5,19.5,18.1875,18.375,1700,,
1998-10-05 00:00:00+00:00,18.0,18.1875,16.5,17.25,5833,,
1998-10-06 00:00:00+00:00,17.625,21.375,17.25,19.5,9383,,
1998-10-07 00:00:00+00:00,19.125,20.0625,17.25,18.75,1450,,
1998-10-08 00:00:00+00:00,18.375,18.75,16.875,17.625,5567,,
1998-10-09 00:00:00+00:00,17.25,17.625,15.375,17.25,11033,,
1998-10-12 00:00:00+00:00,18.0,18.0,16.875,16.875,2583,,
1998-10-13 00:00:00+00:00,16.875,17.0625,16.6875,16.6875,667,,
1998-10-14 00:00:00+00:00,16.3125,18.0,16.3125,16.6875,3750,,
1998-10-15 00:00:00+00:00,16.6875,16.6875,15.0,16.5,6550,,
1998-10-16 00:00:00+00:00,16.3125,18.0,16.3125,16.5,1717,,
1998-10-19 00:00:00+00:00,17.25,17.625,16.5,17.625,2000,,
1998-10-20 00:00:00+00:00,17.25,18.1875,17.25,18.1875,4800,,
1998-10-21 00:00:00+00:00,18.75,18.75,18.0,18.375,4017,,
1998-10-22 00:00:00+00:00,18.75,19.5,18.375,19.5,1767,,
1998-10-23 00:00:00+00:00,19.5,19.875,19.125,19.875,3233,,
1998-10-26 00:00:00+00:00,20.625,22.5,20.25,22.5,13533,,
1998-10-27 00:00:00+00:00,23.25,24.9375,23.25,24.0,18367,,
1998-10-28 00:00:00+00:00,24.0,24.75,22.875,24.75,7717,,
1998-10-29 00:00:00+00:00,25.5,25.875,24.375,24.75,8100,,
1998-10-30 00:00:00+00:00,25.875,25.875,24.75,25.875,8483,,
1998-11-02 00:00:00+00:00,25.875,28.875,25.5,27.75,13467,,
1998-11-03 00:00:00+00:00,27.75,27.9375,27.0,27.375,7833,,
1998-11-04 00:00:00+00:00,28.125,28.5,26.625,26.625,5750,,
1998-11-05 00:00:00+00:00,27.0,27.0,24.0,24.0,26933,,
1998-11-06 00:00:00+00:00,25.5,26.25,25.5,25.5,4733,,
1998-11-09 00:00:00+00:00,25.875,26.25,24.375,25.5,11933,,
