date,TOWN_Open,TOWN_High,TOWN_Low,TOWN_Close,TOWN_Volume,TOWN_Dividends,TOWN_Stock Splits
1999-05-05 00:00:00+00:00,5.027177810668945,6.362522125244141,5.027177810668945,3.91652250289917,16868,0.0,
1999-05-06 00:00:00+00:00,6.283973217010498,6.598171234130859,4.928990840911865,3.034096002578736,31827,0.0,
1999-05-07 00:00:00+00:00,4.987903118133545,6.598171234130859,4.948628902435303,4.061580181121826,57925,0.0,
1999-05-10 00:00:00+00:00,6.676721096038818,6.676721096038818,4.870079040527344,3.868171215057373,22597,0.0,
1999-05-11 00:00:00+00:00,6.362522125244141,6.362522125244141,6.283973217010498,3.868171215057373,3183,0.0,
1999-05-12 00:00:00+00:00,6.283973217010498,6.362522125244141,6.205422878265381,3.81981897354126,3819,0.0,
1999-05-13 00:00:00+00:00,5.655574798583984,5.655574798583984,5.655574798583984,3.481353044509888,318,0.0,
1999-05-14 00:00:00+00:00,6.283973217010498,6.283973217010498,5.655574798583984,3.81981897354126,8593,0.0,
1999-05-17 00:00:00+00:00,6.048324108123779,6.283973217010498,5.341376781463623,3.6989378929138175,7002,0.0,
1999-05-18 00:00:00+00:00,6.283973217010498,6.283973217010498,5.655574798583984,3.81981897354126,3819,0.0,
1999-05-19 00:00:00+00:00,6.283973217010498,6.283973217010498,6.283973217010498,3.868171215057373,1273,0.0,
1999-05-20 00:00:00+00:00,6.205422878265381,6.4410719871521,6.126873016357422,3.9648752212524414,5411,0.0,
1999-05-21 00:00:00+00:00,6.126873016357422,6.480347156524658,5.969773769378662,3.9890520572662354,30236,0.0,
1999-05-24 00:00:00+00:00,6.598171234130859,6.598171234130859,6.283973217010498,3.868171215057373,1591,0.0,
1999-05-25 00:00:00+00:00,6.283973217010498,6.283973217010498,6.283973217010498,3.868171215057373,0,0.0,
1999-05-26 00:00:00+00:00,6.480347156524658,6.480347156524658,6.283973217010498,3.9890520572662354,2864,0.0,
1999-05-27 00:00:00+00:00,6.283973217010498,6.676721096038818,5.969773769378662,4.013227939605713,16868,0.0,
