date,OTRK_Open,OTRK_High,OTRK_Low,OTRK_Close,OTRK_Volume,OTRK_Dividends,OTRK_Stock Splits
2003-12-15 00:00:00+00:00,108288.0,108288.0,106560.0,106560.0,1,,
2003-12-16 00:00:00+00:00,105840.0,105840.0,105840.0,105840.0,0,,
2003-12-17 00:00:00+00:00,105840.0,106560.0,105840.0,105984.0,1,,
2003-12-18 00:00:00+00:00,106560.0,106848.0,105120.0,106560.0,0,,
2003-12-19 00:00:00+00:00,105840.0,105840.0,103680.0,104832.0,1,,
2003-12-22 00:00:00+00:00,106272.0,106272.0,105120.0,105840.0,0,,
2003-12-23 00:00:00+00:00,105840.0,105840.0,104400.0,105120.0,0,,
2003-12-24 00:00:00+00:00,105120.0,105120.0,105120.0,105120.0,0,,
2003-12-26 00:00:00+00:00,105840.0,105840.0,105840.0,105840.0,0,,
2003-12-29 00:00:00+00:00,104400.0,104400.0,103680.0,104400.0,0,,
2003-12-30 00:00:00+00:00,104400.0,104400.0,104400.0,104400.0,0,,
2003-12-31 00:00:00+00:00,104400.0,104400.0,102960.0,103104.0,0,,
2004-01-02 00:00:00+00:00,102528.0,103248.0,102240.0,102816.0,0,,
2004-01-05 00:00:00+00:00,102240.0,102240.0,102240.0,102240.0,0,,
2004-01-06 00:00:00+00:00,100944.0,100944.0,96480.0,96480.0,0,,
2004-01-07 00:00:00+00:00,97200.0,97200.0,92880.0,92880.0,0,,
2004-01-08 00:00:00+00:00,93600.0,94320.0,93600.0,94320.0,1,,
2004-01-09 00:00:00+00:00,93600.0,95760.0,92160.0,95760.0,0,,
2004-01-12 00:00:00+00:00,97200.0,101520.0,97200.0,100800.0,1,,
2004-01-13 00:00:00+00:00,100944.0,103680.0,100944.0,102528.0,2,,
2004-01-14 00:00:00+00:00,102528.0,103248.0,100800.0,102528.0,3,,
2004-01-15 00:00:00+00:00,102960.0,111600.0,102960.0,109440.0,3,,
2004-01-16 00:00:00+00:00,109728.0,111600.0,109440.0,110160.0,19,,
2004-01-20 00:00:00+00:00,110880.0,113760.0,110160.0,110880.0,1,,
2004-01-21 00:00:00+00:00,113040.0,113760.0,112896.0,113328.0,1,,
2004-01-22 00:00:00+00:00,113040.0,113760.0,111600.0,112320.0,1,,
2004-01-23 00:00:00+00:00,113040.0,113760.0,112320.0,112896.0,2,,
2004-01-26 00:00:00+00:00,112320.0,114480.0,112320.0,113760.0,1,,
2004-01-27 00:00:00+00:00,114624.0,114912.0,110880.0,112896.0,1,,
2004-01-28 00:00:00+00:00,112320.0,112752.0,112032.0,112320.0,0,,
2004-01-29 00:00:00+00:00,110880.0,110880.0,108000.0,108144.0,1,,
2004-01-30 00:00:00+00:00,110160.0,123120.0,110160.0,120960.0,7,,
2004-02-02 00:00:00+00:00,120816.0,120816.0,118800.0,119376.0,0,,
2004-02-03 00:00:00+00:00,119520.0,120240.0,113760.0,113760.0,0,,
2004-02-04 00:00:00+00:00,113760.0,116064.0,113760.0,114480.0,2,,
2004-02-05 00:00:00+00:00,113760.0,113760.0,108000.0,109440.0,1,,
2004-02-06 00:00:00+00:00,109584.0,110448.0,109440.0,109584.0,2,,
2004-02-09 00:00:00+00:00,108144.0,108144.0,108000.0,108144.0,0,,
2004-02-10 00:00:00+00:00,108720.0,108720.0,97920.0,100080.0,2,,
2004-02-11 00:00:00+00:00,100800.0,102672.0,97920.0,100800.0,2,,
2004-02-12 00:00:00+00:00,101664.0,106128.0,101664.0,106128.0,1,,
2004-02-13 00:00:00+00:00,104400.0,104400.0,104400.0,104400.0,0,,
2004-02-17 00:00:00+00:00,105120.0,105120.0,103248.0,104400.0,2,,
2004-02-18 00:00:00+00:00,102960.0,106128.0,102960.0,104544.0,3,,
2004-02-19 00:00:00+00:00,104832.0,104832.0,102960.0,103536.0,2,,
2004-02-20 00:00:00+00:00,103536.0,103680.0,98640.0,98640.0,1,,
2004-02-23 00:00:00+00:00,98640.0,104400.0,95760.0,102960.0,3,,
2004-02-24 00:00:00+00:00,103680.0,104400.0,98640.0,100224.0,2,,
2004-02-25 00:00:00+00:00,100224.0,103680.0,97200.0,102528.0,5,,
2004-02-26 00:00:00+00:00,102960.0,106560.0,102960.0,104400.0,5,,
2004-02-27 00:00:00+00:00,104832.0,105840.0,104400.0,105552.0,1,,
2004-03-01 00:00:00+00:00,105552.0,105840.0,105552.0,105840.0,0,,
2004-03-02 00:00:00+00:00,105840.0,105840.0,105120.0,105840.0,2,,
2004-03-03 00:00:00+00:00,105840.0,105840.0,102240.0,104256.0,1,,
2004-03-04 00:00:00+00:00,102960.0,104112.0,101520.0,103104.0,1,,
2004-03-05 00:00:00+00:00,101664.0,102240.0,100224.0,101952.0,1,,
2004-03-08 00:00:00+00:00,101520.0,101520.0,92592.0,100800.0,6,,
2004-03-09 00:00:00+00:00,100800.0,100800.0,97200.0,98208.0,1,,
2004-03-10 00:00:00+00:00,97920.0,97920.0,95904.0,96480.0,0,,
2004-03-11 00:00:00+00:00,94320.0,94320.0,92880.0,94320.0,1,,
2004-03-12 00:00:00+00:00,92880.0,96624.0,92880.0,96480.0,0,,
2004-03-15 00:00:00+00:00,96480.0,97056.0,96192.0,96192.0,0,,
2004-03-16 00:00:00+00:00,96480.0,96480.0,95616.0,96480.0,4,,
2004-03-17 00:00:00+00:00,96480.0,96480.0,83520.0,86400.0,3,,
2004-03-18 00:00:00+00:00,87120.0,87840.0,69840.0,80064.0,8,,
2004-03-19 00:00:00+00:00,81360.0,91440.0,81360.0,89568.0,5,,
2004-03-22 00:00:00+00:00,89280.0,91584.0,88560.0,90432.0,2,,
2004-03-23 00:00:00+00:00,91440.0,91440.0,90720.0,90720.0,1,,
2004-03-24 00:00:00+00:00,89568.0,90288.0,89568.0,89568.0,1,,
2004-03-25 00:00:00+00:00,89712.0,91440.0,89712.0,91296.0,0,,
2004-03-26 00:00:00+00:00,91584.0,96480.0,90000.0,96480.0,2,,
2004-03-29 00:00:00+00:00,95040.0,96480.0,91440.0,92880.0,1,,
2004-03-30 00:00:00+00:00,93312.0,93600.0,89280.0,89280.0,1,,
2004-03-31 00:00:00+00:00,90000.0,95040.0,89280.0,94320.0,2,,
