date,JKHY_Open,JKHY_High,JKHY_Low,JKHY_Close,JKHY_Volume,JKHY_Dividends,JKHY_Stock Splits
1985-11-20 00:00:00+00:00,0.0,0.3819440007209778,0.375,0.2418385446071624,5373000,0.0,
1985-11-21 00:00:00+00:00,0.0,0.3680559992790222,0.3541670143604278,0.2284032255411148,6557400,0.0,
1985-11-22 00:00:00+00:00,0.0,0.3680559992790222,0.3611109852790832,0.2328814417123794,415800,0.0,
1985-11-25 00:00:00+00:00,0.0,0.3611109852790832,0.3541670143604278,0.2284032255411148,626400,0.0,
1985-11-26 00:00:00+00:00,0.0,0.3611109852790832,0.3541670143604278,0.2284032255411148,505800,0.0,
1985-11-27 00:00:00+00:00,0.0,0.3611109852790832,0.3541670143604278,0.2284032255411148,295200,0.0,
1985-11-29 00:00:00+00:00,0.0,0.3611109852790832,0.3541670143604278,0.2284032255411148,338400,0.0,
1985-12-02 00:00:00+00:00,0.0,0.3541670143604278,0.3402779996395111,0.2194462418556213,219600,0.0,
1985-12-03 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,813600,0.0,
1985-12-04 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,248400,0.0,
1985-12-05 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,237600,0.0,
1985-12-06 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,304200,0.0,
1985-12-09 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,561600,0.0,
1985-12-10 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,183600,0.0,
1985-12-11 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,491400,0.0,
1985-12-12 00:00:00+00:00,0.0,0.3611109852790832,0.3472220003604889,0.2239243239164352,289800,0.0,
1985-12-13 00:00:00+00:00,0.0,0.3680559992790222,0.3541670143604278,0.2284032255411148,687600,0.0,
1985-12-16 00:00:00+00:00,0.0,0.3680559992790222,0.3541670143604278,0.2284032255411148,394200,0.0,
1985-12-17 00:00:00+00:00,0.0,0.3680559992790222,0.3541670143604278,0.2284032255411148,64800,0.0,
1985-12-18 00:00:00+00:00,0.0,0.3611109852790832,0.3472220003604889,0.2239243239164352,390600,0.0,
1985-12-19 00:00:00+00:00,0.0,0.3541670143604278,0.3472220003604889,0.2239243239164352,149400,0.0,
1985-12-20 00:00:00+00:00,0.0,0.3541670143604278,0.3472220003604889,0.2239243239164352,441000,0.0,
1985-12-23 00:00:00+00:00,0.0,0.3541670143604278,0.3402779996395111,0.2194462418556213,181800,0.0,
1985-12-24 00:00:00+00:00,0.0,0.3541670143604278,0.3402779996395111,0.2194462418556213,63000,0.0,
1985-12-26 00:00:00+00:00,0.0,0.3541670143604278,0.3402779996395111,0.2194462418556213,32400,0.0,
1985-12-27 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,86400,0.0,
1985-12-30 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,41400,0.0,
1985-12-31 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,226800,0.0,
1986-01-02 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,63000,0.0,
1986-01-03 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,41400,0.0,
1986-01-06 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,41400,0.0,
1986-01-07 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,72000,0.0,
1986-01-08 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,127800,0.0,
1986-01-09 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,460800,0.0,
1986-01-10 00:00:00+00:00,0.0,0.3472220003604889,0.3402779996395111,0.2194462418556213,660600,0.0,
