date,SZK_Open,SZK_High,SZK_Low,SZK_Close,SZK_Volume,SZK_Dividends,SZK_Stock Splits
2007-02-01 00:00:00+00:00,1099.199951171875,1099.199951171875,1099.199951171875,767.9714965820312,13,0.0,
2007-02-02 00:00:00+00:00,1099.199951171875,1099.199951171875,1099.199951171875,767.9714965820312,0,0.0,
2007-02-05 00:00:00+00:00,1094.239990234375,1098.0799560546875,1094.239990234375,767.1888427734375,325,0.0,
2007-02-06 00:00:00+00:00,1098.0799560546875,1098.0799560546875,1098.0799560546875,767.1888427734375,0,0.0,
2007-02-07 00:00:00+00:00,1098.0799560546875,1098.0799560546875,1098.0799560546875,767.1888427734375,0,0.0,
2007-02-08 00:00:00+00:00,1098.0799560546875,1098.0799560546875,1098.0799560546875,767.1888427734375,0,0.0,
2007-02-09 00:00:00+00:00,1098.0799560546875,1098.0799560546875,1098.0799560546875,767.1888427734375,0,0.0,
2007-02-12 00:00:00+00:00,1098.0799560546875,1098.0799560546875,1098.0799560546875,767.1888427734375,0,0.0,
2007-02-13 00:00:00+00:00,1106.4000244140625,1106.4000244140625,1106.4000244140625,773.0018310546875,313,0.0,
2007-02-14 00:00:00+00:00,1106.4000244140625,1106.4000244140625,1106.4000244140625,773.0018310546875,0,0.0,
2007-02-15 00:00:00+00:00,1106.4000244140625,1106.4000244140625,1106.4000244140625,773.0018310546875,0,0.0,
2007-02-16 00:00:00+00:00,1106.4000244140625,1106.4000244140625,1106.4000244140625,773.0018310546875,0,0.0,
2007-02-20 00:00:00+00:00,1106.4000244140625,1106.4000244140625,1106.4000244140625,773.0018310546875,0,0.0,
2007-02-21 00:00:00+00:00,1106.4000244140625,1106.4000244140625,1106.4000244140625,773.0018310546875,0,0.0,
2007-02-22 00:00:00+00:00,1096.47998046875,1096.47998046875,1093.9200439453125,764.2825927734375,44,0.0,
2007-02-23 00:00:00+00:00,1096.6400146484375,1096.6400146484375,1096.6400146484375,766.1828002929688,6,0.0,
2007-02-26 00:00:00+00:00,1096.6400146484375,1096.6400146484375,1096.6400146484375,766.1828002929688,0,0.0,
2007-02-27 00:00:00+00:00,1172.9599609375,1172.9599609375,1169.280029296875,817.49267578125,338,0.0,
2007-02-28 00:00:00+00:00,1156.800048828125,1156.800048828125,1150.239990234375,803.9666748046875,38,0.0,
2007-03-01 00:00:00+00:00,1180.800048828125,1180.800048828125,1155.8399658203125,807.5438232421875,56,0.0,
2007-03-02 00:00:00+00:00,1163.199951171875,1172.1600341796875,1161.760009765625,818.946044921875,56,0.0,
2007-03-05 00:00:00+00:00,1192.0,1192.0,1179.52001953125,828.2242431640625,56,0.0,
2007-03-06 00:00:00+00:00,1183.199951171875,1183.199951171875,1168.47998046875,816.3749389648438,125,0.0,
2007-03-07 00:00:00+00:00,1168.47998046875,1168.47998046875,1168.47998046875,816.3749389648438,0,0.0,
