date,META_Open,META_High,META_Low,META_Close,META_Volume,META_Dividends,META_Stock Splits
2012-05-18 00:00:00+00:00,42.04999923706055,45.0,38.0,38.15160369873047,573576400,0.0,
2012-05-21 00:00:00+00:00,36.52999877929688,36.65999984741211,33.0,33.96021270751953,168192700,0.0,
2012-05-22 00:00:00+00:00,32.61000061035156,33.59000015258789,30.940000534057617,30.93642807006836,101786600,0.0,
2012-05-23 00:00:00+00:00,31.3700008392334,32.5,31.36000061035156,31.93437767028809,73600000,0.0,
2012-05-24 00:00:00+00:00,32.95000076293945,33.209999084472656,31.770000457763672,32.96226501464844,50237200,0.0,
2012-05-25 00:00:00+00:00,32.900001525878906,32.95000076293945,31.11000061035156,31.844562530517575,37149800,0.0,
2012-05-29 00:00:00+00:00,31.479999542236328,31.690000534057617,28.649999618530277,28.78085708618164,78063400,0.0,
2012-05-30 00:00:00+00:00,28.700000762939453,29.549999237060547,27.86000061035156,28.132190704345703,57267900,0.0,
2012-05-31 00:00:00+00:00,28.549999237060547,29.670000076293945,26.82999992370605,29.53929901123047,111639200,0.0,
2012-06-01 00:00:00+00:00,28.88999938964844,29.149999618530277,27.38999938964844,27.66315460205078,41855500,0.0,
2012-06-04 00:00:00+00:00,27.200000762939453,27.649999618530277,26.440000534057617,26.84483528137207,35230300,0.0,
2012-06-05 00:00:00+00:00,26.700000762939453,27.76000022888184,25.75,25.81694984436035,42473400,0.0,
2012-06-06 00:00:00+00:00,26.06999969482422,27.170000076293945,25.520000457763672,26.75502014160156,61489200,0.0,
2012-06-07 00:00:00+00:00,27.0,27.350000381469727,26.149999618530277,26.256044387817383,26159500,0.0,
2012-06-08 00:00:00+00:00,26.549999237060547,27.76000022888184,26.440000534057617,27.04442596435547,38034000,0.0,
2012-06-11 00:00:00+00:00,27.18000030517578,28.06999969482422,26.84000015258789,26.95461082458496,28219600,0.0,
2012-06-12 00:00:00+00:00,27.479999542236328,27.770000457763672,26.959999084472656,27.343809127807617,15816800,0.0,
2012-06-13 00:00:00+00:00,27.65999984741211,28.100000381469727,27.100000381469727,27.21407699584961,17102800,0.0,
2012-06-14 00:00:00+00:00,27.649999618530277,28.31999969482422,27.3799991607666,28.23198509216309,16855000,0.0,
2012-06-15 00:00:00+00:00,28.51000022888184,30.100000381469727,28.350000381469727,29.948457717895508,43563800,0.0,
2012-06-18 00:00:00+00:00,29.959999084472656,32.08000183105469,29.40999984741211,31.3455867767334,42978900,0.0,
2012-06-19 00:00:00+00:00,31.540000915527344,32.18000030517578,30.700000762939453,31.844562530517575,30849000,0.0,
2012-06-20 00:00:00+00:00,31.920000076293945,31.93000030517578,31.149999618530277,31.53519821166992,15553600,0.0,
2012-06-21 00:00:00+00:00,31.670000076293945,32.5,31.51000022888184,31.774703979492188,21875300,0.0,
2012-06-22 00:00:00+00:00,32.40999984741211,33.45000076293945,32.060001373291016,32.98221969604492,74834000,0.0,
2012-06-25 00:00:00+00:00,32.86000061035156,33.02000045776367,31.549999237060547,31.99425506591797,24352900,0.0,
2012-06-26 00:00:00+00:00,32.689998626708984,33.439998626708984,32.5,33.0321159362793,24858700,0.0,
2012-06-27 00:00:00+00:00,32.459999084472656,32.900001525878906,31.899999618530277,32.16390609741211,28568000,0.0,
2012-06-28 00:00:00+00:00,31.959999084472656,32.189998626708984,30.899999618530277,31.295690536499023,17713300,0.0,
2012-06-29 00:00:00+00:00,31.920000076293945,31.989999771118164,30.76000022888184,31.036222457885746,19526900,0.0,
2012-07-02 00:00:00+00:00,31.25,31.729999542236328,30.549999237060547,30.706899642944336,14122000,0.0,
2012-07-03 00:00:00+00:00,30.90999984741211,31.440000534057617,30.799999237060547,31.13601875305176,8763600,0.0,
2012-07-05 00:00:00+00:00,31.31999969482422,31.6299991607666,31.020000457763672,31.40546417236328,10032100,0.0,
