date,MTX_Open,MTX_High,MTX_Low,MTX_Close,MTX_Volume,MTX_Dividends,MTX_Stock Splits
1992-10-23 00:00:00+00:00,8.125,8.5,8.0625,7.678021430969238,4786800,0.0,
1992-10-26 00:00:00+00:00,8.5625,8.6875,8.5625,7.847394943237305,1327600,0.0,
1992-10-27 00:00:00+00:00,8.75,8.75,8.5625,7.790935039520264,573600,0.0,
1992-10-28 00:00:00+00:00,8.5625,8.5625,8.375,7.678021430969238,709400,0.0,
1992-10-29 00:00:00+00:00,8.5,8.625,8.5,7.790935039520264,423000,0.0,
1992-10-30 00:00:00+00:00,8.6875,8.6875,8.5,7.734477519989014,379800,0.0,
1992-11-02 00:00:00+00:00,8.5,8.5,8.3125,7.5651116371154785,351600,0.0,
1992-11-03 00:00:00+00:00,8.375,8.4375,8.3125,7.5651116371154785,226000,0.0,
1992-11-04 00:00:00+00:00,8.3125,8.375,8.1875,7.452200412750244,210800,0.0,
1992-11-05 00:00:00+00:00,8.25,8.5,8.1875,7.678021430969238,1037000,0.0,
1992-11-06 00:00:00+00:00,8.5,8.625,8.4375,7.734477519989014,449800,0.0,
1992-11-09 00:00:00+00:00,8.625,8.75,8.625,7.847394943237305,891800,0.0,
1992-11-10 00:00:00+00:00,8.75,9.625,8.75,8.694235801696777,796000,0.0,
1992-11-11 00:00:00+00:00,9.5,9.6875,9.3125,8.52486801147461,644800,0.0,
1992-11-12 00:00:00+00:00,9.5625,9.6875,9.5,8.750689506530762,106200,0.0,
1992-11-13 00:00:00+00:00,9.6875,10.0,9.6875,8.920055389404297,975200,0.0,
1992-11-16 00:00:00+00:00,9.875,9.9375,9.8125,8.863600730895996,246000,0.0,
1992-11-17 00:00:00+00:00,9.875,9.875,9.75,8.920055389404297,250400,0.0,
1992-11-18 00:00:00+00:00,9.875,10.25,9.8125,9.258794784545898,189600,0.0,
1992-11-19 00:00:00+00:00,10.125,10.375,10.0,9.37170696258545,201600,0.0,
1992-11-20 00:00:00+00:00,10.5625,10.875,10.5625,9.597532272338867,589200,0.0,
1992-11-23 00:00:00+00:00,10.6875,10.75,10.25,9.428165435791016,581400,0.0,
1992-11-24 00:00:00+00:00,10.375,10.375,9.9375,9.03297233581543,458800,0.0,
1992-11-25 00:00:00+00:00,10.0,10.0,9.9375,9.03297233581543,130400,0.0,
1992-11-27 00:00:00+00:00,10.0,10.0,10.0,9.03297233581543,85800,0.0,
1992-11-30 00:00:00+00:00,10.0,10.0,9.75,9.03297233581543,491400,0.0,
1992-12-01 00:00:00+00:00,10.0,10.0,9.875,8.976512908935547,163200,0.0,
1992-12-02 00:00:00+00:00,10.0,10.0,9.75,8.807144165039062,409200,0.0,
1992-12-03 00:00:00+00:00,9.75,9.75,9.6875,8.750689506530762,47000,0.0,
1992-12-04 00:00:00+00:00,9.75,9.75,9.6875,8.750689506530762,66000,0.0,
1992-12-07 00:00:00+00:00,9.625,9.625,9.4375,8.637777328491211,231400,0.0,
1992-12-08 00:00:00+00:00,9.5,9.5,9.5,8.58132266998291,248200,0.0,
1992-12-09 00:00:00+00:00,9.5625,9.6875,9.5,8.637777328491211,1079400,0.0,
