date,TAP-A_Open,TAP-A_High,TAP-A_Low,TAP-A_Close,TAP-A_Volume,TAP-A_Dividends,TAP-A_Stock Splits
2006-02-27 00:00:00+00:00,31.51499938964844,31.51499938964844,31.51499938964844,21.390079498291016,0,0.0,
2006-02-28 00:00:00+00:00,31.59000015258789,31.65999984741211,31.5,21.379898071289062,2400,0.0,
2006-03-01 00:00:00+00:00,31.399999618530277,31.405000686645508,31.399999618530277,21.315414428710938,2000,0.0,
2006-03-02 00:00:00+00:00,31.905000686645508,32.279998779296875,31.905000686645508,21.909303665161133,6000,0.0,
2006-03-03 00:00:00+00:00,32.779998779296875,32.779998779296875,32.779998779296875,22.24867057800293,200,0.0,
2006-03-06 00:00:00+00:00,32.779998779296875,32.779998779296875,32.779998779296875,22.24867057800293,0,0.0,
2006-03-07 00:00:00+00:00,32.779998779296875,32.779998779296875,32.779998779296875,22.24867057800293,0,0.0,
2006-03-08 00:00:00+00:00,33.375,33.53499984741211,33.375,22.761098861694336,4800,0.0,
2006-03-09 00:00:00+00:00,33.53499984741211,33.53499984741211,33.53499984741211,22.761098861694336,0,0.0,
2006-03-10 00:00:00+00:00,34.0,34.125,34.0,23.161550521850582,1200,0.0,
2006-03-13 00:00:00+00:00,34.0,34.0,33.94499969482422,23.039396286010746,7000,0.0,
2006-03-14 00:00:00+00:00,33.94499969482422,33.94499969482422,33.94499969482422,23.039396286010746,0,0.0,
2006-03-15 00:00:00+00:00,34.17499923706055,34.654998779296875,34.17499923706055,23.517879486083984,1800,0.0,
2006-03-16 00:00:00+00:00,35.25,35.25,35.25,23.925125122070312,400,0.0,
2006-03-17 00:00:00+00:00,35.0,35.0,34.67499923706055,23.534854888916016,1200,0.0,
2006-03-20 00:00:00+00:00,35.02000045776367,35.02000045776367,35.02000045776367,23.76901054382324,200,0.0,
2006-03-21 00:00:00+00:00,35.02000045776367,35.02000045776367,35.02000045776367,23.76901054382324,0,0.0,
2006-03-22 00:00:00+00:00,35.02000045776367,35.02000045776367,35.02000045776367,23.76901054382324,0,0.0,
2006-03-23 00:00:00+00:00,35.02000045776367,35.02000045776367,35.02000045776367,23.76901054382324,0,0.0,
2006-03-24 00:00:00+00:00,35.14500045776367,35.14500045776367,35.14500045776367,23.85386085510254,200,0.0,
2006-03-27 00:00:00+00:00,35.14500045776367,35.14500045776367,35.14500045776367,23.85386085510254,0,0.0,
2006-03-28 00:00:00+00:00,34.98500061035156,34.98500061035156,34.5,23.416065216064453,800,0.0,
2006-03-29 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,1600,0.0,
2006-03-30 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-03-31 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-03 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-04 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-05 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-06 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-07 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-10 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-11 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-12 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-13 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-17 00:00:00+00:00,35.0,35.0,35.0,23.75544166564941,0,0.0,
2006-04-18 00:00:00+00:00,34.5,34.5,34.5,23.416065216064453,200,0.0,
2006-04-19 00:00:00+00:00,34.5,34.5,34.5,23.416065216064453,0,0.0,
2006-04-20 00:00:00+00:00,33.75,33.75,33.724998474121094,22.89006233215332,1000,0.0,
2006-04-21 00:00:00+00:00,34.70000076293945,35.5,34.70000076293945,24.094802856445312,1600,0.0,
2006-04-24 00:00:00+00:00,35.5,35.5,35.5,24.094802856445312,0,0.0,
2006-04-25 00:00:00+00:00,35.5,35.5,35.5,24.094802856445312,0,0.0,
2006-04-26 00:00:00+00:00,36.42499923706055,36.42499923706055,36.42499923706055,24.72262954711914,200,0.0,
2006-04-27 00:00:00+00:00,36.42499923706055,36.42499923706055,36.42499923706055,24.72262954711914,0,0.0,
2006-04-28 00:00:00+00:00,36.42499923706055,36.42499923706055,36.42499923706055,24.72262954711914,0,0.0,
2006-05-01 00:00:00+00:00,36.42499923706055,36.42499923706055,36.42499923706055,24.72262954711914,0,0.0,
