date,GDXJ_Open,GDXJ_High,GDXJ_Low,GDXJ_Close,GDXJ_Volume,GDXJ_Dividends,GDXJ_Stock Splits
2009-11-11 00:00:00+00:00,104.0,108.0,100.1999969482422,75.4169692993164,339000,0.0,
2009-11-12 00:00:00+00:00,102.1999969482422,102.36000061035156,98.87999725341795,73.63825225830078,919000,0.0,
2009-11-13 00:00:00+00:00,100.0,102.0,98.5999984741211,75.38731384277344,456900,0.0,
2009-11-16 00:00:00+00:00,104.0,107.23999786376952,104.0,78.55934143066406,830400,0.0,
2009-11-17 00:00:00+00:00,105.4800033569336,107.72000122070312,104.1999969482422,79.83407592773438,744200,0.0,
2009-11-18 00:00:00+00:00,109.08000183105467,110.63999938964844,107.0,80.1898193359375,915800,0.0,
2009-11-19 00:00:00+00:00,107.31999969482422,108.08000183105467,103.08000183105467,79.80442810058594,868925,0.0,
2009-11-20 00:00:00+00:00,105.91999816894533,107.27999877929688,104.5999984741211,79.3301010131836,560475,0.0,
2009-11-23 00:00:00+00:00,111.5999984741211,113.27999877929688,109.44000244140624,81.82028198242188,775175,0.0,
2009-11-24 00:00:00+00:00,110.87999725341795,111.91999816894533,107.5999984741211,80.69376373291016,688500,0.0,
2009-11-25 00:00:00+00:00,111.55999755859376,113.55999755859376,110.5999984741211,83.89543914794922,670625,0.0,
2009-11-27 00:00:00+00:00,105.8000030517578,110.68000030517578,103.5199966430664,80.30839538574219,753375,0.0,
2009-11-30 00:00:00+00:00,107.95999908447266,109.87999725341795,107.0,80.69376373291016,616950,0.0,
2009-12-01 00:00:00+00:00,112.55999755859376,115.63999938964844,112.0,84.84408569335938,757800,0.0,
2009-12-02 00:00:00+00:00,116.55999755859376,118.76000213623048,116.04000091552734,86.9488754272461,674600,0.0,
2009-12-03 00:00:00+00:00,116.4000015258789,116.63999938964844,113.4000015258789,84.51799011230469,766500,0.0,
2009-12-04 00:00:00+00:00,111.5199966430664,111.91999816894533,105.68000030517578,80.45660400390625,1146300,0.0,
2009-12-07 00:00:00+00:00,105.0,109.04000091552734,104.04000091552734,79.0040054321289,666675,0.0,
2009-12-08 00:00:00+00:00,104.5999984741211,105.12000274658205,101.36000061035156,75.53553771972656,781100,0.0,
2009-12-09 00:00:00+00:00,102.87999725341795,105.95999908447266,101.63999938964844,77.31423950195312,777325,0.0,
2009-12-10 00:00:00+00:00,105.5199966430664,106.0,103.44000244140624,77.49210357666016,374100,0.0,
2009-12-11 00:00:00+00:00,105.04000091552734,105.44000244140624,101.31999969482422,75.68376159667969,394325,0.0,
2009-12-14 00:00:00+00:00,103.04000091552734,105.23999786376952,101.76000213623048,77.96642303466797,361150,0.0,
2009-12-15 00:00:00+00:00,104.4000015258789,105.27999877929688,103.08000183105467,76.75098419189453,535775,0.0,
2009-12-16 00:00:00+00:00,104.91999816894533,106.23999786376952,104.4000015258789,77.99607849121094,386375,0.0,
2009-12-17 00:00:00+00:00,102.44000244140624,102.91999816894533,99.23999786376952,73.60861206054688,513650,0.0,
2009-12-18 00:00:00+00:00,100.12000274658205,101.1999969482422,98.4000015258789,74.3200912475586,379275,0.0,
2009-12-21 00:00:00+00:00,101.4800033569336,101.55999755859376,97.91999816894533,73.10465240478516,396300,0.0,
2009-12-22 00:00:00+00:00,99.36000061035156,99.8000030517578,97.44000244140624,73.57896423339844,334075,0.0,
