date,TPST_Open,TPST_High,TPST_Low,TPST_Close,TPST_Volume,TPST_Dividends,TPST_Stock Splits
2013-05-03 00:00:00+00:00,2700.0,2722.5,2475.0,2475.0,31,,
2013-05-06 00:00:00+00:00,2583.0,2583.0,2362.5,2495.25,9,,
2013-05-07 00:00:00+00:00,2385.0,2551.5,2385.0,2551.5,33,,
2013-05-08 00:00:00+00:00,2540.25,2565.0,2472.75,2560.5,32,,
2013-05-09 00:00:00+00:00,2574.0,2610.0,2407.5,2540.25,36,,
2013-05-10 00:00:00+00:00,2550.824951171875,2550.824951171875,2486.25,2531.25,5,,
2013-05-13 00:00:00+00:00,2587.5,2643.75,2531.25,2619.0,15,,
2013-05-14 00:00:00+00:00,2812.5,2812.5,2643.75,2711.25,128,,
2013-05-15 00:00:00+00:00,2700.0,2733.75,2700.0,2711.25,45,,
2013-05-16 00:00:00+00:00,2812.5,2812.5,2643.75,2700.0,217,,
2013-05-17 00:00:00+00:00,2679.75,2922.75,2679.75,2823.75,452,,
2013-05-20 00:00:00+00:00,2812.5,2886.75,2711.25,2882.25,49,,
2013-05-21 00:00:00+00:00,2790.0,2922.75,2587.72509765625,2733.75,100,,
2013-05-22 00:00:00+00:00,2738.25,2805.75,2674.125,2700.0,301,,
2013-05-23 00:00:00+00:00,2484.89990234375,2655.0,2484.89990234375,2587.5,2,,
2013-05-24 00:00:00+00:00,2610.0,2610.0,2610.0,2610.0,4,,
2013-05-28 00:00:00+00:00,2643.75,2745.0,2643.75,2704.5,76,,
2013-05-29 00:00:00+00:00,2745.0,2745.0,2643.75,2722.5,38,,
2013-05-30 00:00:00+00:00,2740.5,2812.5,2740.5,2812.5,20,,
2013-05-31 00:00:00+00:00,2801.25,2812.5,2709.0,2808.0,54,,
2013-06-03 00:00:00+00:00,2884.5,3037.5,2868.75,2893.5,82,,
2013-06-04 00:00:00+00:00,2976.75,3035.25,2796.75,3015.0,38,,
2013-06-05 00:00:00+00:00,3150.0,3261.375,3093.97509765625,3127.5,125,,
2013-06-06 00:00:00+00:00,3147.75,3161.25,2931.75,3091.5,93,,
2013-06-07 00:00:00+00:00,3114.0,3195.0,3093.75,3150.0,81,,
2013-06-10 00:00:00+00:00,3147.75,3600.0,3147.75,3510.0,251,,
2013-06-11 00:00:00+00:00,3525.75,3525.75,3156.75,3240.0,123,,
2013-06-12 00:00:00+00:00,3260.25,3375.0,3208.5,3246.75,86,,
2013-06-13 00:00:00+00:00,3235.5,3262.5,3028.5,3048.75,132,,
2013-06-14 00:00:00+00:00,3060.0,3150.0,2992.72509765625,3134.25,88,,
2013-06-17 00:00:00+00:00,3132.0,3163.5,3048.75,3134.25,85,,
2013-06-18 00:00:00+00:00,3134.25,3150.0,3003.75,3048.75,252,,
2013-06-19 00:00:00+00:00,3012.75,3150.0,3003.75,3100.5,68,,
2013-06-20 00:00:00+00:00,3039.75,3161.25,3003.75,3060.0,48,,
2013-06-21 00:00:00+00:00,3037.5,3150.0,3037.5,3125.25,424,,
2013-06-24 00:00:00+00:00,3093.75,3588.75,3037.5,3210.75,199,,
2013-06-25 00:00:00+00:00,3462.75,3483.0,3006.0,3204.0,105,,
2013-06-26 00:00:00+00:00,3186.0,3372.75,3125.25,3170.25,152,,
2013-06-27 00:00:00+00:00,3186.0,3447.0,3186.0,3375.0,253,,
2013-06-28 00:00:00+00:00,3543.75,3543.75,3024.0,3089.25,5508,,
2013-07-01 00:00:00+00:00,3096.0,3109.5,2886.75,3051.0,395,,
2013-07-02 00:00:00+00:00,3078.0,3130.875,2994.75,3100.5,144,,
2013-07-03 00:00:00+00:00,3071.25,3114.0,3060.0,3100.5,32,,
2013-07-05 00:00:00+00:00,3082.5,3543.75,2982.375,3107.25,117,,
2013-07-08 00:00:00+00:00,3064.5,3116.25,2981.25,3060.0,241,,
2013-07-09 00:00:00+00:00,3116.25,3116.25,3017.25,3033.0,70,,
2013-07-10 00:00:00+00:00,3232.125,3287.25,3015.0,3093.75,118,,
2013-07-11 00:00:00+00:00,3105.0,3179.25,3069.0,3156.75,50,,
2013-07-12 00:00:00+00:00,3150.0,3161.25,3040.875,3080.25,92,,
2013-07-15 00:00:00+00:00,3093.75,3093.75,2917.800048828125,2947.5,1327,,
2013-07-16 00:00:00+00:00,3111.75,3111.75,2925.0,2985.75,1342,,
2013-07-17 00:00:00+00:00,3012.75,3012.75,2981.25,2990.25,40,,
2013-07-18 00:00:00+00:00,3008.25,3008.25,2983.5,2992.5,20,,
2013-07-19 00:00:00+00:00,2988.0,2992.5,2936.25,2940.75,52,,
2013-07-22 00:00:00+00:00,2927.25,2929.5,2817.0,2835.0,105,,
2013-07-23 00:00:00+00:00,2830.5,2830.5,2700.0,2810.25,635,,
2013-07-24 00:00:00+00:00,2819.25,2918.25,2819.25,2855.25,54,,
2013-07-25 00:00:00+00:00,2862.0,2947.5,2531.25,2922.75,112,,
2013-07-26 00:00:00+00:00,2907.0,2911.5,2819.25,2841.75,45,,
2013-07-29 00:00:00+00:00,2877.75,2925.0,2827.125,2837.25,41,,
2013-07-30 00:00:00+00:00,2873.25,2958.75,2873.25,2889.0,42,,
2013-07-31 00:00:00+00:00,2902.5,2947.5,2796.75,2855.25,16,,
2013-08-01 00:00:00+00:00,2873.25,2916.0,2837.25,2875.5,41,,
2013-08-02 00:00:00+00:00,2862.0,2880.0,2823.75,2864.25,105,,
2013-08-05 00:00:00+00:00,2877.75,2938.5,2857.5,2882.25,22,,
2013-08-06 00:00:00+00:00,2835.0,2835.0,2812.5,2812.5,12,,
2013-08-07 00:00:00+00:00,2820.14990234375,2922.75,2820.14990234375,2882.25,38,,
2013-08-08 00:00:00+00:00,2898.0,2956.5,2893.5,2911.5,51,,
2013-08-09 00:00:00+00:00,2929.5,2970.0,2839.5,2839.5,179,,
2013-08-12 00:00:00+00:00,2819.25,2916.0,2819.25,2916.0,5,,
2013-08-13 00:00:00+00:00,2925.0,2925.0,2760.75,2783.25,52,,
2013-08-14 00:00:00+00:00,2790.0,2803.5,2706.75,2715.75,46,,
2013-08-15 00:00:00+00:00,2713.5,2738.25,2540.25,2540.25,80,,
2013-08-16 00:00:00+00:00,2529.0,2556.0,2522.25,2547.0,40,,
2013-08-19 00:00:00+00:00,2529.0,2594.25,2529.0,2535.75,45,,
2013-08-20 00:00:00+00:00,2677.5,2677.5,2571.75,2607.75,44,,
2013-08-21 00:00:00+00:00,2538.0,2565.22509765625,2477.25,2488.5,14,,
2013-08-22 00:00:00+00:00,2508.75,2668.5,2508.75,2668.5,25,,
2013-08-23 00:00:00+00:00,2657.25,2727.0,2657.25,2675.25,7,,
2013-08-26 00:00:00+00:00,2772.449951171875,2772.449951171875,2650.5,2650.5,8,,
2013-08-27 00:00:00+00:00,2643.75,2695.5,2560.5,2565.0,56,,
2013-08-28 00:00:00+00:00,2574.0,2687.39990234375,2574.0,2632.5,21,,
2013-08-29 00:00:00+00:00,2652.75,2693.25,2652.75,2693.25,20,,
2013-08-30 00:00:00+00:00,2684.25,2684.25,2529.0,2592.0,35,,
2013-09-03 00:00:00+00:00,2598.75,2700.0,2515.5,2655.0,26,,
2013-09-04 00:00:00+00:00,2648.25,2700.0,2605.5,2700.0,40,,
2013-09-05 00:00:00+00:00,2972.25,3152.25,2790.0,3012.75,1475,,
2013-09-06 00:00:00+00:00,3046.5,3046.5,2927.25,2961.0,19,,
2013-09-09 00:00:00+00:00,3249.0,3249.0,2936.25,3147.75,284,,
2013-09-10 00:00:00+00:00,3145.5,3233.25,2909.25,3211.875,100,,
2013-09-11 00:00:00+00:00,2137.5,2643.75,2039.625,2463.75,3118,,
2013-09-12 00:00:00+00:00,2250.0,2459.25,2227.5,2299.5,592,,
2013-09-13 00:00:00+00:00,2355.75,2362.5,2250.0,2252.25,633,,
2013-09-16 00:00:00+00:00,2288.25,2346.75,2169.0,2211.75,284,,
2013-09-17 00:00:00+00:00,2189.25,2340.0,2074.5,2319.75,545,,
2013-09-18 00:00:00+00:00,2317.5,2353.27490234375,2295.0,2313.0,162,,
2013-09-19 00:00:00+00:00,2333.25,2373.75,2250.0,2317.5,185,,
2013-09-20 00:00:00+00:00,2328.75,2349.0,2238.75,2238.75,401,,
2013-09-23 00:00:00+00:00,2256.75,2317.5,2220.75,2247.75,81,,
2013-09-24 00:00:00+00:00,2268.0,2270.25,2218.5,2238.75,140,,
2013-09-25 00:00:00+00:00,2259.0,2259.0,2209.5,2225.25,140,,
2013-09-26 00:00:00+00:00,2209.5,2269.125,2209.5,2250.0,81,,
2013-09-27 00:00:00+00:00,2265.75,2265.75,2200.5,2216.25,225,,
2013-09-30 00:00:00+00:00,2218.5,2247.75,2205.0,2229.75,199,,
2013-10-01 00:00:00+00:00,2243.25,2250.0,2205.0,2238.75,118,,
2013-10-02 00:00:00+00:00,2225.25,2256.75,2205.0,2220.75,48,,
2013-10-03 00:00:00+00:00,2229.75,2304.0,2220.75,2232.0,176,,
2013-10-04 00:00:00+00:00,2223.0,2250.0,2223.0,2250.0,79,,
2013-10-07 00:00:00+00:00,2234.25,2250.0,2205.0,2207.25,153,,
2013-10-08 00:00:00+00:00,2214.0,2247.75,2198.25,2207.25,131,,
2013-10-09 00:00:00+00:00,2218.5,2236.5,2137.5,2160.0,83,,
2013-10-10 00:00:00+00:00,2193.75,2193.75,2067.75,2112.75,196,,
2013-10-11 00:00:00+00:00,2081.25,2191.5,2066.85009765625,2146.5,93,,
2013-10-14 00:00:00+00:00,2137.5,2227.5,2114.550048828125,2227.5,39,,
2013-10-15 00:00:00+00:00,2216.25,2227.5,2175.75,2196.0,45,,
2013-10-16 00:00:00+00:00,2211.75,2245.5,2192.625,2202.75,51,,
2013-10-17 00:00:00+00:00,2198.25,2247.75,2193.75,2220.75,76,,
2013-10-18 00:00:00+00:00,2247.75,2301.75,2232.0,2272.5,158,,
2013-10-21 00:00:00+00:00,2295.0,2306.25,2272.5,2274.75,111,,
2013-10-22 00:00:00+00:00,2274.75,2306.25,2209.5,2232.0,99,,
2013-10-23 00:00:00+00:00,2218.5,2317.5,2218.5,2254.5,137,,
2013-10-24 00:00:00+00:00,2270.25,2295.0,2189.25,2270.25,133,,
2013-10-25 00:00:00+00:00,2274.75,2274.75,2193.75,2234.25,26,,
2013-10-28 00:00:00+00:00,2229.75,2236.5,2182.5,2187.0,41,,
2013-10-29 00:00:00+00:00,2187.0,2209.5,2038.5,2099.25,100,,
2013-10-30 00:00:00+00:00,2088.0,2250.0,2088.0,2189.25,107,,
2013-10-31 00:00:00+00:00,2236.5,2238.75,2118.14990234375,2175.75,130,,
2013-11-01 00:00:00+00:00,2169.0,2229.75,2025.0,2169.0,200,,
2013-11-04 00:00:00+00:00,2182.5,2234.25,2130.75,2166.75,155,,
2013-11-05 00:00:00+00:00,2189.25,2205.0,2137.72509765625,2148.75,66,,
2013-11-06 00:00:00+00:00,2162.25,2238.75,2160.0,2182.5,64,,
2013-11-07 00:00:00+00:00,2187.0,2227.5,2135.25,2137.5,53,,
2013-11-08 00:00:00+00:00,2137.5,2229.75,2137.5,2175.75,60,,
2013-11-11 00:00:00+00:00,2238.75,2238.75,2103.75,2103.75,24,,
2013-11-12 00:00:00+00:00,2051.10009765625,2126.25,2051.10009765625,2067.75,19,,
2013-11-13 00:00:00+00:00,2061.0,2137.5,2061.0,2119.5,61,,
2013-11-14 00:00:00+00:00,2083.5,2180.25,2022.75,2027.699951171875,89,,
2013-11-15 00:00:00+00:00,2022.75,2022.75,1831.5,1939.5,218,,
2013-11-18 00:00:00+00:00,1946.25,2002.5,1933.6500244140625,1948.5,37,,
2013-11-19 00:00:00+00:00,1941.75,1957.5,1917.0,1917.0,43,,
2013-11-20 00:00:00+00:00,1926.0,1946.25,1890.0,1930.5,29,,
2013-11-21 00:00:00+00:00,1932.75,2013.75,1903.5,2013.75,32,,
2013-11-22 00:00:00+00:00,2007.0,2043.0,1980.0,2011.5,33,,
2013-11-25 00:00:00+00:00,2013.75,2022.75,1964.25,2009.25,34,,
2013-11-26 00:00:00+00:00,2018.25,2094.75,1975.5,2072.25,43,,
2013-11-27 00:00:00+00:00,2079.0,2137.5,1980.0,2133.0,13,,
2013-11-29 00:00:00+00:00,2137.5,2153.25,2137.5,2153.25,14,,
2013-12-02 00:00:00+00:00,1953.0,2079.0,1953.0,2036.25,72,,
2013-12-03 00:00:00+00:00,1982.25,2002.5,1968.75,1980.0,41,,
2013-12-04 00:00:00+00:00,1957.5,1957.5,1923.75,1935.0,103,,
2013-12-05 00:00:00+00:00,1935.0,1950.75,1869.75,1930.5,29,,
2013-12-06 00:00:00+00:00,1948.5,2011.5,1932.75,1995.75,51,,
2013-12-09 00:00:00+00:00,2081.25,2126.25,2000.25,2070.0,128,,
2013-12-10 00:00:00+00:00,2067.75,2135.25,2040.75,2058.75,235,,
2013-12-11 00:00:00+00:00,2031.75,2137.5,2022.75,2058.75,115,,
2013-12-12 00:00:00+00:00,2040.75,2126.25,2025.0,2047.5,172,,
2013-12-13 00:00:00+00:00,2056.5,2072.25,2007.0,2056.5,329,,
2013-12-16 00:00:00+00:00,2058.75,2101.5,1998.0,2031.75,209,,
2013-12-17 00:00:00+00:00,2110.5,2110.949951171875,2025.0,2081.25,151,,
2013-12-18 00:00:00+00:00,2038.5,2058.75,2025.0,2058.75,46,,
2013-12-19 00:00:00+00:00,2081.25,2092.5,1968.75,2000.25,135,,
2013-12-20 00:00:00+00:00,1995.75,2054.25,1977.9749755859373,2052.0,224,,
2013-12-23 00:00:00+00:00,2047.5,2081.25,2025.0,2076.75,88,,
2013-12-24 00:00:00+00:00,2040.75,2076.75,2040.75,2067.75,28,,
2013-12-26 00:00:00+00:00,2047.5,2070.0,2047.5,2052.0,60,,
2013-12-27 00:00:00+00:00,2061.0,2079.0,2047.5,2049.75,86,,
2013-12-30 00:00:00+00:00,2052.0,2056.5,2047.5,2049.75,37,,
2013-12-31 00:00:00+00:00,2058.75,2102.625,2047.5,2056.5,60,,
2014-01-02 00:00:00+00:00,2054.25,2079.0,2047.5,2049.75,66,,
2014-01-03 00:00:00+00:00,2049.75,2076.75,2047.5,2052.0,99,,
2014-01-06 00:00:00+00:00,2067.75,2109.375,2013.5250244140625,2049.75,139,,
2014-01-07 00:00:00+00:00,2052.0,2063.925048828125,2040.75,2063.25,136,,
2014-01-08 00:00:00+00:00,2074.5,2214.0,2070.0,2162.25,798,,
2014-01-09 00:00:00+00:00,2175.75,2250.0,2169.0,2250.0,241,,
2014-01-10 00:00:00+00:00,2250.0,2315.25,2211.75,2268.0,543,,
2014-01-13 00:00:00+00:00,2272.5,2396.25,2272.5,2288.25,314,,
2014-01-14 00:00:00+00:00,2306.25,2306.25,2250.0,2270.25,80,,
2014-01-15 00:00:00+00:00,2274.75,2277.0,2184.75,2225.25,84,,
2014-01-16 00:00:00+00:00,2229.75,2247.75,2202.75,2218.5,75,,
2014-01-17 00:00:00+00:00,2218.5,2351.25,2173.5,2220.75,99,,
2014-01-21 00:00:00+00:00,2245.5,2247.75,2184.75,2234.25,104,,
2014-01-22 00:00:00+00:00,2247.75,2314.125,2228.625,2272.5,178,,
2014-01-23 00:00:00+00:00,2202.75,2250.0,2202.75,2227.5,47,,
2014-01-24 00:00:00+00:00,2218.5,2341.35009765625,2126.25,2166.75,96,,
2014-01-27 00:00:00+00:00,2166.75,2209.949951171875,1883.25,2004.75,232,,
2014-01-28 00:00:00+00:00,2030.625,2052.0,1993.5,2031.75,89,,
2014-01-29 00:00:00+00:00,2020.5,2137.5,2009.25,2076.75,112,,
2014-01-30 00:00:00+00:00,2081.25,2124.0,2031.75,2115.0,97,,
2014-01-31 00:00:00+00:00,2076.75,2148.75,2076.75,2106.0,89,,
2014-02-03 00:00:00+00:00,2103.75,2147.85009765625,2045.25,2137.5,581,,
2014-02-04 00:00:00+00:00,2137.5,2261.25,2126.25,2166.75,145,,
2014-02-05 00:00:00+00:00,2164.5,2164.5,1968.75,1984.5,175,,
2014-02-06 00:00:00+00:00,1984.5,2006.550048828125,1892.25,1964.25,180,,
2014-02-07 00:00:00+00:00,1984.5,1993.5,1946.25,1968.75,88,,
2014-02-10 00:00:00+00:00,1980.0,2013.75,1957.5,1962.0,108,,
2014-02-11 00:00:00+00:00,1962.0,1977.75,1935.0,1973.25,296,,
2014-02-12 00:00:00+00:00,1977.75,2004.75,1933.6500244140625,2002.5,112,,
2014-02-13 00:00:00+00:00,1984.5,2025.0,1984.5,2013.75,92,,
2014-02-14 00:00:00+00:00,2018.25,2025.0,1968.75,2009.25,452,,
2014-02-18 00:00:00+00:00,2016.0,2025.0,1968.074951171875,2025.0,171,,
2014-02-19 00:00:00+00:00,2065.949951171875,2144.25,2043.0,2137.5,324,,
2014-02-20 00:00:00+00:00,2146.5,2193.75,2128.5,2180.25,109,,
2014-02-21 00:00:00+00:00,2184.75,2225.25,2142.0,2209.5,198,,
2014-02-24 00:00:00+00:00,2225.25,2279.25,2220.75,2252.25,416,,
2014-02-25 00:00:00+00:00,2261.25,2290.72509765625,2227.5,2290.5,188,,
2014-02-26 00:00:00+00:00,2270.25,2398.5,2254.5,2362.5,347,,
2014-02-27 00:00:00+00:00,2362.5,2412.0,2151.0,2380.5,207,,
2014-02-28 00:00:00+00:00,2385.0,2472.75,2380.5,2427.75,276,,
2014-03-03 00:00:00+00:00,2412.0,2583.0,2360.25,2556.0,280,,
2014-03-04 00:00:00+00:00,2441.25,2448.0,2274.75,2313.0,2939,,
2014-03-05 00:00:00+00:00,2297.25,2327.39990234375,2238.75,2270.25,1096,,
2014-03-06 00:00:00+00:00,2283.75,2289.14990234375,2250.0,2250.0,424,,
2014-03-07 00:00:00+00:00,2254.5,2259.0,2234.25,2247.75,822,,
2014-03-10 00:00:00+00:00,2254.5,2272.5,2205.0,2236.5,318,,
2014-03-11 00:00:00+00:00,2237.39990234375,2268.0,2187.0,2214.0,306,,
2014-03-12 00:00:00+00:00,2218.5,2292.75,2193.75,2232.0,280,,
2014-03-13 00:00:00+00:00,2247.75,2301.97509765625,2227.5,2265.75,402,,
