date,GL_Open,GL_High,GL_Low,GL_Close,GL_Volume,GL_Dividends,GL_Stock Splits
1980-10-01 00:00:00+00:00,0.0,2.8518519401550293,2.8333330154418945,1.373920440673828,566325,0.0,
1980-10-02 00:00:00+00:00,0.0,2.814815044403076,2.7962958812713623,1.3559610843658447,106650,0.0,
1980-10-03 00:00:00+00:00,0.0,2.814815044403076,2.777777910232544,1.3469818830490112,34425,0.0,
1980-10-06 00:00:00+00:00,0.0,2.759258985519409,2.740741014480591,1.3290218114852903,194400,0.0,
1980-10-07 00:00:00+00:00,0.0,2.7037041187286377,2.685184955596924,1.3020813465118408,423900,0.0,
1980-10-08 00:00:00+00:00,0.0,2.740741014480591,2.722222089767456,1.3200410604476929,249750,0.0,
1980-10-09 00:00:00+00:00,0.0,2.740741014480591,2.722222089767456,1.3200410604476929,93150,0.0,
1980-10-10 00:00:00+00:00,0.0,2.759258985519409,2.722222089767456,1.3200410604476929,186975,0.0,
1980-10-13 00:00:00+00:00,0.0,2.759258985519409,2.740741014480591,1.3290218114852903,121500,0.0,
1980-10-14 00:00:00+00:00,0.0,2.759258985519409,2.722222089767456,1.3200410604476929,199125,0.0,
1980-10-15 00:00:00+00:00,0.0,2.740741014480591,2.7037041187286377,1.311062216758728,264600,0.0,
1980-10-16 00:00:00+00:00,0.0,2.722222089767456,2.7037041187286377,1.311062216758728,157950,0.0,
1980-10-17 00:00:00+00:00,0.0,2.722222089767456,2.7037041187286377,1.311062216758728,74925,0.0,
1980-10-20 00:00:00+00:00,0.0,2.7037041187286377,2.666666984558105,1.2931019067764282,86400,0.0,
1980-10-21 00:00:00+00:00,0.0,2.666666984558105,2.6481480598449707,1.2841219902038574,403650,0.0,
1980-10-22 00:00:00+00:00,0.0,2.666666984558105,2.6481480598449707,1.2841219902038574,135000,0.0,
1980-10-23 00:00:00+00:00,0.0,2.6296300888061523,2.6111109256744385,1.266162633895874,599400,0.0,
1980-10-24 00:00:00+00:00,0.0,2.6296300888061523,2.6111109256744385,1.266162633895874,98550,0.0,
1980-10-27 00:00:00+00:00,0.0,2.6111109256744385,2.59259295463562,1.257182240486145,96525,0.0,
1980-10-28 00:00:00+00:00,0.0,2.6111109256744385,2.59259295463562,1.257182240486145,64800,0.0,
1980-10-29 00:00:00+00:00,0.0,2.59259295463562,2.5740740299224854,1.2482026815414429,56700,0.0,
1980-10-30 00:00:00+00:00,0.0,2.6111109256744385,2.5740740299224854,1.2482026815414429,182925,0.0,
1980-10-31 00:00:00+00:00,0.0,2.59259295463562,2.5740740299224854,1.2482026815414429,263250,0.0,
1980-11-03 00:00:00+00:00,0.0,2.5740740299224854,2.555556058883667,1.239222288131714,73575,0.0,
1980-11-05 00:00:00+00:00,0.0,2.5740740299224854,2.555556058883667,1.239222288131714,107325,0.0,
1980-11-06 00:00:00+00:00,0.0,2.555556058883667,2.537036895751953,1.230242371559143,150525,0.0,
1980-11-07 00:00:00+00:00,0.0,2.537036895751953,2.5185189247131348,1.2212629318237305,309150,0.0,
1980-11-10 00:00:00+00:00,0.0,2.555556058883667,2.5185189247131348,1.2212629318237305,105975,0.0,
1980-11-11 00:00:00+00:00,0.0,2.666666984558105,2.6296300888061523,1.2751420736312866,271350,0.0,
1980-11-12 00:00:00+00:00,0.0,2.685184955596924,2.666666984558105,1.2931019067764282,447525,0.0,
1980-11-13 00:00:00+00:00,0.0,2.722222089767456,2.685184955596924,1.3020813465118408,83700,0.0,
1980-11-14 00:00:00+00:00,0.0,2.722222089767456,2.7037041187286377,1.311062216758728,174825,0.0,
1980-11-17 00:00:00+00:00,0.0,2.722222089767456,2.685184955596924,1.3020813465118408,75600,0.0,
1980-11-18 00:00:00+00:00,0.0,2.666666984558105,2.6481480598449707,1.2841219902038574,218025,0.0,
1980-11-19 00:00:00+00:00,0.0,2.666666984558105,2.6296300888061523,1.2751420736312866,220050,0.0,
1980-11-20 00:00:00+00:00,0.0,2.666666984558105,2.6481480598449707,1.2841219902038574,531900,0.0,
1980-11-21 00:00:00+00:00,0.0,2.6481480598449707,2.6296300888061523,1.2751420736312866,130950,0.0,
1980-11-24 00:00:00+00:00,0.0,2.685184955596924,2.6481480598449707,1.2841219902038574,1187325,0.0,
1980-11-25 00:00:00+00:00,0.0,2.7037041187286377,2.685184955596924,1.3020813465118408,1826550,0.0,
1980-11-26 00:00:00+00:00,0.0,2.777777910232544,2.759258985519409,1.338001370429993,1891350,0.0,
1980-11-28 00:00:00+00:00,0.0,2.8333330154418945,2.814815044403076,1.364941120147705,280125,0.0,
1980-12-01 00:00:00+00:00,0.0,2.870369911193848,2.8333330154418945,1.373920440673828,539325,0.0,
1980-12-02 00:00:00+00:00,0.0,3.0,2.981481075286865,1.4457601308822632,527175,0.0,
1980-12-03 00:00:00+00:00,0.0,3.037036895751953,3.0185189247131348,1.4637198448181152,375300,0.0,
1980-12-04 00:00:00+00:00,0.0,3.055556058883667,3.0185189247131348,1.4637198448181152,249075,0.0,
1980-12-05 00:00:00+00:00,0.0,2.8518519401550293,2.8333330154418945,1.373920440673828,307800,0.0,
1980-12-08 00:00:00+00:00,0.0,2.7962958812713623,2.777777910232544,1.3469818830490112,122850,0.0,
1980-12-09 00:00:00+00:00,0.0,2.8518519401550293,2.814815044403076,1.364941120147705,181575,0.0,
1980-12-10 00:00:00+00:00,0.0,2.8518519401550293,2.814815044403076,1.364941120147705,180225,0.0,
1980-12-11 00:00:00+00:00,0.0,2.814815044403076,2.814815044403076,1.364941120147705,139725,0.0,
1980-12-12 00:00:00+00:00,0.0,2.8518519401550293,2.814815044403076,1.364941120147705,162000,0.0,
1980-12-15 00:00:00+00:00,0.0,2.8333330154418945,2.814815044403076,1.364941120147705,251775,0.0,
1980-12-16 00:00:00+00:00,0.0,2.8333330154418945,2.814815044403076,1.364941120147705,55350,0.0,
1980-12-17 00:00:00+00:00,0.0,2.7962958812713623,2.777777910232544,1.3469818830490112,199125,0.0,
