date,CME_Open,CME_High,CME_Low,CME_Close,CME_Volume,CME_Dividends,CME_Stock Splits
2002-12-06 00:00:00+00:00,7.800000190734863,8.640000343322754,7.78000020980835,4.438281536102295,27551000,0.0,
2002-12-09 00:00:00+00:00,8.539999961853027,8.5600004196167,8.227999687194824,4.3472394943237305,3149500,0.0,
2002-12-10 00:00:00+00:00,8.40999984741211,8.65999984741211,8.329999923706055,4.422762870788574,1723000,0.0,
2002-12-11 00:00:00+00:00,8.539999961853027,9.100000381469728,8.460000038146973,4.661746501922607,2549000,0.0,
2002-12-12 00:00:00+00:00,9.01200008392334,9.01200008392334,8.720000267028809,4.54277229309082,1355500,0.0,
2002-12-13 00:00:00+00:00,8.781999588012695,8.793999671936035,8.649999618530273,4.515871524810791,987500,0.0,
2002-12-16 00:00:00+00:00,8.699999809265137,8.75,8.59000015258789,4.4589691162109375,798000,0.0,
2002-12-17 00:00:00+00:00,8.600000381469727,8.800000190734863,8.5600004196167,4.476559638977051,1646000,0.0,
2002-12-18 00:00:00+00:00,8.640000343322754,8.640000343322754,8.510000228881836,4.414485931396484,742000,0.0,
2002-12-19 00:00:00+00:00,8.510000228881836,8.539999961853027,8.434000015258789,4.376206874847412,684000,0.0,
2002-12-20 00:00:00+00:00,8.479999542236328,8.920000076293945,8.399999618530273,4.598637580871582,904500,0.0,
2002-12-23 00:00:00+00:00,8.869999885559082,8.90999984741211,8.670000076293945,4.490009307861328,638500,0.0,
2002-12-24 00:00:00+00:00,8.720000267028809,8.720000267028809,8.592000007629395,4.453799724578857,218000,0.0,
2002-12-26 00:00:00+00:00,8.619999885559082,8.630000114440918,8.510000228881836,4.407243728637695,325000,0.0,
2002-12-27 00:00:00+00:00,8.5,8.5,8.350000381469727,4.345170497894287,830500,0.0,
2002-12-30 00:00:00+00:00,8.460000038146973,8.569999694824219,8.420000076293945,4.378275871276856,1076500,0.0,
2002-12-31 00:00:00+00:00,8.454000473022461,8.760000228881836,8.454000473022461,4.51690673828125,1778000,0.0,
2003-01-02 00:00:00+00:00,8.732000350952148,8.789999961853027,8.6899995803833,4.523118019104004,315000,0.0,
2003-01-03 00:00:00+00:00,8.744000434875488,9.15999984741211,8.704000473022461,4.73830509185791,861500,0.0,
2003-01-06 00:00:00+00:00,9.005999565124512,9.670000076293944,9.005999565124512,4.976254463195801,1874500,0.0,
2003-01-07 00:00:00+00:00,9.600000381469728,9.720000267028809,9.449999809265137,4.967978000640869,1383000,0.0,
2003-01-08 00:00:00+00:00,9.605999946594238,9.654000282287598,9.534000396728516,4.966941833496094,411000,0.0,
2003-01-09 00:00:00+00:00,9.619999885559082,9.84000015258789,9.531999588012695,5.07453727722168,649000,0.0,
2003-01-10 00:00:00+00:00,9.770000457763672,9.869999885559082,9.741999626159668,5.068331718444824,844000,0.0,
2003-01-13 00:00:00+00:00,9.800000190734863,9.935999870300291,9.77400016784668,5.133506774902344,810000,0.0,
2003-01-14 00:00:00+00:00,9.923999786376951,10.0,9.814000129699709,5.079711437225342,554000,0.0,
2003-01-15 00:00:00+00:00,9.68000030517578,9.68000030517578,9.35200023651123,4.867624282836914,1459000,0.0,
2003-01-16 00:00:00+00:00,9.399999618530272,9.399999618530272,9.053999900817873,4.694850921630859,725000,0.0,
2003-01-17 00:00:00+00:00,9.050000190734863,9.104000091552734,8.960000038146973,4.6576080322265625,590500,0.0,
2003-01-21 00:00:00+00:00,9.010000228881836,9.039999961853027,8.85200023651123,4.598637580871582,468000,0.0,
2003-01-22 00:00:00+00:00,8.859999656677246,8.880000114440918,8.819999694824219,4.567602634429932,163500,0.0,
2003-01-23 00:00:00+00:00,8.84000015258789,9.149999618530272,8.826000213623047,4.7000250816345215,476000,0.0,
2003-01-24 00:00:00+00:00,9.06999969482422,9.420000076293944,9.0,4.861415863037109,685000,0.0,
