date,AROC_Open,AROC_High,AROC_Low,AROC_Close,AROC_Volume,AROC_Dividends,AROC_Stock Splits
2007-08-21 00:00:00+00:00,79.4000015258789,80.75,78.0,45.19519805908203,1029100,0.0,
2007-08-22 00:00:00+00:00,77.0,80.48999786376953,75.8499984741211,45.05125427246094,996500,0.0,
2007-08-23 00:00:00+00:00,79.0,79.0999984741211,75.51000213623047,43.89980316162109,742700,0.0,
2007-08-24 00:00:00+00:00,76.0999984741211,77.43000030517578,76.0,44.40068054199219,416000,0.0,
2007-08-27 00:00:00+00:00,77.0999984741211,77.5,74.37999725341797,43.39314651489258,447000,0.0,
2007-08-28 00:00:00+00:00,75.25,75.69999694824219,75.0199966430664,43.41041564941406,532500,0.0,
2007-08-29 00:00:00+00:00,75.30000305175781,77.4000015258789,75.25,44.5215950012207,229300,0.0,
2007-08-30 00:00:00+00:00,77.02999877929688,78.25,76.83000183105469,44.57915878295898,787000,0.0,
2007-08-31 00:00:00+00:00,77.5,77.9000015258789,76.06999969482422,44.61946105957031,760600,0.0,
2007-09-04 00:00:00+00:00,77.5,79.81999969482422,76.75,45.54063415527344,654400,0.0,
2007-09-05 00:00:00+00:00,78.8499984741211,80.0,77.75,45.68456268310547,854100,0.0,
2007-09-06 00:00:00+00:00,79.25,79.7300033569336,78.16000366210938,45.76516342163086,461000,0.0,
2007-09-07 00:00:00+00:00,79.4000015258789,79.4000015258789,75.6500015258789,44.648250579833984,646800,0.0,
2007-09-10 00:00:00+00:00,77.30000305175781,78.66000366210938,74.8499984741211,45.09732818603516,751100,0.0,
2007-09-11 00:00:00+00:00,78.5,79.08999633789062,78.04000091552734,45.47153854370117,655000,0.0,
2007-09-12 00:00:00+00:00,78.9800033569336,79.0,78.37999725341797,45.37366485595703,313700,0.0,
2007-09-13 00:00:00+00:00,79.25,79.98999786376953,78.8499984741211,45.7191162109375,406900,0.0,
2007-09-14 00:00:00+00:00,78.5,79.1500015258789,72.52999877929688,45.4427604675293,371500,0.0,
2007-09-17 00:00:00+00:00,79.0999984741211,79.0999984741211,76.77999877929688,44.36037826538086,536800,0.0,
2007-09-18 00:00:00+00:00,77.44999694824219,79.05000305175781,76.66999816894531,45.12034606933594,446600,0.0,
2007-09-19 00:00:00+00:00,79.0,80.0,77.30000305175781,45.1318588256836,371200,0.0,
2007-09-20 00:00:00+00:00,78.5999984741211,79.83000183105469,77.3499984741211,44.90732192993164,301000,0.0,
2007-09-21 00:00:00+00:00,78.73999786376953,79.8499984741211,77.94999694824219,45.77093505859375,876000,0.0,
2007-09-24 00:00:00+00:00,78.80000305175781,79.72000122070312,78.3499984741211,45.166412353515625,440000,0.0,
2007-09-25 00:00:00+00:00,77.5999984741211,79.11000061035156,77.5999984741211,45.35064315795898,374500,0.0,
2007-09-26 00:00:00+00:00,79.0,80.31999969482422,78.02999877929688,45.05125427246094,742500,0.0,
2007-09-27 00:00:00+00:00,78.30000305175781,80.37000274658203,78.1500015258789,46.05303955078125,490100,0.0,
2007-09-28 00:00:00+00:00,79.9000015258789,80.69999694824219,79.5199966430664,46.254539489746094,868800,0.0,
2007-10-01 00:00:00+00:00,80.0,84.08000183105469,80.0,47.54419708251953,1274200,0.0,
2007-10-02 00:00:00+00:00,82.5,85.88999938964844,82.5,48.925968170166016,841300,0.0,
2007-10-03 00:00:00+00:00,84.37999725341797,85.4000015258789,84.30999755859375,48.6956672668457,584700,0.0,
2007-10-04 00:00:00+00:00,85.63999938964844,85.63999938964844,81.51000213623047,47.78600311279297,678400,0.0,
2007-10-05 00:00:00+00:00,84.25,84.25,82.55999755859375,47.901145935058594,464700,0.0,
2007-10-08 00:00:00+00:00,83.19999694824219,87.70999908447266,82.94999694824219,48.01630401611328,674300,0.0,
2007-10-09 00:00:00+00:00,83.75,84.94999694824219,82.51000213623047,48.764739990234375,895100,0.0,
2007-10-10 00:00:00+00:00,84.75,89.19999694824219,84.6500015258789,50.59557723999024,2818300,0.0,
2007-10-11 00:00:00+00:00,88.0,92.75,87.87999725341797,51.21161651611328,2300100,0.0,
2007-10-12 00:00:00+00:00,88.5,88.5,86.16000366210938,50.002586364746094,862600,0.0,
2007-10-15 00:00:00+00:00,87.30000305175781,87.69999694824219,85.3499984741211,49.893192291259766,633300,0.0,
2007-10-16 00:00:00+00:00,86.5,87.58000183105469,85.58000183105469,49.357757568359375,534900,0.0,
2007-10-17 00:00:00+00:00,86.25,86.76000213623047,84.0,49.31170272827149,428300,0.0,
2007-10-18 00:00:00+00:00,85.9000015258789,86.12000274658203,85.12999725341797,49.294429779052734,378100,0.0,
2007-10-19 00:00:00+00:00,85.62000274658203,85.62000274658203,82.08000183105469,47.38298797607422,645200,0.0,
2007-10-22 00:00:00+00:00,81.5999984741211,83.5999984741211,80.81999969482422,47.23905944824219,864600,0.0,
2007-10-23 00:00:00+00:00,82.55000305175781,85.01000213623047,81.9800033569336,48.93745422363281,696900,0.0,
2007-10-24 00:00:00+00:00,84.4000015258789,84.87999725341797,83.44999694824219,48.86838150024414,624400,0.0,
2007-10-25 00:00:00+00:00,85.4000015258789,85.4000015258789,84.05000305175781,49.08140563964844,767700,0.0,
2007-10-26 00:00:00+00:00,85.95999908447266,86.98999786376953,85.4000015258789,49.22533798217773,926000,0.0,
2007-10-29 00:00:00+00:00,85.5,85.5999984741211,84.12999725341797,48.82231903076172,306700,0.0,
