date,TDG_Open,TDG_High,TDG_Low,TDG_Close,TDG_Volume,TDG_Dividends,TDG_Stock Splits
2006-03-15 00:00:00+00:00,23.950000762939453,24.690000534057617,23.450000762939453,9.877909660339355,7251200,0.0,
2006-03-16 00:00:00+00:00,24.100000381469727,24.350000381469727,23.88999938964844,9.947589874267578,649100,0.0,
2006-03-17 00:00:00+00:00,24.25,25.1200008392334,24.149999618530277,10.25089168548584,287000,0.0,
2006-03-20 00:00:00+00:00,25.170000076293945,25.61000061035156,24.75,10.20580768585205,282800,0.0,
2006-03-21 00:00:00+00:00,24.88999938964844,24.88999938964844,24.0,9.918896675109863,274700,0.0,
2006-03-22 00:00:00+00:00,24.049999237060547,24.299999237060547,24.0,9.902502059936523,103000,0.0,
2006-03-23 00:00:00+00:00,24.09000015258789,24.200000762939453,23.989999771118164,9.877909660339355,106200,0.0,
2006-03-24 00:00:00+00:00,24.299999237060547,24.989999771118164,24.239999771118164,10.041858673095703,101300,0.0,
2006-03-27 00:00:00+00:00,24.649999618530277,25.75,24.450000762939453,10.144327163696287,111700,0.0,
2006-03-28 00:00:00+00:00,24.729999542236328,24.86000061035156,24.549999237060547,10.123833656311035,115400,0.0,
2006-03-29 00:00:00+00:00,24.950000762939453,25.049999237060547,24.75,10.20580768585205,81900,0.0,
2006-03-30 00:00:00+00:00,24.950000762939453,25.450000762939453,24.950000762939453,10.431238174438477,132400,0.0,
2006-03-31 00:00:00+00:00,25.5,25.959999084472656,25.5,10.554197311401367,100100,0.0,
2006-04-03 00:00:00+00:00,25.799999237060547,25.799999237060547,24.799999237060547,10.20580768585205,291800,0.0,
2006-04-04 00:00:00+00:00,24.88999938964844,24.899999618530277,24.700000762939453,10.164820671081545,220200,0.0,
2006-04-05 00:00:00+00:00,24.75,24.76000022888184,24.6299991607666,10.115635871887209,122200,0.0,
2006-04-06 00:00:00+00:00,24.5,24.68000030517578,24.049999237060547,9.939391136169434,130100,0.0,
2006-04-07 00:00:00+00:00,24.25,24.25,23.899999618530277,9.88200855255127,33700,0.0,
2006-04-10 00:00:00+00:00,24.049999237060547,24.350000381469727,24.01000022888184,9.963983535766602,43800,0.0,
2006-04-11 00:00:00+00:00,24.280000686645508,24.280000686645508,23.950000762939453,9.877909660339355,163800,0.0,
2006-04-12 00:00:00+00:00,25.350000381469727,25.350000381469727,24.06999969482422,9.877909660339355,664800,0.0,
2006-04-13 00:00:00+00:00,24.149999618530277,24.450000762939453,24.01000022888184,9.992673873901367,214700,0.0,
2006-04-17 00:00:00+00:00,24.38999938964844,24.700000762939453,24.38999938964844,10.082845687866213,203100,0.0,
2006-04-18 00:00:00+00:00,24.520000457763672,24.57999992370605,23.979999542236328,9.939391136169434,186400,0.0,
2006-04-19 00:00:00+00:00,24.25,25.0,24.25,10.144327163696287,241600,0.0,
2006-04-20 00:00:00+00:00,24.799999237060547,25.940000534057617,24.729999542236328,10.492717742919922,166400,0.0,
2006-04-21 00:00:00+00:00,25.700000762939453,26.100000381469727,25.209999084472656,10.431238174438477,401800,0.0,
2006-04-24 00:00:00+00:00,25.450000762939453,25.899999618530277,25.299999237060547,10.455829620361328,92400,0.0,
2006-04-25 00:00:00+00:00,25.479999542236328,26.200000762939453,25.479999542236328,10.574691772460938,232500,0.0,
2006-04-26 00:00:00+00:00,25.649999618530277,26.0,25.5,10.554197311401367,145000,0.0,
2006-04-27 00:00:00+00:00,25.76000022888184,25.850000381469727,25.26000022888184,10.406644821166992,52300,0.0,
2006-04-28 00:00:00+00:00,25.38999938964844,25.399999618530277,24.1299991607666,10.136130332946776,232200,0.0,
2006-05-01 00:00:00+00:00,24.729999542236328,25.170000076293945,24.729999542236328,10.304177284240724,151000,0.0,
2006-05-02 00:00:00+00:00,25.149999618530277,25.200000762939453,24.739999771118164,10.144327163696287,124000,0.0,
2006-05-03 00:00:00+00:00,24.75,24.76000022888184,24.559999465942383,10.09104347229004,110100,0.0,
2006-05-04 00:00:00+00:00,24.520000457763672,24.61000061035156,24.11000061035156,10.0746488571167,95500,0.0,
2006-05-05 00:00:00+00:00,24.5,24.63999938964844,24.21999931335449,10.062352180480955,104900,0.0,
2006-05-08 00:00:00+00:00,24.5,25.0,24.459999084472656,10.189413070678713,106200,0.0,
2006-05-09 00:00:00+00:00,24.8799991607666,25.0,24.649999618530277,10.214004516601562,85400,0.0,
2006-05-10 00:00:00+00:00,25.049999237060547,25.100000381469727,24.780000686645508,10.242695808410645,74200,0.0,
2006-05-11 00:00:00+00:00,25.09000015258789,25.799999237060547,25.0,10.574691772460938,57100,0.0,
2006-05-12 00:00:00+00:00,25.399999618530277,25.5,24.940000534057617,10.439433097839355,49300,0.0,
2006-05-15 00:00:00+00:00,25.38999938964844,25.399999618530277,25.13999938964844,10.361559867858888,72200,0.0,
2006-05-16 00:00:00+00:00,25.25,25.739999771118164,25.239999771118164,10.468127250671388,84600,0.0,
2006-05-17 00:00:00+00:00,25.450000762939453,25.450000762939453,25.25,10.41074275970459,98200,0.0,
2006-05-18 00:00:00+00:00,25.32999992370605,25.68000030517578,25.32999992370605,10.414841651916504,68800,0.0,
2006-05-19 00:00:00+00:00,25.309999465942383,25.399999618530277,25.049999237060547,10.41074275970459,165700,0.0,
2006-05-22 00:00:00+00:00,25.36000061035156,25.530000686645508,25.059999465942383,10.455829620361328,66100,0.0,
2006-05-23 00:00:00+00:00,25.350000381469727,25.450000762939453,25.21999931335449,10.349261283874512,47300,0.0,
2006-05-24 00:00:00+00:00,25.200000762939453,25.399999618530277,24.88999938964844,10.369754791259766,37600,0.0,
2006-05-25 00:00:00+00:00,25.25,25.309999465942383,24.90999984741211,10.279585838317873,50200,0.0,
2006-05-26 00:00:00+00:00,25.0,25.049999237060547,24.940000534057617,10.24679470062256,44200,0.0,
2006-05-30 00:00:00+00:00,24.979999542236328,25.07999992370605,24.780000686645508,10.23859691619873,68500,0.0,
2006-05-31 00:00:00+00:00,25.0,25.290000915527344,24.950000762939453,10.32466983795166,69000,0.0,
2006-06-01 00:00:00+00:00,25.09000015258789,26.0,25.020000457763672,10.65666675567627,40100,0.0,
2006-06-02 00:00:00+00:00,25.899999618530277,26.5,25.799999237060547,10.861600875854492,69500,0.0,
2006-06-05 00:00:00+00:00,26.399999618530277,26.530000686645508,26.190000534057617,10.853405952453612,67400,0.0,
2006-06-06 00:00:00+00:00,26.479999542236328,26.479999542236328,25.96999931335449,10.67715835571289,62300,0.0,
2006-06-07 00:00:00+00:00,26.049999237060547,26.149999618530277,25.649999618530277,10.603384971618652,52700,0.0,
2006-06-08 00:00:00+00:00,25.770000457763672,25.81999969482422,25.350000381469727,10.582887649536133,40600,0.0,
2006-06-09 00:00:00+00:00,25.850000381469727,25.90999984741211,24.799999237060547,10.164820671081545,145000,0.0,
2006-06-12 00:00:00+00:00,24.850000381469727,24.850000381469727,23.75,9.841021537780762,55300,0.0,
2006-06-13 00:00:00+00:00,23.88999938964844,24.01000022888184,23.020000457763672,9.443445205688477,301500,0.0,
2006-06-14 00:00:00+00:00,23.0,23.0,21.420000076293945,9.111449241638184,230800,0.0,
2006-06-15 00:00:00+00:00,22.32999992370605,22.59000015258789,22.18000030517578,9.201622009277344,185600,0.0,
2006-06-16 00:00:00+00:00,22.51000022888184,23.600000381469727,22.5,9.611493110656738,90600,0.0,
2006-06-19 00:00:00+00:00,23.649999618530277,23.899999618530277,21.850000381469727,9.386063575744627,105100,0.0,
2006-06-20 00:00:00+00:00,23.1299991607666,23.780000686645508,22.81999969482422,9.701665878295898,62300,0.0,
2006-06-21 00:00:00+00:00,23.6200008392334,24.600000381469727,23.450000762939453,10.017267227172852,49000,0.0,
2006-06-22 00:00:00+00:00,24.530000686645508,24.850000381469727,24.51000022888184,10.095142364501951,35900,0.0,
2006-06-23 00:00:00+00:00,24.700000762939453,25.88999938964844,24.6200008392334,10.402544975280762,86700,0.0,
2006-06-26 00:00:00+00:00,25.399999618530277,26.1299991607666,25.34000015258789,10.681256294250488,36400,0.0,
2006-06-27 00:00:00+00:00,25.82999992370605,26.729999542236328,25.82999992370605,10.701752662658691,118100,0.0,
2006-06-28 00:00:00+00:00,26.15999984741211,26.15999984741211,25.43000030517578,10.439433097839355,106100,0.0,
2006-06-29 00:00:00+00:00,25.46999931335449,26.0,25.46999931335449,10.607481002807615,91600,0.0,
2006-06-30 00:00:00+00:00,25.899999618530277,25.899999618530277,23.950000762939453,9.816431045532228,765000,0.0,
2006-07-03 00:00:00+00:00,24.200000762939453,24.399999618530277,23.299999237060547,9.644283294677734,173500,0.0,
