date,MPWR_Open,MPWR_High,MPWR_Low,MPWR_Close,MPWR_Volume,MPWR_Dividends,MPWR_Stock Splits
2004-11-19 00:00:00+00:00,9.0600004196167,9.93000030517578,8.5,8.523336410522461,3906200,0.0,
2004-11-22 00:00:00+00:00,9.899999618530272,11.0,9.510000228881836,8.332776069641113,728000,0.0,
2004-11-23 00:00:00+00:00,9.5,9.75,8.760000228881836,8.124889373779297,505800,0.0,
2004-11-24 00:00:00+00:00,9.5,10.0,9.5,8.471365928649902,319500,0.0,
2004-11-26 00:00:00+00:00,9.300000190734863,9.949999809265137,9.25,8.488692283630371,65600,0.0,
2004-11-29 00:00:00+00:00,10.0,10.100000381469728,9.460000038146973,8.488692283630371,130700,0.0,
2004-11-30 00:00:00+00:00,9.800000190734863,9.989999771118164,9.3100004196167,8.557988166809082,194900,0.0,
2004-12-01 00:00:00+00:00,9.5,10.220000267028809,9.5,8.653266906738281,209800,0.0,
2004-12-02 00:00:00+00:00,10.029999732971191,11.0,9.970000267028809,9.398194313049316,337400,0.0,
2004-12-03 00:00:00+00:00,10.989999771118164,11.350000381469728,10.579999923706056,9.649389266967772,288100,0.0,
2004-12-06 00:00:00+00:00,11.390000343322754,11.68000030517578,11.0,9.640729904174805,192600,0.0,
2004-12-07 00:00:00+00:00,11.380000114440918,11.380000114440918,10.640000343322754,9.450164794921877,195900,0.0,
2004-12-08 00:00:00+00:00,10.960000038146973,11.199999809265137,10.510000228881836,9.44150161743164,78500,0.0,
2004-12-09 00:00:00+00:00,10.800000190734863,10.960000038146973,10.529999732971191,9.36354923248291,40900,0.0,
2004-12-10 00:00:00+00:00,10.710000038146973,10.710000038146973,10.149999618530272,9.017069816589355,86100,0.0,
2004-12-13 00:00:00+00:00,10.100000381469728,10.970000267028809,9.880000114440918,8.947772026062012,77500,0.0,
2004-12-14 00:00:00+00:00,10.850000381469728,10.850000381469728,10.100000381469728,8.861153602600098,29800,0.0,
2004-12-15 00:00:00+00:00,10.0,10.449999809265137,9.899999618530272,8.705239295959473,191400,0.0,
2004-12-16 00:00:00+00:00,9.850000381469728,10.18000030517578,9.850000381469728,8.670589447021484,108800,0.0,
2004-12-17 00:00:00+00:00,9.899999618530272,10.149999618530272,9.31999969482422,8.22883415222168,418100,0.0,
2004-12-20 00:00:00+00:00,9.899999618530272,9.899999618530272,9.039999961853027,8.055596351623535,173700,0.0,
2004-12-21 00:00:00+00:00,9.0,9.760000228881836,9.0,8.202850341796875,81400,0.0,
2004-12-22 00:00:00+00:00,9.369999885559082,9.6899995803833,9.0,8.324116706848145,50000,0.0,
2004-12-23 00:00:00+00:00,9.600000381469728,9.899999618530272,9.59000015258789,8.4627103805542,29900,0.0,
2004-12-27 00:00:00+00:00,9.720000267028809,9.789999961853027,9.460000038146973,8.419393539428711,72000,0.0,
2004-12-28 00:00:00+00:00,9.630000114440918,9.729999542236328,9.220000267028809,8.22883415222168,58200,0.0,
2004-12-29 00:00:00+00:00,9.399999618530272,9.649999618530272,9.399999618530272,8.22883415222168,80100,0.0,
2004-12-30 00:00:00+00:00,9.329999923706056,9.609999656677246,9.300000190734863,8.133554458618164,33300,0.0,
2004-12-31 00:00:00+00:00,9.390000343322754,9.550000190734863,9.25,8.055596351623535,53000,0.0,
2005-01-03 00:00:00+00:00,9.3100004196167,9.449999809265137,8.800000190734863,7.683130741119385,91300,0.0,
2005-01-04 00:00:00+00:00,8.729999542236328,9.050000190734863,8.59000015258789,7.492569446563721,105900,0.0,
2005-01-05 00:00:00+00:00,8.619999885559082,8.640000343322754,8.100000381469727,7.189401149749756,76500,0.0,
2005-01-06 00:00:00+00:00,8.25,8.6899995803833,8.149999618530273,7.137429714202881,29700,0.0,
2005-01-07 00:00:00+00:00,8.149999618530273,8.579999923706055,8.100000381469727,7.146092414855957,17500,0.0,
2005-01-10 00:00:00+00:00,8.15999984741211,8.15999984741211,7.599999904632568,6.756304264068604,75600,0.0,
2005-01-11 00:00:00+00:00,7.639999866485596,7.960000038146973,7.150000095367432,6.253913879394531,52400,0.0,
2005-01-12 00:00:00+00:00,7.300000190734863,7.300000190734863,6.400000095367432,5.716873645782471,113000,0.0,
2005-01-13 00:00:00+00:00,6.769999980926514,6.769999980926514,6.119999885559082,5.396383285522461,346100,0.0,
2005-01-14 00:00:00+00:00,6.099999904632568,6.420000076293945,6.059999942779541,5.439693450927734,109600,0.0,
2005-01-18 00:00:00+00:00,6.429999828338623,6.429999828338623,6.210000038146973,5.448351860046387,102100,0.0,
2005-01-19 00:00:00+00:00,6.420000076293945,6.429999828338623,6.25,5.491664409637451,61000,0.0,
2005-01-20 00:00:00+00:00,6.190000057220459,6.889999866485596,6.190000057220459,5.933422565460205,112300,0.0,
2005-01-21 00:00:00+00:00,6.989999771118164,7.789999961853027,6.820000171661377,6.63503885269165,197500,0.0,
2005-01-24 00:00:00+00:00,7.489999771118164,8.0600004196167,7.489999771118164,6.860249996185303,126400,0.0,
2005-01-25 00:00:00+00:00,8.050000190734863,8.270000457763672,7.5,6.790954113006592,124700,0.0,
2005-01-26 00:00:00+00:00,7.849999904632568,8.0,7.300000190734863,6.730318546295166,42200,0.0,
2005-01-27 00:00:00+00:00,7.579999923706055,8.039999961853027,7.340000152587891,6.63503885269165,42200,0.0,
2005-01-28 00:00:00+00:00,7.239999771118164,8.369999885559082,7.239999771118164,6.60038948059082,68000,0.0,
2005-01-31 00:00:00+00:00,7.699999809265137,7.75,7.25,6.392505168914795,69000,0.0,
2005-02-01 00:00:00+00:00,7.289999961853027,7.800000190734863,7.289999961853027,6.496448516845703,136100,0.0,
