date,CLPT_Open,CLPT_High,CLPT_Low,CLPT_Close,CLPT_Volume,CLPT_Dividends,CLPT_Stock Splits
2012-05-22 00:00:00+00:00,40.0,40.0,30.0,30.0,600,,
2012-05-23 00:00:00+00:00,30.0,32.0,30.0,30.0,810,,
2012-05-24 00:00:00+00:00,30.399999618530277,31.200000762939453,30.0,30.0,313,,
2012-05-25 00:00:00+00:00,31.600000381469727,31.600000381469727,30.0,30.0,193,,
2012-05-29 00:00:00+00:00,39.20000076293945,39.59999847412109,38.79999923706055,39.59999847412109,105,,
2012-05-30 00:00:00+00:00,39.20000076293945,42.0,39.20000076293945,42.0,63,,
2012-05-31 00:00:00+00:00,42.400001525878906,42.400001525878906,40.0,40.0,408,,
2012-06-01 00:00:00+00:00,38.79999923706055,48.0,38.79999923706055,48.0,575,,
2012-06-04 00:00:00+00:00,47.20000076293945,47.20000076293945,44.0,44.0,230,,
2012-06-05 00:00:00+00:00,44.0,44.0,43.20000076293945,44.0,540,,
2012-06-06 00:00:00+00:00,57.59999847412109,60.0,54.0,54.0,1160,,
2012-06-07 00:00:00+00:00,54.400001525878906,61.59999847412109,52.0,52.0,250,,
2012-06-08 00:00:00+00:00,54.0,60.0,54.0,55.20000076293945,395,,
2012-06-11 00:00:00+00:00,58.0,58.0,46.0,46.0,478,,
2012-06-12 00:00:00+00:00,48.400001525878906,49.59999847412109,48.0,49.59999847412109,273,,
2012-06-13 00:00:00+00:00,44.0,58.0,44.0,44.0,713,,
2012-06-14 00:00:00+00:00,40.0,40.0,36.0,38.0,813,,
2012-06-15 00:00:00+00:00,44.0,44.0,40.0,43.59999847412109,180,,
2012-06-18 00:00:00+00:00,43.59999847412109,43.59999847412109,43.59999847412109,43.59999847412109,0,,
2012-06-19 00:00:00+00:00,30.0,30.0,30.0,30.0,35,,
2012-06-20 00:00:00+00:00,60.0,60.0,42.0,46.79999923706055,1243,,
2012-06-21 00:00:00+00:00,59.59999847412109,61.59999847412109,46.400001525878906,46.400001525878906,595,,
2012-06-22 00:00:00+00:00,52.400001525878906,55.59999847412109,50.400001525878906,54.400001525878906,433,,
2012-06-25 00:00:00+00:00,50.0,54.0,50.0,53.59999847412109,278,,
2012-06-26 00:00:00+00:00,50.0,54.0,50.0,50.79999923706055,155,,
2012-06-27 00:00:00+00:00,54.0,57.20000076293945,54.0,57.20000076293945,910,,
2012-06-28 00:00:00+00:00,60.400001525878906,74.0,56.400001525878906,70.0,1440,,
2012-06-29 00:00:00+00:00,76.0,120.0,72.0,92.0,2468,,
2012-07-02 00:00:00+00:00,94.0,120.0,92.0,100.4000015258789,2600,,
2012-07-03 00:00:00+00:00,118.0,200.0,100.0,142.39999389648438,2888,,
2012-07-05 00:00:00+00:00,160.0,188.0,144.39999389648438,178.0,3850,,
2012-07-06 00:00:00+00:00,182.3999938964844,182.3999938964844,130.39999389648438,136.0,3960,,
2012-07-09 00:00:00+00:00,122.0,169.60000610351562,122.0,156.0,2110,,
2012-07-10 00:00:00+00:00,148.0,162.0,148.0,160.0,3793,,
2012-07-11 00:00:00+00:00,159.60000610351562,160.0,140.0,146.0,1540,,
2012-07-12 00:00:00+00:00,146.0,146.0,126.4000015258789,136.0,1008,,
2012-07-13 00:00:00+00:00,140.0,140.0,126.0,140.0,953,,
2012-07-16 00:00:00+00:00,139.60000610351562,140.0,130.39999389648438,136.0,805,,
2012-07-17 00:00:00+00:00,135.60000610351562,136.0,112.4000015258789,127.5999984741211,1543,,
2012-07-18 00:00:00+00:00,120.4000015258789,127.5999984741211,112.0,120.0,1015,,
2012-07-19 00:00:00+00:00,116.0,124.0,116.0,120.0,373,,
2012-07-20 00:00:00+00:00,118.0,120.0,116.4000015258789,118.0,353,,
2012-07-23 00:00:00+00:00,116.0,116.0,106.0,112.0,1155,,
2012-07-24 00:00:00+00:00,110.0,110.8000030517578,98.4000015258789,98.4000015258789,378,,
2012-07-25 00:00:00+00:00,98.0,100.0,58.0,84.0,1858,,
2012-07-26 00:00:00+00:00,84.0,96.0,84.0,86.0,1190,,
2012-07-27 00:00:00+00:00,85.19999694824219,97.5999984741211,80.0,88.0,1035,,
2012-07-30 00:00:00+00:00,96.0,106.0,96.0,100.0,1230,,
2012-07-31 00:00:00+00:00,100.0,100.0,96.0,100.0,93,,
2012-08-01 00:00:00+00:00,100.0,100.0,95.5999984741211,100.0,365,,
2012-08-02 00:00:00+00:00,100.0,100.0,90.0,100.0,980,,
2012-08-03 00:00:00+00:00,86.0,100.0,86.0,92.0,245,,
2012-08-06 00:00:00+00:00,90.0,94.0,87.19999694824219,90.0,458,,
2012-08-07 00:00:00+00:00,90.0,90.0,82.4000015258789,84.0,613,,
2012-08-08 00:00:00+00:00,84.0,88.0,82.80000305175781,88.0,588,,
2012-08-09 00:00:00+00:00,86.0,92.8000030517578,85.19999694824219,92.0,1460,,
2012-08-10 00:00:00+00:00,91.5999984741211,92.0,88.0,92.0,398,,
2012-08-13 00:00:00+00:00,92.0,92.0,88.0,92.0,403,,
2012-08-14 00:00:00+00:00,92.0,92.0,89.19999694824219,90.0,540,,
2012-08-15 00:00:00+00:00,90.0,100.0,90.0,98.0,1138,,
2012-08-16 00:00:00+00:00,98.0,99.5999984741211,92.0,98.8000030517578,373,,
2012-08-17 00:00:00+00:00,98.4000015258789,100.0,92.0,100.0,268,,
2012-08-20 00:00:00+00:00,100.0,100.0,92.0,98.0,388,,
2012-08-21 00:00:00+00:00,97.1999969482422,98.0,94.0,96.0,433,,
2012-08-22 00:00:00+00:00,99.1999969482422,100.0,96.0,96.0,3438,,
2012-08-23 00:00:00+00:00,96.0,97.1999969482422,95.5999984741211,97.1999969482422,223,,
2012-08-24 00:00:00+00:00,98.0,98.0,90.4000015258789,90.4000015258789,485,,
2012-08-27 00:00:00+00:00,96.0,98.4000015258789,88.4000015258789,95.5999984741211,3545,,
2012-08-28 00:00:00+00:00,94.0,95.5999984741211,94.0,95.5999984741211,390,,
2012-08-29 00:00:00+00:00,97.5999984741211,97.5999984741211,90.8000030517578,96.0,973,,
2012-08-30 00:00:00+00:00,96.0,96.0,90.0,92.0,900,,
2012-08-31 00:00:00+00:00,92.0,92.0,88.0,90.0,400,,
2012-09-04 00:00:00+00:00,95.5999984741211,96.0,88.0,89.5999984741211,2898,,
2012-09-05 00:00:00+00:00,90.0,90.0,89.5999984741211,89.5999984741211,85,,
