date,AGCO_Open,AGCO_High,AGCO_Low,AGCO_Close,AGCO_Volume,AGCO_Dividends,AGCO_Stock Splits
1992-04-16 00:00:00+00:00,4.6666669845581055,4.75,4.6666669845581055,3.650413990020752,3240000,0.0,
1992-04-20 00:00:00+00:00,4.6666669845581055,4.75,4.6666669845581055,3.71560001373291,291000,0.0,
1992-04-21 00:00:00+00:00,4.6666669845581055,4.75,4.6666669845581055,3.650413990020752,154800,0.0,
1992-04-22 00:00:00+00:00,4.6666669845581055,4.75,4.6666669845581055,3.71560001373291,103800,0.0,
1992-04-23 00:00:00+00:00,4.75,4.75,4.6666669845581055,3.650413990020752,16800,0.0,
1992-04-24 00:00:00+00:00,4.708333015441895,4.9166669845581055,4.6666669845581055,3.780784130096436,177300,0.0,
1992-04-27 00:00:00+00:00,4.9166669845581055,4.9166669845581055,4.75,3.71560001373291,9000,0.0,
1992-04-28 00:00:00+00:00,4.75,4.7916669845581055,4.75,3.748192548751831,30300,0.0,
1992-04-29 00:00:00+00:00,4.7916669845581055,4.833333015441895,4.75,3.71560001373291,81000,0.0,
1992-04-30 00:00:00+00:00,4.9166669845581055,5.1666669845581055,4.833333015441895,3.911158561706543,58500,0.0,
1992-05-01 00:00:00+00:00,5.0,5.1666669845581055,4.9166669845581055,3.8459725379943848,4200,0.0,
1992-05-04 00:00:00+00:00,4.9166669845581055,5.1666669845581055,4.9166669845581055,4.041530132293701,8100,0.0,
1992-05-05 00:00:00+00:00,4.9166669845581055,5.1666669845581055,4.9166669845581055,3.911158561706543,4200,0.0,
1992-05-06 00:00:00+00:00,5.0,5.0416669845581055,4.958333015441895,3.878564834594727,265500,0.0,
1992-05-07 00:00:00+00:00,5.1666669845581055,5.1666669845581055,4.9166669845581055,4.041530132293701,33900,0.0,
1992-05-08 00:00:00+00:00,4.9166669845581055,5.1666669845581055,4.9166669845581055,4.041530132293701,1500,0.0,
1992-05-11 00:00:00+00:00,5.1666669845581055,5.1666669845581055,4.9166669845581055,3.911158561706543,7800,0.0,
1992-05-12 00:00:00+00:00,4.9166669845581055,5.0,4.9166669845581055,3.878564834594727,20400,0.0,
1992-05-13 00:00:00+00:00,4.9166669845581055,5.083333015441895,4.9166669845581055,3.976341962814331,3300,0.0,
1992-05-14 00:00:00+00:00,4.9166669845581055,5.0,4.833333015441895,3.780784130096436,258000,0.0,
1992-05-15 00:00:00+00:00,4.75,4.833333015441895,4.6666669845581055,3.650413990020752,27600,0.0,
1992-05-18 00:00:00+00:00,4.6666669845581055,4.75,4.6666669845581055,3.650413990020752,48000,0.0,
1992-05-19 00:00:00+00:00,4.6666669845581055,4.6666669845581055,4.583333015441895,3.5852274894714355,77100,0.0,
