date,ASXC_Open,ASXC_High,ASXC_Low,ASXC_Close,ASXC_Volume,ASXC_Dividends,ASXC_Stock Splits
1991-08-06 00:00:00+00:00,0.0,751.5625,710.9375,710.9375,53,,
1991-08-07 00:00:00+00:00,0.0,710.9375,650.0,650.0,74,,
1991-08-08 00:00:00+00:00,0.0,710.9375,650.0,650.0,37,,
1991-08-09 00:00:00+00:00,0.0,731.25,670.3125,670.3125,100,,
1991-08-12 00:00:00+00:00,0.0,731.25,670.3125,670.3125,52,,
1991-08-13 00:00:00+00:00,0.0,731.25,690.625,690.625,158,,
1991-08-14 00:00:00+00:00,0.0,731.25,690.625,690.625,71,,
1991-08-15 00:00:00+00:00,0.0,731.25,710.9375,710.9375,40,,
1991-08-16 00:00:00+00:00,0.0,751.5625,710.9375,710.9375,400,,
1991-08-19 00:00:00+00:00,0.0,751.5625,690.625,690.625,65,,
1991-08-20 00:00:00+00:00,0.0,751.5625,710.9375,710.9375,244,,
1991-08-21 00:00:00+00:00,0.0,812.5,792.1875,792.1875,433,,
1991-08-22 00:00:00+00:00,0.0,792.1875,751.5625,751.5625,270,,
1991-08-23 00:00:00+00:00,0.0,792.1875,771.875,771.875,599,,
1991-08-26 00:00:00+00:00,0.0,792.1875,771.875,771.875,102,,
1991-08-27 00:00:00+00:00,0.0,792.1875,751.5625,751.5625,58,,
1991-08-28 00:00:00+00:00,0.0,792.1875,751.5625,751.5625,49,,
1991-08-29 00:00:00+00:00,0.0,771.875,751.5625,751.5625,68,,
1991-08-30 00:00:00+00:00,0.0,812.5,771.875,771.875,142,,
1991-09-03 00:00:00+00:00,0.0,792.1875,751.5625,751.5625,131,,
1991-09-04 00:00:00+00:00,0.0,792.1875,751.5625,751.5625,120,,
1991-09-05 00:00:00+00:00,0.0,812.5,792.1875,792.1875,129,,
1991-09-06 00:00:00+00:00,0.0,832.8125,792.1875,792.1875,117,,
1991-09-09 00:00:00+00:00,0.0,832.8125,792.1875,792.1875,66,,
1991-09-10 00:00:00+00:00,0.0,832.8125,792.1875,792.1875,38,,
1991-09-11 00:00:00+00:00,0.0,832.8125,812.5,812.5,102,,
1991-09-12 00:00:00+00:00,0.0,832.8125,812.5,812.5,197,,
1991-09-13 00:00:00+00:00,0.0,914.0625,832.8125,832.8125,444,,
1991-09-16 00:00:00+00:00,0.0,893.75,832.8125,832.8125,73,,
1991-09-17 00:00:00+00:00,832.8125,832.8125,832.8125,832.8125,0,,
1991-09-18 00:00:00+00:00,0.0,873.4375,832.8125,832.8125,49,,
1991-09-19 00:00:00+00:00,0.0,873.4375,832.8125,832.8125,51,,
1991-09-20 00:00:00+00:00,0.0,914.0625,853.125,853.125,87,,
1991-09-23 00:00:00+00:00,0.0,893.75,853.125,853.125,12,,
1991-09-24 00:00:00+00:00,0.0,873.4375,832.8125,832.8125,62,,
1991-09-25 00:00:00+00:00,0.0,873.4375,832.8125,832.8125,15,,
1991-09-26 00:00:00+00:00,0.0,873.4375,832.8125,832.8125,43,,
1991-09-27 00:00:00+00:00,0.0,873.4375,853.125,853.125,68,,
1991-09-30 00:00:00+00:00,0.0,873.4375,853.125,853.125,52,,
1991-10-01 00:00:00+00:00,0.0,934.375,873.4375,873.4375,148,,
1991-10-02 00:00:00+00:00,0.0,975.0,934.375,934.375,71,,
1991-10-03 00:00:00+00:00,0.0,975.0,934.375,934.375,37,,
1991-10-04 00:00:00+00:00,0.0,975.0,934.375,934.375,268,,
1991-10-07 00:00:00+00:00,0.0,975.0,934.375,934.375,150,,
1991-10-08 00:00:00+00:00,0.0,975.0,934.375,934.375,37,,
1991-10-09 00:00:00+00:00,0.0,975.0,934.375,934.375,80,,
1991-10-10 00:00:00+00:00,0.0,975.0,954.6875,954.6875,57,,
1991-10-11 00:00:00+00:00,0.0,1015.625,954.6875,954.6875,66,,
1991-10-14 00:00:00+00:00,0.0,1015.625,975.0,975.0,129,,
1991-10-15 00:00:00+00:00,0.0,1015.625,975.0,975.0,9,,
1991-10-16 00:00:00+00:00,0.0,1015.625,975.0,975.0,92,,
1991-10-17 00:00:00+00:00,0.0,1015.625,975.0,975.0,102,,
1991-10-18 00:00:00+00:00,0.0,1035.9375,1015.625,1015.625,688,,
1991-10-21 00:00:00+00:00,0.0,1035.9375,1015.625,1015.625,347,,
1991-10-22 00:00:00+00:00,0.0,1035.9375,1015.625,1015.625,656,,
1991-10-23 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,518,,
1991-10-24 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,52,,
1991-10-25 00:00:00+00:00,0.0,1157.8125,1096.875,1096.875,490,,
1991-10-28 00:00:00+00:00,0.0,1096.875,1076.5625,1076.5625,281,,
1991-10-29 00:00:00+00:00,0.0,1096.875,1056.25,1056.25,55,,
1991-10-30 00:00:00+00:00,0.0,1157.8125,1096.875,1096.875,151,,
1991-10-31 00:00:00+00:00,0.0,1157.8125,1096.875,1096.875,23,,
1991-11-01 00:00:00+00:00,0.0,1157.8125,1096.875,1096.875,75,,
1991-11-04 00:00:00+00:00,0.0,1137.5,1076.5625,1076.5625,43,,
1991-11-05 00:00:00+00:00,0.0,1117.1875,1076.5625,1076.5625,72,,
1991-11-06 00:00:00+00:00,0.0,1056.25,1035.9375,1035.9375,265,,
1991-11-07 00:00:00+00:00,0.0,1076.5625,1035.9375,1035.9375,290,,
1991-11-08 00:00:00+00:00,0.0,1096.875,1035.9375,1035.9375,33,,
1991-11-11 00:00:00+00:00,0.0,1096.875,1035.9375,1035.9375,37,,
1991-11-12 00:00:00+00:00,0.0,1096.875,1035.9375,1035.9375,108,,
1991-11-13 00:00:00+00:00,0.0,1096.875,1035.9375,1035.9375,15,,
1991-11-14 00:00:00+00:00,0.0,1056.25,975.0,975.0,117,,
1991-11-15 00:00:00+00:00,0.0,1035.9375,934.375,934.375,49,,
1991-11-18 00:00:00+00:00,0.0,1056.25,995.3125,995.3125,338,,
1991-11-19 00:00:00+00:00,0.0,1056.25,995.3125,995.3125,27,,
1991-11-20 00:00:00+00:00,0.0,1096.875,1015.625,1015.625,249,,
1991-11-21 00:00:00+00:00,0.0,1096.875,1015.625,1015.625,17,,
1991-11-22 00:00:00+00:00,0.0,1096.875,1015.625,1015.625,66,,
1991-11-25 00:00:00+00:00,0.0,1137.5,1096.875,1096.875,209,,
1991-11-26 00:00:00+00:00,0.0,1137.5,1096.875,1096.875,145,,
1991-11-27 00:00:00+00:00,0.0,1137.5,1096.875,1096.875,128,,
1991-11-29 00:00:00+00:00,0.0,1178.125,1137.5,1137.5,246,,
1991-12-02 00:00:00+00:00,0.0,1157.8125,1117.1875,1117.1875,231,,
1991-12-03 00:00:00+00:00,0.0,1096.875,1076.5625,1076.5625,404,,
1991-12-04 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,129,,
1991-12-05 00:00:00+00:00,1015.625,1015.625,1015.625,1015.625,0,,
1991-12-06 00:00:00+00:00,0.0,1076.5625,1056.25,1056.25,117,,
1991-12-09 00:00:00+00:00,0.0,1137.5,1096.875,1096.875,179,,
1991-12-10 00:00:00+00:00,0.0,1117.1875,1056.25,1056.25,52,,
1991-12-11 00:00:00+00:00,0.0,1096.875,1035.9375,1035.9375,154,,
1991-12-12 00:00:00+00:00,0.0,1096.875,1035.9375,1035.9375,65,,
1991-12-13 00:00:00+00:00,0.0,1096.875,1056.25,1056.25,73,,
1991-12-16 00:00:00+00:00,0.0,1096.875,1056.25,1056.25,78,,
1991-12-17 00:00:00+00:00,0.0,1117.1875,1076.5625,1076.5625,201,,
1991-12-18 00:00:00+00:00,0.0,1117.1875,1096.875,1096.875,97,,
1991-12-19 00:00:00+00:00,0.0,1096.875,1076.5625,1076.5625,185,,
1991-12-20 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,212,,
1991-12-23 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,38,,
1991-12-24 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,40,,
1991-12-26 00:00:00+00:00,1015.625,1015.625,1015.625,1015.625,0,,
1991-12-27 00:00:00+00:00,1015.625,1015.625,1015.625,1015.625,0,,
1991-12-30 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,72,,
1991-12-31 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,40,,
1992-01-02 00:00:00+00:00,1015.625,1015.625,1015.625,1015.625,0,,
1992-01-03 00:00:00+00:00,0.0,1056.25,1015.625,1015.625,51,,
1992-01-06 00:00:00+00:00,0.0,1096.875,1076.5625,1076.5625,514,,
1992-01-07 00:00:00+00:00,0.0,1117.1875,1096.875,1096.875,609,,
1992-01-08 00:00:00+00:00,0.0,1137.5,1117.1875,1117.1875,516,,
1992-01-09 00:00:00+00:00,0.0,1157.8125,1117.1875,1117.1875,599,,
1992-01-10 00:00:00+00:00,0.0,1178.125,1117.1875,1117.1875,431,,
1992-01-13 00:00:00+00:00,0.0,1178.125,1117.1875,1117.1875,299,,
1992-01-14 00:00:00+00:00,0.0,1218.75,1157.8125,1157.8125,479,,
1992-01-15 00:00:00+00:00,0.0,1340.625,1259.375,1259.375,172,,
1992-01-16 00:00:00+00:00,0.0,1340.625,1259.375,1259.375,118,,
1992-01-17 00:00:00+00:00,0.0,1421.875,1360.9375,1360.9375,169,,
1992-01-20 00:00:00+00:00,0.0,1381.25,1300.0,1300.0,256,,
1992-01-21 00:00:00+00:00,0.0,1421.875,1360.9375,1360.9375,167,,
1992-01-22 00:00:00+00:00,0.0,1442.1875,1381.25,1381.25,208,,
1992-01-23 00:00:00+00:00,0.0,1442.1875,1381.25,1381.25,159,,
1992-01-24 00:00:00+00:00,0.0,1421.875,1360.9375,1360.9375,75,,
1992-01-27 00:00:00+00:00,0.0,1381.25,1340.625,1340.625,111,,
1992-01-28 00:00:00+00:00,0.0,1381.25,1320.3125,1320.3125,155,,
1992-01-29 00:00:00+00:00,0.0,1360.9375,1300.0,1300.0,174,,
1992-01-30 00:00:00+00:00,0.0,1381.25,1300.0,1300.0,175,,
1992-01-31 00:00:00+00:00,0.0,1381.25,1300.0,1300.0,7,,
1992-02-03 00:00:00+00:00,0.0,1381.25,1300.0,1300.0,54,,
1992-02-04 00:00:00+00:00,0.0,1381.25,1300.0,1300.0,68,,
1992-02-05 00:00:00+00:00,0.0,1381.25,1340.625,1340.625,67,,
1992-02-06 00:00:00+00:00,0.0,1462.5,1381.25,1381.25,58,,
1992-02-07 00:00:00+00:00,0.0,1523.4375,1482.8125,1482.8125,105,,
