date,RRX_Open,RRX_High,RRX_Low,RRX_Close,RRX_Volume,RRX_Dividends,RRX_Stock Splits
1980-03-17 00:00:00+00:00,0.0,1.8906530141830444,1.7777780294418335,0.8923991918563843,16833,0.0,
1980-03-18 00:00:00+00:00,0.0,1.7495590448379517,1.7213399410247805,0.8640690445899963,5316,0.0,
1980-03-19 00:00:00+00:00,0.0,1.7636679410934448,1.7495590448379517,0.8853166699409485,3544,0.0,
1980-03-20 00:00:00+00:00,0.0,1.8059959411621092,1.7636679410934448,0.9065641760826112,15061,0.0,
1980-03-21 00:00:00+00:00,1.8059959411621092,1.8059959411621092,1.8059959411621092,0.9065641760826112,0,0.0,
1980-03-24 00:00:00+00:00,0.0,1.8342150449752808,1.735450029373169,0.8853166699409485,10631,0.0,
1980-03-25 00:00:00+00:00,0.0,1.7213399410247805,1.707231044769287,0.8640690445899963,6202,0.0,
1980-03-26 00:00:00+00:00,0.0,1.7213399410247805,1.7213399410247805,0.8640690445899963,1772,0.0,
1980-03-27 00:00:00+00:00,0.0,1.6931220293045044,1.5238100290298462,0.771996259689331,18605,0.0,
1980-03-28 00:00:00+00:00,0.0,1.7213399410247805,1.5661380290985107,0.8640690445899963,21263,0.0,
1980-03-31 00:00:00+00:00,0.0,1.735450029373169,1.6507940292358398,0.8499040007591248,25692,0.0,
1980-04-01 00:00:00+00:00,0.0,1.7213399410247805,1.6931220293045044,0.8499040007591248,7088,0.0,
1980-04-02 00:00:00+00:00,0.0,1.7213399410247805,1.7213399410247805,0.8640690445899963,13289,0.0,
1980-04-03 00:00:00+00:00,0.0,1.7636679410934448,1.735450029373169,0.8853166699409485,3544,0.0,
1980-04-07 00:00:00+00:00,0.0,1.735450029373169,1.735450029373169,0.8711516857147217,886,0.0,
1980-04-08 00:00:00+00:00,0.0,1.7636679410934448,1.7213399410247805,0.8711516857147217,6202,0.0,
1980-04-09 00:00:00+00:00,0.0,1.7213399410247805,1.707231044769287,0.8569867014884949,4430,0.0,
1980-04-10 00:00:00+00:00,1.707231044769287,1.707231044769287,1.707231044769287,0.8569867014884949,0,0.0,
1980-04-11 00:00:00+00:00,0.0,1.735450029373169,1.707231044769287,0.8711516857147217,7973,0.0,
